Faction	RoutId	PartId	Sex	Genre	DetailType	ParticularType	Level	PartInfo	RoutInfo
11	1	10	2	2	1	1353	10	Vũ Khí	Chùy Minh
11	2	1	1	4	6	100	10	Hộ Thân Phù	Kiếm Minh
11	2	2	1	4	3	234	10	Y Phục	Kiếm Minh
11	2	3	1	4	8	463	10	Yêu Đái	Kiếm Minh
11	2	4	1	4	7	43	10	Hài Tử	Kiếm Minh
11	2	5	1	4	10	507	10	Hộ Uyển	Kiếm Minh
11	2	6	1	4	9	489	10	Mạo Tử	Kiếm Minh
11	2	7	1	4	5	460	10	Hạng Liên	Kiếm Minh
11	2	8	1	4	11	93	10	Ngọc Bội	Kiếm Minh
11	2	9	1	4	4	477	10	Giới Chỉ	Kiếm Minh
11	2	10	1	2	1	1354	10	Vũ Khí	Kiếm Minh
11	2	1	2	4	6	100	10	Hộ Thân Phù	Kiếm Minh
11	2	2	2	4	3	239	10	Y Phục	Kiếm Minh
11	2	3	2	4	8	464	10	Yêu Đái	Kiếm Minh
11	2	4	2	4	7	44	10	Hài Tử	Kiếm Minh
11	2	5	2	4	10	508	10	Hộ Uyển	Kiếm Minh
11	2	6	2	4	9	490	10	Mạo Tử	Kiếm Minh
11	2	7	2	4	5	460	10	Hạng Liên	Kiếm Minh
11	2	8	2	4	11	94	10	Ngọc Bội	Kiếm Minh
11	2	9	2	4	4	477	10	Giới Chỉ	Kiếm Minh
11	2	10	2	2	1	1354	10	Vũ Khí	Kiếm Minh
12	1	1	1	4	6	105	10	Hộ Thân Phù	Chỉ Đoàn
12	1	2	1	4	3	235	10	Y Phục	Chỉ Đoàn
12	1	3	1	4	8	467	10	Yêu Đái	Chỉ Đoàn
12	1	4	1	4	7	45	10	Hài Tử	Chỉ Đoàn
12	1	5	1	4	10	509	10	Hộ Uyển	Chỉ Đoàn
12	1	6	1	4	9	491	10	Mạo Tử	Chỉ Đoàn
12	1	7	1	4	5	461	10	Hạng Liên	Chỉ Đoàn
12	1	8	1	4	11	95	10	Ngọc Bội	Chỉ Đoàn
12	1	9	1	4	4	478	10	Giới Chỉ	Chỉ Đoàn
12	1	10	1	2	1	1342	10	Vũ Khí	Chỉ Đoàn
12	1	1	2	4	6	105	10	Hộ Thân Phù	Chỉ Đoàn
12	1	2	2	4	3	240	10	Y Phục	Chỉ Đoàn
12	1	3	2	4	8	468	10	Yêu Đái	Chỉ Đoàn
12	1	4	2	4	7	46	10	Hài Tử	Chỉ Đoàn
12	1	5	2	4	10	510	10	Hộ Uyển	Chỉ Đoàn
12	1	6	2	4	9	492	10	Mạo Tử	Chỉ Đoàn
12	1	7	2	4	5	461	10	Hạng Liên	Chỉ Đoàn
12	1	8	2	4	11	96	10	Ngọc Bội	Chỉ Đoàn
12	1	9	2	4	4	478	10	Giới Chỉ	Chỉ Đoàn
12	1	10	2	2	1	1342	10	Vũ Khí	Chỉ Đoàn
12	2	1	1	4	6	105	10	Hộ Thân Phù	Khí Đoàn
12	2	2	1	4	3	235	10	Y Phục	Khí Đoàn
12	2	3	1	4	8	467	10	Yêu Đái	Khí Đoàn
12	2	4	1	4	7	45	10	Hài Tử	Khí Đoàn
12	2	5	1	4	10	511	10	Hộ Uyển	Khí Đoàn
12	2	6	1	4	9	491	10	Mạo Tử	Khí Đoàn
12	2	7	1	4	5	462	10	Hạng Liên	Khí Đoàn
12	2	8	1	4	11	95	10	Ngọc Bội	Khí Đoàn
12	2	9	1	4	4	479	10	Giới Chỉ	Khí Đoàn
12	2	10	1	2	1	1344	10	Vũ Khí	Khí Đoàn
12	2	1	2	4	6	105	10	Hộ Thân Phù	Khí Đoàn
12	2	2	2	4	3	240	10	Y Phục	Khí Đoàn
12	2	3	2	4	8	468	10	Yêu Đái	Khí Đoàn
12	2	4	2	4	7	46	10	Hài Tử	Khí Đoàn
12	2	5	2	4	10	512	10	Hộ Uyển	Khí Đoàn
12	2	6	2	4	9	492	10	Mạo Tử	Khí Đoàn
12	2	7	2	4	5	462	10	Hạng Liên	Khí Đoàn
12	2	8	2	4	11	96	10	Ngọc Bội	Khí Đoàn
12	2	9	2	4	4	479	10	Giới Chỉ	Khí Đoàn
12	2	10	2	2	1	1344	10	Vũ Khí	Khí Đoàn
13	1	1	1	4	6	115	10	Hộ Thân Phù	Kiếm Mộ
13	1	2	1	4	3	237	10	Y Phục	Kiếm Mộ
13	1	3	1	4	8	475	10	Yêu Đái	Kiếm Mộ
13	1	4	1	4	7	49	10	Hài Tử	Kiếm Mộ
13	1	5	1	4	10	517	10	Hộ Uyển	Kiếm Mộ
13	1	6	1	4	9	495	10	Mạo Tử	Kiếm Mộ
13	1	7	1	4	5	465	10	Hạng Liên	Kiếm Mộ
13	1	8	1	4	11	99	10	Ngọc Bội	Kiếm Mộ
13	1	9	1	4	4	482	10	Giới Chỉ	Kiếm Mộ
13	1	10	1	2	1	1528	10	Vũ Khí	Kiếm Mộ
13	1	1	2	4	6	115	10	Hộ Thân Phù	Kiếm Mộ
13	1	2	2	4	3	242	10	Y Phục	Kiếm Mộ
13	1	3	2	4	8	476	10	Yêu Đái	Kiếm Mộ
13	1	4	2	4	7	50	10	Hài Tử	Kiếm Mộ
13	1	5	2	4	10	518	10	Hộ Uyển	Kiếm Mộ
13	1	6	2	4	9	496	10	Mạo Tử	Kiếm Mộ
13	1	7	2	4	5	465	10	Hạng Liên	Kiếm Mộ
13	1	8	2	4	11	100	10	Ngọc Bội	Kiếm Mộ
13	1	9	2	4	4	482	10	Giới Chỉ	Kiếm Mộ
13	1	10	2	2	1	1528	10	Vũ Khí	Kiếm Mộ
13	2	1	1	4	6	115	10	Hộ Thân Phù	Châm Mộ
13	2	2	1	4	3	237	10	Y Phục	Châm Mộ
13	2	3	1	4	8	475	10	Yêu Đái	Châm Mộ
13	2	4	1	4	7	49	10	Hài Tử	Châm Mộ
13	2	5	1	4	10	519	10	Hộ Uyển	Châm Mộ
13	2	6	1	4	9	495	10	Mạo Tử	Châm Mộ
13	2	7	1	4	5	466	10	Hạng Liên	Châm Mộ
13	2	8	1	4	11	99	10	Ngọc Bội	Châm Mộ
13	2	9	1	4	4	483	10	Giới Chỉ	Châm Mộ
13	2	10	1	2	2	238	10	Vũ Khí	Châm Mộ
13	2	1	2	4	6	115	10	Hộ Thân Phù	Châm Mộ
13	2	2	2	4	3	242	10	Y Phục	Châm Mộ
13	2	3	2	4	8	476	10	Yêu Đái	Châm Mộ
13	2	4	2	4	7	50	10	Hài Tử	Châm Mộ
13	2	5	2	4	10	520	10	Hộ Uyển	Châm Mộ
13	2	6	2	4	9	496	10	Mạo Tử	Châm Mộ
13	2	7	2	4	5	466	10	Hạng Liên	Châm Mộ
13	2	8	2	4	11	100	10	Ngọc Bội	Châm Mộ
13	2	9	2	4	4	483	10	Giới Chỉ	Châm Mộ
13	2	10	2	2	2	238	10	Vũ Khí	Châm Mộ
