ClassParamID	Id	Cost	Desc	TrueDesc	Probability	Name	BindMoney	Money	Coin	Genre	DetailType	ParticularType	Level	Series	EnhTimes	Amount	Exp	BaseExp	MKP	GTP	Bind	LuaScriptFun	TimeLimit	Announce	FriendMsg	KinOrTongMsg
104	14		50级宝箱	50级宝箱	1000	5级PvsP紫男皮帽(Kim)				2	9	545	5													
104	15		50级宝箱	50级宝箱	1000	5级PvsP紫男皮帽(Mộc)				2	9	565	5													
104	16		50级宝箱	50级宝箱	1000	5级PvsP紫男皮帽(Hỏa)				2	9	585	5													
104	17		50级宝箱	50级宝箱	500	5级PvsP紫女布帽(Mộc)				2	9	415	5													
104	18		50级宝箱	50级宝箱	500	5级PvsP紫女布帽(Thủy)				2	9	435	5													
104	19		50级宝箱	50级宝箱	333	5级PvsP紫女布帽(Thổ)				2	9	455	5													
104	20		50级宝箱	50级宝箱	500	5级PvsP紫女头盔(Kim)				2	9	475	5													
104	21		50级宝箱	50级宝箱	500	5级PvsP紫女头盔(Thủy)				2	9	495	5													
104	22		50级宝箱	50级宝箱	500	5级PvsP紫女头盔(Hỏa)				2	9	515	5													
104	23		50级宝箱	50级宝箱	333	5级PvsP紫女头盔(Thổ)				2	9	535	5													
104	24		50级宝箱	50级宝箱	500	5级PvsP紫女皮帽(Kim)				2	9	555	5													
104	25		50级宝箱	50级宝箱	500	5级PvsP紫女皮帽(Mộc)				2	9	575	5													
104	26		50级宝箱	50级宝箱	500	5级PvsP紫女皮帽(Hỏa)				2	9	595	5													
104	27		50级宝箱	50级宝箱	170	5级PvsP橙男布帽(Mộc)				2	9	805	5													
104	28		50级宝箱	50级宝箱	170	5级PvsP橙男布帽(Thủy)				2	9	825	5													
104	29		50级宝箱	50级宝箱	113	5级PvsP橙男布帽(Thổ)				2	9	845	5													
104	30		50级宝箱	50级宝箱	170	5级PvsP橙男头盔(Kim)				2	9	865	5													
104	31		50级宝箱	50级宝箱	170	5级PvsP橙男头盔(Thủy)				2	9	885	5													
104	32		50级宝箱	50级宝箱	170	5级PvsP橙男头盔(Hỏa)				2	9	905	5													
104	33		50级宝箱	50级宝箱	113	5级PvsP橙男头盔(Thổ)				2	9	925	5													
104	34		50级宝箱	50级宝箱	170	5级PvsP橙男皮帽(Kim)				2	9	945	5													
104	35		50级宝箱	50级宝箱	170	5级PvsP橙男皮帽(Mộc)				2	9	965	5													
104	36		50级宝箱	50级宝箱	170	5级PvsP橙男皮帽(Hỏa)				2	9	985	5													
104	37		50级宝箱	50级宝箱	85	5级PvsP橙女布帽(Mộc)				2	9	815	5													
104	38		50级宝箱	50级宝箱	85	5级PvsP橙女布帽(Thủy)				2	9	835	5													
104	39		50级宝箱	50级宝箱	56	5级PvsP橙女布帽(Thổ)				2	9	855	5													
104	40		50级宝箱	50级宝箱	85	5级PvsP橙女头盔(Kim)				2	9	875	5													
104	41		50级宝箱	50级宝箱	85	5级PvsP橙女头盔(Thủy)				2	9	895	5													
104	42		50级宝箱	50级宝箱	85	5级PvsP橙女头盔(Hỏa)				2	9	915	5													
104	43		50级宝箱	50级宝箱	57	5级PvsP橙女头盔(Thổ)				2	9	935	5													
104	44		50级宝箱	50级宝箱	85	5级PvsP橙女皮帽(Kim)				2	9	955	5													
104	45		50级宝箱	50级宝箱	85	5级PvsP橙女皮帽(Mộc)				2	9	975	5													
104	46		50级宝箱	50级宝箱	85	5级PvsP橙女皮帽(Hỏa)				2	9	995	5													
104	47		50级宝箱	50级宝箱	667	5级PvsP紫男皮帽(Thổ)				2	9	1065	5													
104	48		50级宝箱	50级宝箱	334	5级PvsP紫女皮帽(Thổ)				2	9	1075	5													
104	49		50级宝箱	50级宝箱	114	5级PvsP橙男皮帽(Thổ)				2	9	1085	5													
104	50		50级宝箱	50级宝箱	57	5级PvsP橙女皮帽(Thổ)				2	9	1095	5													
105	1		60级宝箱	60级宝箱	348000	1500 bạc khóa	1500																			
105	2		60级宝箱	60级宝箱	70000	朱果[6级补血药材]*5				22	1	10	6			5										
105	3		60级宝箱	60级宝箱	70000	夏枯草[6级活气药材]*5				22	1	11	6			5										
105	4		60级宝箱	60级宝箱	450000	Huyền tinh-Lv4 (khóa)				18	1	114	4													
105	5		60级宝箱	60级宝箱	40000	Huyền tinh-Lv5 (khóa)				18	1	114	5													
105	6		60级宝箱	60级宝箱	10000	Huyền tinh-Lv6 (khóa)				18	1	114	6													
105	7		60级宝箱	60级宝箱	700	6级PvsP紫男布帽(Mộc)				2	9	406	6													
105	8		60级宝箱	60级宝箱	700	6级PvsP紫男布帽(Thủy)				2	9	426	6													
105	9		60级宝箱	60级宝箱	467	6级PvsP紫男布帽(Thổ)				2	9	446	6													
105	10		60级宝箱	60级宝箱	700	6级PvsP紫男头盔(Kim)				2	9	466	6													
105	11		60级宝箱	60级宝箱	700	6级PvsP紫男头盔(Thủy)				2	9	486	6													
105	12		60级宝箱	60级宝箱	700	6级PvsP紫男头盔(Hỏa)				2	9	506	6													
105	13		60级宝箱	60级宝箱	466	6级PvsP紫男头盔(Thổ)				2	9	526	6													
105	14		60级宝箱	60级宝箱	700	6级PvsP紫男皮帽(Kim)				2	9	546	6													
105	15		60级宝箱	60级宝箱	700	6级PvsP紫男皮帽(Mộc)				2	9	566	6													
105	16		60级宝箱	60级宝箱	700	6级PvsP紫男皮帽(Hỏa)				2	9	586	6													
105	17		60级宝箱	60级宝箱	350	6级PvsP紫女布帽(Mộc)				2	9	416	6													
105	18		60级宝箱	60级宝箱	350	6级PvsP紫女布帽(Thủy)				2	9	436	6													
105	19		60级宝箱	60级宝箱	233	6级PvsP紫女布帽(Thổ)				2	9	456	6													
105	20		60级宝箱	60级宝箱	350	6级PvsP紫女头盔(Kim)				2	9	476	6													
105	21		60级宝箱	60级宝箱	350	6级PvsP紫女头盔(Thủy)				2	9	496	6													
105	22		60级宝箱	60级宝箱	350	6级PvsP紫女头盔(Hỏa)				2	9	516	6													
105	23		60级宝箱	60级宝箱	233	6级PvsP紫女头盔(Thổ)				2	9	536	6													
105	24		60级宝箱	60级宝箱	350	6级PvsP紫女皮帽(Kim)				2	9	556	6													
105	25		60级宝箱	60级宝箱	350	6级PvsP紫女皮帽(Mộc)				2	9	576	6													
105	26		60级宝箱	60级宝箱	350	6级PvsP紫女皮帽(Hỏa)				2	9	596	6													
105	27		60级宝箱	60级宝箱	100	6级PvsP橙男布帽(Mộc)				2	9	806	6													
105	28		60级宝箱	60级宝箱	100	6级PvsP橙男布帽(Thủy)				2	9	826	6													
105	29		60级宝箱	60级宝箱	67	6级PvsP橙男布帽(Thổ)				2	9	846	6													
105	30		60级宝箱	60级宝箱	100	6级PvsP橙男头盔(Kim)				2	9	866	6													
105	31		60级宝箱	60级宝箱	100	6级PvsP橙男头盔(Thủy)				2	9	886	6													
105	32		60级宝箱	60级宝箱	100	6级PvsP橙男头盔(Hỏa)				2	9	906	6													
105	33		60级宝箱	60级宝箱	66	6级PvsP橙男头盔(Thổ)				2	9	926	6													
105	34		60级宝箱	60级宝箱	100	6级PvsP橙男皮帽(Kim)				2	9	946	6													
105	35		60级宝箱	60级宝箱	100	6级PvsP橙男皮帽(Mộc)				2	9	966	6													
105	36		60级宝箱	60级宝箱	100	6级PvsP橙男皮帽(Hỏa)				2	9	986	6													
105	37		60级宝箱	60级宝箱	50	6级PvsP橙女布帽(Mộc)				2	9	816	6													
105	38		60级宝箱	60级宝箱	50	6级PvsP橙女布帽(Thủy)				2	9	836	6													
105	39		60级宝箱	60级宝箱	33	6级PvsP橙女布帽(Thổ)				2	9	856	6													
105	40		60级宝箱	60级宝箱	50	6级PvsP橙女头盔(Kim)				2	9	876	6													
105	41		60级宝箱	60级宝箱	50	6级PvsP橙女头盔(Thủy)				2	9	896	6													
105	42		60级宝箱	60级宝箱	50	6级PvsP橙女头盔(Hỏa)				2	9	916	6													
105	43		60级宝箱	60级宝箱	33	6级PvsP橙女头盔(Thổ)				2	9	936	6													
105	44		60级宝箱	60级宝箱	50	6级PvsP橙女皮帽(Kim)				2	9	956	6													
105	45		60级宝箱	60级宝箱	50	6级PvsP橙女皮帽(Mộc)				2	9	976	6													
105	46		60级宝箱	60级宝箱	50	6级PvsP橙女皮帽(Hỏa)				2	9	996	6													
105	47		60级宝箱	60级宝箱	467	6级PvsP紫男皮帽(Thổ)				2	9	1066	6													
105	48		60级宝箱	60级宝箱	234	6级PvsP紫女皮帽(Thổ)				2	9	1076	6													
105	49		60级宝箱	60级宝箱	67	6级PvsP橙男皮帽(Thổ)				2	9	1086	6													
105	50		60级宝箱	60级宝箱	34	6级PvsP橙女皮帽(Thổ)				2	9	1096	6													
106	1		70级宝箱	70级宝箱	351240	2000 bạc khóa	2000																			
106	2		70级宝箱	70级宝箱	70000	当归[7级补血药材]				22	1	10	7													
106	3		70级宝箱	70级宝箱	70000	首乌[7级活气药材]				22	1	11	7													
106	4		70级宝箱	70级宝箱	450000	Huyền tinh-Lv4 (khóa)				18	1	114	4													
106	5		70级宝箱	70级宝箱	40000	Huyền tinh-Lv5 (khóa)				18	1	114	5													
106	6		70级宝箱	70级宝箱	10000	Huyền tinh-Lv6 (khóa)				18	1	114	6													
106	7		70级宝箱	70级宝箱	500	7级PvsP紫男布帽(Mộc)				2	9	407	7													
106	8		70级宝箱	70级宝箱	500	7级PvsP紫男布帽(Thủy)				2	9	427	7													
106	9		70级宝箱	70级宝箱	333	7级PvsP紫男布帽(Thổ)				2	9	447	7													
106	10		70级宝箱	70级宝箱	500	7级PvsP紫男头盔(Kim)				2	9	467	7													
106	11		70级宝箱	70级宝箱	500	7级PvsP紫男头盔(Thủy)				2	9	487	7													
106	12		70级宝箱	70级宝箱	500	7级PvsP紫男头盔(Hỏa)				2	9	507	7													
106	13		70级宝箱	70级宝箱	333	7级PvsP紫男头盔(Thổ)				2	9	527	7													
106	14		70级宝箱	70级宝箱	500	7级PvsP紫男皮帽(Kim)				2	9	547	7													
106	15		70级宝箱	70级宝箱	500	7级PvsP紫男皮帽(Mộc)				2	9	567	7													
106	16		70级宝箱	70级宝箱	500	7级PvsP紫男皮帽(Hỏa)				2	9	587	7													
106	17		70级宝箱	70级宝箱	250	7级PvsP紫女布帽(Mộc)				2	9	417	7													
106	18		70级宝箱	70级宝箱	250	7级PvsP紫女布帽(Thủy)				2	9	437	7													
106	19		70级宝箱	70级宝箱	167	7级PvsP紫女布帽(Thổ)				2	9	457	7													
106	20		70级宝箱	70级宝箱	250	7级PvsP紫女头盔(Kim)				2	9	477	7													
106	21		70级宝箱	70级宝箱	250	7级PvsP紫女头盔(Thủy)				2	9	497	7													
106	22		70级宝箱	70级宝箱	250	7级PvsP紫女头盔(Hỏa)				2	9	517	7													
106	23		70级宝箱	70级宝箱	166	7级PvsP紫女头盔(Thổ)				2	9	537	7													
106	24		70级宝箱	70级宝箱	250	7级PvsP紫女皮帽(Kim)				2	9	557	7													
106	25		70级宝箱	70级宝箱	250	7级PvsP紫女皮帽(Mộc)				2	9	577	7													
106	26		70级宝箱	70级宝箱	250	7级PvsP紫女皮帽(Hỏa)				2	9	597	7													
106	27		70级宝箱	70级宝箱	84	7级PvsP橙男布帽(Mộc)				2	9	807	7													
106	28		70级宝箱	70级宝箱	84	7级PvsP橙男布帽(Thủy)				2	9	827	7													
106	29		70级宝箱	70级宝箱	56	7级PvsP橙男布帽(Thổ)				2	9	847	7													
106	30		70级宝箱	70级宝箱	84	7级PvsP橙男头盔(Kim)				2	9	867	7													
106	31		70级宝箱	70级宝箱	84	7级PvsP橙男头盔(Thủy)				2	9	887	7													
106	32		70级宝箱	70级宝箱	84	7级PvsP橙男头盔(Hỏa)				2	9	907	7													
106	33		70级宝箱	70级宝箱	56	7级PvsP橙男头盔(Thổ)				2	9	927	7													
106	34		70级宝箱	70级宝箱	84	7级PvsP橙男皮帽(Kim)				2	9	947	7													
106	35		70级宝箱	70级宝箱	84	7级PvsP橙男皮帽(Mộc)				2	9	967	7													
106	36		70级宝箱	70级宝箱	84	7级PvsP橙男皮帽(Hỏa)				2	9	987	7													
106	37		70级宝箱	70级宝箱	42	7级PvsP橙女布帽(Mộc)				2	9	817	7													
106	38		70级宝箱	70级宝箱	42	7级PvsP橙女布帽(Thủy)				2	9	837	7													
106	39		70级宝箱	70级宝箱	28	7级PvsP橙女布帽(Thổ)				2	9	857	7													
106	40		70级宝箱	70级宝箱	42	7级PvsP橙女头盔(Kim)				2	9	877	7													
106	41		70级宝箱	70级宝箱	42	7级PvsP橙女头盔(Thủy)				2	9	897	7													
106	42		70级宝箱	70级宝箱	42	7级PvsP橙女头盔(Hỏa)				2	9	917	7													
106	43		70级宝箱	70级宝箱	28	7级PvsP橙女头盔(Thổ)				2	9	937	7													
106	44		70级宝箱	70级宝箱	42	7级PvsP橙女皮帽(Kim)				2	9	957	7													
106	45		70级宝箱	70级宝箱	42	7级PvsP橙女皮帽(Mộc)				2	9	977	7													
106	46		70级宝箱	70级宝箱	42	7级PvsP橙女皮帽(Hỏa)				2	9	997	7													
106	47		70级宝箱	70级宝箱	334	7级PvsP紫男皮帽(Thổ)				2	9	1067	7													
106	48		70级宝箱	70级宝箱	167	7级PvsP紫女皮帽(Thổ)				2	9	1077	7													
106	49		70级宝箱	70级宝箱	56	7级PvsP橙男皮帽(Thổ)				2	9	1087	7													
106	50		70级宝箱	70级宝箱	28	7级PvsP橙女皮帽(Thổ)				2	9	1097	7													
107	1		80级宝箱	80级宝箱	355650	2000 bạc khóa	2000																			
107	2		80级宝箱	80级宝箱	70000	虫草[8级补血药材]				22	1	10	8													
107	3		80级宝箱	80级宝箱	70000	大黄[8级活气药材]				22	1	11	8													
107	4		80级宝箱	80级宝箱	450000	Huyền tinh-Lv4 (khóa)				18	1	114	4													
107	5		80级宝箱	80级宝箱	40000	Huyền tinh-Lv5 (khóa)				18	1	114	5													
107	6		80级宝箱	80级宝箱	10000	Huyền tinh-Lv6 (khóa)				18	1	114	6													
107	7		80级宝箱	80级宝箱	250	8级PvsP紫男布帽(Mộc)				2	9	408	8													
107	8		80级宝箱	80级宝箱	250	8级PvsP紫男布帽(Thủy)				2	9	428	8													
107	9		80级宝箱	80级宝箱	167	8级PvsP紫男布帽(Thổ)				2	9	448	8													
107	10		80级宝箱	80级宝箱	250	8级PvsP紫男头盔(Kim)				2	9	468	8													
107	11		80级宝箱	80级宝箱	250	8级PvsP紫男头盔(Thủy)				2	9	488	8													
107	12		80级宝箱	80级宝箱	250	8级PvsP紫男头盔(Hỏa)				2	9	508	8													
107	13		80级宝箱	80级宝箱	166	8级PvsP紫男头盔(Thổ)				2	9	528	8													
107	14		80级宝箱	80级宝箱	250	8级PvsP紫男皮帽(Kim)				2	9	548	8													
107	15		80级宝箱	80级宝箱	250	8级PvsP紫男皮帽(Mộc)				2	9	568	8													
107	16		80级宝箱	80级宝箱	250	8级PvsP紫男皮帽(Hỏa)				2	9	588	8													
107	17		80级宝箱	80级宝箱	125	8级PvsP紫女布帽(Mộc)				2	9	418	8													
107	18		80级宝箱	80级宝箱	125	8级PvsP紫女布帽(Thủy)				2	9	438	8													
107	19		80级宝箱	80级宝箱	83	8级PvsP紫女布帽(Thổ)				2	9	458	8													
107	20		80级宝箱	80级宝箱	125	8级PvsP紫女头盔(Kim)				2	9	478	8													
107	21		80级宝箱	80级宝箱	125	8级PvsP紫女头盔(Thủy)				2	9	498	8													
107	22		80级宝箱	80级宝箱	125	8级PvsP紫女头盔(Hỏa)				2	9	518	8													
107	23		80级宝箱	80级宝箱	83	8级PvsP紫女头盔(Thổ)				2	9	538	8													
107	24		80级宝箱	80级宝箱	125	8级PvsP紫女皮帽(Kim)				2	9	558	8													
107	25		80级宝箱	80级宝箱	125	8级PvsP紫女皮帽(Mộc)				2	9	578	8													
107	26		80级宝箱	80级宝箱	125	8级PvsP紫女皮帽(Hỏa)				2	9	598	8													
107	27		80级宝箱	80级宝箱	40	8级PvsP橙男布帽(Mộc)				2	9	808	8													
107	28		80级宝箱	80级宝箱	40	8级PvsP橙男布帽(Thủy)				2	9	828	8													
107	29		80级宝箱	80级宝箱	27	8级PvsP橙男布帽(Thổ)				2	9	848	8													
107	30		80级宝箱	80级宝箱	40	8级PvsP橙男头盔(Kim)				2	9	868	8													
107	31		80级宝箱	80级宝箱	40	8级PvsP橙男头盔(Thủy)				2	9	888	8													
107	32		80级宝箱	80级宝箱	40	8级PvsP橙男头盔(Hỏa)				2	9	908	8													
107	33		80级宝箱	80级宝箱	26	8级PvsP橙男头盔(Thổ)				2	9	928	8													
107	34		80级宝箱	80级宝箱	40	8级PvsP橙男皮帽(Kim)				2	9	948	8													
107	35		80级宝箱	80级宝箱	40	8级PvsP橙男皮帽(Mộc)				2	9	968	8													
107	36		80级宝箱	80级宝箱	40	8级PvsP橙男皮帽(Hỏa)				2	9	988	8													
107	37		80级宝箱	80级宝箱	20	8级PvsP橙女布帽(Mộc)				2	9	818	8													
107	38		80级宝箱	80级宝箱	20	8级PvsP橙女布帽(Thủy)				2	9	838	8													
107	39		80级宝箱	80级宝箱	13	8级PvsP橙女布帽(Thổ)				2	9	858	8													
107	40		80级宝箱	80级宝箱	20	8级PvsP橙女头盔(Kim)				2	9	878	8													
107	41		80级宝箱	80级宝箱	20	8级PvsP橙女头盔(Thủy)				2	9	898	8													
107	42		80级宝箱	80级宝箱	20	8级PvsP橙女头盔(Hỏa)				2	9	918	8													
107	43		80级宝箱	80级宝箱	13	8级PvsP橙女头盔(Thổ)				2	9	938	8													
107	44		80级宝箱	80级宝箱	20	8级PvsP橙女皮帽(Kim)				2	9	958	8													
107	45		80级宝箱	80级宝箱	20	8级PvsP橙女皮帽(Mộc)				2	9	978	8													
107	46		80级宝箱	80级宝箱	20	8级PvsP橙女皮帽(Hỏa)				2	9	998	8													
107	47		80级宝箱	80级宝箱	167	8级PvsP紫男皮帽(Thổ)				2	9	1068	8													
107	48		80级宝箱	80级宝箱	84	8级PvsP紫女皮帽(Thổ)				2	9	1078	8													
107	49		80级宝箱	80级宝箱	27	8级PvsP橙男皮帽(Thổ)				2	9	1088	8													
107	50		80级宝箱	80级宝箱	14	8级PvsP橙女皮帽(Thổ)				2	9	1098	8													
108	1		90级宝箱	90级宝箱	307600	9000 bạc khóa	9000																			
108	2		90级宝箱	90级宝箱	50000	灵芝[9级补血药材]				22	1	10	9													
108	3		90级宝箱	90级宝箱	50000	人参[9级活气药材]				22	1	11	9													
108	4		90级宝箱	90级宝箱	390000	Huyền tinh-Lv4 (khóa)				18	1	114	4													
108	5		90级宝箱	90级宝箱	150000	Huyền tinh-Lv5 (khóa)				18	1	114	5													
108	6		90级宝箱	90级宝箱	50000	Huyền tinh-Lv6 (khóa)				18	1	114	6													
108	7		90级宝箱	90级宝箱	140	9级PvsP紫男布帽(Mộc)				2	9	409	9													
108	8		90级宝箱	90级宝箱	140	9级PvsP紫男布帽(Thủy)				2	9	429	9													
108	9		90级宝箱	90级宝箱	93	9级PvsP紫男布帽(Thổ)				2	9	449	9													
108	10		90级宝箱	90级宝箱	140	9级PvsP紫男头盔(Kim)				2	9	469	9													
108	11		90级宝箱	90级宝箱	140	9级PvsP紫男头盔(Thủy)				2	9	489	9													
108	12		90级宝箱	90级宝箱	140	9级PvsP紫男头盔(Hỏa)				2	9	509	9													
108	13		90级宝箱	90级宝箱	93	9级PvsP紫男头盔(Thổ)				2	9	529	9													
108	14		90级宝箱	90级宝箱	140	9级PvsP紫男皮帽(Kim)				2	9	549	9													
108	15		90级宝箱	90级宝箱	140	9级PvsP紫男皮帽(Mộc)				2	9	569	9													
108	16		90级宝箱	90级宝箱	140	9级PvsP紫男皮帽(Hỏa)				2	9	589	9													
108	17		90级宝箱	90级宝箱	70	9级PvsP紫女布帽(Mộc)				2	9	419	9													
108	18		90级宝箱	90级宝箱	70	9级PvsP紫女布帽(Thủy)				2	9	439	9													
108	19		90级宝箱	90级宝箱	47	9级PvsP紫女布帽(Thổ)				2	9	459	9													
108	20		90级宝箱	90级宝箱	70	9级PvsP紫女头盔(Kim)				2	9	479	9													
108	21		90级宝箱	90级宝箱	70	9级PvsP紫女头盔(Thủy)				2	9	499	9													
108	22		90级宝箱	90级宝箱	70	9级PvsP紫女头盔(Hỏa)				2	9	519	9													
108	23		90级宝箱	90级宝箱	46	9级PvsP紫女头盔(Thổ)				2	9	539	9													
108	24		90级宝箱	90级宝箱	70	9级PvsP紫女皮帽(Kim)				2	9	559	9													
108	25		90级宝箱	90级宝箱	70	9级PvsP紫女皮帽(Mộc)				2	9	579	9													
108	26		90级宝箱	90级宝箱	70	9级PvsP紫女皮帽(Hỏa)				2	9	599	9													
108	27		90级宝箱	90级宝箱	20	9级PvsP橙男布帽(Mộc)				2	9	809	9													
108	28		90级宝箱	90级宝箱	20	9级PvsP橙男布帽(Thủy)				2	9	829	9													
108	29		90级宝箱	90级宝箱	13	9级PvsP橙男布帽(Thổ)				2	9	849	9													
108	30		90级宝箱	90级宝箱	20	9级PvsP橙男头盔(Kim)				2	9	869	9													
108	31		90级宝箱	90级宝箱	20	9级PvsP橙男头盔(Thủy)				2	9	889	9													
108	32		90级宝箱	90级宝箱	20	9级PvsP橙男头盔(Hỏa)				2	9	909	9													
108	33		90级宝箱	90级宝箱	13	9级PvsP橙男头盔(Thổ)				2	9	929	9													
108	34		90级宝箱	90级宝箱	20	9级PvsP橙男皮帽(Kim)				2	9	949	9													
108	35		90级宝箱	90级宝箱	20	9级PvsP橙男皮帽(Mộc)				2	9	969	9													
108	36		90级宝箱	90级宝箱	20	9级PvsP橙男皮帽(Hỏa)				2	9	989	9													
108	37		90级宝箱	90级宝箱	10	9级PvsP橙女布帽(Mộc)				2	9	819	9													
108	38		90级宝箱	90级宝箱	10	9级PvsP橙女布帽(Thủy)				2	9	839	9													
108	39		90级宝箱	90级宝箱	7	9级PvsP橙女布帽(Thổ)				2	9	859	9													
108	40		90级宝箱	90级宝箱	10	9级PvsP橙女头盔(Kim)				2	9	879	9													
108	41		90级宝箱	90级宝箱	10	9级PvsP橙女头盔(Thủy)				2	9	899	9													
108	42		90级宝箱	90级宝箱	10	9级PvsP橙女头盔(Hỏa)				2	9	919	9													
108	43		90级宝箱	90级宝箱	6	9级PvsP橙女头盔(Thổ)				2	9	939	9													
108	44		90级宝箱	90级宝箱	10	9级PvsP橙女皮帽(Kim)				2	9	959	9													
108	45		90级宝箱	90级宝箱	10	9级PvsP橙女皮帽(Mộc)				2	9	979	9													
108	46		90级宝箱	90级宝箱	10	9级PvsP橙女皮帽(Hỏa)				2	9	999	9													
108	47		90级宝箱	90级宝箱	94	9级PvsP紫男皮帽(Thổ)				2	9	1069	9													
108	48		90级宝箱	90级宝箱	47	9级PvsP紫女皮帽(Thổ)				2	9	1079	9													
108	49		90级宝箱	90级宝箱	14	9级PvsP橙男皮帽(Thổ)				2	9	1089	9													
108	50		90级宝箱	90级宝箱	7	9级PvsP橙女皮帽(Thổ)				2	9	1099	9													
109	1		100级宝箱	100级宝箱	232450	10000 bạc khóa	10000																			
109	2		100级宝箱	100级宝箱	50000	雪莲[10级补血药材]				22	1	9	10													
109	3		100级宝箱	100级宝箱	50000	白龙须[10级活气药材]				22	1	11	10													
109	4		100级宝箱	100级宝箱	390000	Huyền tinh-Lv4 (khóa)				18	1	114	4													
109	5		100级宝箱	100级宝箱	200000	Huyền tinh-Lv5 (khóa)				18	1	114	5													
109	6		100级宝箱	100级宝箱	50000	Huyền tinh-Lv6 (khóa)				18	1	114	6													
109	7		100级宝箱	100级宝箱	10000	Huyền tinh-Lv7 (khóa)				18	1	114	7													
109	8		100级宝箱	100级宝箱	1000	10级PvsP紫男布帽(Mộc)				2	9	410	10													
109	9		100级宝箱	100级宝箱	1000	10级PvsP紫男布帽(Thủy)				2	9	430	10													
109	10		100级宝箱	100级宝箱	667	10级PvsP紫男布帽(Thổ)				2	9	450	10													
109	11		100级宝箱	100级宝箱	1000	10级PvsP紫男头盔(Kim)				2	9	470	10													
109	12		100级宝箱	100级宝箱	1000	10级PvsP紫男头盔(Thủy)				2	9	490	10													
109	13		100级宝箱	100级宝箱	1000	10级PvsP紫男头盔(Hỏa)				2	9	510	10													
109	14		100级宝箱	100级宝箱	666	10级PvsP紫男头盔(Thổ)				2	9	530	10													
109	15		100级宝箱	100级宝箱	1000	10级PvsP紫男皮帽(Kim)				2	9	550	10													
109	16		100级宝箱	100级宝箱	1000	10级PvsP紫男皮帽(Mộc)				2	9	570	10													
109	17		100级宝箱	100级宝箱	1000	10级PvsP紫男皮帽(Hỏa)				2	9	590	10													
109	18		100级宝箱	100级宝箱	500	10级PvsP紫女布帽(Mộc)				2	9	420	10													
109	19		100级宝箱	100级宝箱	500	10级PvsP紫女布帽(Thủy)				2	9	440	10													
109	20		100级宝箱	100级宝箱	333	10级PvsP紫女布帽(Thổ)				2	9	460	10													
109	21		100级宝箱	100级宝箱	500	10级PvsP紫女头盔(Kim)				2	9	480	10													
109	22		100级宝箱	100级宝箱	500	10级PvsP紫女头盔(Thủy)				2	9	500	10													
109	23		100级宝箱	100级宝箱	500	10级PvsP紫女头盔(Hỏa)				2	9	520	10													
109	24		100级宝箱	100级宝箱	333	10级PvsP紫女头盔(Thổ)				2	9	540	10													
109	25		100级宝箱	100级宝箱	500	10级PvsP紫女皮帽(Kim)				2	9	560	10													
109	26		100级宝箱	100级宝箱	500	10级PvsP紫女皮帽(Mộc)				2	9	580	10													
109	27		100级宝箱	100级宝箱	500	10级PvsP紫女皮帽(Hỏa)				2	9	600	10													
109	28		100级宝箱	100级宝箱	170	10级PvsP橙男布帽(Mộc)				2	9	810	10													
109	29		100级宝箱	100级宝箱	170	10级PvsP橙男布帽(Thủy)				2	9	830	10													
109	30		100级宝箱	100级宝箱	113	10级PvsP橙男布帽(Thổ)				2	9	850	10													
109	31		100级宝箱	100级宝箱	170	10级PvsP橙男头盔(Kim)				2	9	870	10													
109	32		100级宝箱	100级宝箱	170	10级PvsP橙男头盔(Thủy)				2	9	890	10													
109	33		100级宝箱	100级宝箱	170	10级PvsP橙男头盔(Hỏa)				2	9	910	10													
109	34		100级宝箱	100级宝箱	113	10级PvsP橙男头盔(Thổ)				2	9	930	10													
109	35		100级宝箱	100级宝箱	170	10级PvsP橙男皮帽(Kim)				2	9	950	10													
109	36		100级宝箱	100级宝箱	170	10级PvsP橙男皮帽(Mộc)				2	9	970	10													
109	37		100级宝箱	100级宝箱	170	10级PvsP橙男皮帽(Hỏa)				2	9	990	10													
109	38		100级宝箱	100级宝箱	85	10级PvsP橙女布帽(Mộc)				2	9	820	10													
109	39		100级宝箱	100级宝箱	85	10级PvsP橙女布帽(Thủy)				2	9	840	10													
109	40		100级宝箱	100级宝箱	57	10级PvsP橙女布帽(Thổ)				2	9	860	10													
109	41		100级宝箱	100级宝箱	85	10级PvsP橙女头盔(Kim)				2	9	880	10													
109	42		100级宝箱	100级宝箱	85	10级PvsP橙女头盔(Thủy)				2	9	900	10													
109	43		100级宝箱	100级宝箱	85	10级PvsP橙女头盔(Hỏa)				2	9	920	10													
109	44		100级宝箱	100级宝箱	56	10级PvsP橙女头盔(Thổ)				2	9	940	10													
109	45		100级宝箱	100级宝箱	85	10级PvsP橙女皮帽(Kim)				2	9	960	10													
109	46		100级宝箱	100级宝箱	85	10级PvsP橙女皮帽(Mộc)				2	9	980	10													
109	47		100级宝箱	100级宝箱	85	10级PvsP橙女皮帽(Hỏa)				2	9	1000	10													
109	48		100级宝箱	100级宝箱	667	10级PvsP紫男皮帽(Thổ)				2	9	1070	10													
109	49		100级宝箱	100级宝箱	334	10级PvsP紫女皮帽(Thổ)				2	9	1080	10													
109	50		100级宝箱	100级宝箱	114	10级PvsP橙男皮帽(Thổ)				2	9	1090	10													
109	51		100级宝箱	100级宝箱	57	10级PvsP橙女皮帽(Thổ)				2	9	1100	10													
