Name	Kind	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	Stack	ItemValue	MakeCost	BindType	Valuable	ReqLevel	ClassName	ForbidType	CanBeOffer	Shortcut	CDType
Ngân phiếu 50 vạn lượng	Ngân phiếu 50 vạn lượng	20	1	142	1	\image\item\other\quest\quest_0001_s.spr		32	Ngân phiếu đang lưu hành, giá trị 50 vạn		0	0	1	1		3	0		taskitem				
Hồ điệp thảo	Hồ điệp thảo	20	1	143	1	\image\item\other\quest\quest_0089_s.spr		32	Loại cỏ giống như bướm, gió thổi nhẹ nhàng lắc lư		0	0	100	1		3	0		taskitem				
Túy Hán	Túy Hán	20	1	144	1	\image\item\other\quest\quest_0090_s.spr		32	Tay chân quờ quạng, áo quần xộc xệch		0	0	100	1		3	0		taskitem				
Pháo hoa	Pháo hoa	20	1	145	1	\image\item\other\quest\quest_0047_s.spr		32	Có thể dùng để phóng pháo hiệu, có thể dùng riêng hoặc bỏ vào trong pháo lễ.<enter><color=gold>Nhấn chuột phải tại vị trí nhiệm vụ chỉ định để sử dụng<color>		0	0	100	1		3	0		taskitem				
Long Châu	Long Châu	20	1	146	1	\image\item\other\quest\quest_0048_s.spr		32	Bảo châu khắc rồng, hạt nhân cơ quan thú tự động xoay chuyển		0	0	100	1		3	0		taskitem				
Mảnh Phượng Nhãn Châu	Mảnh Phượng Nhãn Châu	20	1	147	1	\image\item\other\quest\quest_0049_s.spr		32	Mảnh ngọc vụn, tương truyền có một ma lực nhất định		0	0	100	1		3	0		taskitem				
Chìa khóa bảo rương	Chìa khóa bảo rương	20	1	148	1	\image\item\other\quest\quest_0013_s.spr		32	Chìa khóa mở bảo rương		0	0	100	1		3	0		taskitem				
Bản Đồ Yến Tử Ổ	Bản Đồ Yến Tử Ổ	20	1	149	1	\image\item\other\quest\quest_0050_s.spr		32	Mảnh giấy ghi chép địa hình Yến Tử Ổ		0	0	1	1		3	0		taskitem				
Bản Đồ Trích Thủy Động	Bản Đồ Trích Thủy Động	20	1	150	1	\image\item\other\quest\quest_0050_s.spr		32	Mảnh giấy ghi chép địa hình Trích Thủy Động		0	0	1	1		3	0		taskitem				
Xương Sói Vàng	Xương Sói Vàng	20	1	151	1	\image\item\other\quest\quest_0052_s.spr		32	Vật Liễu Quỷ dùng để bỏ bùa		0	0	100	1		1	0		taskitem				
Xương Hươu	Xương Hươu	20	1	152	1	\image\item\other\quest\quest_0022_s.spr		32	Vật Liễu Quỷ dùng để bỏ bùa		0	0	100	1		1	0		taskitem				
Đầu giặc Kim	Đầu giặc Kim	20	1	153	1	\image\item\other\quest\quest_0015_s.spr		32	Đầu Võ Sĩ Kim Quốc.<enter><color=gold>Nhấn chuột phải tại vị trí nhiệm vụ chỉ định để sử dụng<color>		0	0	100	1		3	0		taskitem				
Ngân Thiềm Yêu Bài	Ngân Thiềm Yêu Bài	20	1	154	1	\image\item\other\quest\quest_0053_s.spr		32	Tùy thân yêu bài của tiền nhiệm Ngân Thiềm Hương chủ Mộc Vô Ngôn của Ngũ Độc Giáo		0	0	100	1		3	0		taskitem				
Hài cốt võ lâm cao thủ	Hài cốt võ lâm cao thủ	20	1	155	1	\image\item\other\quest\quest_0015_s.spr		32	Hài cốt võ lâm cao thủ, mau chóng chôn cất.<enter><color=gold>Nhấn chuột phải tại vị trí nhiệm vụ chỉ định để sử dụng<color>		0	0	100	1		3	0		taskitem				
Chu hồng quả	Chu hồng quả	20	1	156	1	\image\item\other\quest\quest_0054_s.spr		32	Tương truyền nếu chế luyện theo một cách thức nào đó có thể chế ra linh dược có tác dụng tăng cường công lực		0	0	100	1		3	0		taskitem				
Tiểu Thiệt Thảo	Tiểu Thiệt Thảo	20	1	157	1	\image\item\other\quest\quest_0021_s.spr		32	Thông thường chỉ sống ở khu vực hang rắn, có tác dụng giải độc		0	0	100	1		3	0		taskitem				
Mảnh Tàng Bảo Đồ góc trái trên	Mảnh Tàng Bảo Đồ 1	20	1	158	1	\image\item\other\quest\quest_0055_s.spr		32	Một mảnh của Tàng Bảo Đồ, thu thập đầy đủ có thể ghép thành Tàng Bảo Đồ hoàn chỉnh		0	0	1	1		3	0		taskitem				
Mảnh Tàng Bảo Đồ góc trái dưới	Mảnh Tàng Bảo Đồ 2	20	1	159	1	\image\item\other\quest\quest_0055_s.spr		32	Một mảnh của Tàng Bảo Đồ, thu thập đầy đủ có thể ghép thành Tàng Bảo Đồ hoàn chỉnh		0	0	1	1		3	0		taskitem				
Mảnh Tàng Bảo Đồ góc phải trên	Mảnh Tàng Bảo Đồ 3	20	1	160	1	\image\item\other\quest\quest_0055_s.spr		32	Một mảnh của Tàng Bảo Đồ, thu thập đầy đủ có thể ghép thành Tàng Bảo Đồ hoàn chỉnh		0	0	1	1		3	0		taskitem				
Mảnh Tàng Bảo Đồ góc phải dưới	Mảnh Tàng Bảo Đồ 4	20	1	161	1	\image\item\other\quest\quest_0055_s.spr		32	Một mảnh của Tàng Bảo Đồ, thu thập đầy đủ có thể ghép thành Tàng Bảo Đồ hoàn chỉnh		0	0	1	1		3	0		taskitem				
Thư ải phía Tây	Thư Ải 1 mới đến	20	1	162	1	\image\item\other\quest\quest_0003_s.spr		32	Thư truyền lệnh Ải phía Tây mới đến		0	0	1	1		3	0		taskitem				
Thư ải trung tâm	Thư Ải 2 mới đến	20	1	163	1	\image\item\other\quest\quest_0003_s.spr		32	Thư truyền lệnh Ải Trung Tâm mới đến		0	0	1	1		3	0		taskitem				
Thư ải phía Đông	Thư Ải 3 mới đến	20	1	164	1	\image\item\other\quest\quest_0003_s.spr		32	Thư truyền lệnh Ải phía Đông mới đến		0	0	1	1		3	0		taskitem				
Thư Đăng Sát Khẩu	Thư Đăng Sát Khẩu mới đến	20	1	165	1	\image\item\other\quest\quest_0003_s.spr		32	Thư truyền lệnh Ải Đăng Sát Khẩu mới đến		0	0	1	1		3	0		taskitem				
Chu Hồng Đơn	Chu Hồng Đơn	20	1	166	1	\image\item\other\quest\quest_0054_s.spr		32	Đơn dược được luyện thành từ Chu hồng quả, có tác dụng tăng cường công lực		0	0	100	1		3	0		taskitem				
Hoa Lục Thiểm Nhi	Hoa Lục Thiểm Nhi	20	1	167	1	\image\item\other\quest\quest_0091_s.spr		32	Đóa hoa xanh rờn, điểm kỳ lạ là trong đêm tối sẽ tỏa ra những tia sáng		0	0	100	1		3	0		taskitem				
Thủ lệnh Điệp Phiêu Phiêu	Thủ lệnh Điệp Phiêu Phiêu	20	1	168	1	\image\item\other\quest\quest_0059_s.spr		32	Truyền lệnh bài của Hồng Kỳ Kỳ Chủ Điệp Phiêu Phiêu (Ngũ Độc Giáo)		0	0	1	1		3	0		taskitem				
Thư không ký tên	Thư không ký tên	20	1	169	1	\image\item\other\quest\quest_0003_s.spr		32	Thư không ký tên, nhìn nét chữ là của con gái		0	0	1	1		3	0		taskitem				
Ấn giám Lan Tùng Lâm	Ấn giám Lan Tùng Lâm	20	1	170	1	\image\item\other\quest\quest_0056_s.spr		32	Thông quan ấn giám của Lan Tùng Lâm (Ngũ Độc Giáo)		0	0	1	1		3	0		taskitem				
Thiên Vương Bang Yêu Bài	Thiên Vương Bang Yêu Bài	20	1	171	1	\image\item\other\quest\quest_0053_s.spr		32	Yêu Bài đệ tử Thiên Vương Bang đeo ở thắt lưng dùng để nhận biết người của Thiên Vương Bang		0	0	100	1		1	0		taskitem				
Nhãn kính xà dược	Nhãn kính xà dược	20	1	172	1	\image\item\other\quest\quest_0057_s.spr		32	Thuốc giải nhãn kính xà độc.		0	0	100	1		3	0		taskitem				
Lệnh bài Mã Tặc	Lệnh bài Mã Tặc	20	1	173	1	\image\item\other\quest\quest_0059_s.spr		32	Thủ lĩnh Mã Tặc dùng lệnh bài để hô hào thi lệnh		0	0	100	1		3	0		taskitem				
Thạch tượng cơ quan	Thạch tượng cơ quan	20	1	174	1	\image\item\other\quest\quest_0092_s.spr		32	Mở tượng thạch cơ quan bí mật.<enter><color=gold>Nhấn chuột phải vào Văn Khúc Động để sử dụng<color>		0	0	100	1		3	0		taskitem				
Cổ Kiếm Vô Ngấn	Cổ Kiếm Vô Ngấn	20	1	175	1	\image\item\other\quest\quest_0033_s.spr		32	Nghe đồn kiếm nổi tiếng đương thời vô cùng sắc bén		0	0	100	1		3	0		taskitem				
Ngân phiếu của đào phạm	Ngân phiếu của đào phạm	20	1	176	1	\image\item\other\quest\quest_0001_s.spr		32	Dưới vực sâu của Long Hổ Huyễn Cảnh có một số thủ lĩnh trốn trại mang theo một lượng lớn ngân phiếu		0	0	100	1		3	0		taskitem				
Bức thư của ông lão	Bức thư của ông lão	20	1	177	1	\image\item\other\quest\quest_0003_s.spr		32	Bức thư của ông lão để lại, nhưng bị thích khách thiêu hủy rồi		0	0	100	1		3	0		taskitem				
Liên căn thảo	Liên căn thảo	20	1	178	1	\image\item\other\quest\quest_0093_s.spr		32	Rễ nằm dưới đất tiếp nối với lá, cùng chung một rễ, đồng sinh đồng tử		0	0	100	1		3	0		taskitem				
Da rắn hổ	Da rắn hổ	20	1	179	1	\image\item\other\quest\quest_0060_s.spr		32	Da của rắn hổ mang dùng làm thuốc có giá trị rất cao		0	0	100	1		3	0		taskitem				
Thuốc nối gân	Thuốc nối gân	20	1	180	1	\image\item\other\quest\quest_0061_s.spr		32	Do Không Vô Đại Sư điều chế, nối gân rất hiệu nghiệm, sau khi dùng cần đợi một thời gian thuốc mới có tác dụng.<enter><color=gold>Nhấn chuột phải vào Đào Vĩnh Xương để sử dụng<color>		0	0	100	1		3	0		taskitem				
Ôn nhuận thảo	Ôn nhuận thảo	20	1	181	1	\image\item\other\quest\quest_0094_s.spr		32	Loại cỏ này như có hơi ấm, sờ lên nó giúp bình tĩnh lại		0	0	100	1		3	0		taskitem				
Quả sồi	Quả sồi	20	1	182	1	\image\item\other\quest\quest_0062_s.spr		32	Mài thành bột để làm thành bánh Quả sồi, ăn lót dạ		0	0	100	1		3	0		taskitem				
Đào Thoát Hòa Thượng	Đào Thoát Hòa Thượng	20	1	183	1	\image\item\other\quest\quest_0095_s.spr		32	Hòa thượng bị trói tay chân		0	0	100	1		3	0		taskitem				
Mật lệnh Thiên Nhẫn	Mật lệnh Thiên Nhẫn	20	1	184	1	\image\item\other\quest\quest_0059_s.spr		32	Lệnh bài bí mật Thiên Nhẫn Giáo có thể triệu tập ngay tức thì mật thám của Thiên Nhẫn đang mai phục ở Tây Tháp Lâm.<enter><color=gold>Nhấn chuột phải sử dụng<color>		0	0	100	1		3	0		tianrenmiling				
Hắc Long Triền	Hắc Long Triền	20	1	185	1	\image\item\other\quest\quest_0096_s.spr		32	Có thể phát ra tuyệt chiêu Hắc Long Văn treo cổ kẻ thù.<enter><color=gold>Nhấn chuột phải sử dụng<color>		0	0	1	1		3	0		taskitem				
Tập chú thơ Đông Pha	Tập chú thơ Đông Pha	20	1	186	1	\image\item\other\quest\quest_0018_s.spr		32	Tập chú tác phẩm Tô Thức anh hào Bắc Tống		0	0	1	1		3	0		taskitem				
Rượu lâu năm	Rượu lâu năm	20	1	187	1	\image\item\other\quest\quest_0063_s.spr		32	Hũ rượu bịt kín bằng đất sét, hương thơm ngào ngạt		0	0	1	1		3	0		taskitem				
Thư của Thiên Mục Đạo Trưởng	Thư của Thiên Mục Đạo Trưởng	20	1	188	1	\image\item\other\quest\quest_0003_s.spr		32	Trước lúc lâm chung Thiên Mục Đạo Trưởng giao phó bức thư, trong thư ghi lại nhiều điều quan trọng		0	0	1	1		3	0		taskitem				
Túi thêu tơ vàng	Túi thêu tơ vàng	20	1	189	1	\image\item\other\quest\quest_0064_s.spr		32	Túi gấm thêu tơ vàng là đồ trang sức quý báu		0	0	100	1		3	0		taskitem				
Hồi môn của Như Ý	Hồi môn của Như Ý	20	1	190	1	\image\item\other\quest\quest_0097_s.spr		32	Một đống châu báu		0	0	100	1		1	0		taskitem				
Gia thư của Lư Tiếu Bần	Gia thư của Lư Tiếu Bần	20	1	191	1	\image\item\other\quest\quest_0003_s.spr		32	Gia thư của Lư Tiếu Bần (Kỳ Chủ Bạch Kỳ Ngũ Độc Giáo)		0	0	1	1		3	0		taskitem				
Hoa hợp hoan	Hoa hợp hoan	20	1	192	1	\image\item\other\quest\quest_0065_s.spr		32	Mọc ở Hoạt Ngư Đài, nở vào lúc hoàng hôn, sáng tàn		0	0	100	1		3	0		taskitem				
Tuyết Sơn Chi Linh (Đông)	Tuyết Sơn Chi Linh (Đông)	20	1	193	1	\image\item\other\quest\quest_0048_s.spr		32	Tinh hoa của Tuyết Sơn, bảo vệ linh khí của đất đai.<enter><color=gold>Nhấn chuột phải vào góc Đông Thần Đài để sử dụng<color>		0	0	1	1		3	0		taskitem				
Tuyết Sơn Chi Linh (Bắc)	Tuyết Sơn Chi Linh (Bắc)	20	1	194	1	\image\item\other\quest\quest_0048_s.spr		32	Tinh hoa của Tuyết Sơn, bảo vệ linh khí của đất đai.<enter><color=gold>Nhấn chuột phải vào góc Bắc Thần Đài để sử dụng<color>		0	0	1	1		3	0		taskitem				
Tuyết Sơn Chi Linh	Tuyết Sơn Chi Linh	20	1	195	1	\image\item\other\quest\quest_0048_s.spr		32	Tinh hoa của Tuyết Sơn, bảo vệ linh khí của đất đai		0	0	1	1		3	0		taskitem				
Hươu nhung	Hươu nhung	20	1	196	1	\image\item\other\quest\quest_0098_s.spr		32	Thuốc quý		0	0	100	1		1	0		taskitem				
Da hổ	Da hổ	20	1	197	1	\image\item\other\quest\quest_0099_s.spr		32	Da quý		0	0	100	1		1	0		taskitem				
Tay gấu	Tay gấu	20	1	198	1	\image\item\other\quest\quest_0100_s.spr		32	Thức ăn quý		0	0	100	1		1	0		taskitem				
La bàn Xuân Hoa Viên	La bàn Xuân Hoa Viên	20	1	199	1	\image\item\other\quest\quest_0101_s.spr		32	La bàn hình tròn xem phong thủy.<enter><color=gold>Nhấn chuột phải vào Xuân Hoa Viên để sử dụng<color>		0	0	100	1		3	0		taskitem				
Du Long Giác	Du Long Giác	20	1	200	1	\image\item\other\quest\quest_0023_s.spr		32	Truyền rằng có ngọc giác thần bí ẩn chứa bí mật của trời đất		0	0	100	1		3	0		taskitem				
Chu Tước Lệnh Phù	Tượng Chu Tước	20	1	201	1	\image\item\other\quest\quest_0103_s.spr		32	Lệnh phù điều khiển tượng Chu Tước.<enter><color=gold>Nhấn chuột phải vào tượng Chu Tước để sử dụng<color>		0	0	1	1		3	0		taskitem				
Chìa khóa cơ quan phía Bắc	Cơ quan phía Bắc	20	1	202	1	\image\item\other\quest\quest_0104_s.spr		32	Cơ quan phức tạp, giống Hỗn Thiên Nghi.<enter><color=gold>Nhấn chuột phải vào cơ quan phía Bắc để sử dụng<color>		0	0	1	1		3	0		taskitem				
Hắc Y Nhân	Hắc Y Nhân	20	1	203	1	\image\item\other\quest\quest_0105_s.spr		32	Người mặc áo đen, bịt mặt		0	0	100	1		3	0		taskitem				
Túi lữ khách	Túi lữ khách	20	1	204	1	\image\item\other\quest\quest_0042_s.spr		32	Túi lữ khách trong Bách Hoa Trận Dịch Quán		0	0	100	1		3	0		taskitem				
Hãn Huyết Bảo Mã	Hãn Huyết Bảo Mã	20	1	205	1	\image\item\other\quest\quest_0051_s.spr		32	Loại ngựa quý, ngày chạy một nghìn dặm, đêm chạy tám trăm dặm		0	0	100	1		3	0		taskitem				
Pháo hoa tháp Nam	Pháo hoa 2	20	1	206	1	\image\item\other\quest\quest_0047_s.spr		32	Một góc trong mộ anh hùng Cái Bang, sau khi châm ngòi nhìn thật lộng lẫy.<enter><color=gold>Nhấn chuột phải vào Nam tháp lâu để sử dụng<color>		0	0	100	1		3	0		taskitem				
Pháo hoa tháp Tây	Pháo hoa 3	20	1	207	1	\image\item\other\quest\quest_0047_s.spr		32	Một góc trong mộ anh hùng Cái Bang, sau khi châm ngòi nhìn thật lộng lẫy.<enter><color=gold>Nhấn chuột phải vào Tây tháp lâu để sử dụng<color>		0	0	100	1		3	0		taskitem				
Pháo hoa tháp Bắc	Pháo hoa 4	20	1	208	1	\image\item\other\quest\quest_0047_s.spr		32	Một góc trong mộ anh hùng Cái Bang, sau khi châm ngòi nhìn thật lộng lẫy.<enter><color=gold>Nhấn chuột phải vào Bắc tháp lâu để sử dụng<color>		0	0	100	1		3	0		taskitem				
La bàn Hạ Hoa Viên	La bàn Hạ Hoa Viên	20	1	209	1	\image\item\other\quest\quest_0101_s.spr		32	Dùng để xem xem phong thủy.<enter><color=gold>Nhấn chuột phải vào Hạ Hoa Viên để sử dụng<color>		0	0	100	1		3	0		taskitem				
La bàn Thu Hoa Viên 	La bàn Thu Hoa Viên 	20	1	210	1	\image\item\other\quest\quest_0101_s.spr		32	Dùng để xem phong thủy.<enter><color=gold>Nhấn chuột phải vào Xuân Hoa Viên để sử dụng<color>		0	0	100	1		3	0		taskitem				
La bàn Đông Hoa Viên	La bàn Đông Hoa Viên	20	1	211	1	\image\item\other\quest\quest_0101_s.spr		32	Dùng để xem phong thủy.<enter><color=gold>Nhấn chuột phải vào Đông Hoa Viên để sử dụng<color>		0	0	100	1		3	0		taskitem				
Thanh Long Lệnh Phù	Tượng Thanh Long	20	1	212	1	\image\item\other\quest\quest_0103_s.spr		32	Lệnh Phù điều khiển tượng Thanh Long.<enter><color=gold>Nhấn chuột phải vào tượng Thanh Long để sử dụng<color>		0	0	1	1		3	0		taskitem				
Huyền Vũ Lệnh Phù	Tượng Huyền Vũ	20	1	213	1	\image\item\other\quest\quest_0103_s.spr		32	Lệnh Phù điều khiển tượng Huyền Vũ.<enter><color=gold>Nhấn chuột phải vào tượng Huyền Vũ để sử dụng<color>		0	0	1	1		3	0		taskitem				
Bạch Hổ Lệnh Phù	Tượng Bạch Hổ	20	1	214	1	\image\item\other\quest\quest_0103_s.spr		32	Lệnh Phù điều khiển tượng Bạch Hổ.<enter><color=gold>Nhấn chuột phải vào tượng Bạch Hổ để sử dụng<color>		0	0	1	1		3	0		taskitem				
Chìa khóa cơ quan phía Tây	Cơ quan phía Tây	20	1	215	1	\image\item\other\quest\quest_0104_s.spr		32	Cơ quan phức tạp, giống Hỗn Thiên Nghi.<enter><color=gold>Nhấn chuột phải vào cơ quan phía Tây để sử dụng<color>		0	0	1	1		3	0		taskitem				
Chìa khóa cơ quan phía Nam	Cơ quan phía Nam	20	1	216	1	\image\item\other\quest\quest_0104_s.spr		32	Cơ quan phức tạp, giống Hỗn Thiên Nghi.<enter><color=gold>Nhấn chuột phải vào cơ quan phía Nam để sử dụng<color>		0	0	1	1		3	0		taskitem				
Chìa khóa cơ quan phía Đông	Cơ quan phía Đông	20	1	217	1	\image\item\other\quest\quest_0104_s.spr		32	Cơ quan phức tạp, giống Hỗn Thiên Nghi.<enter><color=gold>Nhấn chuột phải vào cơ quan phía Đông để sử dụng<color>		0	0	1	1		3	0		taskitem				
Hoa Hương Loa	Hoa Hương Loa	20	1	218	1	\image\item\other\quest\quest_0065_s.spr		32	Loại hoa chỉ có duy nhất trên Thanh Loa Đảo		0	0	100	1		3	0		taskitem				
Giáng Long Kỳ	Giáng Long Kỳ	20	1	219	1	\image\item\other\quest\quest_0012_s.spr		32	Cờ dẫn đường của Thiên Vương Bang.<enter><color=gold>Nhấn phải chuột vào cửa hang Huyền Long Than để sử dụng<color>		0	0	1	1		3	0		taskitem				
Phục Hổ Kỳ	Phục Hổ Kỳ	20	1	220	1	\image\item\other\quest\quest_0012_s.spr		32	Cờ dẫn đường của Thiên Vương Bang.<enter><color=gold>Nhấn phải chuột vào chính giữa Huyền Long Than để sử dụng<color>		0	0	1	1		3	0		taskitem				
Ngự Báo Kỳ	Ngự Báo Kỳ	20	1	221	1	\image\item\other\quest\quest_0012_s.spr		32	Cờ dẫn đường của Thiên Vương Bang.<enter><color=gold>Nhấn phải chuột vào bên trong Huyền Long Than để sử dụng<color>		0	0	1	1		3	0		taskitem				
Mũi tên sắt	Mũi tên sắt	20	1	222	1	\image\item\other\quest\quest_0033_s.spr		32	Mũi tên làm từ sắt		0	0	100	1		3	0		taskitem				
Bè trúc	Bè trúc	20	1	223	1	\image\item\other\quest\quest_0004_s.spr		32	Bó bằng trúc.<enter><color=gold>Nhấn phải chuột vào vị trí chỉ định để sử dụng<color>		0	0	1	1		3	0		taskitem				
Tiễn xa	Tiễn xa	20	1	224	1	\image\item\other\quest\quest_0034_s.spr		32	Xe có mũi tên, sức công phá lớn		0	0	1	1		3	0		taskitem				
Nồi sắt	Nồi sắt	20	1	225	1	\image\item\other\quest\quest_0061_s.spr		32	Nồi sắt dùng để nấu thuốc		0	0	1	1		3	0		taskitem				
Hùng đảm hương	Hùng đảm hương	20	1	226	1	\image\item\other\quest\quest_0057_s.spr		32	Một loại thuốc để đuổi cá sấu		0	0	100	1		3	0		taskitem				
Bản vẽ chế tạo chìa khóa	Bản vẽ chế tạo chìa khóa	20	1	227	1	\image\item\other\quest\quest_0010_s.spr		32	Bản vẽ chế tạo chìa khóa bảo rương		0	0	1	1		3	0		taskitem				
Mảnh sắt	Mảnh sắt	20	1	228	1	\image\item\other\quest\quest_0055_s.spr		32	Dùng để đúc vật nhỏ		0	0	100	1		3	0		taskitem				
Chìa khóa rương	Chìa khóa rương	20	1	229	1	\image\item\other\quest\quest_0013_s.spr		32	Chìa khóa bảo rương		0	0	100	1		3	0		taskitem				
Bản vẽ chế tạo trường thương	Bản vẽ chế tạo trường thương	20	1	230	1	\image\item\other\quest\quest_0011_s.spr		32	Bản vẽ chế tạo trường thương		0	0	1	1		3	0		taskitem				
Thiên Vương trường thương	Thiên Vương trường thương	20	1	231	1	\image\item\other\quest\quest_0004_s.spr		32	Thiên Vương trường thương		0	0	1	1		3	0		taskitem				
Bản đồ vị trí rương mật	Bản đồ vị trí rương mật	20	1	232	1	\image\item\other\quest\quest_0004_s.spr		32	Bản đồ vị trí rương mật		0	0	1	1		3	0		taskitem				
Kim Văn Ngọc Bội	Kim Văn Ngọc Bội	20	1	233	1	\image\item\other\quest\quest_0079_s.spr		32	Ngọc bội có đường vân bằng vàng, vật gia truyền của Đường Nhu		0	0	1	1		3	0		taskitem				
Da thú	Da thú	20	1	234	1	\image\item\other\quest\quest_0050_s.spr		32	Da thú		0	0	100	1		3	0		taskitem				
Bì Giáp Y	Bì Giáp Y	20	1	235	1	\image\item\other\quest\quest_0007_s.spr		32	Làm bằng da thú, chống rét		0	0	100	1		3	0		taskitem				
Thùng nước 1	Thùng nước 1	20	1	236	1	\image\item\other\quest\quest_0027_s.spr		32	Thùng nước đầy dùng để hủy Hỏa dược.<enter><color=gold>Nhấn chuột phải vào xe ngựa ở phía Tây Bắc Bờ Hồ Trúc Lâm để sử dụng<color>		0	0	1	1		3	0		taskitem				
Thùng nước 2	Thùng nước 2	20	1	237	1	\image\item\other\quest\quest_0027_s.spr		32	Thùng nước đầy dùng để hủy Hỏa dược.<enter><color=gold>Nhấn chuột phải vào xe ngựa ở phía Đông Bắc Bờ Hồ Trúc Lâm để sử dụng<color>		0	0	1	1		3	0		taskitem				
Thùng nước 3	Thùng nước 3	20	1	238	1	\image\item\other\quest\quest_0027_s.spr		32	Thùng nước đầy dùng để hủy Hỏa dược.<enter><color=gold>Nhấn chuột phải vào xe ngựa ở phía Nam Bờ Hồ Trúc Lâm để sử dụng<color>		0	0	1	1		3	0		taskitem				
Tế phẩm	Tế phẩm	20	1	239	1	\image\item\other\quest\quest_0027_s.spr		32	Đệ tử Cái Bang dùng tế phẩm để thờ cúng các bậc tiền bối		0	0	100	1		3	0		taskitem				
Hài cốt đệ tử Cái Bang	Hài cốt đệ tử Cái Bang	20	1	240	1	\image\item\other\quest\quest_0022_s.spr		32	Hài cốt đệ tử Cái Bang		0	0	100	1		3	0		taskitem				
Pháp khí bị cướp	Pháp khí bị cướp	20	1	241	1	\image\item\other\quest\quest_0048_s.spr		32	Pháp khí bị phản đồ Thiếu Lâm Tự uy hiếp		0	0	100	1		3	0		taskitem				
Rượu Mông Cổ	Rượu Mông Cổ	20	1	242	1	\image\item\other\quest\quest_0063_s.spr		32	Người Mông Cổ luôn mang theo bên người, rất mạnh.		0	0	100	1		3	0		taskitem				
Cơ Quan Thú Cốt	Cơ Quan Thú Cốt	20	1	243	1	\image\item\other\quest\quest_0038_s.spr		32	Cơ Quan Thú Cốt trong Bạch Sơn Thạch Trường-Cái Bang		0	0	100	1		3	0		taskitem				
Mã thảo	Mã thảo	20	1	244	1	\image\item\other\quest\quest_0086_s.spr		32	Dùng làm thức ăn cho ngựa		0	0	100	1		3	0		taskitem				
Binh khí của Đoạt Bảo Nhân	Binh khí của Đoạt Bảo Nhân	20	1	245	1	\image\item\other\quest\quest_0033_s.spr		32	Binh khí của Đoạt Bảo Nhân trong Bách Hoa Trận		0	0	100	1		3	0		taskitem				
Lá dâu	Lá dâu	20	1	246	1	\image\item\other\quest\quest_0002_s.spr		32	Lá dâu dùng để nuôi tằm		0	0	100	1		3	0		taskitem				
Tử Ngọc Lan	Tử Ngọc Lan	20	1	247	1	\image\item\other\quest\quest_0089_s.spr		32	Hoa nổi tiếng trong Xuân Hoa Viên-Bách Hoa Trận, dùng làm thuốc		0	0	100	1		3	0		taskitem				
Mẫu đơn	Mẫu đơn	20	1	248	1	\image\item\other\quest\quest_0019_s.spr		32	Hoa nổi tiếng trong Hạ Hoa Viên-Bách Hoa Trận, dùng làm thuốc		0	0	100	1		3	0		taskitem				
Hoa Nguyệt Quý	Hoa Nguyệt Quý	20	1	249	1	\image\item\other\quest\quest_0014_s.spr		32	Hoa nổi tiếng trong Thu Hoa Viên-Bách Hoa Trận, dùng làm thuốc		0	0	100	1		3	0		taskitem				
Hoa Sơn Trà	Hoa Sơn Trà	20	1	250	1	\image\item\other\quest\quest_0020_s.spr		32	Hoa nổi tiếng trong Đông Hoa Viên-Bách Hoa Trận, dùng làm thuốc		0	0	100	1		3	0		taskitem				
Xích Luyện Xà	Xích Luyện Xà	20	1	251	1	\image\item\other\quest\quest_0076_s.spr		32	Toàn thân đỏ thẫm, có độc.		0	0	100	1		3	0		taskitem				
Cây nến	Cây nến	20	1	252	1	\image\item\other\quest\quest_0083_s.spr		32	Cây nến dùng khi tế Tiên linh.		0	0	100	1		3	0		taskitem				
Cần câu	Cần câu	20	1	253	1	\image\item\other\quest\quest_0131_s.spr		32	Cần câu cá.		0	0	100	1		3	0		taskitem				
Mồi câu cá	Mồi câu cá	20	1	254	1	\image\item\other\quest\quest_0130_s.spr		32	Mồi dùng để câu cá.		0	0	100	1		3	0		taskitem				
Búa sắt bị hư	Búa sắt bị hư	20	1	255	1	\image\item\other\quest\quest_0073_s.spr		32	Búa sắt bị hư.		0	0	1	1		3	0		taskitem				
Búa sắt hoàn hảo	Búa sắt hoàn hảo	20	1	256	1	\image\item\other\quest\quest_0073_s.spr		32	Búa sắt hoàn hảo.		0	0	1	1		3	0		taskitem				
Khổng Minh Đăng	Khổng Minh Đăng	20	1	257	1	\image\item\other\quest\quest_0127_s.spr		32	Thường chỉ sử dụng khi cúng tế anh linh đã khuất.		0	0	100	1		3	0		taskitem				
Nửa trên Long Thương	Nửa trên Long Thương	20	1	258	1	\image\item\other\quest\quest_0128_s.spr		32	Truyền thuyết rằng Thương đã bị gãy làm đôi.		0	0	1	1		3	0		taskitem				
Nửa dưới Long Thương	Nửa dưới Long Thương	20	1	259	1	\image\item\other\quest\quest_0129_s.spr		32	Truyền thuyết rằng Thương đã bị gãy làm đôi.		0	0	1	1		3	0		taskitem				
Di vật của Độc Cô Kiếm	Di vật của Độc Cô Kiếm	20	1	260	1	\image\item\other\quest\quest_0076_s.spr		32	Di vật lưu truyền hậu thế của tiền võ lâm minh chủ Độc Cô Kiếm		0	0	1	1		3	0		taskitem				
