Name	Kind	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	Stack	ItemValue	MakeCost	BindType	Valuable	ReqLevel	ClassName	ForbidType	CanBeOffer	Shortcut	CDType
Lụa lãnh trùng [cấp 6]	Lụa lãnh trùng [cấp 6]	22	1	8	6	\image\item\lifeskill\sichou\sichou_106_s.spr		32	Gia công từ Tơ lãnh trùng bằng [gia công vải].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 50).<color>		0	0	100	4200		0	0		stuffitem		1		
Lụa ô tàm [cấp 7]	Lụa ô tàm [cấp 7]	22	1	8	7	\image\item\lifeskill\sichou\sichou_107_s.spr		32	Gia công từ Tơ ô tàm bằng [gia công vải].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 60).<color>		0	0	100	8000		0	0		stuffitem		1		
Lụa kim tàm [cấp 8]	Lụa kim tàm [cấp 8]	22	1	8	8	\image\item\lifeskill\sichou\sichou_108_s.spr		32	Gia công từ Tơ kim tàm bằng [gia công vải].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 70).<color>		0	0	100	12000		0	0		stuffitem		1		
Lụa băng tàm [cấp 9]	Lụa băng tàm [cấp 9]	22	1	8	9	\image\item\lifeskill\sichou\sichou_109_s.spr		32	Gia công từ Tơ băng tàm bằng [gia công vải].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 80).<color>		0	0	100	20000		0	0		stuffitem		1		
Lụa thiên tàm [cấp 10]	Lụa thiên tàm [cấp 10]	22	1	8	10	\image\item\lifeskill\sichou\sichou_110_s.spr		32	Gia công từ Tơ thiên tàm bằng [gia công vải].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 90).<color>		0	0	100	35000		0	0		stuffitem		1		
Tàng hồng hoa [bổ huyết cấp 1]	Tàng hồng hoa [bổ huyết cấp 1]	22	1	9	1	\image\item\lifeskill\yaocai\yaocai_101_s.spr		32	Bán tại tiệm thuốc.<enter><color=gold>Có thể gia công thành Bột tàng hồng hoa bằng kỹ năng sống [gia công thuốc]. Kỹ năng sống đạt cấp 10 có thể gia công vật liệu cao hơn 1 cấp.<color>		0	20	100	20		0	0		stuffitem		1		
Kết cánh [bổ huyết cấp 2]	Kết cánh [bổ huyết cấp 2]	22	1	9	2	\image\item\lifeskill\yaocai\yaocai_102_s.spr		32	Dược liệu quý.<enter><color=gold>Có thể gia công thành Bột kết cánh bằng kỹ năng sống [gia công thuốc] (kỹ năng trên cấp 10).<color>		0	100	100	100		0	0		stuffitem		1		
Bạch thược [bổ huyết cấp 3]	Bạch thược [bổ huyết cấp 3]	22	1	9	3	\image\item\lifeskill\yaocai\yaocai_203_s.spr		32	Bán tại tiệm thuốc.<enter><color=gold>Có thể gia công thành Bột bạch thược bằng kỹ năng sống [gia công thuốc] (kỹ năng trên cấp 20).<color>		0	100	100	100		0	0		stuffitem		1		
Bối mẫu [bổ huyết cấp 4]	Bối mẫu [bổ huyết cấp 4]	22	1	9	4	\image\item\lifeskill\yaocai\yaocai_107_s.spr		32	Dược liệu quý.<enter><color=gold>Có thể gia công thành Bột bối mẫu bằng kỹ năng sống [gia công thuốc] (kỹ năng trên cấp 30).<color>		0	300	100	300		0	0		stuffitem		1		
Điền thất [bổ huyết cấp 5]	Điền thất [bổ huyết cấp 5]	22	1	9	5	\image\item\lifeskill\yaocai\yaocai_206_s.spr		32	Bán tại tiệm thuốc.<enter><color=gold>Có thể gia công thành Bột điền thất bằng kỹ năng sống [gia công thuốc] (kỹ năng trên cấp 40).<color>		0	300	100	300		0	0		stuffitem		1		
Chu quả [bổ huyết cấp 6]	Chu quả [bổ huyết cấp 6]	22	1	9	6	\image\item\lifeskill\yaocai\yaocai_104_s.spr		32	Dược liệu quý.<enter><color=gold>Có thể gia công thành Bột chu quả bằng kỹ năng sống [gia công thuốc] (kỹ năng trên cấp 50).<color>		0	900	100	900		0	0		stuffitem		1		
Đương quy [bổ huyết cấp 7]	Đương quy [bổ huyết cấp 7]	22	1	9	7	\image\item\lifeskill\yaocai\yaocai_207_s.spr		32	Bán tại tiệm thuốc.<enter><color=gold>Có thể gia công thành Bột đương quy bằng kỹ năng sống [gia công thuốc] (kỹ năng trên cấp 60).<color>		0	600	100	600		0	0		stuffitem		1		
Trùng thảo [bổ huyết cấp 8]	Trùng thảo [bổ huyết cấp 8]	22	1	9	8	\image\item\lifeskill\yaocai\yaocai_208_s.spr		32	Dược liệu quý.<enter><color=gold>Có thể gia công thành Bột trùng thảo bằng kỹ năng sống [gia công thuốc] (kỹ năng trên cấp 70).<color>		0	2700	100	2700		0	0		stuffitem		1		
Linh chi [bổ huyết cấp 9]	Linh chi [bổ huyết cấp 9]	22	1	9	9	\image\item\lifeskill\yaocai\yaocai_209_s.spr		32	Bán tại tiệm thuốc.<enter><color=gold>Có thể gia công thành Bột linh chi bằng kỹ năng sống [gia công thuốc] (kỹ năng trên cấp 80).<color>		0	1000	100	1000		0	0		stuffitem		1		
Tuyết liên [bổ huyết cấp 10]	Tuyết liên [bổ huyết cấp 10]	22	1	9	10	\image\item\lifeskill\yaocai\yaocai_210_s.spr		32	Dược liệu quý.<enter><color=gold>Có thể gia công thành Bột tuyết liên bằng kỹ năng sống [gia công thuốc] (kỹ năng trên cấp 90).<color>		0	8100	100	8100		0	0		stuffitem		1		
Bột tàng hồng hoa [Bột bổ huyết cấp 1]	Bột tàng hồng hoa [Bột bổ huyết cấp 1]	22	1	10	1	\image\item\lifeskill\yaocai\yaofen_101_s.spr		32	Gia công từ Tàng hồng hoa bằng [gia công thuốc].<enter><color=gold>Có thể chế tạo thuốc bằng kỹ năng sống [chế thuốc]. Kỹ năng sống đạt cấp 10 có thể chế tạo thuốc cao hơn 1 cấp.<color>		0	0	100	40		0	0		stuffitem		1		
Bột kết cánh [Bột bổ huyết cấp 2]	Bột kết cánh [Bột bổ huyết cấp 2]	22	1	10	2	\image\item\lifeskill\yaocai\yaofen_102_s.spr		32	Gia công từ Kết cánh bằng [gia công thuốc].<enter><color=gold>Có thể chế tạo thuốc bằng kỹ năng sống [chế thuốc] (kỹ năng trên cấp 10).<color>		0	0	100	200		0	0		stuffitem		1		
Bột bạch thược [Bột bổ huyết cấp 3]	Bột bạch thược [Bột bổ huyết cấp 3]	22	1	10	3	\image\item\lifeskill\yaocai\yaofen_203_s.spr		32	Gia công từ Bạch thược bằng [gia công thuốc].<enter><color=gold>Có thể chế tạo thuốc bằng kỹ năng sống [chế thuốc] (kỹ năng trên cấp 20).<color>		0	0	100	200		0	0		stuffitem		1		
Bột bối mẫu [Bột bổ huyết cấp 4]	Bột bối mẫu [Bột bổ huyết cấp 4]	22	1	10	4	\image\item\lifeskill\yaocai\yaofen_107_s.spr		32	Gia công từ Bối mẫu bằng [gia công thuốc].<enter><color=gold>Có thể chế tạo thuốc bằng kỹ năng sống [chế thuốc] (kỹ năng trên cấp 30).<color>		0	0	100	600		0	0		stuffitem		1		
Bột điền thất [Bột bổ huyết cấp 5]	Bột điền thất [Bột bổ huyết cấp 5]	22	1	10	5	\image\item\lifeskill\yaocai\yaofen_206_s.spr		32	Gia công từ Điền thất bằng [gia công thuốc].<enter><color=gold>Có thể chế tạo thuốc bằng kỹ năng sống [chế thuốc] (kỹ năng trên cấp 40).<color>		0	0	100	600		0	0		stuffitem		1		
Bột chu quả [Bột bổ huyết cấp 6]	Bột chu quả [Bột bổ huyết cấp 6]	22	1	10	6	\image\item\lifeskill\yaocai\yaofen_104_s.spr		32	Gia công từ Chu quả bằng [gia công thuốc].<enter><color=gold>Có thể chế tạo thuốc bằng kỹ năng sống [chế thuốc] (kỹ năng trên cấp 50).<color>		0	0	100	1800		0	0		stuffitem		1		
Bột đương quy [Bột bổ huyết cấp 7]	Bột đương quy [Bột bổ huyết cấp 7]	22	1	10	7	\image\item\lifeskill\yaocai\yaofen_207_s.spr		32	Gia công từ Đương quy bằng [gia công thuốc].<enter><color=gold>Có thể chế tạo thuốc bằng kỹ năng sống [chế thuốc] (kỹ năng trên cấp 60).<color>		0	0	100	1200		0	0		stuffitem		1		
Bột trùng thảo [Bột bổ huyết cấp 8]	Bột trùng thảo [Bột bổ huyết cấp 8]	22	1	10	8	\image\item\lifeskill\yaocai\yaofen_208_s.spr		32	Gia công từ Trùng thảo bằng [gia công thuốc].<enter><color=gold>Có thể chế tạo thuốc bằng kỹ năng sống [chế thuốc] (kỹ năng trên cấp 70).<color>		0	0	100	5400		0	0		stuffitem		1		
Bột linh chi [Bột bổ huyết cấp 9]	Bột linh chi [Bột bổ huyết cấp 9]	22	1	10	9	\image\item\lifeskill\yaocai\yaofen_209_s.spr		32	Gia công từ Linh chi bằng [gia công thuốc].<enter><color=gold>Có thể chế tạo thuốc bằng kỹ năng sống [chế thuốc] (kỹ năng trên cấp 80).<color>		0	0	100	2000		0	0		stuffitem		1		
Bột tuyết liên [Bột bổ huyết cấp 10]	Bột tuyết liên [Bột bổ huyết cấp 10]	22	1	10	10	\image\item\lifeskill\yaocai\yaofen_210_s.spr		32	Gia công từ Tuyết liên bằng [gia công thuốc].<enter><color=gold>Có thể chế tạo thuốc bằng kỹ năng sống [chế thuốc] (kỹ năng trên cấp 90).<color>		0	0	100	16200		0	0		stuffitem		1		
Khương huỳnh [hoạt khí cấp 1]	Khương huỳnh [hoạt khí cấp 1]	22	1	11	1	\image\item\lifeskill\yaocai\yaocai_204_s.spr		32	Bán tại tiệm thuốc.<enter><color=gold>Có thể gia công thành Bột khương huỳnh bằng kỹ năng sống [gia công thuốc]. Kỹ năng sống đạt cấp 10 có thể gia công vật liệu cao hơn 1 cấp.<color>		0	20	100	20		0	0		stuffitem		1		
Kim ngân hoa [hoạt khí cấp 2]	Kim ngân hoa [hoạt khí cấp 2]	22	1	11	2	\image\item\lifeskill\yaocai\yaocai_202_s.spr		32	Thuốc quý.<enter><color=gold>Có thể gia công thành Bột kim ngân hoa bằng kỹ năng sống [gia công thuốc] (kỹ năng trên cấp 10).<color>		0	100	100	100		0	0		stuffitem		1		
Sài hồ [hoạt khí cấp 3]	Sài hồ [hoạt khí cấp 3]	22	1	11	3	\image\item\lifeskill\yaocai\yaocai_103_s.spr		32	Bán tại tiệm thuốc.<enter><color=gold>Có thể gia công thành Bột sài hồ bằng kỹ năng sống [gia công thuốc] (kỹ năng trên cấp 20).<color>		0	100	100	100		0	0		stuffitem		1		
Tử thảo [hoạt khí cấp 4]	Tử thảo [hoạt khí cấp 4]	22	1	11	4	\image\item\lifeskill\yaocai\yaocai_105_s.spr		32	Thuốc quý.<enter><color=gold>Có thể gia công thành Bột tử thảo bằng kỹ năng sống [gia công thuốc] (kỹ năng trên cấp 30).<color>		0	300	100	300		0	0		stuffitem		1		
Hoắc hương [hoạt khí cấp 5]	Hoắc hương [hoạt khí cấp 5]	22	1	11	5	\image\item\lifeskill\yaocai\yaocai_205_s.spr		32	Bán tại tiệm thuốc.<enter><color=gold>Có thể gia công thành Bột hoắc hương bằng kỹ năng sống [gia công thuốc] (kỹ năng trên cấp 40).<color>		0	300	100	300		0	0		stuffitem		1		
Hạ cô thảo [hoạt khí cấp 6]	Hạ cô thảo [hoạt khí cấp 6]	22	1	11	6	\image\item\lifeskill\yaocai\yaocai_106_s.spr		32	Thuốc quý.<enter><color=gold>Có thể gia công thành Bột hạ cô thảo bằng kỹ năng sống [gia công thuốc] (kỹ năng trên cấp 50).<color>		0	900	100	900		0	0		stuffitem		1		
Thủ ô [hoạt khí cấp 7]	Thủ ô [hoạt khí cấp 7]	22	1	11	7	\image\item\lifeskill\yaocai\yaocai_109_s.spr		32	Bán tại tiệm thuốc.<enter><color=gold>Có thể gia công thành Bột thủ ô bằng kỹ năng sống [gia công thuốc] (kỹ năng trên cấp 60).<color>		0	600	100	600		0	0		stuffitem		1		
Đại hoàng [hoạt khí cấp 8]	Đại hoàng [hoạt khí cấp 8]	22	1	11	8	\image\item\lifeskill\yaocai\yaocai_201_s.spr		32	Thuốc quý.<enter><color=gold>Có thể gia công thành Bột đại hoàng bằng kỹ năng sống [gia công thuốc] (kỹ năng trên cấp 70).<color>		0	2700	100	2700		0	0		stuffitem		1		
Nhân sâm [hoạt khí cấp 9]	Nhân sâm [hoạt khí cấp 9]	22	1	11	9	\image\item\lifeskill\yaocai\yaocai_108_s.spr		32	Bán tại tiệm thuốc.<enter><color=gold>Có thể gia công thành Bột nhân sâm bằng kỹ năng sống [gia công thuốc] (kỹ năng trên cấp 80).<color>		0	1000	100	1000		0	0		stuffitem		1		
Bạch long tu [hoạt khí cấp 10]	Bạch long tu [hoạt khí cấp 10]	22	1	11	10	\image\item\lifeskill\yaocai\yaocai_110_s.spr		32	Thuốc quý.<enter><color=gold>Có thể gia công thành Bột bạch long tu bằng kỹ năng sống [gia công thuốc] (kỹ năng trên cấp 90).<color>		0	8100	100	8100		0	0		stuffitem		1		
Bột khương huỳnh [Bột hoạt khí cấp 1]	Bột khương huỳnh [Bột hoạt khí cấp 1]	22	1	12	1	\image\item\lifeskill\yaocai\yaofen_204_s.spr		32	Gia công từ Khương huỳnh bằng [gia công thuốc].<enter><color=gold>Có thể chế tạo thuốc bằng kỹ năng sống [chế thuốc]. Kỹ năng sống đạt cấp 10 có thể chế tạo thuốc cao hơn 1 cấp.<color>		0	0	100	40		0	0		stuffitem		1		
Bột kim ngân hoa [Bột hoạt khí cấp 2]	Bột kim ngân hoa [Bột hoạt khí cấp 2]	22	1	12	2	\image\item\lifeskill\yaocai\yaofen_202_s.spr		32	Gia công từ Kim ngân hoa bằng [gia công thuốc].<enter><color=gold>Có thể chế tạo thuốc bằng kỹ năng sống [chế thuốc] (kỹ năng trên cấp 10).<color>		0	0	100	200		0	0		stuffitem		1		
Bột sài hồ [Bột hoạt khí cấp 3]	Bột sài hồ [Bột hoạt khí cấp 3]	22	1	12	3	\image\item\lifeskill\yaocai\yaofen_103_s.spr		32	Gia công từ Sài hồ bằng [gia công thuốc].<enter><color=gold>Có thể chế tạo thuốc bằng kỹ năng sống [chế thuốc] (kỹ năng trên cấp 20).<color>		0	0	100	200		0	0		stuffitem		1		
Bột tử thảo [Bột hoạt khí cấp 4]	Bột tử thảo [Bột hoạt khí cấp 4]	22	1	12	4	\image\item\lifeskill\yaocai\yaofen_105_s.spr		32	Gia công từ Tử thảo bằng [gia công thuốc].<enter><color=gold>Có thể chế tạo thuốc bằng kỹ năng sống [chế thuốc] (kỹ năng trên cấp 30).<color>		0	0	100	600		0	0		stuffitem		1		
Bột hoắc hương [Bột hoạt khí cấp 5]	Bột hoắc hương [Bột hoạt khí cấp 5]	22	1	12	5	\image\item\lifeskill\yaocai\yaofen_205_s.spr		32	Gia công từ Hoắc hương bằng [gia công thuốc].<enter><color=gold>Có thể chế tạo thuốc bằng kỹ năng sống [chế thuốc] (kỹ năng trên cấp 40).<color>		0	0	100	600		0	0		stuffitem		1		
Bột hạ cô thảo [Bột hoạt khí cấp 6]	Bột hạ cô thảo [Bột hoạt khí cấp 6]	22	1	12	6	\image\item\lifeskill\yaocai\yaofen_106_s.spr		32	Gia công từ Hạ cô thảo bằng [gia công thuốc].<enter><color=gold>Có thể chế tạo thuốc bằng kỹ năng sống [chế thuốc] (kỹ năng trên cấp 50).<color>		0	0	100	1800		0	0		stuffitem		1		
Bột thủ ô [Bột hoạt khí cấp 7]	Bột thủ ô [Bột hoạt khí cấp 7]	22	1	12	7	\image\item\lifeskill\yaocai\yaofen_109_s.spr		32	Gia công từ Thủ ô bằng [gia công thuốc].<enter><color=gold>Có thể chế tạo thuốc bằng kỹ năng sống [chế thuốc] (kỹ năng trên cấp 60).<color>		0	0	100	1200		0	0		stuffitem		1		
Bột đại hoàng [Bột hoạt khí cấp 8]	Bột đại hoàng [Bột hoạt khí cấp 8]	22	1	12	8	\image\item\lifeskill\yaocai\yaofen_201_s.spr		32	Gia công từ Đại hoàng bằng [gia công thuốc].<enter><color=gold>Có thể chế tạo thuốc bằng kỹ năng sống [chế thuốc] (kỹ năng trên cấp 70).<color>		0	0	100	5400		0	0		stuffitem		1		
Bột nhân sâm [Bột hoạt khí cấp 9]	Bột nhân sâm [Bột hoạt khí cấp 9]	22	1	12	9	\image\item\lifeskill\yaocai\yaofen_108_s.spr		32	Gia công từ Nhân sâm bằng [gia công thuốc].<enter><color=gold>Có thể chế tạo thuốc bằng kỹ năng sống [chế thuốc] (kỹ năng trên cấp 80).<color>		0	0	100	2000		0	0		stuffitem		1		
Bột bạch long tu [Bột hoạt khí cấp 10]	Bột bạch long tu [Bột hoạt khí cấp 10]	22	1	12	10	\image\item\lifeskill\yaocai\yaofen_110_s.spr		32	Gia công từ Bạch long tu bằng [gia công thuốc].<enter><color=gold>Có thể chế tạo thuốc bằng kỹ năng sống [chế thuốc] (kỹ năng trên cấp 90).<color>		0	0	100	16200		0	0		stuffitem		1		
Gỗ thông [Gỗ mềm cấp 1]	Gỗ thông [Gỗ mềm cấp 1]	22	1	13	1	\image\item\lifeskill\mucai\mucai_101_s.spr		32	Bán tại tiệm trang sức.<enter><color=gold>Có thể gia công thành Tấm gỗ thông bằng kỹ năng sống [gia công gỗ]. Kỹ năng sống đạt cấp 10 có thể gia công vật liệu cao hơn.<color>		0	50	100	50		1	0		stuffitem		1		
Gỗ táo [Gỗ mềm cấp 2]	Gỗ táo [Gỗ mềm cấp 2]	22	1	13	2	\image\item\lifeskill\mucai\mucai_102_s.spr		32	Bán tại tiệm trang sức.<enter><color=gold>Có thể gia công thành Tấm gỗ táo bằng kỹ năng sống [gia công gỗ] (kỹ năng trên cấp 10).<color>		0	100	100	100		1	0		stuffitem		1		
Gỗ bách [Gỗ mềm cấp 3]	Gỗ bách [Gỗ mềm cấp 3]	22	1	13	3	\image\item\lifeskill\mucai\mucai_103_s.spr		32	Bán tại tiệm trang sức.<enter><color=gold>Có thể gia công thành Tấm gỗ bách bằng kỹ năng sống [gia công gỗ] (kỹ năng trên cấp 20).<color>		0	300	100	300		1	0		stuffitem		1		
Gỗ phong [Gỗ mềm cấp 4]	Gỗ phong [Gỗ mềm cấp 4]	22	1	13	4	\image\item\lifeskill\mucai\mucai_104_s.spr		32	Bán tại tiệm trang sức.<enter><color=gold>Có thể gia công thành Tấm gỗ phong bằng kỹ năng sống [gia công gỗ] (kỹ năng trên cấp 30).<color>		0	800	100	800		1	0		stuffitem		1		
Gỗ ô [Gỗ mềm cấp 5]	Gỗ ô [Gỗ mềm cấp 5]	22	1	13	5	\image\item\lifeskill\mucai\mucai_105_s.spr		32	Bán tại tiệm trang sức.<enter><color=gold>Có thể gia công thành Tấm gỗ ô bằng kỹ năng sống [gia công gỗ] (kỹ năng trên cấp 40).<color>		0	1400	100	1400		1	0		stuffitem		1		
Gỗ thiết mộc [Gỗ mềm cấp 6]	Gỗ thiết mộc [Gỗ mềm cấp 6]	22	1	13	6	\image\item\lifeskill\mucai\mucai_106_s.spr		32	Bán tại tiệm trang sức.<enter><color=gold>Có thể gia công thành Tấm gỗ thiết mộc bằng kỹ năng sống [gia công gỗ] (kỹ năng trên cấp 50).<color>		0	2100	100	2100		1	0		stuffitem		1		
Gỗ hoa lê [Gỗ mềm cấp 7]	Gỗ hoa lê [Gỗ mềm cấp 7]	22	1	13	7	\image\item\lifeskill\mucai\mucai_107_s.spr		32	Bán tại tiệm trang sức.<enter><color=gold>Có thể gia công thành Tấm gỗ hoa lê bằng kỹ năng sống [gia công gỗ] (kỹ năng trên cấp 60).<color>		0	4000	100	4000		1	0		stuffitem		1		
Gỗ ngô đồng [Gỗ mềm cấp 8]	Gỗ ngô đồng [Gỗ mềm cấp 8]	22	1	13	8	\image\item\lifeskill\mucai\mucai_108_s.spr		32	Bán tại tiệm trang sức.<enter><color=gold>Có thể gia công thành Tấm gỗ ngô đồng bằng kỹ năng sống [gia công gỗ] (kỹ năng trên cấp 70).<color>		0	6000	100	6000		1	0		stuffitem		1		
Gỗ tử đàn [Gỗ mềm cấp 9]	Gỗ tử đàn [Gỗ mềm cấp 9]	22	1	13	9	\image\item\lifeskill\mucai\mucai_109_s.spr		32	Bán tại tiệm trang sức.<enter><color=gold>Có thể gia công thành Tấm gỗ tử đàn bằng kỹ năng sống [gia công gỗ] (kỹ năng trên cấp 80).<color>		0	7500	100	7500		1	0		stuffitem		1		
Gỗ trầm hương [Gỗ mềm cấp 10]	Gỗ trầm hương [Gỗ mềm cấp 10]	22	1	13	10	\image\item\lifeskill\mucai\mucai_110_s.spr		32	Bán tại tiệm trang sức.<enter><color=gold>Có thể gia công thành Tấm gỗ trầm hương bằng kỹ năng sống [gia công gỗ] (kỹ năng trên cấp 90).<color>		0	17500	100	17500		1	0		stuffitem		1		
Tấm gỗ thông [Tấm gỗ mềm cấp 1]	Tấm gỗ thông [Tấm gỗ mềm cấp 1]	22	1	14	1	\image\item\lifeskill\mucai\muban_101_s.spr		32	Gia công từ Gỗ thông bằng [gia công gỗ].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo. Kỹ năng sống đạt cấp 10 có thể chế tạo trang bị cao hơn 1 cấp.<color>		0	0	100	100		0	0		stuffitem		1		
Tấm gỗ táo [Tấm gỗ mềm cấp 2]	Tấm gỗ táo [Tấm gỗ mềm cấp 2]	22	1	14	2	\image\item\lifeskill\mucai\muban_102_s.spr		32	Gia công từ Gỗ táo bằng [gia công gỗ].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 10).<color>		0	0	100	200		0	0		stuffitem		1		
Tấm gỗ bách [Tấm gỗ mềm cấp 3]	Tấm gỗ bách [Tấm gỗ mềm cấp 3]	22	1	14	3	\image\item\lifeskill\mucai\muban_103_s.spr		32	Gia công từ Gỗ bách bằng [gia công gỗ].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 20).<color>		0	0	100	600		0	0		stuffitem		1		
Tấm gỗ phong [Tấm gỗ mềm cấp 4]	Tấm gỗ phong [Tấm gỗ mềm cấp 4]	22	1	14	4	\image\item\lifeskill\mucai\muban_104_s.spr		32	Gia công từ Gỗ phong bằng [gia công gỗ].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 30).<color>		0	0	100	1600		0	0		stuffitem		1		
Tấm gỗ ô [Tấm gỗ mềm cấp 5]	Tấm gỗ ô [Tấm gỗ mềm cấp 5]	22	1	14	5	\image\item\lifeskill\mucai\muban_105_s.spr		32	Gia công từ Gỗ ô bằng [gia công gỗ].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 40).<color>		0	0	100	2800		0	0		stuffitem		1		
Tấm gỗ thiết mộc [Tấm gỗ mềm cấp 6]	Tấm gỗ thiết mộc [Tấm gỗ mềm cấp 6]	22	1	14	6	\image\item\lifeskill\mucai\muban_106_s.spr		32	Gia công từ Gỗ thiết mộc bằng [gia công gỗ].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 50).<color>		0	0	100	4200		0	0		stuffitem		1		
Tấm gỗ hoa lê [Tấm gỗ mềm cấp 7]	Tấm gỗ hoa lê [Tấm gỗ mềm cấp 7]	22	1	14	7	\image\item\lifeskill\mucai\muban_107_s.spr		32	Gia công từ Gỗ hoa lê bằng [gia công gỗ].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 60).<color>		0	0	100	8000		0	0		stuffitem		1		
Tấm gỗ ngô đồng [Tấm gỗ mềm cấp 8]	Tấm gỗ ngô đồng [Tấm gỗ mềm cấp 8]	22	1	14	8	\image\item\lifeskill\mucai\muban_108_s.spr		32	Gia công từ Gỗ ngô đồng bằng [gia công gỗ].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 70).<color>		0	0	100	12000		0	0		stuffitem		1		
Tấm gỗ tử đàn [Tấm gỗ mềm cấp 9]	Tấm gỗ tử đàn [Tấm gỗ mềm cấp 9]	22	1	14	9	\image\item\lifeskill\mucai\muban_109_s.spr		32	Gia công từ Gỗ tử đàn bằng [gia công gỗ].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 80).<color>		0	0	100	15000		0	0		stuffitem		1		
Tấm gỗ trầm hương [Tấm gỗ mềm cấp 10]	Tấm gỗ trầm hương [Tấm gỗ mềm cấp 10]	22	1	14	10	\image\item\lifeskill\mucai\muban_110_s.spr		32	Gia công từ Gỗ trầm hương bằng [gia công gỗ].<enter><color=gold>Có thể chế tạo trang bị bằng kỹ năng sống hệ chế tạo (kỹ năng trên cấp 90).<color>		0	0	100	35000		0	0		stuffitem		1		
Gỗ dương [Gỗ cứng cấp 1]	Gỗ dương [Gỗ cứng cấp 1]	22	1	15	1	\image\item\lifeskill\mucai\mucai_201_s.spr		32	Bán tại tiệm trang sức.<enter><color=gold>Có thể gia công thành Tấm gỗ dương bằng kỹ năng sống [gia công gỗ]. Kỹ năng sống đạt cấp 10 có thể gia công vật liệu cao hơn 1 cấp.<color>		0	50	100	50		1	0		stuffitem		1		
Gỗ sam [Gỗ cứng cấp 2]	Gỗ sam [Gỗ cứng cấp 2]	22	1	15	2	\image\item\lifeskill\mucai\mucai_202_s.spr		32	Bán tại tiệm trang sức.<enter><color=gold>Có thể gia công thành Tấm gỗ sam bằng kỹ năng sống (kỹ năng trên cấp 10).<color>		0	100	100	100		1	0		stuffitem		1		
Gỗ cứng [Gỗ cứng cấp 3]	Gỗ cứng [Gỗ cứng cấp 3]	22	1	15	3	\image\item\lifeskill\mucai\mucai_203_s.spr		32	Bán tại tiệm trang sức.<enter><color=gold>Có thể gia công thành Tấm gỗ cứng bằng kỹ năng sống (kỹ năng trên cấp 20).<color>		0	300	100	300		1	0		stuffitem		1		
Gỗ mít [Gỗ cứng cấp 4]	Gỗ mít [Gỗ cứng cấp 4]	22	1	15	4	\image\item\lifeskill\mucai\mucai_204_s.spr		32	Bán tại tiệm trang sức.<enter><color=gold>Có thể gia công thành Tấm gỗ mít bằng kỹ năng sống (kỹ năng trên cấp 30).<color>		0	800	100	800		1	0		stuffitem		1		
Gỗ bồ đề [Gỗ cứng cấp 5]	Gỗ bồ đề [Gỗ cứng cấp 5]	22	1	15	5	\image\item\lifeskill\mucai\mucai_205_s.spr		32	Bán tại tiệm trang sức.<enter><color=gold>Có thể gia công thành Tấm gỗ bồ đề bằng kỹ năng sống (kỹ năng trên cấp 40).<color>		0	1600	100	1600		1	0		stuffitem		1		
Gỗ thiết chương [Gỗ cứng cấp 6]	Gỗ thiết chương [Gỗ cứng cấp 6]	22	1	15	6	\image\item\lifeskill\mucai\mucai_206_s.spr		32	Bán tại tiệm trang sức.<enter><color=gold>Có thể gia công thành Tấm gỗ thiết chương bằng kỹ năng sống (kỹ năng trên cấp 50).<color>		0	3000	100	3000		1	0		stuffitem		1		
Gỗ thiết tuyến [Gỗ cứng cấp 7]	Gỗ thiết tuyến [Gỗ cứng cấp 7]	22	1	15	7	\image\item\lifeskill\mucai\mucai_207_s.spr		32	Bán tại tiệm trang sức.<enter><color=gold>Có thể gia công thành Tấm gỗ thiết tuyến bằng kỹ năng sống (kỹ năng trên cấp 60).<color>		0	4000	100	4000		1	0		stuffitem		1		
