Name	Kind	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	Stack	ItemValue	MakeCost	BindType	Valuable	ReqLevel	ClassName	ForbidType	CanBeOffer	Shortcut	CDType	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10	ExtParam11	ExtParam12	ExtParam13	ExtParam14	ExtParam15	ExtParam16	ExtParam17	ExtParam18	ExtParam19	ExtParam20	Effect
Nhã Hàn Ngọc Óng Ánh (Cấp 6)	Bảo thạch ngoại băng (cấp 6)	24	1	25	6	\image\item\huodong\vn_attack6level.spr		6	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					25	6																			
Nhã Hàn Ngọc (Lung Linh) (Cấp 7)	Bảo thạch ngoại Băng (cấp 7)	24	1	25	7	\image\item\gem\6_newred.spr		7	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					25	7																			
Nhã Hàn Ngọc (Cấp 8)	Bảo Thạch Ngoại Băng (Cấp 8)	24	1	25	8	\image\item\gem\8_newred.spr		7	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					25	8																			
Lạc Lôi Ngọc (vỡ) (cấp 1)	Bảo Thạch (lôi ngoại) (cấp 1)	24	1	26	1	\image\item\gem\1_red.spr		1	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					26																				
Lạc Lôi Ngọc (mòn) (cấp 2)	Bảo Thạch (lôi ngoại) (cấp 2)	24	1	26	2	\image\item\gem\2_red.spr		2	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					26																				
Lạc Lôi Ngọc (hoàn chỉnh) (cấp 3)	Bảo Thạch (lôi ngoại) (cấp 3)	24	1	26	3	\image\item\gem\3_red.spr		3	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					26	3																			
Lạc Lôi Ngọc (tinh xảo) (cấp 4)	Bảo Thạch (lôi ngoại) (cấp 4)	24	1	26	4	\image\item\gem\4_red.spr		4	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					26	4																			
Lạc Lôi Ngọc (lấp lánh) (cấp 5)	Bảo Thạch (lôi ngoại) (cấp 5)	24	1	26	5	\image\item\gem\5_red.spr		5	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					26	5																			
Lạc Lôi Ngọc Óng Ánh (Cấp 6)	Bảo thạch ngoại lôi (cấp 6)	24	1	26	6	\image\item\huodong\vn_attack6level.spr		6	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					26	6																			
Lạc Lôi Ngọc (Lung Linh) (Cấp 7)	Bảo thạch ngoại Lôi (cấp 7)	24	1	26	7	\image\item\gem\6_newred.spr		7	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					26	7																			
Lạc Lôi Ngọc (Cấp 8)	Bảo Thạch Ngoại Lôi (Cấp 8)	24	1	26	8	\image\item\gem\8_newred.spr		7	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					26	8																			
Chích Viêm Ngọc (vỡ) (cấp 1)	Bảo Thạch (hỏa ngoại) (cấp 1)	24	1	27	1	\image\item\gem\1_red.spr		1	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					27																				
Chích Viêm Ngọc (mòn) (cấp 2)	Bảo Thạch (hỏa ngoại) (cấp 2)	24	1	27	2	\image\item\gem\2_red.spr		2	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					27																				
Chích Viêm Ngọc (hoàn chỉnh) (cấp 3)	Bảo Thạch (hỏa ngoại) (cấp 3)	24	1	27	3	\image\item\gem\3_red.spr		3	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					27	3																			
Chích Viêm Ngọc (tinh xảo) (cấp 4)	Bảo Thạch (hỏa ngoại) (cấp 4)	24	1	27	4	\image\item\gem\4_red.spr		4	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					27	4																			
Chích Viêm Ngọc (lấp lánh) (cấp 5)	Bảo Thạch (hỏa ngoại) (cấp 5)	24	1	27	5	\image\item\gem\5_red.spr		5	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					27	5																			
Chích Viêm Ngọc Óng Ánh (Cấp 6)	Bảo thạch ngoại hỏa (cấp 6)	24	1	27	6	\image\item\huodong\vn_attack6level.spr		6	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					27	6																			
Chích Viêm Ngọc (Lung Linh) (Cấp 7)	Bảo thạch ngoại Hỏa (cấp 7)	24	1	27	7	\image\item\gem\6_newred.spr		7	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					27	7																			
Chích Viêm Ngọc (Cấp 8)	Bảo Thạch Ngoại Quang (Cấp 8)	24	1	27	8	\image\item\gem\8_newred.spr		7	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					27	8																			
Thực Cốt Ngọc (vỡ) (cấp 1)	Bảo Thạch (độc nội) (cấp 1)	24	1	28	1	\image\item\gem\1_red.spr		1	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					28																				
Thực Cốt Ngọc (mòn) (cấp 2)	Bảo Thạch (độc nội) (cấp 2)	24	1	28	2	\image\item\gem\2_red.spr		2	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					28																				
Thực Cốt Ngọc (hoàn chỉnh) (cấp 3)	Bảo Thạch (độc nội) (cấp 3)	24	1	28	3	\image\item\gem\3_red.spr		3	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					28	3																			
Thực Cốt Ngọc (tinh xảo) (cấp 4)	Bảo Thạch (độc nội) (cấp 4)	24	1	28	4	\image\item\gem\4_red.spr		4	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					28	4																			
Thực Cốt Ngọc (lấp lánh) (cấp 5)	Bảo Thạch (độc nội) (cấp 5)	24	1	28	5	\image\item\gem\5_red.spr		5	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					28	5																			
Thực Cốt Ngọc Óng Ánh (Cấp 6)	Bảo thạch nội độc (cấp 6)	24	1	28	6	\image\item\huodong\vn_attack6level.spr		6	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					28	6																			
Thực Cốt Ngọc (Lung Linh) (Cấp 7)	Bảo thạch nội Độc (cấp 7)	24	1	28	7	\image\item\gem\6_newred.spr		7	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					28	7																			
Thực Cốt Ngọc (Cấp 8)	Bảo Thạch Nội Độc (Cấp 8)	24	1	28	8	\image\item\gem\8_newred.spr		7	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					28	8																			
Đoạn Hải Ngọc (vỡ) (cấp 1)	Bảo Thạch (phổ nội) (cấp 1)	24	1	29	1	\image\item\gem\1_red.spr		1	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					29																				
Đoạn Hải Ngọc (mòn) (cấp 2)	Bảo Thạch (phổ nội) (cấp 2)	24	1	29	2	\image\item\gem\2_red.spr		2	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					29																				
Đoạn Hải Ngọc (hoàn chỉnh) (cấp 3)	Bảo Thạch (phổ nội) (cấp 3)	24	1	29	3	\image\item\gem\3_red.spr		3	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					29	3																			
Đoạn Hải Ngọc (tinh xảo) (cấp 4)	Bảo Thạch (phổ nội) (cấp 4)	24	1	29	4	\image\item\gem\4_red.spr		4	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					29	4																			
Đoạn Hải Ngọc (lấp lánh) (cấp 5)	Bảo Thạch (phổ nội) (cấp 5)	24	1	29	5	\image\item\gem\5_red.spr		5	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					29	5																			
Đoạn Hải Ngọc Óng Ánh (Cấp 6)	Bảo thạch nội phổ (cấp 6)	24	1	29	6	\image\item\huodong\vn_attack6level.spr		6	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					29	6																			
Đoạn Hải Ngọc (Lung Linh) (Cấp 7)	Bảo thạch nội Phổ (cấp 7)	24	1	29	7	\image\item\gem\6_newred.spr		7	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					29	7																			
Đoạn Hải Ngọc (Cấp 8)	Bảo Thạch Nội Phổ (Cấp 8)	24	1	29	8	\image\item\gem\8_newred.spr		7	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					29	8																			
Triệt Cốt Ngọc (vỡ) (cấp 1)	Bảo Thạch (băng nội) (cấp 1)	24	1	30	1	\image\item\gem\1_red.spr		1	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					30																				
Triệt Cốt Ngọc (mòn) (cấp 2)	Bảo Thạch (băng nội) (cấp 2)	24	1	30	2	\image\item\gem\2_red.spr		2	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					30																				
Triệt Cốt Ngọc (hoàn chỉnh) (cấp 3)	Bảo Thạch (băng nội) (cấp 3)	24	1	30	3	\image\item\gem\3_red.spr		3	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					30	3																			
Triệt Cốt Ngọc (tinh xảo) (cấp 4)	Bảo Thạch (băng nội) (cấp 4)	24	1	30	4	\image\item\gem\4_red.spr		4	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					30	4																			
Triệt Cốt Ngọc (lấp lánh) (cấp 5)	Bảo Thạch (băng nội) (cấp 5)	24	1	30	5	\image\item\gem\5_red.spr		5	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					30	5																			
Triệt Cốt Ngọc Óng Ánh (Cấp 6)	Bảo thạch nội băng (cấp 6)	24	1	30	6	\image\item\huodong\vn_attack6level.spr		6	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					30	6																			
Triệt Cốt Ngọc (Lung Linh) (Cấp 7)	Bảo thạch nội Băng (cấp 7)	24	1	30	7	\image\item\gem\6_newred.spr		7	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					30	7																			
Triệt Cốt Ngọc (Cấp 8)	Bảo Thạch Nội Băng (Cấp 8)	24	1	30	8	\image\item\gem\8_newred.spr		7	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					30	8																			
Vân Phách Ngọc (vỡ) (cấp 1)	Bảo Thạch (lôi nội) (cấp 1)	24	1	31	1	\image\item\gem\1_red.spr		1	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					31																				
Vân Phách Ngọc (mòn) (cấp 2)	Bảo Thạch (lôi nội) (cấp 2)	24	1	31	2	\image\item\gem\2_red.spr		2	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					31																				
Vân Phách Ngọc (hoàn chỉnh) (cấp 3)	Bảo Thạch (lôi nội) (cấp 3)	24	1	31	3	\image\item\gem\3_red.spr		3	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					31	3																			
Vân Phách Ngọc (tinh xảo) (cấp 4)	Bảo Thạch (lôi nội) (cấp 4)	24	1	31	4	\image\item\gem\4_red.spr		4	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					31	4																			
Vân Phách Ngọc (lấp lánh) (cấp 5)	Bảo Thạch (lôi nội) (cấp 5)	24	1	31	5	\image\item\gem\5_red.spr		5	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					31	5																			
Vân Phách Ngọc Óng Ánh (Cấp 6)	Bảo thạch nội lôi (cấp 6)	24	1	31	6	\image\item\huodong\vn_attack6level.spr		6	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					31	6																			
Vân Phách Ngọc (Lung Linh) (Cấp 7)	Bảo thạch nội Lôi (cấp 7)	24	1	31	7	\image\item\gem\6_newred.spr		7	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					31	7																			
Vân Phách Ngọc (Cấp 8)	Bảo Thạch Nội Lôi (Cấp 8)	24	1	31	8	\image\item\gem\8_newred.spr		7	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					31	8																			
Sí Phần Ngọc (vỡ) (cấp 1)	Bảo Thạch (hỏa nội) (cấp 1)	24	1	32	1	\image\item\gem\1_red.spr		1	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					32																				
Sí Phần Ngọc (mòn) (cấp 2)	Bảo Thạch (hỏa nội) (cấp 2)	24	1	32	2	\image\item\gem\2_red.spr		2	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					32																				
Sí Phần Ngọc (hoàn chỉnh) (cấp 3)	Bảo Thạch (hỏa nội) (cấp 3)	24	1	32	3	\image\item\gem\3_red.spr		3	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					32	3																			
Sí Phần Ngọc (tinh xảo) (cấp 4)	Bảo Thạch (hỏa nội) (cấp 4)	24	1	32	4	\image\item\gem\4_red.spr		4	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					32	4																			
Sí Phần Ngọc (lấp lánh) (cấp 5)	Bảo Thạch (hỏa nội) (cấp 5)	24	1	32	5	\image\item\gem\5_red.spr		5	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					32	5																			
Sí Phần Ngọc Óng Ánh (Cấp 6)	Bảo thạch nội hỏa (cấp 6)	24	1	32	6	\image\item\huodong\vn_attack6level.spr		6	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					32	6																			
Sí Phần Ngọc (Lung Linh) (Cấp 7)	Bảo thạch nội Hỏa (cấp 7)	24	1	32	7	\image\item\gem\6_newred.spr		7	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					32	7																			
Sí Phần Ngọc (Cấp 8)	Bảo Thạch Nội Quang (Cấp 8)	24	1	32	8	\image\item\gem\8_newred.spr		7	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					32	8																			
Hổ Côn Ngọc (vỡ) (cấp 1)	Bảo Thạch (cấp 1) tăng thời gian hiệu quả ngũ hành	24	1	33	1	\image\item\gem\1_orange.spr		1	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					33																				
Hổ Côn Ngọc (mòn) (cấp 2)	Bảo Thạch (cấp 2) tăng thời gian hiệu quả ngũ hành	24	1	33	2	\image\item\gem\2_orange.spr		2	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					33																				
Hổ Côn Ngọc (cấp 3) (hoàn chỉnh)	Bảo Thạch (cấp 3) tăng thời gian hiệu quả ngũ hành	24	1	33	3	\image\item\gem\3_orange.spr		3	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					33	3																			
Hổ Côn Ngọc (cấp 4) (tinh xảo)	Bảo Thạch (cấp 4) tăng thời gian hiệu quả ngũ hành	24	1	33	4	\image\item\gem\4_orange.spr		4	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					33	4																			
Hổ Côn Ngọc (cấp 5) (lấp lánh)	Bảo Thạch (cấp 5) tăng thời gian hiệu quả ngũ hành	24	1	33	5	\image\item\gem\5_orange.spr		5	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					33	5																			
Hổ Côn Ngọc Óng Ánh (Cấp 6)	Bảo thạch tăng thời gian hiệu quả ngũ hành (cấp 6)	24	1	33	6	\image\item\huodong\vn_special6level.spr		6	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					33	6																			
Hổ Côn Ngọc (Lung Linh) (Cấp 7)	Bảo thạch tăng thời gian hiệu quả ngũ hành (cấp 7)	24	1	33	7	\image\item\gem\6_neworange.spr		7	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					33	7																			
Hổ Côn Ngọc (Cấp 8)	Bảo thạch tăng thời gian hiệu quả ngũ hành (Cấp 8)	24	1	33	8	\image\item\gem\8_neworange.spr		7	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					33	8																			
Doãn Tuyết Ngọc (vỡ) (cấp 1)	Bảo Thạch (cấp 1) tăng tỷ lệ hiệu quả ngũ hành	24	1	34	1	\image\item\gem\1_orange.spr		1	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					34																				
Doãn Tuyết Ngọc (mòn) (cấp 2)	Bảo Thạch (cấp 2) tăng tỷ lệ hiệu quả ngũ hành	24	1	34	2	\image\item\gem\2_orange.spr		2	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					34																				
Doãn Tuyết Ngọc (hoàn chỉnh) (cấp 3)	Bảo Thạch (cấp 3) tăng tỷ lệ hiệu quả ngũ hành	24	1	34	3	\image\item\gem\3_orange.spr		3	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					34	3																			
Doãn Tuyết Ngọc (tinh xảo) (cấp 4)	Bảo Thạch (cấp 4) tăng tỷ lệ hiệu quả ngũ hành	24	1	34	4	\image\item\gem\4_orange.spr		4	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					34	4																			
Doãn Tuyết Ngọc (lấp lánh) (cấp 5)	Bảo Thạch (cấp 5) tăng tỷ lệ hiệu quả ngũ hành	24	1	34	5	\image\item\gem\5_orange.spr		5	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					34	5																			
Doãn Tuyết Ngọc Óng Ánh (Cấp 6)	Bảo thạch tăng tỷ lệ hiệu quả ngũ hành (cấp 6)	24	1	34	6	\image\item\huodong\vn_special6level.spr		6	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					34	6																			
Doãn Tuyết Ngọc (Lung Linh) (Cấp 7)	Bảo thạch tăng tỉ lệ hiệu quả ngũ hành (cấp 7)	24	1	34	7	\image\item\gem\6_neworange.spr		7	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					34	7																			
Doãn Tuyết Ngọc (Cấp 8)	Bảo thạch tăng tỉ lệ hiệu quả ngũ hành (Cấp 8)	24	1	34	8	\image\item\gem\8_neworange.spr		7	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					34	8																			
Ly Tâm Thạch (vỡ) (cấp 1)	Bảo Thạch (cấp 1) tăng chí mạng	24	1	35	1	\image\item\gem\1_red.spr		1	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					35																				
Ly Tâm Thạch (mòn) (cấp 2)	Bảo Thạch (cấp 2) tăng chí mạng	24	1	35	2	\image\item\gem\2_red.spr		2	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					35																				
Ly Tâm Thạch (hoàn chỉnh) (cấp 3)	Bảo Thạch (cấp 3) tăng chí mạng	24	1	35	3	\image\item\gem\3_red.spr		3	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					35	3																			
Ly Tâm Thạch (tinh xảo) (cấp 4)	Bảo Thạch (cấp 4) tăng chí mạng	24	1	35	4	\image\item\gem\4_red.spr		4	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					35	4																			
Ly Tâm Thạch (lấp lánh) (cấp 5)	Bảo Thạch (cấp 5) tăng chí mạng	24	1	35	5	\image\item\gem\5_red.spr		5	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					35	5																			
Ly Tâm Thạch Óng Ánh (Cấp 6)	Bảo thạch tăng chí mạng (cấp 6)	24	1	35	6	\image\item\huodong\vn_attack6level.spr		6	Bảo thạch kiểu dáng cổ xưa, có thể khảm lên trang bị.<enter><color=gold>Nhấp chuột phải để mở giao diện khảm.<color>		0	100000	1	50000		0	1		gem					35	6																			
