Name	Kind	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	Stack	ItemValue	MakeCost	BindType	Valuable	ReqLevel	ClassName	ForbidType	CanBeOffer	Shortcut	CDType	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10	ExtParam11	ExtParam12	ExtParam13	ExtParam14	ExtParam15	ExtParam16	ExtParam17	ExtParam18	ExtParam19	ExtParam20	Effect
Tần Lăng-Ban Sơn Ấn	Vật liệu bộ Tần Lăng-2 Danh vọng	18	1	363	1	\image\item\other\scriptitem\qinling_refine2_3.spr		32	Chế tác từ những nguyên liệu quý giá trong Tần Lăng.<enter><enter>Nhấp phải để mở, nhận <color=gold>10 điểm<color> Tần Lăng-Danh vọng Quan Phủ, tối đa tăng đến danh vọng cấp 3		0	1	100	20000		0	0		qinling_refine_item			1																						
[Tặng phẩm] Thi kiếm	Thất Tịch_[Tặng] Thi Kiếm	18	1	364	1	\image\item\huodong\shiyujian.spr		32	Tín vật tham gia hoạt động Thất Tịch, không có vật phẩm này không thể gặp <color=gold>Công Chúa Hạo Vũ<color> tham gia hoạt động. Vật phẩm này của bạn nữ tặng bạn!		0	1	1	100000		1	0					1																						
Thất Sắc Hương	Thất Tịch_Thất Sắc Hương	18	1	365	1	\image\item\other\quest\quest_0083_s.spr		32	Dùng cho nhiệm vụ Thất Tịch, mỗi <color=gold>10 giây<color> có thể đốt 1 cây! Sau khi đốt 7 cây có thể đi gặp <color=gold>Hạo Vũ Công Chúa<color> nhận thưởng.<enter><color=gold>Nhấn phải đốt hoặc biết được địa điểm đốt.<color>		0	1	1	100000		3	0		qisexuanxiang			1																						
Tần Lăng-Mạc Kim Phù	Vật liệu bộ Tần Lăng-3 Danh vọng	18	1	366	1	\image\item\other\scriptitem\qinling_refine3_3.spr		32	Chế tác từ những nguyên liệu quý giá trong Tần Lăng.<enter><enter>Nhấp phải để mở, nhận <color=gold>10 điểm<color> Tần Lăng-Danh vọng Quan Phủ, tối đa tăng đến danh vọng cấp 4		0	1	100	20000		0	0		qinling_refine_item			1																						
Hộp tinh nguyệt	Thất Tịch_Hộp Tinh Nguyệt	18	1	367	1	\image\item\huodong\xingyuexia.spr		32	Đến các nơi thắp hương lấy hộp của Nhện 7 màu, cách <color=gold>5 giây<color> có thể sử dụng. Dùng để nuôi nhện, sau khi nhện giăng tơ giao cho Hạo Vũ Công Chúa để nhận phần thưởng.<enter><color=gold>Nhấn chuột phải để bắt nhện<color>		0	1	1	100000		3	0		xingyuexia			1																						
Hộp tinh nguyệt-Cầu vồng	Thất Tịch_Hộp Tinh Nguyệt-Cầu vồng	18	1	368	1	\image\item\huodong\xingyuexia.spr		32	Hộp tinh nguyệt nuôi Nhện 7 màu. Cách <color=gold>1 phút<color> có thể xem mạng nhện đã giăng xong chưa! Mạng nhện giăng xong giao cho <color=gold>Hạo Vũ Công Chúa<color> đổi phần thưởng.<enter><color=gold>Nhấn chuột phải sử dụng<color>		0	1	1	100000		3	0		xingyuexia1			1																						
Tần Lăng-Ngọc phù	vật liệu danh vọng vũ khí Bạch Ngân-Tần Lăng	18	1	369	1	\image\item\other\scriptitem\qinling_arm1_3.spr		32	Chế tác từ những nguyên liệu quý giá trong Tần Lăng.<enter><enter>Nhấp phải để mở, nhận <color=gold>100 điểm<color> Tần Lăng-Danh vọng Phát Khâu Môn, tối đa tăng đến danh vọng cấp 2		0	1	100	20000		0	0		qinling_arm_item			1																						
1 miếng Vải phượng vũ	Tần Lăng-Vật liệu túi 20 ô	18	1	370	1	\image\item\other\scriptitem\qinling_bag1_1.spr		32	Chạm trổ rất tinh xảo, xem màu sắc có lẽ đã tồn tại hàng trăm năm.<enter><enter><color=green>Vào Tần Lăng 3 giao cho Dã Tẩu, có thể nhận được phần thưởng bất ngờ<color>		0	1	1	100000		0	0					1																						
1 Khăn tay có chữ	Tần Lăng-Vật liệu túi 24 ô	18	1	371	1	\image\item\other\scriptitem\qinling_bag2_1.spr		32	Trên thêu những chữ rất thần bí, chưa ai giải nghĩa được.<enter><enter><color=green>Vào Tần Lăng 3 giao cho Dã Tẩu, có thể nhận được phần thưởng bất ngờ<color>		0	1	1	100000		0	0					1																						
1 Phát quán dị thường	Tần Lăng-Vật liệu Mặt nạ	18	1	372	1	\image\item\other\scriptitem\qinling_mask_item.spr		32	Khi ảo ảnh Tần Thủy Hoàng bị đánh lui, đã bỏ rơi lại 1 Phát quán dị thường<enter><enter><color=green>Vào Tần Lăng 3 giao cho Dã Tẩu, có thể nhận được phần thưởng bất ngờ<color>		0	1	1	100000		0	0					1																						
Thủy Hoàng Hộ Uyển Luyện Hóa Đồ	Hộ Uyển Luyện Hóa Đồ (bộ Thủy Hoàng)	18	2	4	1	\image\item\other\scriptitem\gaizaotu_huwan.spr		34	Ghi chép các phương pháp chế tạo Hộ uyển.<enter>Có thể đến chỗ <color=gold>Dã Luyện Đại Sư<color>, dùng Hộ Uyển cấp 1 đã luyện hóa, luyện thành <color=gold>Thủy Hoàng Long Hoàng Hộ Uyển cấp 2<color>.		0	100000	1	100000		1	1		refineitem			1		10																				
Thủy Hoàng Yêu Trụy Luyện Hóa Đồ	Yêu Trụy Luyện Hóa Đồ (bộ Thủy Hoàng)	18	2	4	2	\image\item\other\scriptitem\gaizaotu_yaozhui.spr		34	Ghi chép các phương pháp chế tạo Yêu Trụy.<enter>Có thể đến chỗ <color=gold>Dã Luyện Đại Sư<color>, dùng Yêu Trụy cấp 1 đã luyện hóa, luyện thành <color=gold>Thủy Hoàng Long Vân Bội cấp 2<color>.		0	100000	1	100000		1	1		refineitem			1		11																				
Thủy Hoàng Y Phục Luyện Hóa Đồ	Y phục Luyện Hóa Đồ (bộ Thủy Hoàng)	18	2	4	3	\image\item\other\scriptitem\gaizaotu_huwan.spr		34	Ghi chép các phương pháp chế tạo Y phục.<enter>Có thể đến chỗ <color=gold>Dã Luyện Đại Sư<color>, dùng Y phục cấp 1 đã luyện hóa, luyện thành <color=gold>Thủy Hoàng Long Lân Y cấp 2<color>. 		0	100000	1	100000		1	1		refineitem			1		12																				
Hoa Hồng [Quá hạn]	Hoa hồng	18	1	373	1	\image\item\huodong\rose.spr		32	Hoa hồng <color=cyan>[chuyên dùng trong Tuyển Chọn Mỹ Nữ Võ Lâm 2012]<color><enter>, <color=gold>Nhấp phải sử dụng<color>.<enter>Tặng cho <color=gold>nhân vật nữ<color> mà bạn ủng hộ trong thời gian hoạt động. Khi tặng cũng có thể được tặng lại!<enter><enter>Bỏ phiếu đội: Tăng thêm 20%<enter>Bỏ phiếu chỗ Tinh Linh Hoa Hồng: Tăng thêm 20% số phiếu<enter>Bỏ phiếu chỗ Đinh Đinh: không tăng thêm<enter><enter>Hoa hồng đã quá hạn, không thể bỏ phiếu trong Tuyển Chọn Mỹ Nữ 2013.		0	1	10000	10000		0	1		girl_vote_meigui		1	1																						
Hoa hồng	Hoa hồng	18	1	373	2	\image\item\huodong\rose.spr		32	<color=cyan>[Chuyên dùng cho Tuyển chọn mỹ nữ võ lâm]<color><enter>Đóa hồng rực rỡ, <color=gold>nhấp chuột phải để dùng.<color>.<enter>Trong thời gian hoạt động, tặng cho <color=gold>người chơi nữ<color> bạn ủng hộ để bỏ phiếu cho cô ấy. Khi tặng quà cho cô ấy cũng có thể được nàng tặng lại!<enter><enter>Tổ đội bỏ phiếu cho nhau: tăng 20%<enter>Bỏ phiếu chỗ Tinh Linh Hoa Hồng: tăng 20% số phiếu<enter>Bỏ phiếu chỗ Đinh Đinh: không tăng		0	1	10000	10000		1	1		girl_vote_meigui		1	1																						
Quà mỹ nữ	Quà mỹ nữ	18	1	374	1	\image\item\huodong\lovebless.spr		35	<color=cyan>[Chuyên dùng cho Tuyển chọn mỹ nữ võ lâm]<color><enter>Tặng hoa hồng cho mỹ nữ sẽ nhận được hồi báo bất ngờ!<enter><color=gold>Nhấp chuột phải để dùng.<color>		0	1	100	100000		3	1		randomitem			1		28																				
Quà mỹ nữ	Quà mỹ nữ	18	1	374	2	\image\item\huodong\lovebless.spr		35	<color=cyan>[Chuyên dùng cho Tuyển chọn mỹ nữ võ lâm]<color><enter>Tặng hoa hồng cho mỹ nữ sẽ nhận được hồi báo bất ngờ!<enter><color=gold>Nhấp chuột phải để dùng.<color>		0	1	100	100000		3	1		randomitem			1		321																				
Tần Lăng-Mạc Kim Phù (x50)	Vật liệu bộ Tần Lăng-3 Danh vọng	18	1	375	1	\image\item\other\scriptitem\qinling_refine3_3.spr		32	Tần Lăng-Mạc Kim Phù x50 hiệu quả.<enter><enter>Nhấn chuột phải sử dụng, được <color=gold>500 điểm<color> Tần Lăng-Danh vọng Quan Phủ, tối đa tăng đến danh vọng cấp 4.		0	1	1	1000000		0	0		qinling_refine_item			1																						
Bách Bộ Xuyên Dương Cung (x50)		18	1	376	1	\image\item\other\xoyogame\baibuchuanyanggong.spr		32	Bách Bộ Xuyên Dương Cung cường hóa.<enter>Nhấn chuột phải sử dụng, tương đương với sử dụng <color=gold>50<color> Bách Bộ Xuyên Dương Cung.<enter>Mỗi ngày chỉ sử dụng 10 lần. Nhận được danh vọng vượt mức tương ứng.		0	1	1	500000		0	0		domainrepute			1																						
Tần Lăng-Hòa Thị Bích	vật liệu danh vọng vũ khí Hoàng Kim Tần Lăng	18	1	377	1	\image\item\other\scriptitem\qinling_arm2_3.spr		32	Được chế tác từ các bảo vật trong Tần Lăng.<enter><enter>Nhấp phải để mở, nhận <color=gold>100 điểm<color> Tần Lăng-Danh vọng Phát Khâu Môn, nhiều nhất tăng đến cấp 3.		0	100	100	500000		0	1		qinling_arm_item			1																						
Bảo rương may mắn		18	1	378	1	\image\item\other\scriptitem\huangjbaoxiang.spr		32	Bảo rương mang đến may mắn, trong chứa rất nhiều vật phẩm.<enter><color=gold>Nhấp phải để mở<color>		0	1	1	10000		1	0		randomitem			1		29																				
Bá Chủ Ấn	Bá Chủ Ấn	18	1	379	1	\image\item\other\scriptitem\bazhezhiyin.spr		32	Bảo vật mật truyền của triều đình.<enter>Lâm An Phủ-Lễ Bộ Thị Lang hình như đang phái người đi tìm vật này		0	1	50	50000		0	0					1																						
Quả Thịnh Hạ	Quả Thịnh Hạ	18	1	380	1	\image\item\other\quest\quest_0037_s.spr		32	Lấy được trong Bảo rương hoàng kim Thịnh Hạ. Sử dụng sẽ nhận được 100 điểm Danh vọng cao thủ hoặc 1 Hòa Thị Ngọc (Server mở Tần Lăng mới có thể chọn).<enter><color=gold>Nhấp phải để sử dụng<color>		0	1	1	100000		1	1		guozi_summer			1																						
Bảo rương hoàng kim Thịnh Hạ	Bảo rương hoàng kim Thịnh Hạ	18	1	381	1	\image\item\other\scriptitem\huangjbaoxiang.spr		32	Hoàng Kim Bảo rương, trong chứa rất nhiều bảo vật.<enter><color=gold>Nhấp phải để mở<color>		0	1	1	100000		1	1		randomitem			1		30																				
Bảo rương bạch kim Thịnh Hạ	Bảo rương bạch kim Thịnh Hạ	18	1	381	2	\image\item\other\scriptitem\baiyinbaoxiang.spr		32	Bạch Kim Bảo rương, trong chứa rất nhiều bảo vật.<enter><color=gold>Nhấp phải để mở<color>		0	1	1	100000		1	1		randomitem			1		31																				
Dạ Minh Châu-Rương (100)	Dạ Minh Châu-Rương	18	1	382	1	\image\item\other\scriptitem\qinling_yemingzhu_xiang.spr		32	Trong chứa Dạ Minh Châu.<enter><enter><color=gold>Nhấp phải để sử dụng<color> Có thể nhận được 100 Dạ Minh Châu.		0	1	1	100000		0	0		qinling_yemingzhuxiang			1																						
Giỏ hoa hồng	Giỏ hoa hồng [Hoạt động]	18	1	383	1	\image\item\other\quest\quest_0043_s.spr		32	Chứa 99 đóa Hoa hồng rực rỡ! Hãy mang tặng cho Mỹ nữ đi!		0	1	1	990000		1	0		girl_vote_meiguixiang			1																						
Vạn Vật Quy Nguyên Đơn	Ngũ hành Ma đao Hộ giáp cấp 10	18	1	384	1	\image\item\other\medicine\medicine_325_s.spr		32	Thần dược, tăng năng lực nhanh chóng.<enter><enter><color=gold>Nhấn chuột phải sử dụng<color> có thể nhận được hiệu quả Ngũ hành Ma đao Hộ giáp cấp 10 trong 1 giờ.		0	1	1	720000		1	1		wanwuguiyuandan			1																						
Vạn Vật Quy Nguyên Đơn	Ngũ hành ma đao hộ giáp cấp 10_vn không khóa	18	1	384	2	\image\item\other\medicine\medicine_325_s.spr		32	Thần dược, tăng năng lực nhanh chóng.<enter><enter><color=gold>Nhấn chuột phải sử dụng<color> có thể nhận được hiệu quả Ngũ hành Ma đao Hộ giáp cấp 10 trong 1 giờ.		0	1	1	720000		0	1		wanwuguiyuandan			1																						
Vũ khí Thanh Đồng-Luyện Hóa Đồ 	Vũ khí Luyện Hóa Đồ (vũ khí Thanh Đồng)	18	2	385	1	\image\item\other\scriptitem\gaizaotu_huwan.spr		34	Ghi chép phương pháp luyện quá vũ khí.<enter>Có thể đến <color=gold>chỗ Dã Luyện Đại sư<color>, dùng vũ khí đặc định luyện hóa thành <color=gold>Vũ khí Thanh Đồng cấp 110<color>.		0	100000	1	100000		1	1		refineitem			1		13																				
Thất Thái Võng	Thất Tịch_Điệp Dực Võng	18	1	386	1	\image\item\huodong\diewang.spr		32	Mạng nhện như đôi cánh của nhện, giao cho <color=gold>Hạo Vũ Công Chúa<color> đổi thưởng!		0	1	1	100000		3	1					1																						
Hằng Cổ Võng	Thất Tịch_Hằng Tâm Võng	18	1	386	2	\image\item\huodong\xinwang.spr		32	Mạng nhện như trái tim tình nhân, giao cho <color=gold>Hạo Vũ Công Chúa<color> đổi thưởng!		0	1	1	100000		3	1					1																						
Bát Quái Võng	Thất Tịch_Bát Quái Võng	18	1	386	3	\image\item\huodong\guawang.spr		32	Mạng nhện như trận Bát Quái, giao cho <color=gold>Hạo Vũ Công Chúa<color> đổi thưởng!		0	1	1	100000		3	1					1																						
Đoan Chính Võng	Thất Tịch_Tứ Phương Võng	18	1	386	4	\image\item\huodong\fangwang.spr		32	Mạng nhện hình vuông bình thường, giao cho <color=gold>Hạo Vũ Công Chúa<color> đổi thưởng!		0	1	1	100000		3	1					1																						
Như Ma Võng	Thất Tịch_Như Ma Võng	18	1	386	5	\image\item\huodong\luanwang.spr		32	Mạng nhện như đám cỏ dại, giao cho <color=gold>Hạo Vũ Công Chúa<color> đổi thưởng!		0	1	1	100000		3	1					1																						
Lễ bao hợp tác	Lễ bao hợp tác	18	1	387	1	\image\item\other\scriptitem\shengdanlihe.spr		34	Lễ bao chúc mừng công ty Kim Sơn hợp tác với công ty Lenovo. Mở lễ bao nhận được <color=yellow>Vô Hạn Truyền Tống Phù, Càn Khôn Phù, Đại Bạch Câu Hoàn, Túi 12 ô, Đồng khóa, Bạc khóa, các loại Huyền Tinh<color> và các loại Vé ưu đãi.		0	1	1	100000		1	1		eventpresent			1		2027	74																			
Rương Đại Mã Tam	Rương Đại Mã Tam	18	1	388	1	\image\item\other\scriptitem\huangjbaoxiang.spr		34	Rương tinh xảo, mở rương nhận được nhiều đồ tốt.		0	1	1	100000		1	1		randomitem			1		33																				
Rương cổ mộc	Rương cổ mộc	18	1	389	1	\image\item\other\scriptitem\huangjbaoxiang.spr		34	Rương tinh xảo, mở rương nhận được đồ đẹp.		0	1	1	100000		1	1		randomitem			1		34																				
Rương lan hoa	Rương lan hoa	18	1	390	1	\image\item\other\scriptitem\baiyinbaoxiang.spr		34	Rương tinh xảo, mở rương sẽ có thu hoạch bất ngờ.		0	1	1	100000		1	1		randomitem			1		35																				
Rương hồ điệp	Rương hồ điệp	18	1	390	2	\image\item\other\scriptitem\qingtongbaoxiang.spr		34	Rương tinh xảo, mở rương sẽ có thu hoạch bất ngờ.		0	1	1	100000		1	1		randomitem			1		36																				
Rương cự viên	Rương cự viên	18	1	390	3	\image\item\other\scriptitem\heitiebaoxiang.spr		34	Rương tinh xảo, mở rương sẽ có thu hoạch bất ngờ.		0	1	1	100000		1	1		randomitem			1		37																				
Rương tử đàn	Rương tử đàn	18	1	391	1	\image\item\other\scriptitem\baiyinbaoxiang.spr		34	Rương tinh xảo, mở rương sẽ có thu hoạch bất ngờ.		0	1	1	100000		1	1		randomitem			1		38																				
Rương hồng mộc	Rương hồng mộc	18	1	391	2	\image\item\other\scriptitem\qingtongbaoxiang.spr		34	Rương tinh xảo, mở rương sẽ có thu hoạch bất ngờ.		0	1	1	100000		1	1		randomitem			1		39																				
Rương hương chương	Rương hương chương	18	1	391	3	\image\item\other\scriptitem\heitiebaoxiang.spr		34	Rương tinh xảo, mở rương sẽ có thu hoạch bất ngờ.		0	1	1	100000		1	1		randomitem			1		40																				
Vé ưu đãi:<enter> Giảm 70% khi mua 1 Đại Bạch Câu Hoàn	Giảm 70% khi mua 10 Đại Bạch Câu Hoàn	18	1	392	1	\image\item\other\scriptitem\panshifu.spr		32	Nhấp chuột phải để mua nhanh hoặc bỏ vào giỏ hàng, được mua 1 Đại Bạch Câu Hoàn giảm giá 70%, <color=red>khóa sau khi mua<color>.		0	1	1	1		0	0		newcoupon			1		359	30	10																		
Vé ưu đãi:<enter> Giảm 70% khi mua 1 Càn Khôn Phù	Giảm 70% khi mua 1 Càn Khôn Phù	18	1	393	1	\image\item\other\scriptitem\panshifu.spr		32	Nhấp chuột phải để mua nhanh hoặc bỏ vào giỏ hàng, được mua 1 Càn Khôn Phù giảm giá 70%, <color=red>khóa sau khi mua<color>.		0	1	1	1		0	0		newcoupon			1		360	30	1																		
Vé ưu đãi:<enter> Giảm 70% khi mua 1 Huyền Tinh 7	Giảm 70% khi mua 1 Huyền Tinh 7	18	1	394	1	\image\item\other\scriptitem\panshifu.spr		32	Nhấp chuột phải để mua nhanh hoặc bỏ vào giỏ hàng, được mua 1 Huyền Tinh cấp 7 giảm giá 70%, <color=red>khóa sau khi mua<color>.		0	1	1	1		0	0		newcoupon			1		361	30	1																		
Vé ưu đãi:<enter> Giảm 70% khi mua 1 Huyền Tinh 9	Giảm 70% khi mua 1 Huyền Tinh 9	18	1	395	1	\image\item\other\scriptitem\panshifu.spr		32	Nhấp chuột phải để mua nhanh hoặc bỏ vào giỏ hàng, được mua 1 Huyền Tinh cấp 9 giảm giá 70%, <color=red>khóa sau khi mua<color>.		0	1	1	1		0	0		newcoupon			1		362	30	1																		
Pháo hoa kỷ niệm	Pháo hoa kỷ niệm	18	1	396	1	\image\item\other\scriptitem\gongce_yanhua.spr		32	Pháo hoa chúc mừng. Khi mừng quốc khánh, sẽ có thu hoạch bất ngờ.<enter><color=gold>Nhấn chuột phải sử dụng<color>		0	1	1	1		0	0		qingdian_yanhua			1		10800	100	307																		
Vé may mắn [Đồng khóa]	Rút thăm tháng 9	18	1	397	1	\image\item\other\quest\quest_0119_s.spr		32	Nhận phiếu rút thăm ở chỗ Lễ Quan, nhận được <color=gold>4000 đồng khóa<color>, tăng thêm <color=gold>1<color> cơ hội tham gia hoạt động rút thăm vào <color=gold>10h tối<color> mỗi ngày! Sử dụng phiếu sau 10h tối sẽ được đưa vào danh sách rút thăm ngày hôm sau.<enter><color=gold>Nhấn chuột phải sử dụng<color>		0	1	1	100000		1	0		newluckylottery			1																						
Vé ưu đãi:<enter> Mua 1 Thỏi bạc bang hội (lớn) giảm 50%	Khuyến mãi tháng 8	18	1	398	1	\image\item\other\scriptitem\panshifu.spr		32	Nhấp chuột phải để mua nhanh hoặc bỏ vào giỏ hàng, được mua Thỏi bạc bang hội (lớn) giảm gái 50%, <color=red>khóa sau khi mua<color>.		0	1	1	100000		1	0		newcoupon			1		383	50	1																		
(Chuyển vật phẩm) Thỏi bạc bang hội (đại)	Thỏi bạc bang hội (đại)	18	1	399	2	\image\item\other\scriptitem\yinding_da.spr		7			0	1	1	1000000		1	1		newcoupon_temp			1		383																				
Thẻ GM		18	1	400	1	\image\item\other\xoyogame\yinka_guoguan.spr		32	Thẻ GM		0	1	1	1		3	1		gmcard			1																						
Túi quà Mirinda	Hợp tác Mirinda	18	1	401	1	\image\item\other\scriptitem\meiniandalibao.spr		32	Túi quà chúc mừng công ty KingSoft hợp tác với công ty Pepsi Mirinda. Mở túi quà nhận được Truyền Tống Phù, Càn Khôn Phù, Đại Bạch Câu Hoàn, Đồng khóa, Huyền Tinh, Vé ưu đãi và Mặt nạ thần bí.		0	1	1	100000		1	1		eventpresent			1		2027	77																			
Thẻ đoàn viên		18	1	402	1	\image\item\huodong\minzuka_s.spr	\image\item\huodong\minzuka.spr	32	<enter><enter><enter>Vẫn chưa giám định, nhấn chuột phải giám định có thể xuất hiện nhiều loại thẻ! Giám định cần tiêu hao 300 tinh lực và hoạt lực.<enter><color=gold>Nhấn chuột phải giám định<color>		0	2	1	100000		1	1		guoqing_card_unknown			1																						
民族大团圆卡—蒙古族		18	1	403	1	\image\item\huodong\minzuka_s.spr	\image\item\huodong\minzuka.spr	32	<enter><enter><enter>蒙古族自称“蒙古”。“蒙古”这一名称较早记载于《旧唐书》和《契丹国志》，其意为“永恒之火”。别称：“马背民族”。<enter><color=gold>右键使用加入收藏册<color>		0	2	1	100000		1	1		guoqing_card			1																						
民族大团圆卡—回族		18	1	404	1	\image\item\huodong\minzuka_s.spr	\image\item\huodong\minzuka.spr	32	<enter><enter><enter>中国最早的回民是公元七世纪时阿拉伯人和波斯人来华经商者的后裔。十三世纪，大批穆斯林从中亚迁入中国，并同当地的汉族、维吾尔族、蒙古族等融合，形成了回族。<enter><color=gold>右键使用加入收藏册<color>		0	2	1	100000		1	1		guoqing_card			1																						
民族大团圆卡—藏族		18	1	405	1	\image\item\huodong\minzuka_s.spr	\image\item\huodong\minzuka.spr	32	<enter><enter><enter>藏族自称“博巴”，意为农业人群，是最早起源于雅鲁藏布江流域的一个农业部落。<enter><color=gold>右键使用加入收藏册<color>		0	2	1	100000		1	1		guoqing_card			1																						
民族大团圆卡—维吾尔族		18	1	406	1	\image\item\huodong\minzuka_s.spr	\image\item\huodong\minzuka.spr	32	<enter><enter><enter>“维吾尔”是维吾尔族的自称，意为“团结”或“联合”。族源可追溯到公元前３世纪游牧于我国北方和西北贝加尔湖以南、额尔齐斯河和巴尔喀什湖之间的“丁零”人。<enter><color=gold>右键使用加入收藏册<color>		0	2	1	100000		1	1		guoqing_card			1																						
民族大团圆卡—苗族		18	1	407	1	\image\item\huodong\minzuka_s.spr	\image\item\huodong\minzuka.spr	32	<enter><enter><enter>苗族是个能歌善舞的民族，尤以飞歌、情歌、酒歌享有盛名。芦笙是苗族最有代表性的乐器。<enter><color=gold>右键使用加入收藏册<color>		0	2	1	100000		1	1		guoqing_card			1																						
民族大团圆卡—彝族		18	1	408	1	\image\item\huodong\minzuka_s.spr	\image\item\huodong\minzuka.spr	32	<enter><enter><enter>彝族现分布于云南、四川、贵州省和广西壮族自治区。文化艺术源远流长，用彝文记载的历史、文学、医学、历法等著作中，不乏价值极高的珍贵文献。<enter><color=gold>右键使用加入收藏册<color>		0	2	1	100000		1	1		guoqing_card			1																						
民族大团圆卡—壮族		18	1	409	1	\image\item\huodong\minzuka_s.spr	\image\item\huodong\minzuka.spr	32	<enter><enter><enter>壮族是中国少数民族中人口最多的一个民族，主要聚居在广西、云南省文山，广东连山、贵州从江、湖南江华等地也有分布。<enter><color=gold>右键使用加入收藏册<color>		0	2	1	100000		1	1		guoqing_card			1																						
民族大团圆卡—布依族		18	1	410	1	\image\item\huodong\minzuka_s.spr	\image\item\huodong\minzuka.spr	32	<enter><enter><enter>布依族是中国古代“百越”的一支，以农业为主，主要种植水稻。喜欢依山傍水聚族而居，崇拜祖先，主要信仰多神和自然崇拜，有的信仰天主教和基督教。<enter><color=gold>右键使用加入收藏册<color>		0	2	1	100000		1	1		guoqing_card			1																						
民族大团圆卡—朝鲜族		18	1	411	1	\image\item\huodong\minzuka_s.spr	\image\item\huodong\minzuka.spr	32	<enter><enter><enter>中国的朝鲜族是十七世纪时由朝鲜半岛迁徙过来的，以能歌善舞而著称于世。男子喜欢摔跤、踢足球，女子喜欢压跳板和荡秋千。朝鲜舞蹈包括长鼓舞、刀舞、扇舞、巫舞等。<enter><color=gold>右键使用加入收藏册<color>		0	2	1	100000		1	1		guoqing_card			1																						
民族大团圆卡—满族		18	1	412	1	\image\item\huodong\minzuka_s.spr	\image\item\huodong\minzuka.spr	32	<enter><enter><enter>满族历史悠久，可追溯到两千多年前的肃慎人，其后裔一直生活在长白山以北、黑龙江中上游、乌苏里江流域。黑水靺鞨是满族的直系祖先，后发展为女真。<enter><color=gold>右键使用加入收藏册<color>		0	2	1	100000		1	1		guoqing_card			1																						
民族大团圆卡—侗族		18	1	413	1	\image\item\huodong\minzuka_s.spr	\image\item\huodong\minzuka.spr	32	<enter><enter><enter>侗族来源于秦汉时期的“骆越”。魏晋以后，这些部落被泛称为“僚”，侗族即“僚”的一部分。主要从事农业，兼营林木，以生产鱼粳稻为主，善用稻田养鱼。<enter><color=gold>右键使用加入收藏册<color>		0	2	1	100000		1	1		guoqing_card			1																						
民族大团圆卡—瑶族		18	1	414	1	\image\item\huodong\minzuka_s.spr	\image\item\huodong\minzuka.spr	32	<enter><enter><enter>瑶族主要分布在广西、湖南、云南、广东、江西、海南等省区的山区，是中国南方一个比较典型的山地民族，以农业为主，兼营林业和狩猎，瑶族人民精于织染和刺绣。<enter><color=gold>右键使用加入收藏册<color>		0	2	1	100000		1	1		guoqing_card			1																						
民族大团圆卡—白族		18	1	415	1	\image\item\huodong\minzuka_s.spr	\image\item\huodong\minzuka.spr	32	<enter><enter><enter>白族主要聚居在云南省大理白族自治州，其余分布于云南各地、贵州省毕节地区及四川凉山州。自称“白伙”、“白尼”、“白子”等，汉语意为“白人”。<enter><color=gold>右键使用加入收藏册<color>		0	2	1	100000		1	1		guoqing_card			1																						
民族大团圆卡—土家族		18	1	416	1	\image\item\huodong\minzuka_s.spr	\image\item\huodong\minzuka.spr	32	<enter><enter><enter>土家族自称“毕兹卡”（意为本地人），有自已的语言，主要从事农业。土家族爱唱山歌，山歌有情歌、哭嫁歌、摆手歌、劳动歌、盘歌等。<enter><color=gold>右键使用加入收藏册<color>		0	2	1	100000		1	1		guoqing_card			1																						
民族大团圆卡—哈尼族		18	1	417	1	\image\item\huodong\minzuka_s.spr	\image\item\huodong\minzuka.spr	32	<enter><enter><enter>据史书记载，哈尼族与彝族、拉祜族等同源于古代的羌族，哈尼族村寨大多建在海拔１０００米到２５００米的山区和半山区。<enter><color=gold>右键使用加入收藏册<color>		0	2	1	100000		1	1		guoqing_card			1																						
民族大团圆卡—哈萨克族		18	1	418	1	\image\item\huodong\minzuka_s.spr	\image\item\huodong\minzuka.spr	32	<enter><enter><enter>哈萨克族渊源流长。西汉时，天山北部的乌孙即是哈萨克族的先民。“哈萨克”这一名称最初见于十五世纪中叶，意即“避难者”或“脱离者”。<enter><color=gold>右键使用加入收藏册<color>		0	2	1	100000		1	1		guoqing_card			1																						
民族大团圆卡—傣族		18	1	419	1	\image\item\huodong\minzuka_s.spr	\image\item\huodong\minzuka.spr	32	<enter><enter><enter>傣族是一个历史悠久的民族，远在公元一世纪，汉文史籍已有关于傣族的记载。汉代称“滇越”、“掸”，唐、宋称“金齿”、“黑齿”、“白衣”，元、明、清则称作“白夷”、“摆夷”、“百夷”。<enter><color=gold>右键使用加入收藏册<color>		0	2	1	100000		1	1		guoqing_card			1																						
民族大团圆卡—黎族		18	1	420	1	\image\item\huodong\minzuka_s.spr	\image\item\huodong\minzuka.spr	32	<enter><enter><enter>据考证，黎族是由古代“百越”族的一支发展而来。早在四五千年前，黎族的先民们就在海南岛繁衍生息，成为该岛最早的居民。黎族自称“孝”、“歧”、“美孚”等。<enter><color=gold>右键使用加入收藏册<color>		0	2	1	100000		1	1		guoqing_card			1																						
