Name	Kind	QualityPrefix	Category	Genre	DetailType	ParticularType	Level	SuiteID	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	MAVersion	MagicName1	MagicLevel1	MagicName2	MagicLevel2	MagicName3	MagicLevel3	MagicName4	MagicLevel4	MagicName5	MagicLevel5	MagicName6	MagicLevel6	Stuff1Detail	Stuff1Particular	Stuff2Detail	Stuff2Particular	Str1Times	StrMA1Name	StrMA1PA1Min	StrMA1PA1Max	StrMA1PA2Min	StrMA1PA2Max	StrMA1PA3Min	StrMA1PA3Max	Str2Times	StrMA2Name	StrMA2PA1Min	StrMA2PA1Max	StrMA2PA2Min	StrMA2PA2Max	StrMA2PA3Min	StrMA2PA3Max	UnLockInterval	FightPower
Nghịch Thế Khải	Cấp D_Giáp Nam (Mộc)	8	1	6	3	33	10	6	\image\item\equip\armor\ma_ds_armor_D_s.spr	\image\item\equip\armor\ma_ds_armor_D.spr	20			3	160000	18000000		0	1	1	suite	35		damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	11	manamax_v	11	meleedamagereturn_p	11	damage_fire_resist	11	state_stun_resisttime	11							15	damage_physics_resist	65	65														7
Cực Nghiệp Thường	Cấp D_Giáp Nữ (Mộc)	8	1	6	3	34	10	6	\image\item\equip\armor\fm_ds_armor_D_s.spr	\image\item\equip\armor\fm_ds_armor_D.spr	21			3	160000	18000000		0	1	1	suite		34	damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	11	manamax_v	11	meleedamagereturn_p	11	damage_fire_resist	11	state_stun_resisttime	11							15	damage_physics_resist	65	65														7
Nghịch Thế Khải	Cấp D_Giáp Nam (Thủy)	8	1	6	3	35	10	6	\image\item\equip\armor\ma_ds_armor_D_s.spr	\image\item\equip\armor\ma_ds_armor_D.spr	20			1	160000	18000000		0	1	1	suite	35		damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	11	manamax_v	11	meleedamagereturn_p	11	damage_poison_resist	11	state_burn_resisttime	11							15	damage_physics_resist	65	65														7
Cực Nghiệp Thường	Cấp D_Giáp Nữ (Thủy)	8	1	6	3	36	10	6	\image\item\equip\armor\fm_ds_armor_D_s.spr	\image\item\equip\armor\fm_ds_armor_D.spr	21			1	160000	18000000		0	1	1	suite		34	damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	11	manamax_v	11	meleedamagereturn_p	11	damage_poison_resist	11	state_burn_resisttime	11							15	damage_physics_resist	65	65														7
Nghịch Thế Khải	Cấp D_Giáp Nam (Hỏa)	8	1	6	3	37	10	6	\image\item\equip\armor\ma_ds_armor_D_s.spr	\image\item\equip\armor\ma_ds_armor_D.spr	20			2	160000	18000000		0	1	1	suite	35		damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	11	manamax_v	11	meleedamagereturn_p	11	damage_light_resist	11	state_hurt_resisttime	11							15	damage_physics_resist	65	65														7
Cực Nghiệp Thường	Cấp D_Giáp Nữ (Hỏa)	8	1	6	3	38	10	6	\image\item\equip\armor\fm_ds_armor_D_s.spr	\image\item\equip\armor\fm_ds_armor_D.spr	21			2	160000	18000000		0	1	1	suite		34	damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	11	manamax_v	11	meleedamagereturn_p	11	damage_light_resist	11	state_hurt_resisttime	11							15	damage_physics_resist	65	65														7
Nghịch Thế Khải	Cấp D_Giáp Nam (Thổ)	8	1	6	3	39	10	6	\image\item\equip\armor\ma_ds_armor_D_s.spr	\image\item\equip\armor\ma_ds_armor_D.spr	20			4	160000	18000000		0	1	1	suite	35		damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	11	manamax_v	11	meleedamagereturn_p	11	damage_physics_resist	11	state_slowall_resisttime	11							15	damage_physics_resist	65	65														7
Cực Nghiệp Thường	Cấp D_Giáp Nữ (Thổ)	8	1	6	3	40	10	6	\image\item\equip\armor\fm_ds_armor_D_s.spr	\image\item\equip\armor\fm_ds_armor_D.spr	21			4	160000	18000000		0	1	1	suite		34	damage_series_resist	100	100	-1	-1	0	0																																																																5	110	8	1									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_hurt_resisttime	150	150					14	state_hurt_resistrate	100	100					16	damage_physics_resist	125	125					1	lifemax_v	11	manamax_v	11	meleedamagereturn_p	11	damage_physics_resist	11	state_slowall_resisttime	11							15	damage_physics_resist	65	65														7
Bạch Phong Phù	Cấp A_Hộ Thân Phù (Kim)	5	0	6	6	1	10	6	\image\item\equip\amulet\ma_ds_amult_A_s.spr	\image\item\equip\amulet\ma_ds_amult_A.spr	25			3	150000	1000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	30	30					8	adddefense_v	150	150					10	manamax_v	240	240					12	manareplenish_p	30	30					14	defencedeadlystrikedamagetrim	27	27					16	damage_all_resist	85	85					1	lifemax_v	10	manamax_v	10	staminamax_v	10	damage_fire_resist	10	damage_all_resist	10	state_stun_resisttime	10					15	damage_all_resist	45	45														1
Bạch Phong Phù	Cấp A_Hộ Thân Phù (Mộc)	5	0	6	6	2	10	6	\image\item\equip\amulet\ma_ds_amult_A_s.spr	\image\item\equip\amulet\ma_ds_amult_A.spr	25			4	150000	1000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	30	30					8	adddefense_v	150	150					10	manamax_v	240	240					12	manareplenish_p	30	30					14	defencedeadlystrikedamagetrim	27	27					16	damage_all_resist	85	85					1	lifemax_v	10	manamax_v	10	staminamax_v	10	damage_physics_resist	10	damage_all_resist	10	state_slowall_resisttime	10					15	damage_all_resist	45	45														1
Bạch Phong Phù	Cấp A_Hộ Thân Phù (Thủy)	5	0	6	6	3	10	6	\image\item\equip\amulet\ma_ds_amult_A_s.spr	\image\item\equip\amulet\ma_ds_amult_A.spr	25			2	150000	1000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	30	30					8	adddefense_v	150	150					10	manamax_v	240	240					12	manareplenish_p	30	30					14	defencedeadlystrikedamagetrim	27	27					16	damage_all_resist	85	85					1	lifemax_v	10	manamax_v	10	staminamax_v	10	damage_light_resist	10	damage_all_resist	10	state_hurt_resisttime	10					15	damage_all_resist	45	45														1
Bạch Phong Phù	Cấp A_Hộ Thân Phù (Hỏa)	5	0	6	6	4	10	6	\image\item\equip\amulet\ma_ds_amult_A_s.spr	\image\item\equip\amulet\ma_ds_amult_A.spr	25			5	150000	1000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	30	30					8	adddefense_v	150	150					10	manamax_v	240	240					12	manareplenish_p	30	30					14	defencedeadlystrikedamagetrim	27	27					16	damage_all_resist	85	85					1	lifemax_v	10	manamax_v	10	staminamax_v	10	damage_cold_resist	10	damage_all_resist	10	state_weak_resisttime	10					15	damage_all_resist	45	45														1
Bạch Phong Phù	Cấp A_Hộ Thân Phù (Thổ)	5	0	6	6	5	10	6	\image\item\equip\amulet\ma_ds_amult_A_s.spr	\image\item\equip\amulet\ma_ds_amult_A.spr	25			1	150000	1000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	30	30					8	adddefense_v	150	150					10	manamax_v	240	240					12	manareplenish_p	30	30					14	defencedeadlystrikedamagetrim	27	27					16	damage_all_resist	85	85					1	lifemax_v	10	manamax_v	10	staminamax_v	10	damage_poison_resist	10	damage_all_resist	10	state_burn_resisttime	10					15	damage_all_resist	45	45														1
Lạc Chinh Phù	Cấp B_Hộ Thân Phù (Kim)	6	1	6	6	6	10	6	\image\item\equip\amulet\ma_ds_amult_B_s.spr	\image\item\equip\amulet\ma_ds_amult_B.spr	25			3	180000	2000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	20	20					8	adddefense_v	60	60					10	manamax_v	100	100					12	manareplenish_p	10	10					14	defencedeadlystrikedamagetrim	18	18					16	damage_all_resist	65	65					1	lifemax_v	7	manamax_v	7	staminamax_v	7	damage_fire_resist	7	damage_all_resist	7	state_stun_resisttime	7					15	damage_all_resist	35	35														4
Lạc Chinh Phù	Cấp B_Hộ Thân Phù (Mộc)	6	1	6	6	7	10	6	\image\item\equip\amulet\ma_ds_amult_B_s.spr	\image\item\equip\amulet\ma_ds_amult_B.spr	25			4	180000	2000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	20	20					8	adddefense_v	60	60					10	manamax_v	100	100					12	manareplenish_p	10	10					14	defencedeadlystrikedamagetrim	18	18					16	damage_all_resist	65	65					1	lifemax_v	7	manamax_v	7	staminamax_v	7	damage_physics_resist	7	damage_all_resist	7	state_slowall_resisttime	7					15	damage_all_resist	35	35														4
Lạc Chinh Phù	Cấp B_Hộ Thân Phù (Thủy)	6	1	6	6	8	10	6	\image\item\equip\amulet\ma_ds_amult_B_s.spr	\image\item\equip\amulet\ma_ds_amult_B.spr	25			2	180000	2000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	20	20					8	adddefense_v	60	60					10	manamax_v	100	100					12	manareplenish_p	10	10					14	defencedeadlystrikedamagetrim	18	18					16	damage_all_resist	65	65					1	lifemax_v	7	manamax_v	7	staminamax_v	7	damage_light_resist	7	damage_all_resist	7	state_hurt_resisttime	7					15	damage_all_resist	35	35														4
Lạc Chinh Phù	Cấp B_Hộ Thân Phù (Hỏa)	6	1	6	6	9	10	6	\image\item\equip\amulet\ma_ds_amult_B_s.spr	\image\item\equip\amulet\ma_ds_amult_B.spr	25			5	180000	2000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	20	20					8	adddefense_v	60	60					10	manamax_v	100	100					12	manareplenish_p	10	10					14	defencedeadlystrikedamagetrim	18	18					16	damage_all_resist	65	65					1	lifemax_v	7	manamax_v	7	staminamax_v	7	damage_cold_resist	7	damage_all_resist	7	state_weak_resisttime	7					15	damage_all_resist	35	35														4
Lạc Chinh Phù	Cấp B_Hộ Thân Phù (Thổ)	6	1	6	6	10	10	6	\image\item\equip\amulet\ma_ds_amult_B_s.spr	\image\item\equip\amulet\ma_ds_amult_B.spr	25			1	180000	2000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	20	20					8	adddefense_v	60	60					10	manamax_v	100	100					12	manareplenish_p	10	10					14	defencedeadlystrikedamagetrim	18	18					16	damage_all_resist	65	65					1	lifemax_v	7	manamax_v	7	staminamax_v	7	damage_poison_resist	7	damage_all_resist	7	state_burn_resisttime	7					15	damage_all_resist	35	35														4
Loan Thiên Phù	Cấp C_Hộ Thân Phù (Kim)	7	1	6	6	11	10	6	\image\item\equip\amulet\ma_ds_amult_C_s.spr	\image\item\equip\amulet\ma_ds_amult_C.spr	25			3	210000	6000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	20	20					8	adddefense_v	60	60					10	manamax_v	100	100					12	manareplenish_p	10	10					14	defencedeadlystrikedamagetrim	18	18					16	damage_all_resist	65	65					1	lifemax_v	9	manamax_v	9	staminamax_v	9	damage_fire_resist	9	damage_all_resist	9	state_stun_resisttime	9					15	damage_all_resist	35	35														7
Loan Thiên Phù	Cấp C_Hộ Thân Phù (Mộc)	7	1	6	6	12	10	6	\image\item\equip\amulet\ma_ds_amult_C_s.spr	\image\item\equip\amulet\ma_ds_amult_C.spr	25			4	210000	6000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	20	20					8	adddefense_v	60	60					10	manamax_v	100	100					12	manareplenish_p	10	10					14	defencedeadlystrikedamagetrim	18	18					16	damage_all_resist	65	65					1	lifemax_v	9	manamax_v	9	staminamax_v	9	damage_physics_resist	9	damage_all_resist	9	state_slowall_resisttime	9					15	damage_all_resist	35	35														7
Loan Thiên Phù	Cấp C_Hộ Thân Phù (Thủy)	7	1	6	6	13	10	6	\image\item\equip\amulet\ma_ds_amult_C_s.spr	\image\item\equip\amulet\ma_ds_amult_C.spr	25			2	210000	6000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	20	20					8	adddefense_v	60	60					10	manamax_v	100	100					12	manareplenish_p	10	10					14	defencedeadlystrikedamagetrim	18	18					16	damage_all_resist	65	65					1	lifemax_v	9	manamax_v	9	staminamax_v	9	damage_light_resist	9	damage_all_resist	9	state_hurt_resisttime	9					15	damage_all_resist	35	35														7
Loan Thiên Phù	Cấp C_Hộ Thân Phù (Hỏa)	7	1	6	6	14	10	6	\image\item\equip\amulet\ma_ds_amult_C_s.spr	\image\item\equip\amulet\ma_ds_amult_C.spr	25			5	210000	6000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	20	20					8	adddefense_v	60	60					10	manamax_v	100	100					12	manareplenish_p	10	10					14	defencedeadlystrikedamagetrim	18	18					16	damage_all_resist	65	65					1	lifemax_v	9	manamax_v	9	staminamax_v	9	damage_cold_resist	9	damage_all_resist	9	state_weak_resisttime	9					15	damage_all_resist	35	35														7
Loan Thiên Phù	Cấp C_Hộ Thân Phù (Thổ)	7	1	6	6	15	10	6	\image\item\equip\amulet\ma_ds_amult_C_s.spr	\image\item\equip\amulet\ma_ds_amult_C.spr	25			1	210000	6000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	20	20					8	adddefense_v	60	60					10	manamax_v	100	100					12	manareplenish_p	10	10					14	defencedeadlystrikedamagetrim	18	18					16	damage_all_resist	65	65					1	lifemax_v	9	manamax_v	9	staminamax_v	9	damage_poison_resist	9	damage_all_resist	9	state_burn_resisttime	9					15	damage_all_resist	35	35														7
Cẩm Hà Phù	Cấp D_Hộ Thân Phù (Kim)	8	1	6	6	16	10	6	\image\item\equip\amulet\ma_ds_amult_D_s.spr	\image\item\equip\amulet\ma_ds_amult_D.spr	25			3	240000	18000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	20	20					8	adddefense_v	60	60					10	manamax_v	100	100					12	manareplenish_p	10	10					14	defencedeadlystrikedamagetrim	18	18					16	damage_all_resist	65	65					1	lifemax_v	11	manamax_v	11	staminamax_v	11	damage_fire_resist	11	damage_all_resist	11	state_stun_resisttime	11					15	damage_all_resist	35	35														10
Cẩm Hà Phù	Cấp D_Hộ Thân Phù (Mộc)	8	1	6	6	17	10	6	\image\item\equip\amulet\ma_ds_amult_D_s.spr	\image\item\equip\amulet\ma_ds_amult_D.spr	25			4	240000	18000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	20	20					8	adddefense_v	60	60					10	manamax_v	100	100					12	manareplenish_p	10	10					14	defencedeadlystrikedamagetrim	18	18					16	damage_all_resist	65	65					1	lifemax_v	11	manamax_v	11	staminamax_v	11	damage_physics_resist	11	damage_all_resist	11	state_slowall_resisttime	11					15	damage_all_resist	35	35														10
Cẩm Hà Phù	Cấp D_Hộ Thân Phù (Thủy)	8	1	6	6	18	10	6	\image\item\equip\amulet\ma_ds_amult_D_s.spr	\image\item\equip\amulet\ma_ds_amult_D.spr	25			2	240000	18000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	20	20					8	adddefense_v	60	60					10	manamax_v	100	100					12	manareplenish_p	10	10					14	defencedeadlystrikedamagetrim	18	18					16	damage_all_resist	65	65					1	lifemax_v	11	manamax_v	11	staminamax_v	11	damage_light_resist	11	damage_all_resist	11	state_hurt_resisttime	11					15	damage_all_resist	35	35														10
Cẩm Hà Phù	Cấp D_Hộ Thân Phù (Hỏa)	8	1	6	6	19	10	6	\image\item\equip\amulet\ma_ds_amult_D_s.spr	\image\item\equip\amulet\ma_ds_amult_D.spr	25			5	240000	18000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	20	20					8	adddefense_v	60	60					10	manamax_v	100	100					12	manareplenish_p	10	10					14	defencedeadlystrikedamagetrim	18	18					16	damage_all_resist	65	65					1	lifemax_v	11	manamax_v	11	staminamax_v	11	damage_cold_resist	11	damage_all_resist	11	state_weak_resisttime	11					15	damage_all_resist	35	35														10
Cẩm Hà Phù	Cấp D_Hộ Thân Phù (Thổ)	8	1	6	6	20	10	6	\image\item\equip\amulet\ma_ds_amult_D_s.spr	\image\item\equip\amulet\ma_ds_amult_D.spr	25			1	240000	18000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	20	20					8	adddefense_v	60	60					10	manamax_v	100	100					12	manareplenish_p	10	10					14	defencedeadlystrikedamagetrim	18	18					16	damage_all_resist	65	65					1	lifemax_v	11	manamax_v	11	staminamax_v	11	damage_poison_resist	11	damage_all_resist	11	state_burn_resisttime	11					15	damage_all_resist	35	35														10
Trường Hà Giới	Cấp A_Giới Chỉ (Kim)	5	0	6	4	1	10	6	\image\item\equip\ring\ma_ds_ring_A_s.spr	\image\item\equip\ring\ma_ds_ring_A.spr	29			4	150000	1000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	30	30					8	adddefense_v	150	150					10	manamax_v	240	240					12	lifereplenish_p	17	17					14	defencedeadlystrikedamagetrim	27	27					16	damage_all_resist	85	85					1	lifemax_v	10	manamax_v	10	ignoredefenseenhance_v	10	damage_physics_resist	10	state_slowall_resisttime	10	adddefense_v	10					15	damage_all_resist	45	45														1
Trường Hà Giới	Cấp A_Giới Chỉ (Mộc)	5	0	6	4	2	10	6	\image\item\equip\ring\ma_ds_ring_A_s.spr	\image\item\equip\ring\ma_ds_ring_A.spr	29			1	150000	1000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	30	30					8	adddefense_v	150	150					10	manamax_v	240	240					12	lifereplenish_p	17	17					14	defencedeadlystrikedamagetrim	27	27					16	damage_all_resist	85	85					1	lifemax_v	10	manamax_v	10	ignoredefenseenhance_v	10	damage_poison_resist	10	state_burn_resisttime	10	adddefense_v	10					15	damage_all_resist	45	45														1
Trường Hà Giới	Cấp A_Giới Chỉ (Thủy)	5	0	6	4	3	10	6	\image\item\equip\ring\ma_ds_ring_A_s.spr	\image\item\equip\ring\ma_ds_ring_A.spr	29			5	150000	1000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	30	30					8	adddefense_v	150	150					10	manamax_v	240	240					12	lifereplenish_p	17	17					14	defencedeadlystrikedamagetrim	27	27					16	damage_all_resist	85	85					1	lifemax_v	10	manamax_v	10	ignoredefenseenhance_v	10	damage_cold_resist	10	state_weak_resisttime	10	adddefense_v	10					15	damage_all_resist	45	45														1
Trường Hà Giới	Cấp A_Giới Chỉ (Hỏa)	5	0	6	4	4	10	6	\image\item\equip\ring\ma_ds_ring_A_s.spr	\image\item\equip\ring\ma_ds_ring_A.spr	29			3	150000	1000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	30	30					8	adddefense_v	150	150					10	manamax_v	240	240					12	lifereplenish_p	17	17					14	defencedeadlystrikedamagetrim	27	27					16	damage_all_resist	85	85					1	lifemax_v	10	manamax_v	10	ignoredefenseenhance_v	10	damage_fire_resist	10	state_stun_resisttime	10	adddefense_v	10					15	damage_all_resist	45	45														1
Trường Hà Giới	Cấp A_Giới Chỉ (Thổ)	5	0	6	4	5	10	6	\image\item\equip\ring\ma_ds_ring_A_s.spr	\image\item\equip\ring\ma_ds_ring_A.spr	29			2	150000	1000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	30	30					8	adddefense_v	150	150					10	manamax_v	240	240					12	lifereplenish_p	17	17					14	defencedeadlystrikedamagetrim	27	27					16	damage_all_resist	85	85					1	lifemax_v	10	manamax_v	10	ignoredefenseenhance_v	10	damage_light_resist	10	state_hurt_resisttime	10	adddefense_v	10					15	damage_all_resist	45	45														1
Dục Huyết Giới	Cấp B_Giới Chỉ (Kim)	6	1	6	4	6	10	6	\image\item\equip\ring\ma_ds_ring_B_s.spr	\image\item\equip\ring\ma_ds_ring_B.spr	29			4	180000	2000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	20	20					8	adddefense_v	60	60					10	manamax_v	100	100					12	lifereplenish_p	10	10					14	defencedeadlystrikedamagetrim	18	18					16	damage_all_resist	65	65					1	lifemax_v	7	manamax_v	7	ignoredefenseenhance_v	7	damage_physics_resist	7	state_slowall_resisttime	7	adddefense_v	7					15	damage_all_resist	35	35														4
Dục Huyết Giới	Cấp B_Giới Chỉ (Mộc)	6	1	6	4	7	10	6	\image\item\equip\ring\ma_ds_ring_B_s.spr	\image\item\equip\ring\ma_ds_ring_B.spr	29			1	180000	2000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	20	20					8	adddefense_v	60	60					10	manamax_v	100	100					12	lifereplenish_p	10	10					14	defencedeadlystrikedamagetrim	18	18					16	damage_all_resist	65	65					1	lifemax_v	7	manamax_v	7	ignoredefenseenhance_v	7	damage_poison_resist	7	state_burn_resisttime	7	adddefense_v	7					15	damage_all_resist	35	35														4
Dục Huyết Giới	Cấp B_Giới Chỉ (Thủy)	6	1	6	4	8	10	6	\image\item\equip\ring\ma_ds_ring_B_s.spr	\image\item\equip\ring\ma_ds_ring_B.spr	29			5	180000	2000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	20	20					8	adddefense_v	60	60					10	manamax_v	100	100					12	lifereplenish_p	10	10					14	defencedeadlystrikedamagetrim	18	18					16	damage_all_resist	65	65					1	lifemax_v	7	manamax_v	7	ignoredefenseenhance_v	7	damage_cold_resist	7	state_weak_resisttime	7	adddefense_v	7					15	damage_all_resist	35	35														4
Dục Huyết Giới	Cấp B_Giới Chỉ (Hỏa)	6	1	6	4	9	10	6	\image\item\equip\ring\ma_ds_ring_B_s.spr	\image\item\equip\ring\ma_ds_ring_B.spr	29			3	180000	2000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	20	20					8	adddefense_v	60	60					10	manamax_v	100	100					12	lifereplenish_p	10	10					14	defencedeadlystrikedamagetrim	18	18					16	damage_all_resist	65	65					1	lifemax_v	7	manamax_v	7	ignoredefenseenhance_v	7	damage_fire_resist	7	state_stun_resisttime	7	adddefense_v	7					15	damage_all_resist	35	35														4
Dục Huyết Giới	Cấp B_Giới Chỉ (Thổ)	6	1	6	4	10	10	6	\image\item\equip\ring\ma_ds_ring_B_s.spr	\image\item\equip\ring\ma_ds_ring_B.spr	29			2	180000	2000000		0	1	1	suite			adddefense_v	120	120	-1	-1	0	0																																																																5	110											4	manareplenish_v	20	20					8	adddefense_v	60	60					10	manamax_v	100	100					12	lifereplenish_p	10	10					14	defencedeadlystrikedamagetrim	18	18					16	damage_all_resist	65	65					1	lifemax_v	7	manamax_v	7	ignoredefenseenhance_v	7	damage_light_resist	7	state_hurt_resisttime	7	adddefense_v	7					15	damage_all_resist	35	35														4
