Name	Kind	QualityPrefix	Category	Genre	DetailType	ParticularType	Level	SuiteID	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	MagicName1	MagicLevel1	MagicName2	MagicLevel2	MagicName3	MagicLevel3	MagicName4	MagicLevel4	MagicName5	MagicLevel5	MagicName6	MagicLevel6	Stuff1Detail	Stuff1Particular	Stuff2Detail	Stuff2Particular	Str1Times	StrMA1Name	StrMA1PA1Min	StrMA1PA1Max	StrMA1PA2Min	StrMA1PA2Max	StrMA1PA3Min	StrMA1PA3Max	Str2Times	StrMA2Name	StrMA2PA1Min	StrMA2PA1Max	StrMA2PA2Min	StrMA2PA2Max	StrMA2PA3Min	StrMA2PA3Max	UnLockInterval	FightPower
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Xanh_Thiết mão nam hệ Kim	3	1	4	9	163	10	4	\image\item\equip\helm\m_kui_210_s.spr	\image\item\equip\helm\m_kui_210.spr	18			1	22000	1500000	70000	1	1	1	suite	15		damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	7	manamax_v	7	staminamax_v	6	damage_poison_resist	7									15	damage_poison_resist	80	80														
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Xanh_Thiết mão nữ hệ Kim	3	1	4	9	164	10	4	\image\item\equip\helm\f_kui_610_s.spr	\image\item\equip\helm\f_kui_610.spr	19			1	22000	1500000	70000	1	1	1	suite		15	damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	7	manamax_v	7	staminamax_v	6	damage_poison_resist	7									15	damage_poison_resist	80	80														
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Xanh_Bì mão nam hệ Kim	3	1	4	9	165	10	4	\image\item\equip\helm\m_pige_310_s.spr	\image\item\equip\helm\m_pige_310.spr	18			1	22000	1500000	70000	1	1	1	suite	10		damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	7	manamax_v	7	staminamax_v	6	damage_poison_resist	7									15	damage_poison_resist	80	80														
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Xanh_Bì mão nữ hệ Kim	3	1	4	9	166	10	4	\image\item\equip\helm\f_pige_710_s.spr	\image\item\equip\helm\f_pige_710.spr	19			1	22000	1500000	70000	1	1	1	suite		10	damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	7	manamax_v	7	staminamax_v	6	damage_poison_resist	7									15	damage_poison_resist	80	80														
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Tím_Thiết mão nam hệ Kim	4	1	4	9	167	10	4	\image\item\equip\helm\m_kui_210_s.spr	\image\item\equip\helm\m_kui_210.spr	18			1	50000	1500000	70000	1	1	1	suite	15		damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_poison_resist	8	state_burn_resisttime	7							15	damage_poison_resist	80	80														
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Tím_Thiết mão nữ hệ Kim	4	1	4	9	168	10	4	\image\item\equip\helm\f_kui_610_s.spr	\image\item\equip\helm\f_kui_610.spr	19			1	50000	1500000	70000	1	1	1	suite		15	damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_poison_resist	8	state_burn_resisttime	7							15	damage_poison_resist	80	80														
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Tím_Bì mão nam hệ Kim	4	1	4	9	169	10	4	\image\item\equip\helm\m_pige_310_s.spr	\image\item\equip\helm\m_pige_310.spr	18			1	50000	1500000	70000	1	1	1	suite	10		damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_poison_resist	8	state_burn_resisttime	7							15	damage_poison_resist	80	80														
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Tím_Bì mão nữ hệ Kim	4	1	4	9	170	10	4	\image\item\equip\helm\f_pige_710_s.spr	\image\item\equip\helm\f_pige_710.spr	19			1	50000	1500000	70000	1	1	1	suite		10	damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_poison_resist	8	state_burn_resisttime	7							15	damage_poison_resist	80	80														
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Tím_Thiết mão nam hệ Kim	4	1	4	9	171	10	4	\image\item\equip\helm\m_kui_210_s.spr	\image\item\equip\helm\m_kui_210.spr	18			1	50000	1500000	70000	1	1	1	suite	15		damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_poison_resist	8	state_burn_resisttime	7							15	damage_poison_resist	80	80														
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Tím_Thiết mão nữ hệ Kim	4	1	4	9	172	10	4	\image\item\equip\helm\f_kui_610_s.spr	\image\item\equip\helm\f_kui_610.spr	19			1	50000	1500000	70000	1	1	1	suite		15	damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_poison_resist	8	state_burn_resisttime	7							15	damage_poison_resist	80	80														
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Tím_Bì mão nam hệ Kim	4	1	4	9	173	10	4	\image\item\equip\helm\m_pige_310_s.spr	\image\item\equip\helm\m_pige_310.spr	18			1	50000	1500000	70000	1	1	1	suite	10		damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_poison_resist	8	state_burn_resisttime	7							15	damage_poison_resist	80	80														
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Tím_Bì mão nữ hệ Kim	4	1	4	9	174	10	4	\image\item\equip\helm\f_pige_710_s.spr	\image\item\equip\helm\f_pige_710.spr	19			1	50000	1500000	70000	1	1	1	suite		10	damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_poison_resist	8	state_burn_resisttime	7							15	damage_poison_resist	80	80														
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Cam_Thiết mão nam hệ Kim	5	1	4	9	175	10	4	\image\item\equip\helm\m_kui_210_s.spr	\image\item\equip\helm\m_kui_210.spr	18			1	90000	1500000	70000	1	1	1	suite	15		damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	9	manamax_v	9	staminamax_v	8	damage_poison_resist	9	state_burn_resisttime	8							15	damage_poison_resist	80	80														1
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Cam_Thiết mão nữ hệ Kim	5	1	4	9	176	10	4	\image\item\equip\helm\f_kui_610_s.spr	\image\item\equip\helm\f_kui_610.spr	19			1	90000	1500000	70000	1	1	1	suite		15	damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	9	manamax_v	9	staminamax_v	8	damage_poison_resist	9	state_burn_resisttime	8							15	damage_poison_resist	80	80														1
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Cam_Bì mão nam hệ Kim	5	1	4	9	177	10	4	\image\item\equip\helm\m_pige_310_s.spr	\image\item\equip\helm\m_pige_310.spr	18			1	90000	1500000	70000	1	1	1	suite	10		damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	9	manamax_v	9	staminamax_v	8	damage_poison_resist	9	state_burn_resisttime	8							15	damage_poison_resist	80	80														1
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Cam_Bì mão nữ hệ Kim	5	1	4	9	178	10	4	\image\item\equip\helm\f_pige_710_s.spr	\image\item\equip\helm\f_pige_710.spr	19			1	90000	1500000	70000	1	1	1	suite		10	damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	9	manamax_v	9	staminamax_v	8	damage_poison_resist	9	state_burn_resisttime	8							15	damage_poison_resist	80	80														1
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Cam_Thiết mão nam hệ Kim	5	1	4	9	179	10	4	\image\item\equip\helm\m_kui_210_s.spr	\image\item\equip\helm\m_kui_210.spr	18			1	90000	1500000	70000	1	1	1	suite	15		damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	9	manamax_v	9	staminamax_v	8	damage_poison_resist	9	state_burn_resisttime	8							15	damage_poison_resist	80	80														1
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Cam_Thiết mão nữ hệ Kim	5	1	4	9	180	10	4	\image\item\equip\helm\f_kui_610_s.spr	\image\item\equip\helm\f_kui_610.spr	19			1	90000	1500000	70000	1	1	1	suite		15	damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	9	manamax_v	9	staminamax_v	8	damage_poison_resist	9	state_burn_resisttime	8							15	damage_poison_resist	80	80														1
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Cam_Bì mão nam hệ Kim	5	1	4	9	181	10	4	\image\item\equip\helm\m_pige_310_s.spr	\image\item\equip\helm\m_pige_310.spr	18			1	90000	1500000	70000	1	1	1	suite	10		damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	9	manamax_v	9	staminamax_v	8	damage_poison_resist	9	state_burn_resisttime	8							15	damage_poison_resist	80	80														1
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Cam_Bì mão nữ hệ Kim	5	1	4	9	182	10	4	\image\item\equip\helm\f_pige_710_s.spr	\image\item\equip\helm\f_pige_710.spr	19			1	90000	1500000	70000	1	1	1	suite		10	damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	9	manamax_v	9	staminamax_v	8	damage_poison_resist	9	state_burn_resisttime	8							15	damage_poison_resist	80	80														1
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Xanh_Bì mão nam hệ Mộc	3	1	4	9	183	10	4	\image\item\equip\helm\m_pige_310_s.spr	\image\item\equip\helm\m_pige_310.spr	18			2	22000	1500000	70000	1	1	1	suite	10		damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	7	manamax_v	7	staminamax_v	6	damage_light_resist	7									15	damage_poison_resist	80	80														
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Xanh_Bì mão nữ hệ Mộc	3	1	4	9	184	10	4	\image\item\equip\helm\f_pige_710_s.spr	\image\item\equip\helm\f_pige_710.spr	19			2	22000	1500000	70000	1	1	1	suite		10	damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	7	manamax_v	7	staminamax_v	6	damage_light_resist	7									15	damage_poison_resist	80	80														
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Xanh_Bố mão nam hệ Mộc	3	1	4	9	185	10	4	\image\item\equip\helm\m_bupi_410_s.spr	\image\item\equip\helm\m_bupi_410.spr	18			2	22000	1500000	70000	1	1	1	suite	3		damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	7	manamax_v	7	staminamax_v	6	damage_light_resist	7									15	damage_poison_resist	80	80														
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Xanh_Bố mão nữ hệ Mộc	3	1	4	9	186	10	4	\image\item\equip\helm\f_bupi_810_s.spr	\image\item\equip\helm\f_bupi_810.spr	19			2	22000	1500000	70000	1	1	1	suite		1	damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	7	manamax_v	7	staminamax_v	6	damage_light_resist	7									15	damage_poison_resist	80	80														
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Tím_Bì mão nam hệ Mộc	4	1	4	9	187	10	4	\image\item\equip\helm\m_pige_310_s.spr	\image\item\equip\helm\m_pige_310.spr	18			2	50000	1500000	70000	1	1	1	suite	10		damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_light_resist	8	state_hurt_resisttime	7							15	damage_poison_resist	80	80														
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Tím_Bì mão nữ hệ Mộc	4	1	4	9	188	10	4	\image\item\equip\helm\f_pige_710_s.spr	\image\item\equip\helm\f_pige_710.spr	19			2	50000	1500000	70000	1	1	1	suite		10	damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_light_resist	8	state_hurt_resisttime	7							15	damage_poison_resist	80	80														
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Tím_Bố mão nam hệ Mộc	4	1	4	9	189	10	4	\image\item\equip\helm\m_bupi_410_s.spr	\image\item\equip\helm\m_bupi_410.spr	18			2	50000	1500000	70000	1	1	1	suite	3		damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_light_resist	8	state_hurt_resisttime	7							15	damage_poison_resist	80	80														
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Tím_Bố mão nữ hệ Mộc	4	1	4	9	190	10	4	\image\item\equip\helm\f_bupi_810_s.spr	\image\item\equip\helm\f_bupi_810.spr	19			2	50000	1500000	70000	1	1	1	suite		1	damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_light_resist	8	state_hurt_resisttime	7							15	damage_poison_resist	80	80														
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Tím_Bì mão nam hệ Mộc	4	1	4	9	191	10	4	\image\item\equip\helm\m_pige_310_s.spr	\image\item\equip\helm\m_pige_310.spr	18			2	50000	1500000	70000	1	1	1	suite	10		damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_light_resist	8	state_hurt_resisttime	7							15	damage_poison_resist	80	80														
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Tím_Bì mão nữ hệ Mộc	4	1	4	9	192	10	4	\image\item\equip\helm\f_pige_710_s.spr	\image\item\equip\helm\f_pige_710.spr	19			2	50000	1500000	70000	1	1	1	suite		10	damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_light_resist	8	state_hurt_resisttime	7							15	damage_poison_resist	80	80														
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Tím_Bố mão nam hệ Mộc	4	1	4	9	193	10	4	\image\item\equip\helm\m_bupi_410_s.spr	\image\item\equip\helm\m_bupi_410.spr	18			2	50000	1500000	70000	1	1	1	suite	3		damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_light_resist	8	state_hurt_resisttime	7							15	damage_poison_resist	80	80														
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Tím_Bố mão nữ hệ Mộc	4	1	4	9	194	10	4	\image\item\equip\helm\f_bupi_810_s.spr	\image\item\equip\helm\f_bupi_810.spr	19			2	50000	1500000	70000	1	1	1	suite		1	damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	8	manamax_v	8	staminamax_v	7	damage_light_resist	8	state_hurt_resisttime	7							15	damage_poison_resist	80	80														
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Cam_Bì mão nam hệ Mộc	5	1	4	9	195	10	4	\image\item\equip\helm\m_pige_310_s.spr	\image\item\equip\helm\m_pige_310.spr	18			2	90000	1500000	70000	1	1	1	suite	10		damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	9	manamax_v	9	staminamax_v	8	damage_light_resist	9	state_hurt_resisttime	8							15	damage_poison_resist	80	80														1
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Cam_Bì mão nữ hệ Mộc	5	1	4	9	196	10	4	\image\item\equip\helm\f_pige_710_s.spr	\image\item\equip\helm\f_pige_710.spr	19			2	90000	1500000	70000	1	1	1	suite		10	damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	9	manamax_v	9	staminamax_v	8	damage_light_resist	9	state_hurt_resisttime	8							15	damage_poison_resist	80	80														1
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Cam_Bố mão nam hệ Mộc	5	1	4	9	197	10	4	\image\item\equip\helm\m_bupi_410_s.spr	\image\item\equip\helm\m_bupi_410.spr	18			2	90000	1500000	70000	1	1	1	suite	3		damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	9	manamax_v	9	staminamax_v	8	damage_light_resist	9	state_hurt_resisttime	8							15	damage_poison_resist	80	80														1
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Cam_Bố mão nữ hệ Mộc	5	1	4	9	198	10	4	\image\item\equip\helm\f_bupi_810_s.spr	\image\item\equip\helm\f_bupi_810.spr	19			2	90000	1500000	70000	1	1	1	suite		1	damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	9	manamax_v	9	staminamax_v	8	damage_light_resist	9	state_hurt_resisttime	8							15	damage_poison_resist	80	80														1
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Cam_Bì mão nam hệ Mộc	5	1	4	9	199	10	4	\image\item\equip\helm\m_pige_310_s.spr	\image\item\equip\helm\m_pige_310.spr	18			2	90000	1500000	70000	1	1	1	suite	10		damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	9	manamax_v	9	staminamax_v	8	damage_light_resist	9	state_hurt_resisttime	8							15	damage_poison_resist	80	80														1
Trục Lộc Thương Khung Quán	Bộ Tranh Đoạt Cam_Bì mão nữ hệ Mộc	5	1	4	9	200	10	4	\image\item\equip\helm\f_pige_710_s.spr	\image\item\equip\helm\f_pige_710.spr	19			2	90000	1500000	70000	1	1	1	suite		10	damage_series_resist	70	70	-1	-1	0	0																																																																5	89	8	1									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	9	manamax_v	9	staminamax_v	8	damage_light_resist	9	state_hurt_resisttime	8							15	damage_poison_resist	80	80														1
