Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	ActiveProp1RuleID	ActiveProp1MAName	ActiveProp1PA1Min	ActiveProp1PA1Max	ActiveProp1PA2Min	ActiveProp1PA2Max	ActiveProp1PA3Min	ActiveProp1PA3Max	ActiveProp2RuleID	ActiveProp2MAName	ActiveProp2PA1Min	ActiveProp2PA1Max	ActiveProp2PA2Min	ActiveProp2PA2Max	ActiveProp2PA3Min	ActiveProp2PA3Max	ActiveProp3RuleID	ActiveProp3MAName	ActiveProp3PA1Min	ActiveProp3PA1Max	ActiveProp3PA2Min	ActiveProp3PA2Max	ActiveProp3PA3Min	ActiveProp3PA3Max	ActiveProp4RuleID	ActiveProp4MAName	ActiveProp4PA1Min	ActiveProp4PA1Max	ActiveProp4PA2Min	ActiveProp4PA2Max	ActiveProp4PA3Min	ActiveProp4PA3Max	UnLockInterval	FightPower
Phi Phong Sồ Phượng Linh Vũ	Phi Phong Sồ Phượng Linh Vũ hệ Mộc - Nữ	1	1	17	4	7	\image\item\equip\mantle\fm_mantle07_s.spr	\image\item\equip\mantle\fm_mantle07.spr	32			2	1	72000000			1	1	mantle	4	4	lifemax_p	75	75	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	manamax_p	35	35	-1	-1	0	0	damage_all_resist	85	85	-1	-1	0	0	skilldamageptrim	15	15	-1	-1	0	0	state_weak_attackrate	100	100	-1	-1	0	0	allseriesstateresisttime	100	100	-1	-1	0	0																						8	1	7	2																																																																																										18
Phi Phong Tiềm Long Ngâm Uyên	Phi Phong Tiềm Long Ngâm Uyên hệ Mộc - Nữ	1	1	17	4	8	\image\item\equip\mantle\fm_mantle08_s.spr	\image\item\equip\mantle\fm_mantle08.spr	32			2	1	180000000			1	1	mantle	4	4	lifemax_p	75	75	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	manamax_p	35	35	-1	-1	0	0	damage_all_resist	85	85	-1	-1	0	0	skilldamageptrim	25	25	-1	-1	0	0	state_weak_attackrate	100	100	-1	-1	0	0	allseriesstateresisttime	100	100	-1	-1	0	0	allseriesstateresistrate	100	100	-1	-1	0	0															8	1	7	2																																																																																										24
Phi Phong Chí Tôn Truyền Thuyết	Phi Phong Chí Tôn Truyền Thuyết hệ Mộc - Nữ	1	1	17	4	9	\image\item\equip\mantle\fm_mantle09_s.spr	\image\item\equip\mantle\fm_mantle09.spr	32			2	1	360000000			1	1	mantle	5	5	lifemax_p	80	80	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	manamax_p	40	40	-1	-1	0	0	damage_all_resist	90	90	-1	-1	0	0	skilldamageptrim	30	30	-1	-1	0	0	state_weak_attackrate	150	150	-1	-1	0	0	allseriesstateresisttime	150	150	-1	-1	0	0	allseriesstateresistrate	150	150	-1	-1	0	0	allskill_v	1	1			896	896								8	1	7	2																																																																																										35
Phi Phong Vô Song Vương Giả	Phi Phong Vô Song Vương Giả hệ Mộc - Nữ	1	1	17	4	10	\image\item\equip\mantle\fm_mantle10_s.spr	\image\item\equip\mantle\fm_mantle10.spr	32			2	1	900000000			1	1	mantle	5	5	lifemax_p	100	100	-1	-1	0	0	lifemax_v	1000	1000	-1	-1	0	0	manamax_p	50	50	-1	-1	0	0	damage_all_resist	135	135	-1	-1	0	0	skilldamageptrim	35	35	-1	-1	0	0	state_weak_attackrate	200	200	-1	-1	0	0	allseriesstateresisttime	200	200	-1	-1	0	0	allseriesstateresistrate	200	200	-1	-1	0	0	allskill_v	2	2			896	896								8	1	7	2																																																																																										50
Phi Phong Siêu Phàm Hi Ký	Phi Phong Siêu Phàm Hi Ký hệ Thủy - Nam	1	1	17	5	1	\image\item\equip\mantle\ma_mantle01_s.spr	\image\item\equip\mantle\ma_mantle01.spr	32			3	1	1800000			1	1	mantle	1	1	lifemax_p	50	50	-1	-1	0	0	lifemax_v	350	350	-1	-1	0	0	manamax_p	25	25	-1	-1	0	0	damage_all_resist	45	45	-1	-1	0	0																																											8	0	7	3																																																																																										1
Phi Phong Xuất Trần Kinh Hồng	Phi Phong Xuất Trần Kinh Hồng hệ Thủy - Nam	1	1	17	5	2	\image\item\equip\mantle\ma_mantle02_s.spr	\image\item\equip\mantle\ma_mantle02.spr	32			3	1	3000000			1	1	mantle	1	1	lifemax_p	55	55	-1	-1	0	0	lifemax_v	400	400	-1	-1	0	0	manamax_p	30	30	-1	-1	0	0	damage_all_resist	60	60	-1	-1	0	0																																											8	0	7	3																																																																																										2
Phi Phong Lăng Tuyệt Vụ Ảnh	Phi Phong Lăng Tuyệt Vụ Ảnh hệ Thủy - Nam	1	1	17	5	3	\image\item\equip\mantle\ma_mantle03_s.spr	\image\item\equip\mantle\ma_mantle03.spr	32			3	1	4500000			1	1	mantle	2	2	lifemax_p	60	60	-1	-1	0	0	lifemax_v	450	450	-1	-1	0	0	manamax_p	30	30	-1	-1	0	0	damage_all_resist	70	70	-1	-1	0	0																																											8	0	7	3																																																																																										4
Phi Phong Kinh Thế Độc Vũ	Phi Phong Kinh Thế Độc Vũ hệ Thủy - Nam	1	1	17	5	4	\image\item\equip\mantle\ma_mantle04_s.spr	\image\item\equip\mantle\ma_mantle04.spr	32			3	1	9000000			1	1	mantle	2	2	lifemax_p	60	60	-1	-1	0	0	lifemax_v	500	500	-1	-1	0	0	manamax_p	30	30	-1	-1	0	0	damage_all_resist	70	70	-1	-1	0	0	skilldamageptrim	10	10	-1	-1	0	0																																				8	0	7	3																																																																																										6
Phi Phong Ngự Không Phùng Hư	Phi Phong Ngự Không Phùng Hư hệ Thủy - Nam	1	1	17	5	5	\image\item\equip\mantle\ma_mantle05_s.spr	\image\item\equip\mantle\ma_mantle05.spr	32			3	1	18000000			1	1	mantle	3	3	lifemax_p	65	65	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	manamax_p	33	33	-1	-1	0	0	damage_all_resist	75	75	-1	-1	0	0	skilldamageptrim	15	15	-1	-1	0	0																																				8	0	7	3																																																																																										9
Phi Phong Hỗn Thiên Trấn Nguyên	Phi Phong Hỗn Thiên Trấn Nguyên hệ Thủy - Nam	1	1	17	5	6	\image\item\equip\mantle\ma_mantle06_s.spr	\image\item\equip\mantle\ma_mantle06.spr	32			3	1	30000000			1	1	mantle	3	3	lifemax_p	70	70	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	manamax_p	35	35	-1	-1	0	0	damage_all_resist	80	80	-1	-1	0	0	skilldamageptrim	15	15	-1	-1	0	0	state_slowall_attackrate	50	50	-1	-1	0	0																													8	0	7	3																																																																																										12
Phi Phong Sồ Phượng Linh Vũ	Phi Phong Sồ Phượng Linh Vũ hệ Thủy - Nam	1	1	17	5	7	\image\item\equip\mantle\ma_mantle07_s.spr	\image\item\equip\mantle\ma_mantle07.spr	32			3	1	72000000			1	1	mantle	4	4	lifemax_p	75	75	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	manamax_p	35	35	-1	-1	0	0	damage_all_resist	85	85	-1	-1	0	0	skilldamageptrim	15	15	-1	-1	0	0	state_slowall_attackrate	100	100	-1	-1	0	0	allseriesstateresisttime	100	100	-1	-1	0	0																						8	0	7	3																																																																																										18
Phi Phong Tiềm Long Ngâm Uyên	Phi Phong Tiềm Long Ngâm Uyên hệ Thủy - Nam	1	1	17	5	8	\image\item\equip\mantle\ma_mantle08_s.spr	\image\item\equip\mantle\ma_mantle08.spr	32			3	1	180000000			1	1	mantle	4	4	lifemax_p	75	75	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	manamax_p	35	35	-1	-1	0	0	damage_all_resist	85	85	-1	-1	0	0	skilldamageptrim	25	25	-1	-1	0	0	state_slowall_attackrate	100	100	-1	-1	0	0	allseriesstateresisttime	100	100	-1	-1	0	0	allseriesstateresistrate	100	100	-1	-1	0	0															8	0	7	3																																																																																										24
Phi Phong Chí Tôn Truyền Thuyết	Phi Phong Chí Tôn Truyền Thuyết hệ Thủy - Nam	1	1	17	5	9	\image\item\equip\mantle\ma_mantle09_s.spr	\image\item\equip\mantle\ma_mantle09.spr	32			3	1	360000000			1	1	mantle	5	5	lifemax_p	80	80	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	manamax_p	40	40	-1	-1	0	0	damage_all_resist	90	90	-1	-1	0	0	skilldamageptrim	30	30	-1	-1	0	0	state_slowall_attackrate	150	150	-1	-1	0	0	allseriesstateresisttime	150	150	-1	-1	0	0	allseriesstateresistrate	150	150	-1	-1	0	0	allskill_v	1	1			896	896								8	0	7	3																																																																																										35
Phi Phong Vô Song Vương Giả	Phi Phong Vô Song Vương Giả hệ Thủy - Nam	1	1	17	5	10	\image\item\equip\mantle\ma_mantle10_s.spr	\image\item\equip\mantle\ma_mantle10.spr	32			3	1	900000000			1	1	mantle	5	5	lifemax_p	100	100	-1	-1	0	0	lifemax_v	1000	1000	-1	-1	0	0	manamax_p	50	50	-1	-1	0	0	damage_all_resist	135	135	-1	-1	0	0	skilldamageptrim	35	35	-1	-1	0	0	state_slowall_attackrate	200	200	-1	-1	0	0	allseriesstateresisttime	200	200	-1	-1	0	0	allseriesstateresistrate	200	200	-1	-1	0	0	allskill_v	2	2			896	896								8	0	7	3																																																																																										50
Phi Phong Siêu Phàm Hi Ký	Phi Phong Siêu Phàm Hi Ký hệ Thủy - Nữ	1	1	17	6	1	\image\item\equip\mantle\fm_mantle01_s.spr	\image\item\equip\mantle\fm_mantle01.spr	32			3	1	1800000			1	1	mantle	1	1	lifemax_p	50	50	-1	-1	0	0	lifemax_v	350	350	-1	-1	0	0	manamax_p	25	25	-1	-1	0	0	damage_all_resist	45	45	-1	-1	0	0																																											8	1	7	3																																																																																										1
Phi Phong Xuất Trần Kinh Hồng	Phi Phong Xuất Trần Kinh Hồng hệ Thủy - Nữ	1	1	17	6	2	\image\item\equip\mantle\fm_mantle02_s.spr	\image\item\equip\mantle\fm_mantle02.spr	32			3	1	3000000			1	1	mantle	1	1	lifemax_p	55	55	-1	-1	0	0	lifemax_v	400	400	-1	-1	0	0	manamax_p	30	30	-1	-1	0	0	damage_all_resist	60	60	-1	-1	0	0																																											8	1	7	3																																																																																										2
Phi Phong Lăng Tuyệt Vụ Ảnh	Phi Phong Lăng Tuyệt Vụ Ảnh hệ Thủy - Nữ	1	1	17	6	3	\image\item\equip\mantle\fm_mantle03_s.spr	\image\item\equip\mantle\fm_mantle03.spr	32			3	1	4500000			1	1	mantle	2	2	lifemax_p	60	60	-1	-1	0	0	lifemax_v	450	450	-1	-1	0	0	manamax_p	30	30	-1	-1	0	0	damage_all_resist	70	70	-1	-1	0	0																																											8	1	7	3																																																																																										4
Phi Phong Kinh Thế Độc Vũ	Phi Phong Kinh Thế Độc Vũ hệ Thủy - Nữ	1	1	17	6	4	\image\item\equip\mantle\fm_mantle04_s.spr	\image\item\equip\mantle\fm_mantle04.spr	32			3	1	9000000			1	1	mantle	2	2	lifemax_p	60	60	-1	-1	0	0	lifemax_v	500	500	-1	-1	0	0	manamax_p	30	30	-1	-1	0	0	damage_all_resist	70	70	-1	-1	0	0	skilldamageptrim	10	10	-1	-1	0	0																																				8	1	7	3																																																																																										6
Phi Phong Ngự Không Phùng Hư	Phi Phong Ngự Không Phùng Hư hệ Thủy - Nữ	1	1	17	6	5	\image\item\equip\mantle\fm_mantle05_s.spr	\image\item\equip\mantle\fm_mantle05.spr	32			3	1	18000000			1	1	mantle	3	3	lifemax_p	65	65	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	manamax_p	33	33	-1	-1	0	0	damage_all_resist	75	75	-1	-1	0	0	skilldamageptrim	15	15	-1	-1	0	0																																				8	1	7	3																																																																																										9
Phi Phong Hỗn Thiên Trấn Nguyên	Phi Phong Hỗn Thiên Trấn Nguyên hệ Thủy - Nữ	1	1	17	6	6	\image\item\equip\mantle\fm_mantle06_s.spr	\image\item\equip\mantle\fm_mantle06.spr	32			3	1	30000000			1	1	mantle	3	3	lifemax_p	70	70	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	manamax_p	35	35	-1	-1	0	0	damage_all_resist	80	80	-1	-1	0	0	skilldamageptrim	15	15	-1	-1	0	0	state_slowall_attackrate	50	50	-1	-1	0	0				-1	-1	0	0																						8	1	7	3																																																																																										12
Phi Phong Sồ Phượng Linh Vũ	Phi Phong Sồ Phượng Linh Vũ hệ Thủy - Nữ	1	1	17	6	7	\image\item\equip\mantle\fm_mantle07_s.spr	\image\item\equip\mantle\fm_mantle07.spr	32			3	1	72000000			1	1	mantle	4	4	lifemax_p	75	75	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	manamax_p	35	35	-1	-1	0	0	damage_all_resist	85	85	-1	-1	0	0	skilldamageptrim	15	15	-1	-1	0	0	state_slowall_attackrate	100	100	-1	-1	0	0	allseriesstateresisttime	100	100	-1	-1	0	0																						8	1	7	3																																																																																										18
Phi Phong Tiềm Long Ngâm Uyên	Phi Phong Tiềm Long Ngâm Uyên hệ Thủy - Nữ	1	1	17	6	8	\image\item\equip\mantle\fm_mantle08_s.spr	\image\item\equip\mantle\fm_mantle08.spr	32			3	1	180000000			1	1	mantle	4	4	lifemax_p	75	75	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	manamax_p	35	35	-1	-1	0	0	damage_all_resist	85	85	-1	-1	0	0	skilldamageptrim	25	25	-1	-1	0	0	state_slowall_attackrate	100	100	-1	-1	0	0	allseriesstateresisttime	100	100	-1	-1	0	0	allseriesstateresistrate	100	100	-1	-1	0	0															8	1	7	3																																																																																										24
Phi Phong Chí Tôn Truyền Thuyết	Phi Phong Chí Tôn Truyền Thuyết hệ Thủy - Nữ	1	1	17	6	9	\image\item\equip\mantle\fm_mantle09_s.spr	\image\item\equip\mantle\fm_mantle09.spr	32			3	1	360000000			1	1	mantle	5	5	lifemax_p	80	80	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	manamax_p	40	40	-1	-1	0	0	damage_all_resist	90	90	-1	-1	0	0	skilldamageptrim	30	30	-1	-1	0	0	state_slowall_attackrate	150	150	-1	-1	0	0	allseriesstateresisttime	150	150	-1	-1	0	0	allseriesstateresistrate	150	150	-1	-1	0	0	allskill_v	1	1			896	896								8	1	7	3																																																																																										35
Phi Phong Vô Song Vương Giả	Phi Phong Vô Song Vương Giả hệ Thủy - Nữ	1	1	17	6	10	\image\item\equip\mantle\fm_mantle10_s.spr	\image\item\equip\mantle\fm_mantle10.spr	32			3	1	900000000			1	1	mantle	5	5	lifemax_p	100	100	-1	-1	0	0	lifemax_v	1000	1000	-1	-1	0	0	manamax_p	50	50	-1	-1	0	0	damage_all_resist	135	135	-1	-1	0	0	skilldamageptrim	35	35	-1	-1	0	0	state_slowall_attackrate	200	200	-1	-1	0	0	allseriesstateresisttime	200	200	-1	-1	0	0	allseriesstateresistrate	200	200	-1	-1	0	0	allskill_v	2	2			896	896								8	1	7	3																																																																																										50
Phi Phong Siêu Phàm Hi Ký	Phi Phong Siêu Phàm Hi Ký hệ Hỏa - Nam	1	1	17	7	1	\image\item\equip\mantle\ma_mantle01_s.spr	\image\item\equip\mantle\ma_mantle01.spr	32			4	1	1800000			1	1	mantle	1	1	lifemax_p	50	50	-1	-1	0	0	lifemax_v	350	350	-1	-1	0	0	manamax_p	25	25	-1	-1	0	0	damage_all_resist	45	45	-1	-1	0	0																																											8	0	7	4																																																																																										1
Phi Phong Xuất Trần Kinh Hồng	Phi Phong Xuất Trần Kinh Hồng hệ Hỏa - Nam	1	1	17	7	2	\image\item\equip\mantle\ma_mantle02_s.spr	\image\item\equip\mantle\ma_mantle02.spr	32			4	1	3000000			1	1	mantle	1	1	lifemax_p	55	55	-1	-1	0	0	lifemax_v	400	400	-1	-1	0	0	manamax_p	30	30	-1	-1	0	0	damage_all_resist	60	60	-1	-1	0	0																																											8	0	7	4																																																																																										2
Phi Phong Lăng Tuyệt Vụ Ảnh	Phi Phong Lăng Tuyệt Vụ Ảnh hệ Hỏa - Nam	1	1	17	7	3	\image\item\equip\mantle\ma_mantle03_s.spr	\image\item\equip\mantle\ma_mantle03.spr	32			4	1	4500000			1	1	mantle	2	2	lifemax_p	60	60	-1	-1	0	0	lifemax_v	450	450	-1	-1	0	0	manamax_p	30	30	-1	-1	0	0	damage_all_resist	70	70	-1	-1	0	0																																											8	0	7	4																																																																																										4
Phi Phong Kinh Thế Độc Vũ	Phi Phong Kinh Thế Độc Vũ hệ Hỏa - Nam	1	1	17	7	4	\image\item\equip\mantle\ma_mantle04_s.spr	\image\item\equip\mantle\ma_mantle04.spr	32			4	1	9000000			1	1	mantle	2	2	lifemax_p	60	60	-1	-1	0	0	lifemax_v	500	500	-1	-1	0	0	manamax_p	30	30	-1	-1	0	0	damage_all_resist	70	70	-1	-1	0	0	skilldamageptrim	10	10	-1	-1	0	0																																				8	0	7	4																																																																																										6
Phi Phong Ngự Không Phùng Hư	Phi Phong Ngự Không Phùng Hư hệ Hỏa - Nam	1	1	17	7	5	\image\item\equip\mantle\ma_mantle05_s.spr	\image\item\equip\mantle\ma_mantle05.spr	32			4	1	18000000			1	1	mantle	3	3	lifemax_p	65	65	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	manamax_p	33	33	-1	-1	0	0	damage_all_resist	75	75	-1	-1	0	0	skilldamageptrim	15	15	-1	-1	0	0																																				8	0	7	4																																																																																										9
Phi Phong Hỗn Thiên Trấn Nguyên	Phi Phong Hỗn Thiên Trấn Nguyên hệ Hỏa - Nam	1	1	17	7	6	\image\item\equip\mantle\ma_mantle06_s.spr	\image\item\equip\mantle\ma_mantle06.spr	32			4	1	30000000			1	1	mantle	3	3	lifemax_p	70	70	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	manamax_p	35	35	-1	-1	0	0	damage_all_resist	80	80	-1	-1	0	0	skilldamageptrim	15	15	-1	-1	0	0	state_burn_attackrate	50	50	-1	-1	0	0																													8	0	7	4																																																																																										12
Phi Phong Sồ Phượng Linh Vũ	Phi Phong Sồ Phượng Linh Vũ hệ Hỏa - Nam	1	1	17	7	7	\image\item\equip\mantle\ma_mantle07_s.spr	\image\item\equip\mantle\ma_mantle07.spr	32			4	1	72000000			1	1	mantle	4	4	lifemax_p	75	75	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	manamax_p	35	35	-1	-1	0	0	damage_all_resist	85	85	-1	-1	0	0	skilldamageptrim	15	15	-1	-1	0	0	state_burn_attackrate	100	100	-1	-1	0	0	allseriesstateresisttime	100	100	-1	-1	0	0																						8	0	7	4																																																																																										18
Phi Phong Tiềm Long Ngâm Uyên	Phi Phong Tiềm Long Ngâm Uyên hệ Hỏa - Nam	1	1	17	7	8	\image\item\equip\mantle\ma_mantle08_s.spr	\image\item\equip\mantle\ma_mantle08.spr	32			4	1	180000000			1	1	mantle	4	4	lifemax_p	75	75	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	manamax_p	35	35	-1	-1	0	0	damage_all_resist	85	85	-1	-1	0	0	skilldamageptrim	25	25	-1	-1	0	0	state_burn_attackrate	100	100	-1	-1	0	0	allseriesstateresisttime	100	100	-1	-1	0	0	allseriesstateresistrate	100	100	-1	-1	0	0															8	0	7	4																																																																																										24
Phi Phong Chí Tôn Truyền Thuyết	Phi Phong Chí Tôn Truyền Thuyết hệ Hỏa - Nam	1	1	17	7	9	\image\item\equip\mantle\ma_mantle09_s.spr	\image\item\equip\mantle\ma_mantle09.spr	32			4	1	360000000			1	1	mantle	5	5	lifemax_p	80	80	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	manamax_p	40	40	-1	-1	0	0	damage_all_resist	90	90	-1	-1	0	0	skilldamageptrim	30	30	-1	-1	0	0	state_burn_attackrate	150	150	-1	-1	0	0	allseriesstateresisttime	150	150	-1	-1	0	0	allseriesstateresistrate	150	150	-1	-1	0	0	allskill_v	1	1			896	896								8	0	7	4																																																																																										35
Phi Phong Vô Song Vương Giả	Phi Phong Vô Song Vương Giả hệ Hỏa - Nam	1	1	17	7	10	\image\item\equip\mantle\ma_mantle10_s.spr	\image\item\equip\mantle\ma_mantle10.spr	32			4	1	900000000			1	1	mantle	5	5	lifemax_p	100	100	-1	-1	0	0	lifemax_v	1000	1000	-1	-1	0	0	manamax_p	50	50	-1	-1	0	0	damage_all_resist	135	135	-1	-1	0	0	skilldamageptrim	35	35	-1	-1	0	0	state_burn_attackrate	200	200	-1	-1	0	0	allseriesstateresisttime	200	200	-1	-1	0	0	allseriesstateresistrate	200	200	-1	-1	0	0	allskill_v	2	2			896	896								8	0	7	4																																																																																										50
Phi Phong Siêu Phàm Hi Ký	Phi Phong Siêu Phàm Hi Ký hệ Hỏa - Nữ	1	1	17	8	1	\image\item\equip\mantle\fm_mantle01_s.spr	\image\item\equip\mantle\fm_mantle01.spr	32			4	1	1800000			1	1	mantle	1	1	lifemax_p	50	50	-1	-1	0	0	lifemax_v	350	350	-1	-1	0	0	manamax_p	25	25	-1	-1	0	0	damage_all_resist	45	45	-1	-1	0	0																																											8	1	7	4																																																																																										1
Phi Phong Xuất Trần Kinh Hồng	Phi Phong Xuất Trần Kinh Hồng hệ Hỏa - Nữ	1	1	17	8	2	\image\item\equip\mantle\fm_mantle02_s.spr	\image\item\equip\mantle\fm_mantle02.spr	32			4	1	3000000			1	1	mantle	1	1	lifemax_p	55	55	-1	-1	0	0	lifemax_v	400	400	-1	-1	0	0	manamax_p	30	30	-1	-1	0	0	damage_all_resist	60	60	-1	-1	0	0																																											8	1	7	4																																																																																										2
Phi Phong Lăng Tuyệt Vụ Ảnh	Phi Phong Lăng Tuyệt Vụ Ảnh hệ Hỏa - Nữ	1	1	17	8	3	\image\item\equip\mantle\fm_mantle03_s.spr	\image\item\equip\mantle\fm_mantle03.spr	32			4	1	4500000			1	1	mantle	2	2	lifemax_p	60	60	-1	-1	0	0	lifemax_v	450	450	-1	-1	0	0	manamax_p	30	30	-1	-1	0	0	damage_all_resist	70	70	-1	-1	0	0																																											8	1	7	4																																																																																										4
Phi Phong Kinh Thế Độc Vũ	Phi Phong Kinh Thế Độc Vũ hệ Hỏa - Nữ	1	1	17	8	4	\image\item\equip\mantle\fm_mantle04_s.spr	\image\item\equip\mantle\fm_mantle04.spr	32			4	1	9000000			1	1	mantle	2	2	lifemax_p	60	60	-1	-1	0	0	lifemax_v	500	500	-1	-1	0	0	manamax_p	30	30	-1	-1	0	0	damage_all_resist	70	70	-1	-1	0	0	skilldamageptrim	10	10	-1	-1	0	0																																				8	1	7	4																																																																																										6
Phi Phong Ngự Không Phùng Hư	Phi Phong Ngự Không Phùng Hư hệ Hỏa - Nữ	1	1	17	8	5	\image\item\equip\mantle\fm_mantle05_s.spr	\image\item\equip\mantle\fm_mantle05.spr	32			4	1	18000000			1	1	mantle	3	3	lifemax_p	65	65	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	manamax_p	33	33	-1	-1	0	0	damage_all_resist	75	75	-1	-1	0	0	skilldamageptrim	15	15	-1	-1	0	0																																				8	1	7	4																																																																																										9
Phi Phong Hỗn Thiên Trấn Nguyên	Phi Phong Hỗn Thiên Trấn Nguyên hệ Hỏa - Nữ	1	1	17	8	6	\image\item\equip\mantle\fm_mantle06_s.spr	\image\item\equip\mantle\fm_mantle06.spr	32			4	1	30000000			1	1	mantle	3	3	lifemax_p	70	70	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	manamax_p	35	35	-1	-1	0	0	damage_all_resist	80	80	-1	-1	0	0	skilldamageptrim	15	15	-1	-1	0	0	state_burn_attackrate	50	50	-1	-1	0	0																													8	1	7	4																																																																																										12
Phi Phong Sồ Phượng Linh Vũ	Phi Phong Sồ Phượng Linh Vũ hệ Hỏa - Nữ	1	1	17	8	7	\image\item\equip\mantle\fm_mantle07_s.spr	\image\item\equip\mantle\fm_mantle07.spr	32			4	1	72000000			1	1	mantle	4	4	lifemax_p	75	75	-1	-1	0	0	lifemax_v	750	750	-1	-1	0	0	manamax_p	35	35	-1	-1	0	0	damage_all_resist	85	85	-1	-1	0	0	skilldamageptrim	15	15	-1	-1	0	0	state_burn_attackrate	100	100	-1	-1	0	0	allseriesstateresisttime	100	100	-1	-1	0	0																						8	1	7	4																																																																																										18
