Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	ResEffect	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	RideProp1Type	RideProp1PA1Min	RideProp1PA1Max	RideProp1PA2Min	RideProp1PA2Max	RideProp1PA3Min	RideProp1PA3Max	RideProp2Type	RideProp2PA1Min	RideProp2PA1Max	RideProp2PA2Min	RideProp2PA2Max	RideProp2PA3Min	RideProp2PA3Max	RideProp3Type	RideProp3PA1Min	RideProp3PA1Max	RideProp3PA2Min	RideProp3PA2Max	RideProp3PA3Min	RideProp3PA3Max	RideProp4Type	RideProp4PA1Min	RideProp4PA1Max	RideProp4PA2Min	RideProp4PA2Max	RideProp4PA3Min	RideProp4PA3Max	RideProp5Type	RideProp5PA1Min	RideProp5PA1Max	RideProp5PA2Min	RideProp5PA2Max	RideProp5PA3Min	RideProp5PA3Max	RideProp6Type	RideProp6PA1Min	RideProp6PA1Max	RideProp6PA2Min	RideProp6PA2Max	RideProp6PA3Min	RideProp6PA3Max	SkillID1	SkillID2	SkillID3	SkillID4	UnLockInterval
Mã bài (Trục Nhật)	vn	1	1	12	38	4	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\horse012.spr	32	Thú cưỡi chuyên dụng.<enter>Nhận được kỹ năng <color=yellow>Di Hình Hoán Ảnh<color>, dùng Vô Hạn Truyền Tống Phù có thể đến được 		0	1	7200000			2		horse	24	24		damage_all_resist	60	60																																																																				5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	650	650	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												
Mã bài (Lăng Thiên)	vn	1	1	12	39	4	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\horse012.spr	32	Thú cưỡi chuyên dụng.<enter>Nhận được kỹ năng <color=yellow>Di Hình Hoán Ảnh<color>, dùng Vô Hạn Truyền Tống Phù có thể đến được 		0	1	7200000			2		horse	23	23		damage_all_resist	70	70																																																																				5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	650	650	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												
Ức Vân	Ức Vân	1	1	12	40	4	\image\item\equip\horse\ma32a1.spr	\image\item\equip\horse\ma32a0.spr	32	Quân như tiểu dạ y hi hậu, hoa nhan túy duyệt nhược tam thu.<enter><color=yellow>Thú cưỡi chuyên dụng Nữ anh hùng.<color>		0	1	7200000			2		horse	26	26																																																																								5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0																			
Tuyết Hồn	Tuyết Hồn_Thú cưỡi Di Tích Hàn Vũ	1	1	12	41	4	\image\item\equip\horse\horse002_s.spr	\image\item\equip\horse\horse013.spr	32	<color=gold>Hàn phong trường mạc mạc, ngọ hậu chinh tứ phương<color><enter><color=gold>Tuyết hồn thích ly thương, ngạo tuyết độc phi dương<color><enter><color=green>Đoạt Tuyết hồn giả tất phải dũng cảm thẳng tiến<color>		0	1	2000000			2		horse	27	27																																																																								5	60																																																											fastwalkrun_p	95	95	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Sứ giả Truy Phong	Sứ giả Truy Phong_Lam Kỳ Lân	1	1	12	42	4	\image\item\equip\horse\lanqilin_s.spr	\image\item\equip\horse\lanqilin.spr	32	<color=gold>Thú cưỡi VIP Kiếm Thế 2011.<color>		0	1	7200000			2		horse	28	28																																																																								5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Mã bài (Trục Nhật)	vn	1	1	12	43	4	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\horse012.spr	32	Thú cưỡi chuyên dụng.<enter>Nhận được kỹ năng <color=yellow>Di Hình Hoán Ảnh<color>, dùng Vô Hạn Truyền Tống Phù có thể đến được 		0	1	7200000			4		horse	24	24		damage_all_resist	60	60																																																																				5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	650	650	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Mã bài (Lăng Thiên)	vn	1	1	12	44	4	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\horse012.spr	32	Thú cưỡi chuyên dụng.<enter>Nhận được kỹ năng <color=yellow>Di Hình Hoán Ảnh<color>, dùng Vô Hạn Truyền Tống Phù có thể đến được 		0	1	7200000			4		horse	23	23		damage_all_resist	70	70																																																																				5	120																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	650	650	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												604800
Mã bài (Xích Thố)	Mã bài (Xích Thố)-vn	1	1	12	45	4	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\horse010.spr	32	Tuyệt thế danh mã thời Tam Quốc, toàn thân đỏ như lửa, không có sợi lông tạp nào.		0	1	2000000			2		horse	10	10		damage_all_resist	60	60																																																																				5	60																																																											fastwalkrun_p	95	95	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Tuyết Hồn	vn	1	1	12	46	4	\image\item\equip\horse\horse002_s.spr	\image\item\equip\horse\horse013.spr	32	<color=gold>Hàn phong trường mạc mạc, ngọ hậu chinh tứ phương<color><enter><color=gold>Tuyết hồn thích ly thương, ngạo tuyết độc phi dương<color><enter><color=green>Đoạt Tuyết hồn giả tất phải dũng cảm thẳng tiến<color>		0	1	2000000			2		horse	27	27		damage_all_resist	60	60																																																																				5	110																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	600	600	-1	-1	0	0	armordefense_v	100	100	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0	allskill_v	1	1			1417	1417	manamax_v	600	600	-1	-1	0	0					
Ức Vân	Ức Vân-vn	1	1	12	47	4	\image\item\equip\horse\ma32a1.spr	\image\item\equip\horse\ma32a0.spr	32	Quân như tiểu dạ y hi hầu, hoa nhan túy duyệt nhược tam thu.		0	1	7200000			4		horse	26	26		damage_all_resist	60	60					allskill_v	1	1	4	4																																																											5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0																			604800
Hỏa Kỳ Lân	Bảng Phong Vân 2010_Hỏa Kỳ Lân	1	1	12	48	4	\image\item\equip\horse\huoqilin_s.spr	\image\item\equip\horse\huoqilin.spr	32	Bảng Phong Vân 2010_Thú cưỡi chuyên dụng.<enter>Nhận được kỹ năng <color=yellow>Di Hình Hoán Ảnh<color>, giúp Vô Hạn Truyền Tống Phù có thể đi đến nhiều nơi hơn		0	1	7200000			2		horse	29	29																																																																								5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	800	800	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												
Tuyết Hồn	Tuyết Hồn_Nạp thẻ 201107	1	1	12	49	4	\image\item\equip\horse\horse002_s.spr	\image\item\equip\horse\horse013.spr	32	Phẩm chất tốt hợp với dáng của chủ nhân, thể hiện thân phận cao quý.		0	1	7200000			2		horse	27	27																																																																								5	60																																																											fastwalkrun_p	95	95	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Lân Quang	Lân Quang	1	1	12	50	4	\image\item\equip\horse\horse030_s.spr	\image\item\equip\horse\linguang.spr	32	Bền bỉ, dẻo dai, không bao giờ chùn bước trước khó khăn		0	1	7200000			2		horse	30	30		damage_all_resist	30	30																																																																				5	60																																																											fastwalkrun_p	110	110	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Ngọn Gió Sa Mạc	Lạc đà (Trắng)	1	1	12	51	4	\image\item\equip\horse\horse014_s.spr	\image\item\equip\horse\horse014.spr	32	Đạp gió mà đi, bước chân nhẹ tựa lông hồng		0	1	7200000			2	1	horse	32	32		damage_all_resist	60	60																																																																				5	60																																																											fastwalkrun_p	95	95	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Hành Giả Sa Mạc	Lạc đà (Đen)	1	1	12	52	2	\image\item\equip\horse\horse016_s.spr	\image\item\equip\horse\horse016.spr	32	Vạn nẻo đường xa, lặng lẽ giữa gió cát sa mạc		0	1	500000			2	1	horse	33	33																																																																								5	50																																																											fastwalkrun_p	50	50	-1	-1	0	0	lifemax_v	250	250	-1	-1	0	0	armordefense_v	50	50	-1	-1	0	0	staminamax_v	50	50	-1	-1	0	0																			
Nguyệt Hoa-Lan	Lạc Đà Lông Xù	1	1	12	54	4	\image\item\equip\horse\baiyangtuoxiao.spr	\image\item\equip\horse\baiyangtuoda.spr	32	Quân bất kiến tẩu mã xuyên hành tuyết hải biên, bình sa mãng mãng hoàng nhập thiên.		0	1	7200000			2		horse	35	35		damage_all_resist	30	30																																																																				5	60																																																											fastwalkrun_p	95	95	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Lạc Đà Không Bướu (Đỏ)	Lạc Đà Lông Xù	1	1	12	55	4	\image\item\equip\horse\hongyangtuoxiao.spr	\image\item\equip\horse\hongyangtuoda.spr	32	Sanh ca liệu lượng tùy phong khứ, tri tận quan sơn đệ kỷ trùng.		0	1	7200000			2		horse	36	36																																																																								5	60																																																											fastwalkrun_p	95	95	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Lạc Đà Không Bướu (Lục)	Lạc Đà Lông Xù	1	1	12	56	4	\image\item\equip\horse\lvyangtuoxiao.spr	\image\item\equip\horse\lvyangtuoda.spr	32	Bụi mù theo vó ngựa tung lên<enter>thẳng về phía tây<enter>Vó ngựa thẳng về phương bắc...		0	1	7200000			2		horse	37	37																																																																								5	60																																																											fastwalkrun_p	95	95	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Bôn Lôi	Sư tử vàng	1	1	12	57	4	\image\item\equip\horse\huangshizi_s.spr	\image\item\equip\horse\huangshizi.spr	32	Dũng mãnh siêu phàm, người được sở hữu thì thật may mắn.		0	1	7200000			2	1	horse	38	38																																																																								5	60																																																											fastwalkrun_p	95	95	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Sa Mạc Hành Giả-Trì	Lạc đà (Đen)	1	1	12	58	4	\image\item\equip\horse\horse016_s.spr	\image\item\equip\horse\horse016.spr	32	Tiếng gió vi vu bên tai đưa bạn đến một nơi thật xa…		0	1	7200000			2		horse	33	33																																																																								5	60																																																											fastwalkrun_p	95	95	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Hỏa Kỳ Lân	Bảng Phong Vân 2010_Hỏa Kỳ Lân	1	1	12	59	4	\image\item\equip\horse\huoqilin_s.spr	\image\item\equip\horse\huoqilin.spr	32	<color=gold>Thú cưỡi VIP Kiếm Thế 2011.<color>		0	1	7200000			2		horse	29	29																																																																								5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Ức Vân	Ức Vân	1	1	12	60	4	\image\item\equip\horse\ma32a1.spr	\image\item\equip\horse\ma32a0.spr	32	Quân như tiểu dạ y hi hậu, hoa nhan túy duyệt nhược tam thu.<enter><color=yellow>Thú cưỡi lễ tình nhân.<color>		0	1	7200000			2		horse	26	26																																																																								5	50																																																											fastwalkrun_p	95	95	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Xích Dạ Thiên Tường	Xích Dạ Thiên Tường	1	1	12	61	4	\image\item\equip\horse\horse017_s.spr	\image\item\equip\horse\horse017.spr	32	Xích địa tam thiên lý, phi diễm phiêu vũ bạch		0	1	7200000			3		horse	39	39																																																																								5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	650	650	-1	-1	0	0	armordefense_v	150	150	-1	-1	0	0	staminamax_v	150	150	-1	-1	0	0	allskill_v	1	1			1417	1417												
Linh thú	Ngựa Tàng Bảo Đồ Mới (có thời hạn)	1	1	12	62	1	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\horse012.spr	32	Cửu Thế Tinh Bàn bảo ngươi lập tức cưỡi linh thú nhảy qua biển lửa, chỉ có linh khí của linh thú mới xua tan được khói độc.		0	1	480000			1		horse	23	23																																																																								5	90																																																											fastwalkrun_p	60	60	-1	-1	0	0	prop_invincibility	1	1	0	0	0	0	defense_state	1	1	0	0	0	0																										
Tuyệt Thế Tuyết Vũ	Tuyệt Thế Tuyết Vũ	1	1	12	63	4	\image\item\equip\horse\jueshixueyu_s.spr	\image\item\equip\horse\jueshixueyu.spr	32	Bạch mã cao quý linh hoạt, cực kì hiếm thấy.		0	1	7200000			2		horse	40	40																																																																								5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Mã bài (Ô Vân Đạp Tuyết)	Mã bài (Ô Vân Đạp Tuyết_Tân Thủ)	1	1	12	64	3	\image\item\equip\horse\horse001_s.spr	\image\item\equip\horse\horse005.spr	32	Tuyệt thế danh mã, quan ngoại danh câu		0	1	36000			2		horse	5	5																																																																								5	10																																																											fastwalkrun_p	40	40	-1	-1	0	0	lifemax_v	250	250	-1	-1	0	0	armordefense_v	65	65	-1	-1	0	0	staminamax_v	80	80	-1	-1	0	0																			
Tuyệt Thế Tuyết Vũ 2	Tuyệt Thế Tuyết Vũ	1	1	12	64	4	\image\item\equip\horse\jueshixueyu_s.spr	\image\item\equip\horse\jueshixueyu.spr	32	Bạch mã cao quý linh hoạt, cực kì hiếm thấy.		0	1	7200000			2		horse	40	40																																																																								5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0															10				
Túy Nguyệt-Vô Tà	Thú cưỡi Cổ Mộ Kiếm chuyên dùng_Sơ	1	1	12	65	1	\image\item\equip\horse\gumu_01a1.spr	\image\item\equip\horse\gumu_01a0.spr	32	Trung hòa tà chính, tư chi vô tà.<enter><enter><color=gold>Thú cưỡi sơ cấp dành cho đệ tử Cổ Mộ Kiếm chuyên dùng chuyên dùng.<enter>Trang bị sẽ vào trạng thái bắt đầu tu luyện Tu Luyện Châu, đánh quái có thể tu luyện [Tịnh Tư Pháp-Thượng]<color>		0	1	120000			1		horse	41	41																																																																								5	20	6	13	1	1																																																							fastwalkrun_p	40	30	-1	-1	0	0	lifemax_v	150	150	-1	-1	0	0	armordefense_v	30	30	-1	-1	0	0	staminamax_v	40	40	-1	-1	0	0															2894				
Túy Nguyệt-Thanh Huy	Thú cưỡi Cổ Mộ Kiếm chuyên dùng_Trung	1	1	12	65	2	\image\item\equip\horse\gumu_01a1.spr	\image\item\equip\horse\gumu_01a0.spr	32	Tùy phong ly trú, dạ đạp thanh huy.<enter><enter><color=gold>Thú cưỡi trung cấp dành cho đệ tử Cổ Mộ Kiếm.<enter>Trang bị sẽ vào trạng thái bắt đầu tu luyện Tu Luyện Châu, đánh quái có thể tu luyện [Tịnh Tư Pháp-Trung]<color>		0	1	1200000			1		horse	41	41																																																																								5	50	6	13	1	1																																																							fastwalkrun_p	60	50	-1	-1	0	0	lifemax_v	300	300	-1	-1	0	0	armordefense_v	60	60	-1	-1	0	0	staminamax_v	60	60	-1	-1	0	0															2895				
Túy Nguyệt-Trục Quân	Thú cưỡi Cổ Mộ Kiếm chuyên dùng_Cao	1	1	12	65	3	\image\item\equip\horse\gumu_02a1.spr	\image\item\equip\horse\gumu_02a0.spr	32	Lương thần bạc hàn, trục quân bất kiến.<enter><enter><color=gold>Thú cưỡi cao cấp dành cho đệ tử Cổ Mộ Kiếm.<enter>Trang bị sẽ vào trạng thái bắt đầu tu luyện Tu Luyện Châu, đánh quái có thể tu luyện [Tịnh Tư Pháp-Hạ]<color>		0	1	7200000			1		horse	42	42																																																																								5	100	6	13	1	1																																																							fastwalkrun_p	90	90	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	100	100	-1	-1	0	0															2896				
Xích Luyện-Mạc Trần	Thú cưỡi Cổ Mộ Châm chuyên dùng_Nam_Sơ	1	1	12	66	1	\image\item\equip\horse\nanzhengumu1_s.spr	\image\item\equip\horse\nanzhengumu1.spr	32	Đồ mị hoa sự liễu, trần yên tri đa thiếu.<enter><enter><color=gold>Nam đệ tử Cổ Mộ Châm chuyên dùng, có hiệu quả dị dung.<enter>Trang bị sẽ vào trạng thái bắt đầu tu luyện Tu Luyện Châu, đánh quái có thể tu luyện [Hà Tư Pháp-Thượng]<color>		0	1	120000			1		horse																																																																										5	20	6	13	1	2	8	0																																																					fastwalkrun_p	40	30	-1	-1	0	0	lifemax_v	150	150	-1	-1	0	0	armordefense_v	30	30	-1	-1	0	0	staminamax_v	40	40	-1	-1	0	0	equipchangefeature	11020	11020	120	120	1	1								2897				
Xích Luyện-Ái Nhiễm	Thú cưỡi Cổ Mộ Châm chuyên dùng_Nam_Trung	1	1	12	66	2	\image\item\equip\horse\nanzhengumu1_s.spr	\image\item\equip\horse\nanzhengumu1.spr	32	Khiên hảo ái nhiễm tâm, vô địch khởi chấp mê.<enter><enter><color=gold>Nam đệ tử Cổ Mộ Châm chuyên dùng, có hiệu quả dị dung.<enter>Trang bị sẽ vào trạng thái bắt đầu tu luyện Tu Luyện Châu, đánh quái có thể tu luyện [Hà Tư Pháp-Trung]<color>		0	1	1200000			1		horse																																																																										5	50	6	13	1	2	8	0																																																					fastwalkrun_p	60	50	-1	-1	0	0	lifemax_v	300	300	-1	-1	0	0	armordefense_v	60	60	-1	-1	0	0	staminamax_v	60	60	-1	-1	0	0	equipchangefeature	11020	11020	120	120	1	1								2898				
Xích Luyện-Ma Hoa	Thú cưỡi Cổ Mộ Châm chuyên dùng_Nam_Cao	1	1	12	66	3	\image\item\equip\horse\nanzhengumu2_s.spr	\image\item\equip\horse\nanzhengumu2.spr	32	Nghiệp hỏa hóa hồng liên, thiên tội chẩm tiêu diễn.<enter><enter><color=gold>Nam đệ tử Cổ Mộ Châm chuyên dùng, có hiệu quả dị dung.<enter>Trang bị sẽ vào trạng thái bắt đầu tu luyện Tu Luyện Châu, đánh quái có thể tu luyện [Hà Tư Pháp-Hạ]<color>		0	1	7200000			1		horse																																																																										5	100	6	13	1	2	8	0																																																					fastwalkrun_p	90	90	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	100	100	-1	-1	0	0	equipchangefeature	11022	11022	120	120	1	1								2899				
Ly Ảnh-Toái Thần	Thú cưỡi Cổ Mộ Châm chuyên dùng_Nữ_Sơ	1	1	12	67	1	\image\item\equip\horse\nvzhengumu1_s.spr	\image\item\equip\horse\nvzhengumu1.spr	32	Ngân bình sạ phá, tinh nhược toái thần khuynh mãn thân.<enter><enter><color=gold>Nữ đệ tử Cổ Mộ Châm chuyên dùng. Hiệu quả dị dung.<enter>Trang bị sẽ vào trạng thái bắt đầu Tu Luyện Châu, đánh quái có thể tu luyện [Hà Tư Pháp-Thượng]<color>		0	1	120000			1		horse																																																																										5	20	6	13	1	2	8	1																																																					fastwalkrun_p	40	30	-1	-1	0	0	lifemax_v	150	150	-1	-1	0	0	armordefense_v	30	30	-1	-1	0	0	staminamax_v	40	40	-1	-1	0	0	equipchangefeature	11019	11019	120	120	1	1								2897				
Ly Ảnh-Tiêu Nhiễm	Thú cưỡi Cổ Mộ Châm chuyên dùng_Nữ_Trung	1	1	12	67	2	\image\item\equip\horse\nvzhengumu1_s.spr	\image\item\equip\horse\nvzhengumu1.spr	32	Dạ cửu nhân tận, hỏa quang hà yên đệ tương nhiên.<enter><enter><color=gold>Nữ đệ tử Cổ Mộ Châm chuyên dùng, có hiệu quả dị dung.<enter>Trang bị sẽ vào trạng thái bắt đầu tu luyện Tu Luyện Châu, đánh quái có thể tu luyện [Hà Tư Pháp-Trung]<color>		0	1	1200000			1		horse																																																																										5	50	6	13	1	2	8	1																																																					fastwalkrun_p	60	50	-1	-1	0	0	lifemax_v	300	300	-1	-1	0	0	armordefense_v	60	60	-1	-1	0	0	staminamax_v	60	60	-1	-1	0	0	equipchangefeature	11019	11019	120	120	1	1								2898				
Ly Ảnh-Huyền Vũ	Thú cưỡi Cổ Mộ Châm chuyên dùng_Nữ_Cao	1	1	12	67	3	\image\item\equip\horse\nvzhengumu2_s.spr	\image\item\equip\horse\nvzhengumu2.spr	32	Thiên địa nhan sắc, huyền huân cẩm vũ phong vân động.<enter><enter><color=gold>Nữ đệ tử Cổ Mộ Châm chuyên dùng, có hiệu quả dị dung.<enter>Trang bị sẽ vào trạng thái bắt đầu tu luyện Tu Luyện Châu, đánh quái có thể tu luyện [Hà Tư Pháp-Hạ]<color>		0	1	7200000			1		horse																																																																										5	100	6	13	1	2	8	1																																																					fastwalkrun_p	90	90	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	100	100	-1	-1	0	0	equipchangefeature	11021	11021	120	120	1	1								2899				
Bộc Sa	Thú cưỡi Bích Lạc Cốc	1	1	12	68	1	\image\item\equip\horse\huangshizi_s.spr	\image\item\equip\horse\huangshizi.spr	32	Chạy ngày đêm không biết mệt mỏi. Có được Thú cưỡi này sẽ rất may mắn.		0	1	72000			2	1	horse	38	38																																																																								5	25																																																											fastwalkrun_p	40	40	-1	-1	0	0	lifemax_v	250	250	-1	-1	0	0	armordefense_v	65	65	-1	-1	0	0	staminamax_v	80	80	-1	-1	0	0																			
Quyển Trần	Thú cưỡi Bích Lạc Cốc	1	1	12	68	2	\image\item\equip\horse\huangshizi_s.spr	\image\item\equip\horse\huangshizi.spr	32	Thân tựa cuồng phong, mỗi bước đều mang theo cát bụi. Người sở hữu Thú cưỡi này vô cùng may mắn.		0	1	72000			2	1	horse	38	38																																																																								5	50																																																											fastwalkrun_p	60	60	-1	-1	0	0	lifemax_v	250	250	-1	-1	0	0	armordefense_v	65	65	-1	-1	0	0	staminamax_v	80	80	-1	-1	0	0																			
Yêu Ma	Thú Quốc Khánh 2012	1	1	12	69	4	\image\item\equip\horse\wangliang_s.spr	\image\item\equip\horse\wangliang.spr	32	Mạc tri sở do sinh, kỳ hành điên điên, kỳ thị minh minh.		0	1	7200000			2		horse	43	43																																																																								5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
Tự Quỳ	Thú Quốc Khánh 2012	1	1	12	70	4	\image\item\equip\horse\sikui_s.spr	\image\item\equip\horse\sikui.spr	32	Xuất nhập thủy tắc tất phong vũ, kỳ quang như nhật, thanh như lôi		0	1	7200000			2		horse	44	44																																																																								5	50																																																											fastwalkrun_p	100	100	-1	-1	0	0	lifemax_v	700	700	-1	-1	0	0	armordefense_v	120	120	-1	-1	0	0	staminamax_v	120	120	-1	-1	0	0																			
