EventId	EventName	EventDescript	EventStartDate	EventEndDate	EventTable	TaskIdBegin	TaskIdEnd	InFor	TaskPacth	TimeFrame
125	装备改造帮助锦囊	描述	2011/03/08/00/00	2011/04/08/00/00	eventpart.txt	0	0		0	
126	<color=yellow>重礼邀江湖前辈重出江湖<color>	"如果您是<color=green>武林前辈<color>可以在我这里领取很<color=green>丰富的奖励<color>哦。"	2012/10/08/00/00	2012/12/16/00/00	eventpart.txt	0	0		0	
128	最好吃的菜和活跃礼盒活动	我这里有各种最好吃的菜，还有礼盒兑换哦，快来我这里参加活动吧。	2011/04/11/00/00	2011/04/29/00/00	eventpart.txt	0	0		0	
129	2011清明节	清明时节雨纷纷	2011/04/04/00/00	2011/04/07/00/00	eventpart.txt	0	0		0	
130	侠客任务帮助锦囊	描述	2011/03/23/00/00	2011/04/30/00/00	eventpart.txt	0	0		0	
131	最新活动	在我这里有很多活动，大家快来参加...	2011/02/06/00/00	2011/02/31/00/00	eventpart.txt	0	0		0	
132	楼兰古城帮助锦囊	描述	2011/03/29/00/00	2011/04/30/00/00	eventpart.txt	0	0		0	
134	五一美酒节活动	对酒当歌，人生几何！<color=gold>4月30日-5月4日<color>期间每天在我这买一个开心酒杯，可在城市中心广场任意酒坛上领取瓶酒。<enter>   每天上午<color=gold>10：00-14：00；18：00-23：00<color>在城市的五一篝火附近使用酒瓶可召出开心舞者，获得<color=green>经验绑银<color>以及<color=green>五一劳动者宝箱<color><color=pink>。<enter><color>   <color=yellow>5月4日23点到5月11日23点59分<color>，把<color=pink>空瓶子<color>都交给我，你将获得惊喜的<color=green>五一终极奖励<color>。	2011/04/30/00/00	2011/05/12/00/00	eventpart.txt	0	0		0	
135	端午节投粽祭忠魂	描述	2011/06/02/00/00	2011/06/09/00/00	eventpart.txt	0	0		0	
137	自动组队帮助锦囊	描述	2011/05/31/00/00	2011/06/30/00/00	eventpart.txt	0	0		0	
138	六一儿童节	描述	2011/05/31/00/00	2011/06/02/00/00	eventpart.txt	0	0		0	
140	三周年庆活动	描述	2011/06/28/00/00	2011/07/14/00/00	eventpart.txt	0	0		0	
142	梦回采石矶帮助锦囊	描述	2011/07/12/10/00	2011/08/12/00/00	eventpart.txt	0	0		0	
143	家族高级关卡—石鼓书院	描述	2011/07/12/00/00	2011/08/12/00/00	eventpart.txt	0	0		0	
144	盂兰报孝节	盂兰报孝节	2011/08/12/00/00	2011/08/31/00/00	eventpart.txt	0	0		0	
145	宝石镶嵌系统	描述	2011/7/12/00/00	2011/8/12/00/00	eventpart.txt	0	0		0	
147	2011七夕活动	描述	2011/08/04/00/00	2011/08/08/23/59	eventpart.txt	0	0		0	
149	钓鱼系统帮助锦囊	描述	2011/08/10/00/00	2011/09/16/00/00	eventpart.txt	0	0		0	
150	<color=yellow>领取国庆佳节烟花<color>	    国庆乐欢天，节日期间，<color=yellow>每天为您奉上4个节日烟花<color>，绚烂绽放，共度佳节！《剑侠世界》祝各路豪杰英雄国庆节快乐，万事如意，心想事成！	2011/10/01/00/00	2011/10/08/00/00	eventpart.txt	0	0		0	
151	<color=yellow>福满家园快乐之果活动<color>	<color=gold>喜迎国庆，欢度佳节<color><enter>代表着幸运和丰收的种子，在家族领地中心广场的土壤处种下种子，每天家族中的朋友可以为自己或他人的幸运之种浇水3次。果实长成果树后，侠客们可以摘取自己和别人树上的果实，每颗果树的果子最多被他人摘取<color=green>10颗<color>。	2011/09/27/00/00	2011/10/15/00/00	eventpart.txt	0	0		0	
152	庆祝新资料片	庆祝新资料片	2011/10/17/00/00	2011/12/01/00/00	eventpart.txt	0	0		0	
154	寒武遗迹大猜想	描述	2011/09/27/00/00	2011/10/19/00/00	eventpart.txt	0	0		0	
155	阴阳时光殿帮助锦囊	描述	0	0	eventpart.txt	0	0		0	146:0/180:0
156	师兄师姐带你闯江湖	描述	0	0	eventpart.txt	0	0		0	
157	声望加速最新消息	描述	0	0	eventpart.txt	0	0		0	366:0/386:0
158	新服开服活动	描述	0	0	eventpart.txt	0	0		0	0:0/15:0
159	<color=yellow>2011圣诞活动<color>	"    幸福只因有你相伴，雪落天地情意满，万水千山相携远。<enter>    又是一年圣诞节，拿着充满祝福的圣诞袜去寻找天涯离散的另一只，和好友双手通红堆一个憨胖的雪人，怀着温暖的心去帮助雪人滚滚，闯秘境，护家园，然后收获满满的祝福与奖励。"	2011/12/22/00/00	2012/01/03/00/00	eventpart.txt	0	0		0	
161	圣诞精活欢乐购帮助锦囊	描述	2011/12/22/00/00	2012/01/04/00/00	eventpart.txt	0	0		0	
162	欢乐翻倍庆元旦	描述	2012/01/01/00/00	2012/01/04/00/00	eventpart.txt	0	0		0	
163	2012春节活动	"    香红灯明，尊神驾临，财运亨通，金满门庭。<enter>    你想了解哪项活动？ "	2012/01/15/00/00	2012/02/14/00/00	eventpart.txt	0	0		0	
164	家园种植帮助锦囊	描述	2012/01/04/00/00	2012/02/04/00/00	eventpart.txt	0	0		0	
165	欢天喜地过龙年（下）	描述	2012/01/15/00/00	2012/02/14/00/00	eventpart.txt	0	0		0	
166	欢天喜地过龙年（上）	描述	2012/01/15/00/00	2012/02/14/00/00	eventpart.txt	0	0		0	
167	2012情人节帮助锦囊	描述	2012/02/14/00/00	2012/02/20/00/00	eventpart.txt	0	0		0	
168	克夷门战场隆重上线！	描述	2012/03/16/00/00	2012/04/16/00/00	eventpart.txt	0	0		0	
169	辰虫镇帮助锦囊	描述	0	0	eventpart.txt	0	0		0	146:0/180:0
170	军营帮助锦囊	描述	2012/03/16/00/00	2012/04/16/00/00	eventpart.txt	0	0		0	
171	2012清明	"<color=yellow>清明时节雨纷纷，山河飘摇人断魂。<color><enter><color=yellow>英魂杳杳往何处，万古长青浩然存。<color><enter>    自古以来，不知有多少英雄豪杰为了这片破碎山河而努力，纵然无甚所得，他们的千万缕英魂也在冥冥中继续的维护着这片土地。值此清明时节，无论知与不知，我等江湖中人，都应当拜祭一下那些可敬可叹的前辈。如果有缘能够获得前辈英灵的认可，那也是一段奇缘呵。<enter>"	2012/04/01/00/00	2012/04/06/00/00	eventpart.txt	0	0		0	
172	【美女认证】全力开通	描述	0	0	eventpart.txt	0	0		0	16:0/30:0
173	六一整蛊乐翻天 	"<color=green>一段熟悉的歌声传来…<color><enter>“葫芦娃，葫芦娃，一根藤上七个娃，风吹雨打，都不怕，啦啦啦啦~”<enter><enter>还记得我们吗？葫芦七兄弟在六一之际特地来看望过去的朋友，还为大家准备了丰厚的礼物，快来看看吧！<enter> <enter><color=yellow>5月25日00:00-6月3日24:00<color>期间，各位每天可在我这里<color=green>领取一张[变身咒]<color>，对符合要求的角色进行变身，就可以得到我们七兄弟特地为大家准备的六一节礼物哦！<enter>"	2012/05/25/00/00	2012/06/04/00/00	eventpart.txt	0	0		0	
174	葫芦兄弟送大礼 	"<color=green>一段熟悉的歌声传来…<color><enter>“葫芦娃，葫芦娃，一根藤上七个娃，风吹雨打，都不怕，啦啦啦啦~”<enter><enter>还记得我们吗？葫芦七兄弟在六一之际特地来看望过去的朋友，还为大家准备了丰厚的礼物，快来看看吧！ <enter><enter><color=yellow>5月25日00:00-6月3日24:00期间<color>，各位侠客通过参加<color=green>逍遥谷、军营、藏宝图<color>收集<color=yellow>[小葫芦]<color>，可在葫芦娃处换取丰厚的回报。<enter>你确定要开始这次运气的考验吗？"	2012/05/25/00/00	2012/06/04/00/00	eventpart.txt	0	0		0	
175	端午节活动	"<color=green>【活动一】端午投粽欢乐多<color><enter>6.21-6.25期间，击杀精英首领怪，完成官府通缉任务，参加逍遥谷、军营、藏宝图可获得食材加工成一个美味的粽子。与朋友们一起将粽子投进水域，摆出美丽的菖蒲花，就会得到丰厚的奖励。<enter><color=green>【活动二】家族共享团圆粽<color><enter>6.21-6.25期间，每天的日活跃度到达30点的侠客在我这里领取一个[家族团圆粽]，可以与家族成员一起，用[雕纹石锅]煮出美味的粽子。"	2012/06/21/00/00	2012/06/26/00/00	eventpart.txt	0	0		0	
176	网银充值送大礼	描述	0	0	eventpart.txt	0	0		0	
177	征战江湖令	描述	0	0	eventpart.txt	0	0		0	
178	【家族仓库】正式上线	描述	2012/07/17/00/00	2012/08/17/00/00	eventpart.txt	0	0		0	
179	【家族工资】家族活动全新改版	描述	2012/07/17/00/00	2012/08/17/00/00	eventpart.txt	0	0		0	
180	秦陵福利任务盛情开放	描述	2012/07/17/00/00	2012/08/17/00/00	eventpart.txt	0	0		0	186:0/0:0
181	秦陵福利任务盛情开放	描述	0	0	eventpart.txt	0	0		0	186:0/0:0
182	简单逍遥谷帮助锦囊	描述	2012/07/17/00/00	2012/08/17/00/00	eventpart.txt	0	0		0	
183	家族趣味竞技	描述	2012/07/17/00/01	2012/08/17/00/01	eventpart.txt	0	0		0	
184	2012盛夏活动	描述	2012/07/24/00/00	2012/08/16/00/00	eventpart.txt	0	0		0	
185	甜蜜七夕，温情你我	描述	2012/08/16/00/00	2012/08/27/23/59	eventpart.txt	0	0		0	
186	藏宝图副本新玩法	描述	2012/09/12/00/00	2012/10/12/00/00	eventpart.txt	0	0		0	
187	全新新手任务 ,南宋武侠传奇	描述	2012/09/12/00/00	2012/10/31/00/00	eventpart.txt	0	0		0	
