Name	Desc	Id	Title	Kind	Camp	Treasure	Portrait	ClientOnly	CorpseIdx	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	AttackFrame	ClassName	AIParam	SkillParam	PropParam	ScriptParam	WalkSpeed	RunSpeed	VisionRadius	ActiveRadius	ReviveFrame	DropRateFile	AIMaxTime	HeadPic	NoBoss	BloodType	LastAttackCalcType	AssignMode
Hồng Nương Tử	Hồng Nương Tử_Hán Thủy Cổ Độ 2	863		0	5	1				enemy033	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillsword	fellow4	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby037.spr	1			
Hồng Nương Tử	Hồng Nương Tử_Hán Thủy Cổ Độ 3	864		3	5	2				enemy033	0	0	0	0	0	36	36	20	11	10	27	hongniangzi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby037.spr	1			
Mã Bá Lạc	Mã Bá Lạc	865		3	5	2				passerby106	0	0	0	0	0	36	36	20	11	10	27	mabole		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby110.spr	1			
Hứa Nguyên	Hứa Nguyên	866		0	5	1				enemy124	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillsword	intensity4	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy124.spr	1	2		
Lương Côn Hiền	Lương Côn Hiền	867		0	5	1				enemy122	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillsword	intensity4	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy122.spr	1	2		
Long Đoạn	Long Đoạn	868		0	5	1				enemy120	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillsword	intensity4	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy120.spr	1	2		
Thập Nhất Lang	Thập Nhất Lang_1	869		0	5	1				enemy071	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillsword	intensity4	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby071.spr	1	2		
Nhạc Hữu Tình	Nhạc Hữu Tình	870	Đà Chủ Cái Bang	0	5	1				enemy099	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillsword	intensity5	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy003.spr	1	3		
Vương Thụ Nghĩa	Vương Thụ Nghĩa_Hán Thủy Cổ Độ 1	871	Thị Tùng Gia Vương	3	5	2				enemy053	0	0	0	0	0	36	36	20	11	10	27	wangshouyi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy079.spr	1			
Vương Thụ Nghĩa	Vương Thụ Nghĩa_Hán Thủy Cổ Độ 2	872	Thị Tùng Gia Vương	0	5	1				enemy053	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillsword	intensity5	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy079.spr	1	3		
Hàn Trung	Hàn Trung	873		3	5	2				enemy125	0	0	0	0	0	36	36	20	11	10	27	hanzhong		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy038.spr	1			
Phó Kỳ Chủ	Phó Kỳ Chủ	874	Ngũ Độc Giáo	0	5	1				enemy145	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity4	sc	6	6	400	700	510		18		1			
Đệ Tử Ngũ Độc Giáo	Đệ Tử Ngũ Độc Giáo_Cửu Nghi Khê	875		0	5	1				enemy122	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity2	sc	6	6	400	700	510		18		1			
Tiền Bỉnh Thành	Tiền Bỉnh Thành_Chiến đấu	876		0	5	1				enemy127	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity5	sc	6	6	400	700	510		18	\image\item\other\sculpt\Passby088.spr	1			
Tống Đông Lai	Tống Đông Lai	877		0	5	1				enemy130	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity6	sc	6	6	400	700	510		18		1			
Đệ Tử Cái Bang	Đệ Tử Cái Bang	878		0	0	1				enemy126	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity3	sc	6	6	400	700	510		18		1			
Hứa Quán Nhiên	Hứa Quán Nhiên_Cửu Nghi Khê	879	Đà Chủ Phân Đà	3	5	2				enemy120	0	0	0	0	0	36	36	20	11	10	27	xuguanran		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby071.spr	1			
Thủ Vệ Tiền Viện	Thủ Vệ Tiền Viện_Kiếm Các Thục Đạo 	880		3	5	2				enemy082	0	0	0	0	0	36	36	20	11	10	27	qianyuanshouwei	stup	sk	pp	sc	6	6	400	700	510		18		1			
Thủ Vệ Hậu Viện	Thủ Vệ Hậu Viện_Kiếm Các Thục Đạo 	881		3	5	2				enemy082	0	0	0	0	0	36	36	20	11	10	27	houyuanshouwei	stup	sk	pp	sc	6	6	400	700	510		18		1			
Tuần Viện	Tuần Viện_Kiếm Các Thục Đạo 	882		0	0	1				enemy083	0	0	0	0	0	36	36	20	11	10	27		noaction	sk	pp	sc	6	6	400	700	510		18		1			
Đội Trưởng Tuần Viện	Đội Trưởng Tuần Viện_Kiếm Các Thục Đạo đối thoại	883		3	5	2				enemy083	0	0	0	0	0	36	36	20	11	10	27	xunyuanduizhang		sk	pp	sc	6	6	400	700	510		18		1			
Ngô Hy	Ngô Hy_Mật thất Kiếm Các Thục Đạo	884		3	5	2				enemy158	0	0	0	0	0	36	36	20	11	10	27	wuxi1	stup	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy158.spr	1			
Túy Ông Tửu	Túy Ông Tửu	885		3	5	2				passerby150	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc		sk	pp	sc	6	6	400	700	510		18		1			
Thư	Thư_Biệt Viện Ngô Hy	886		3	5	2				passerby148	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc		sk	pp	sc	6	6	400	700	510		18		1			
Sơn Hổ	Sơn Hổ_Kiếm Các Thục Đạo 	887		0	5	1				enemy110	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity5	sc	6	6	400	700	510		18		1			
Lương Thiên	Lương Thiên_Kiếm Các Thục Đạo 	888		0	5	1				enemy107	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity4	sc	6	6	400	700	510		18		1			
Mã Tặc Bị Bắt	Mã Tặc Bị Bắt	889		3	5	2				passerby056	0	0	0	0	0	36	36	20	11	10	27	beiqindemazei		sk	pp	sc	6	6	400	700	510		18		1			
Tư Không Đỗ	Tư Không Đỗ	890		3	5	2				enemy078	0	0	0	0	0	36	36	20	11	10	27	sikongdu		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy061.spr	1			
Tiền Bỉnh Thành	Tiền Bỉnh Thành	891		0	5	1				enemy127	0	0	0	0	0	36	36	20	11	10	27		noaction	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\Passby088.spr	1			
Kiều Nữ Nạp Tư	Kiều Nữ Nạp Tư_Hắc Long Đàm	892		0	0	1				enemy138	0	0	0	0	0	36	36	20	11	10	27		stup	sk	pp	sc	6	6	400	700	510		18		1			
Thi Thể	Thi Thể	893	Đệ Tử Ngũ Độc Giáo	3	5	2				passerby118	0	0	0	0	0	36	36	20	11	10	27		stup	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy019.spr	1			
Tiếp Đầu Đồng Tử	Tiếp Đầu Đồng Tử	894		3	5	2				enemy136	0	0	0	0	0	36	36	20	11	10	27	jietoutongzi	stup	sk	pp	sc	6	6	400	700	510		18		1			
Tiêu Vạn Thiên	Tiêu Vạn Thiên	895	Đệ Tử Cái Bang	3	5	2				enemy121	0	0	0	0	0	36	36	20	11	10	27	xiaowanqian	stup	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby064.spr	1			
Đa Ma	Đa Ma_Mê Cung Sa Mạc	896	Đệ Tử Ngũ Độc Giáo	3	5	2				enemy021	0	0	0	0	0	36	36	20	11	10	27	duomo	stup	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\Passby088.spr	1			
Nhậm Ngọc Anh	Nhậm Ngọc Anh_Chiến đấu	897		0	5	1				enemy144	0	0	0	0	0	36	36	20	11	10	27		stup	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy116.spr	1			
Tiền Hải	Tiền Hải	898	Đệ Tử Ngũ Độc Giáo	3	5	2				enemy116	0	0	0	0	0	36	36	20	11	10	27	qianhai	stup	sk	pp	sc	6	6	400	700	510		18		1			
Cây Có Ký Hiệu	Cây Có Ký Hiệu_Mê Cung Sa Mạc	899		3	5	2				passerby123	0	0	0	0	0	36	36	20	11	10	27		stup	sk	pp	sc	6	6	400	700	510		18		1			
Thanh Thập Lục	Thanh Thập Lục	900	Bà Chủ	0	5	1				enemy020	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity4	sc	6	6	400	700	510		18		1			
Người làm thuê	Người Làm Thuê_Mê Cung Sa Mạc	901		0	5	1				enemy097	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity2	sc	6	6	400	700	510		18		1			
Sĩ Binh	Sĩ Binh_Mê Cung Sa Mạc	902	Hậu Thổ Doanh	0	5	1				enemy092	0	0	0	0	0	36	36	20	11	10	27		passivenormal	singleskillfist	intensity2	sc	6	6	400	700	510		18		1			
Tiểu Thanh	Tiểu Thanh_Đối thoại	903		3	5	2				ani009	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	510		18		1			
Tiểu Thanh	Tiểu Thanh_Chiến đấu	904		0	5	1				ani009	0	0	0	0	0	36	36	20	11	10	27		stup	sk	pp	sc	6	6	400	700	510		18		1			
Long Ngâm	Long Ngâm_Đối thoại Mê Cung Sa Mạc	905	Đệ Tử Ngũ Độc Giáo	3	5	2				enemy022	0	0	0	0	0	36	36	20	11	10	27	longyin		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy022.spr	1			
Thương Phan	Thương Phan	906		3	5	2				passerby146	0	0	0	0	0	36	36	20	11	10	27		stup	sk	pp	sc	6	6	400	700	510		18		1			
Chu Hoàn	Chu Hoàn_Mê Cung Sa Mạc	907	Đệ Tử Côn Lôn	3	5	2				enemy092	0	0	0	0	0	36	36	20	11	10	27	zhouhuan		sk	pp	sc	6	6	400	700	510		18		1			
Lý Thăng Dương	Lý Thăng Dương_Mê Cung Sa Mạc	908		0	5	1				enemy075	0	0	0	0	0	36	36	20	11	10	27		passivenormal	singleskillfist	intensity10	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy075.spr	1	3		
Tư Mã Trung Hằng	Tư Mã Trung Hằng	909		3	5	2				passerby102	0	0	0	0	0	36	36	20	11	10	27	simazhongheng		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby007.spr	1			
Sơn Hổ	Sơn Hổ_Đối thoại	910		3	5	2				enemy110	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	510		18		1			
Lương Thiên	Lương Thiên_Đối thoại	911		3	5	2				enemy107	0	0	0	0	0	36	36	20	11	10	27	liangtian		sk	pp	sc	6	6	400	700	510		18		1			
Hắc Phong	Hắc Phong_Phượng Tường Phủ 	912	Huyền Thưởng Mộ Chiêu 	3	5	2				passerby072	0	0	0	0	0	36	36	20	11	10	27	heifeng		sk	pp	sc	6	6	400	700	510		18		1			
Hứa Như	Hứa Như_Hoàng Lăng Tây Hạ	913		0	5	1				enemy072	0	0	0	0	0	36	36	20	11	10	27		passivenormal2	arrowandrangehack	intensity6	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy047.spr	1			
Thị Vệ Quỷ Chủ	Thị Vệ Quỷ Chủ	914		0	5	1				enemy050	0	0	0	0	0	36	36	20	11	10	27		stup	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy050.spr	1			
Vật Tuyệt Mật	Vật Tuyệt Mật_Tây Hạ Nhất Phẩm Đường	915		3	5	2				passerby122	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc		sk	pp	sc	6	6	400	700	510		18		1			
Bì Nhật La	Bì Nhật La	916		3	5	2				enemy107	0	0	0	0	0	36	36	20	11	10	27	piriluo		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy107.spr	1			
Man Binh Dũng Sĩ	Man Binh Dũng Sĩ	917		0	5	1				enemy110	0	0	0	0	0	36	36	20	11	10	27		stup	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy110.spr	1			
Ô Man Nữ Vu	Ô Man Nữ Vu	918		0	5	1				enemy112	0	0	0	0	0	36	36	20	11	10	27		stup	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy112.spr	1			
Thị Vệ Quỷ Chủ	Thị Vệ Quỷ Chủ	919		0	5	1				enemy111	0	0	0	0	0	36	36	20	11	10	27		stup	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy111.spr	1			
Thần Bí Tín Sứ	Thần Bí Tín Sứ	920		0	5	1				enemy116	0	0	0	0	0	36	36	20	11	10	27		stup	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy116.spr	1			
Thần Bí Tín Sứ	Thần Bí Tín Sứ	921		3	5	2				enemy116	0	0	0	0	0	36	36	20	11	10	27	shenmixinshi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy116.spr	1			
Miêu Thú	Miêu Thú	922		0	5	1				ani004	0	0	0	0	0	36	36	20	11	10	27		activenormal	sk	intensity3	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy051.spr	1			
Đệ Tử Thiên Vương	Đệ Tử Thiên Vương_Trong Điểm Thương Sơn	923		3	5	2				enemy001	0	0	0	0	0	36	36	20	11	10	27	tianwangdizi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy063.spr	1			
Đệ Tử Cái Bang	Đệ Tử Cái Bang_Trong Điểm Thương Sơn	924		3	5	2				enemy126	0	0	0	0	0	36	36	20	11	10	27	gaibangdizi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy063.spr	1			
Đệ Tử Đường Môn	Đệ Tử Đường Môn_Trong Điểm Thương Sơn	925		3	5	2				enemy017	0	0	0	0	0	36	36	20	11	10	27	tangmendizi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy063.spr	1			
La Thái Hậu	La Thái Hậu	926		3	5	2				enemy032	0	0	0	0	0	36	36	20	11	10	27	luotaihou		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy032.spr	1			
Cường Phỉ Thanh Phong Trại	Cường Phỉ Thanh Phong Trại_Hoàng Hạc Lâu	927		0	5	1				enemy099	0	0	0	0	0	36	36	20	11	10	27		passivenormal2	bladeandselfround	intensity2	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy073.spr	1			
Cung Nữ Tiểu Hồng	Cung Nữ Tiểu Hồng	928		3	5	2				enemy025	0	0	0	0	0	36	36	20	11	10	27	gongnvxiaohong		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy025.spr	1			
Thợ săn Đông Ngư Đảo	Thợ Săn Đông Ngư Đảo_Hoàng Hạc Lâu	929		0	5	1				enemy108	0	0	0	0	0	36	36	20	11	10	27		passivenormal2	arrowandrangegas	intensity2	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy112.spr	1			
Đệ Tử Hình Ý Môn	Đệ Tử Hình Ý Môn_Hoàng Hạc Lâu	930		0	0	1				enemy113	0	0	0	0	0	36	36	20	11	10	27		stup	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy063.spr	1			
Bang Chúng Cự Kình Bang	Bang Chúng Cự Kình Bang_Hoàng Hạc Lâu	931		0	5	1				enemy127	0	0	0	0	0	36	36	20	11	10	27		passivenormal2	hammerandselfround	intensity2	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy074.spr	1			
Đội 1	Bang Thủ Đội 1_Hoàng Hạc Lâu	932	Bang Thủ Diêm Bang	0	5	1				enemy116	0	0	0	0	0	36	36	20	11	10	27		passivenormal2	bladeandrangegas	intensity2	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy087.spr	1			
Đội 2	Bang Thủ Đội 2_Hoàng Hạc Lâu	933	Bang Thủ Diêm Bang	0	5	1				enemy116	0	0	0	0	0	36	36	20	11	10	27		passivenormal2	bladeandrangegas	intensity2	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy086.spr	1			
Đội 3	Bang Thủ Đội 3_Hoàng Hạc Lâu	934	Bang Thủ Diêm Bang	0	5	1				enemy116	0	0	0	0	0	36	36	20	11	10	27		passivenormal2	bladeandrangegas	intensity2	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy087.spr	1			
Thủ Lĩnh Lưu Khấu	Thủ Lĩnh Lưu Khấu chiến đấu_Hoàng Hạc Lâu	935	Đại Mộc Ngưu	0	5	1				enemy073	0	0	0	0	0	36	36	20	11	10	27		activenormal2	arrowandrangehack	intensity5	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy056.spr	1			
Đệ Tử Ngũ Độc Giáo	Đệ Tử Ngũ Độc Giáo_Trận Doanh	936		0	0	1				enemy021	0	0	0	0	0	36	36	20	11	10	27		stup	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy090.spr	1			
Tạ Vũ Điền	Tạ Vũ Điền_Cư Diên Trạch	937		3	5	2				enemy059	0	0	0	0	0	36	36	20	11	10	27	xieyutian		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy059.spr	1			
Đệ Tử Thiên Vương Bang	Đệ Tử Thiên Vương Bang_Trận Doanh	938		3	5	2				enemy001	0	0	0	0	0	36	36	20	11	10	27	tianwangdizi	stup	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy050.spr	1			
Đệ Tử Cái Bang	Đệ Tử Cái Bang_Trận Doanh	939		3	5	2				enemy041	0	0	0	0	0	36	36	20	11	10	27	gaibangdizi	stup	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy051.spr	1			
Phù Chú Trang	Phù Chú Trang	940		3	5	2				passerby153	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	510		18	ani007	1			
Sát Hồn Phiêu	Sát Hồn Phiêu	941		0	5	1				enemy098	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillmidrange	intensity1	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy126.spr	1	1		
Miếu Chúc	Miếu Chúc	942		3	5	2				passerby066	0	0	0	0	0	36	36	20	11	10	27	miaozhu	passivenormal	singleskillmidrange	intensity1	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy037.spr	1	1		
Lục Tâm Nõ	Lục Tâm Nõ	943		0	5	1				enemy108	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillmidrange	intensity1	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy126.spr	1	1		
Cố Trọng Nhan	Cố Trọng Nhan_Đối thoại	944		3	5	2				enemy029	0	0	0	0	0	36	36	20	11	10	27	guchongyan		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy029.spr	1			
Cấm Quân Bị Nhốt	Cấm Quân Bị Nhốt_Cán Hoa Khê	945		0	5	1				enemy082	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillmidrange	intensity2	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy101.spr	1	1		
Mộc Nhân Điên	Mộc Nhân Điên_Cán Hoa Khê	946		0	0	1				enemy103	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity4	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy104.spr	1	2		
Hồ Hiến Cơ	Hồ Hiến Cơ	947		3	5	2				enemy020	0	0	0	0	0	36	36	20	11	10	27	huxianji		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy020.spr	1			
Tiền Bỉnh Thành	Tiền Bỉnh Thành_Đối thoại	948		3	5	2				enemy127	0	0	0	0	0	36	36	20	11	10	27	qianbingcheng		sk	pp	sc	6	6	400	700	510		18		1			
Thị Vệ Lý Hậu	Thị Vệ Lý Hậu	949		0	5	1				enemy077	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillmidrange	intensity3	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy003.spr	1	2		
Lý Phượng Nương	Lý Phượng Nương_Linh Ẩn Tự	950	Hoàng Hậu	3	5	2				passerby029	0	0	0	0	0	36	36	20	11	10	27	lifengniang		singleskillmidrange	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby030.spr	1			
Ngưu Thúy Hoa	Ngưu Thúy Hoa	951		0	5	1				enemy140	0	0	0	0	0	36	36	20	11	10	27		activenormal	sk	intensity6	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby116.spr	1			
Tiêu Binh	Tiêu Binh	952	Ngưu Lan Trại	0	5	1				enemy124	0	0	0	0	0	36	36	20	11	10	27		passivenormal2	arrowandselfround	intensity5	sc	6	6	400	700	510		18		1			
Cơ Quan Thú	Cơ Quan Thú_Phục Ngưu Sơn	953		0	0	1				enemy102	0	0	0	0	0	36	36	20	11	10	27		stup	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy061.spr	1			
Tiểu Xuân Tử	Tiểu Xuân Tử	954		3	5	2				enemy063	0	0	0	0	0	36	36	20	11	10	27	xiaochunzi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy063.spr	1			
Nghiêm Nhụy	Nghiêm Nhụy	955		3	5	2				enemy034	0	0	0	0	0	36	36	20	11	10	27	yanrui		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy034.spr	1			
Phệ Long Thú	Phệ Long Thú	956		0	5	1				enemy138	0	0	0	0	0	36	36	20	11	10	27		activenormal	sk	intensity5	sc	6	6	400	700	510		18	ani007	1			
Nha Dịch	Nha Dịch	957		3	5	2				passerby015	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	510		18	passerby015	1			
Đằng Giác Dương	Đằng Giác Dương_Hổ Khâu Kiếm Trì	958		0	5	1				ani014	0	0	0	0	0	36	36	20	11	10	27		activeflee	fleeskillmelee	intensity5	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy061.spr	1			
Đường Nhất Trần	Đường Nhất Trần_Điểm Thương Sơn	959		3	5	2				enemy051	0	0	0	0	0	36	36	20	11	10	27	tangyichen		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy051.spr	1			
Triệu Nhữ Nhu	Triệu Nhữ Nhu_Lâm An	960		3	5	2				enemy159	0	0	0	0	0	36	36	20	11	10	27	zhaoruyu		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby075.spr	1			
Khán Thủ	Khán Thủ_Điểm Thương Sơn	961		0	5	1				enemy017	0	0	0	0	0	36	36	20	11	10	27		activenormal	sk	intensity6	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy079.spr	1			
Hoàng Đế	Hoàng Đế	962		3	5	2				enemy080	0	0	0	0	0	36	36	20	11	10	27	huangdi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy080.spr	1			
Hách Lão Đam	Hách Lão Đam_Đối thoại	963	Chủ Sòng Bạc	3	5	2				enemy074	0	0	0	0	0	36	36	20	11	10	27	haolaodan		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy074.spr	1			
Hách Lão Đam	Hách Lão Đam_Chiến đấu	964	Chủ Sòng Bạc	0	5	1				enemy074	0	0	0	0	0	36	36	20	11	10	27		passivenormal	sk	intensity5	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy074.spr	1			
Lương Hạng Lâm	Lương Hạng Lâm_Chiến đấu	965		0	5	1				enemy073	0	0	0	0	0	36	36	20	11	10	27		activenormal	sk	intensity5	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy047.spr	1			
Phục Binh	Phục Binh_Cư Diên Trạch	966		0	5	1				enemy091	0	0	0	0	0	36	36	20	11	10	27		activenormal	sk	intensity1	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy097.spr	1			
Đổ Khách	Đổ Khách_Cư Diên Trạch	967		3	5	2				enemy057	0	0	0	0	0	36	36	20	11	10	27	duke		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy059.spr	1			
Đệ Tử Côn Lôn	Đệ Tử Côn Lôn_Cư Diên Trạch	968		0	5	1				enemy058	0	0	0	0	0	36	36	20	11	10	27		stup	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy058.spr	1			
Lý Nguyên Triết	Lý Nguyên Triết_Cư Diên Trạch 1	969		3	5	2				enemy133	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby071.spr	1			
Lý Nguyên Triết	Lý Nguyên Triết_Cư Diên Trạch 2	970		0	5	1				enemy133	0	0	0	0	0	36	36	20	11	10	27		stup	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby071.spr	1			
Võ Sĩ Nhất Phẩm Đường	Võ Sĩ Nhất Phẩm Đường_Mê Cung Sa Mạc	971		0	5	1				enemy153	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity3	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy153.spr	1			
Quách Chính	Quách Chính_Cư Diên Trạch	972		3	5	2				enemy093	0	0	0	0	0	36	36	20	11	10	27	guozheng		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy072.spr	1			
Đồ Nhã	Đồ Nhã_Võ Đang	973		0	5	1				enemy049	0	0	0	0	0	36	36	20	11	10	27		stup	sk	pp	sc	6	6	400	700	510		18		1			
Đầu Tử Muội	Đầu Tử Muội_Cư Diên Trạch	974		3	5	2				passerby028	0	0	0	0	0	36	36	20	11	10	27	shaizimei		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy128.spr	1			
Cự Quyền Binh	Cự Quyền Binh	975	Ngưu Lan Trại	0	5	1				enemy120	0	0	0	0	0	36	36	20	11	10	27		activenormal	sk	intensity1	sc	6	6	400	700	510		18	\image\item\other\sculpt\Passby088.spr	1			
Mục Tiểu Vân	Mục Tiểu Vân_Phục Ngưu Sơn	976		3	5	2				passerby016	0	0	0	0	0	36	36	20	11	10	27	muxiaoyun		sk	pp	sc	6	6	400	700	510		18	passerby016	1			
Khoái Công Thủ	Khoái Công Thủ	977	Ngưu Lan Trại	0	5	1				enemy002	0	0	0	0	0	36	36	20	11	10	27		activenormal	sk	intensity3	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy003.spr	1			
Lý Cổ Nạp Tư	Lý Cổ Nạp Tư	978		3	5	2				passerby110	0	0	0	0	0	36	36	20	11	10	27	ligunasi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy016.spr	1			
Thần Mộc Nạp Tư	Thần Mộc Nạp Tư	979		3	5	2				enemy070	0	0	0	0	0	36	36	20	11	10	27	shenmunasi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy004.spr	1			
Gấu Rống	Gấu Rống	980	Nhị Đương Gia	0	5	1				enemy107	0	0	0	0	0	36	36	20	11	10	27		activenormal	sk	intensity4	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy107.spr	1			
