AREAID	MAPID	POSX	POSY	NAME
5	61	61024	117312	九老洞一层
5	61	60992	117920	九老洞一层
5	71	53088	117184	九老洞二层
5	71	53504	116512	九老洞二层
5	71	53280	117344	九老洞二层
5	71	53248	116928	九老洞二层
5	71	53696	117056	九老洞二层
5	71	53888	117536	九老洞二层
5	71	54880	120704	九老洞二层
5	71	54944	120000	九老洞二层
5	71	55168	120384	九老洞二层
5	71	57344	116384	九老洞二层
5	71	57504	115904	九老洞二层
5	71	57984	111296	九老洞二层
5	71	58240	111808	九老洞二层
5	71	57952	116128	九老洞二层
5	71	58272	117728	九老洞二层
5	71	58080	116896	九老洞二层
5	71	58368	111200	九老洞二层
5	71	58528	111808	九老洞二层
5	71	58592	116736	九老洞二层
5	71	58592	117312	九老洞二层
5	71	60384	117600	九老洞二层
5	71	60640	117184	九老洞二层
5	71	60544	118112	九老洞二层
5	71	61024	117312	九老洞二层
5	71	60992	117920	九老洞二层
5	59	47424	77248	龙虎幻境东部
5	59	47168	78208	龙虎幻境东部
5	59	47392	78912	龙虎幻境东部
5	59	48064	77088	龙虎幻境东部
5	59	47840	79680	龙虎幻境东部
5	59	47776	85856	龙虎幻境东部
5	59	47776	86368	龙虎幻境东部
5	59	48608	78976	龙虎幻境东部
5	59	48256	79616	龙虎幻境东部
5	59	48384	85824	龙虎幻境东部
5	59	48448	86848	龙虎幻境东部
5	59	48128	86592	龙虎幻境东部
5	59	48672	78336	龙虎幻境东部
5	59	48864	87104	龙虎幻境东部
5	69	47424	77248	龙虎幻境西部
5	69	47168	78208	龙虎幻境西部
5	69	47392	78912	龙虎幻境西部
5	69	48064	77088	龙虎幻境西部
5	69	47840	79680	龙虎幻境西部
5	69	47776	85856	龙虎幻境西部
5	69	47776	86368	龙虎幻境西部
5	69	48608	78976	龙虎幻境西部
5	69	48256	79616	龙虎幻境西部
5	69	48384	85824	龙虎幻境西部
5	69	48448	86848	龙虎幻境西部
5	69	48128	86592	龙虎幻境西部
5	69	48672	78336	龙虎幻境西部
5	69	48864	87104	龙虎幻境西部
5	75	51648	115840	芦苇荡西北部
5	75	51808	121984	芦苇荡西北部
5	75	52480	122016	芦苇荡西北部
5	75	53696	121920	芦苇荡西北部
5	75	54528	121856	芦苇荡西北部
5	75	55040	112992	芦苇荡西北部
5	75	55136	121824	芦苇荡西北部
5	75	55904	121952	芦苇荡西北部
5	75	56608	122016	芦苇荡西北部
5	75	57568	111136	芦苇荡西北部
5	75	57568	121696	芦苇荡西北部
5	75	60256	121728	芦苇荡西北部
5	75	60864	121952	芦苇荡西北部
5	75	61760	121888	芦苇荡西北部
5	65	51648	115840	芦苇荡东南部
5	65	51808	121984	芦苇荡东南部
5	65	52480	122016	芦苇荡东南部
5	65	53696	121920	芦苇荡东南部
5	65	54528	121856	芦苇荡东南部
5	65	55040	112992	芦苇荡东南部
5	65	55136	121824	芦苇荡东南部
5	65	55904	121952	芦苇荡东南部
5	65	56608	122016	芦苇荡东南部
5	65	57568	111136	芦苇荡东南部
5	65	57568	121696	芦苇荡东南部
5	65	60256	121728	芦苇荡东南部
5	65	60864	121952	芦苇荡东南部
5	65	61760	121888	芦苇荡东南部
5	55	50336	112000	青螺岛
5	55	50912	109920	青螺岛
5	55	50912	110656	青螺岛
5	55	50976	111808	青螺岛
5	55	51680	101856	青螺岛
5	55	51520	111616	青螺岛
5	55	52096	101920	青螺岛
5	55	51776	111712	青螺岛
5	55	52352	111872	青螺岛
5	55	52672	112000	青螺岛
5	55	52416	112224	青螺岛
5	55	52832	105824	青螺岛
5	55	53056	112128	青螺岛
5	55	53472	111616	青螺岛
5	55	53856	112256	青螺岛
5	55	55168	111296	青螺岛
5	55	55680	112032	青螺岛
5	55	56224	112192	青螺岛
5	55	56448	108224	青螺岛
5	55	56448	112416	青螺岛
5	55	56960	106816	青螺岛
5	55	56832	109152	青螺岛
5	55	57472	105600	青螺岛
5	55	58784	103200	青螺岛
5	55	58752	104160	青螺岛
5	55	59328	120672	青螺岛
5	55	59616	107744	青螺岛
5	55	59648	120288	青螺岛
5	55	60160	120736	青螺岛
5	55	60640	108096	青螺岛
5	55	60672	108896	青螺岛
5	55	60992	109216	青螺岛
5	55	61536	121216	青螺岛
5	55	61952	101248	青螺岛
5	55	62144	100960	青螺岛
5	55	62240	102464	青螺岛
5	55	62432	110016	青螺岛
5	55	62496	100992	青螺岛
5	55	62528	102144	青螺岛
5	55	62560	103104	青螺岛
5	55	62496	110592	青螺岛
5	55	63392	103712	青螺岛
5	55	63104	108864	青螺岛
5	55	63776	104224	青螺岛
5	55	63808	106208	青螺岛
5	55	63712	107840	青螺岛
5	126	56224	109312	三峡栈道
5	126	60000	106272	三峡栈道
5	126	60128	105952	三峡栈道
5	126	59968	105664	三峡栈道
5	126	60128	109184	三峡栈道
5	126	60512	109856	三峡栈道
5	126	60992	109632	三峡栈道
5	126	61312	109952	三峡栈道
5	126	62112	118592	三峡栈道
5	126	62400	118880	三峡栈道
5	126	62752	105888	三峡栈道
5	126	63040	103552	三峡栈道
5	126	63392	103616	三峡栈道
5	126	63136	106304	三峡栈道
5	126	63168	117376	三峡栈道
5	126	62976	118656	三峡栈道
5	134	58400	116960	神女峰
5	134	58880	116032	神女峰
5	134	59392	116096	神女峰
5	134	59744	115936	神女峰
5	134	60224	116288	神女峰
5	134	60064	119872	神女峰
5	134	60544	117824	神女峰
5	134	60416	120000	神女峰
5	134	60672	120352	神女峰
5	42	52608	130048	蜀南竹海
5	42	52960	128256	蜀南竹海
5	42	52928	128896	蜀南竹海
5	42	52832	130496	蜀南竹海
5	42	53600	127712	蜀南竹海
5	42	53952	126176	蜀南竹海
5	42	54688	125376	蜀南竹海
5	42	55360	123552	蜀南竹海
5	42	56512	122752	蜀南竹海
5	42	57152	122848	蜀南竹海
5	42	57664	124096	蜀南竹海
5	42	57792	124608	蜀南竹海
5	42	57984	125376	蜀南竹海
5	42	58112	126304	蜀南竹海
5	42	58080	127040	蜀南竹海
5	42	58400	127712	蜀南竹海
5	42	59968	128128	蜀南竹海
5	42	60704	128448	蜀南竹海
5	42	61312	128768	蜀南竹海
5	42	61824	128992	蜀南竹海
5	137	57856	113952	桃花源
5	137	58304	114496	桃花源
5	137	59520	114304	桃花源
5	137	60672	115168	桃花源
5	137	61568	116288	桃花源
5	137	61696	117184	桃花源
5	137	61952	118272	桃花源
5	137	61984	119008	桃花源
5	137	62016	119488	桃花源
5	137	62144	120416	桃花源
5	137	62176	121376	桃花源
5	137	62400	124128	桃花源
5	137	62560	124864	桃花源
5	49	52288	120768	天柱峰
5	49	53184	120512	天柱峰
5	49	53888	120800	天柱峰
5	49	54144	120672	天柱峰
5	49	54688	121184	天柱峰
5	49	55136	121728	天柱峰
5	49	57280	123424	天柱峰
5	49	58240	123648	天柱峰
5	121	46912	102752	武陵山
5	121	47424	102176	武陵山
5	121	47456	103168	武陵山
5	121	47936	101920	武陵山
5	121	47648	101824	武陵山
5	121	47872	102752	武陵山
5	121	47680	103104	武陵山
5	121	51328	109696	武陵山
5	97	54496	110752	响水洞
5	97	56544	115680	响水洞
5	97	57184	115904	响水洞
5	97	57600	107744	响水洞
5	97	58048	107040	响水洞
5	97	58464	107424	响水洞
5	97	58368	107776	响水洞
5	97	59200	116320	响水洞
5	97	59552	116064	响水洞
5	97	59456	116480	响水洞
5	97	59904	116416	响水洞
5	45	51552	121440	岳阳楼
5	45	51296	121728	岳阳楼
5	45	52192	122400	岳阳楼
5	45	52032	122720	岳阳楼
5	45	52800	122688	岳阳楼
5	45	53184	123168	岳阳楼
5	45	54400	123776	岳阳楼
5	45	55360	124000	岳阳楼
5	45	55744	124320	岳阳楼
5	45	56672	123968	岳阳楼
5	45	57024	123680	岳阳楼
5	45	57440	123808	岳阳楼
5	45	58048	123648	岳阳楼
5	45	58464	123456	岳阳楼
5	45	58912	123328	岳阳楼
5	45	59936	123488	岳阳楼
5	45	60320	123136	岳阳楼
5	45	60192	123456	岳阳楼
5	45	60800	124000	岳阳楼
5	5	48160	98752	江津村
5	5	48672	101696	江津村
5	5	49088	102048	江津村
5	5	51584	95104	江津村
5	5	51968	103328	江津村
5	5	52320	96640	江津村
5	5	53216	100000	江津村
5	5	53088	102080	江津村
5	5	53024	103072	江津村
5	5	52832	102816	江津村
5	5	53024	103872	江津村
5	5	53312	100576	江津村
5	5	53248	103328	江津村
5	8	50656	107424	巴陵县
5	8	51424	108800	巴陵县
5	8	51392	109952	巴陵县
5	8	51904	106560	巴陵县
5	8	52192	111296	巴陵县
5	8	52224	101248	巴陵县
5	8	54144	114016	巴陵县
5	8	54304	111520	巴陵县
5	8	54784	103840	巴陵县
5	8	55232	104800	巴陵县
5	8	56256	105760	巴陵县
5	8	56160	112480	巴陵县
5	8	56832	106912	巴陵县
5	8	56960	110080	巴陵县
5	8	56832	112480	巴陵县
5	8	57376	114528	巴陵县
5	8	58176	109792	巴陵县
5	8	58592	106848	巴陵县
5	8	59232	106560	巴陵县
5	8	59264	109280	巴陵县
5	8	59744	108192	巴陵县
5	129	54400	109216	伏流洞
5	129	54400	110112	伏流洞
5	129	54624	110016	伏流洞
5	129	55168	111584	伏流洞
5	129	55008	112832	伏流洞
5	129	55712	105184	伏流洞
5	129	55968	105152	伏流洞
5	129	55872	104992	伏流洞
5	129	55968	111328	伏流洞
5	129	56800	114016	伏流洞
5	129	57216	114048	伏流洞
5	129	57824	113664	伏流洞
5	129	58240	113312	伏流洞
5	129	59040	107168	伏流洞
5	129	59200	107168	伏流洞
5	129	59072	107424	伏流洞
5	129	58912	108416	伏流洞
5	88	50528	105152	汉水古渡
5	88	50496	108992	汉水古渡
5	88	50240	109280	汉水古渡
5	88	50592	111360	汉水古渡
5	88	50464	113696	汉水古渡
5	88	50528	116928	汉水古渡
5	88	50528	118368	汉水古渡
5	88	50592	120544	汉水古渡
5	88	50752	110048	汉水古渡
5	88	50944	115136	汉水古渡
5	88	51200	121440	汉水古渡
5	88	51520	122528	汉水古渡
5	88	51712	121824	汉水古渡
5	88	52320	124928	汉水古渡
5	88	52896	124832	汉水古渡
5	88	53696	124992	汉水古渡
5	88	54112	124928	汉水古渡
5	88	55136	124992	汉水古渡
5	88	55936	124864	汉水古渡
5	88	57376	124480	汉水古渡
5	88	58624	124608	汉水古渡
5	88	59296	125056	汉水古渡
5	88	60416	125152	汉水古渡
