ID	Category	Kind	Storage	Consume	Name	Belong	SkillLevel	Cost	ExpGain	MakeTime	AutoAppend	Produce1Genre	Produce1Detail	Produce1Parti	Produce1Level	Produce1Luck	Produce1Series	Produce1Bind	Produce1Rate	Produce2Genre	Produce2Detail	Produce2Parti	Produce2Level	Produce2Luck	Produce2Series	Produce2Bind	Produce2Rate	Produce3Genre	Produce3Detail	Produce3Parti	Produce3Level	Produce3Luck	Produce3Series	Produce3Bind	Produce3Rate	Stuff1Genre	Stuff1Detail	Stuff1Parti	Stuff1Level	Stuff1Series	Stuff1Bind	Stuff1Num	Stuff2Genre	Stuff2Detail	Stuff2Parti	Stuff2Level	Stuff2Series	Stuff2Bind	Stuff2Num	Stuff3Genre	Stuff3Detail	Stuff3Parti	Stuff3Level	Stuff3Series	Stuff3Bind	Stuff3Num	Stuff4Genre	Stuff4Detail	Stuff4Parti	Stuff4Level	Stuff4Series	Stuff4Bind	Stuff4Num	Stuff5Genre	Stuff5Detail	Stuff5Parti	Stuff5Level	Stuff5Series	Stuff5Bind	Stuff5Num	Desc
486	4	23	1	1	Bích Hoa Bào - Diên Dương	7	50	490	4900	9	1	2	3	188	6	100	4		76	2	3	388	6	100	4		20	2	3	788	6	100	4		4	22	1	6	6	0		1	22	1	6	5	0		2																						
487	4	23	1	1	Tương Như Bào - Cửu Mệnh	7	60	820	8200	9	1	2	3	189	7	100	4		76	2	3	389	7	100	4		20	2	3	789	7	100	4		4	22	1	6	7	0		1	22	1	6	6	0		2																						
488	4	23	1	1	Toàn Long Bào - Diên Dương	7	70	1400	14000	9	1	2	3	190	8	100	4		76	2	3	390	8	100	4		20	2	3	790	8	100	4		4	22	1	6	8	0		1	22	1	6	7	0		2																						
489	4	23	1	1	Hàn Sương Bào - Cửu Mệnh	7	80	1950	19500	9	1	2	3	191	9	100	4		76	2	3	391	9	100	4		20	2	3	791	9	100	4		4	22	1	6	9	0		1	22	1	6	8	0		2																						
490	4	23	1	1	Giáng Sa Bào - Hoàng Quang	7	90	3250	32500	9	1	2	3	192	10	100	4		76	2	3	392	10	100	4		20	2	3	792	10	100	4		4	22	1	6	10	0		1	22	1	6	9	0		2																						
491	4	26	1	1	Cẩm Sam - Hoàng Quang	7	1	5	50	9	1	2	3	193	1	100	4		80	2	3	393	1	100	4		20									22	1	6	1	0		1																													
492	4	26	1	1	Khởi Lệ Sam - Hoàng Quang	7	10	15	150	9	1	2	3	194	2	100	4		80	2	3	394	2	100	4		20									22	1	6	2	0		1	22	1	6	1	0		1																						
493	4	26	1	1	Tâm Ấn Sam - Hoàng Quang	7	20	40	400	9	1	2	3	195	3	100	4		76	2	3	395	3	100	4		20	2	3	795	3	100	4		4	22	1	6	3	0		1	22	1	6	2	0		1																						
494	4	26	1	1	Thanh La Sam - Cửu Mệnh	7	30	140	1400	9	1	2	3	196	4	100	4		76	2	3	396	4	100	4		20	2	3	796	4	100	4		4	22	1	6	4	0		1	22	1	6	3	0		2																						
495	4	26	1	1	Nguyệt Hoa Sam - Hoàng Quang	7	40	300	3000	9	1	2	3	197	5	100	4		76	2	3	397	5	100	4		20	2	3	797	5	100	4		4	22	1	6	5	0		1	22	1	6	4	0		2																						
496	4	26	1	1	Vân Cẩm Sam - Diên Dương	7	50	490	4900	9	1	2	3	198	6	100	4		76	2	3	398	6	100	4		20	2	3	798	6	100	4		4	22	1	6	6	0		1	22	1	6	5	0		2																						
497	4	26	1	1	Quỳnh Ngọc Sam - Cửu Mệnh	7	60	820	8200	9	1	2	3	199	7	100	4		76	2	3	399	7	100	4		20	2	3	799	7	100	4		4	22	1	6	7	0		1	22	1	6	6	0		2																						
498	4	26	1	1	Lăng La Sam - Diên Dương	7	70	1400	14000	9	1	2	3	200	8	100	4		76	2	3	400	8	100	4		20	2	3	800	8	100	4		4	22	1	6	8	0		1	22	1	6	7	0		2																						
499	4	26	1	1	Bách Điểu Sam - Cửu Mệnh	7	80	1950	19500	9	1	2	3	201	9	100	4		76	2	3	401	9	100	4		20	2	3	801	9	100	4		4	22	1	6	9	0		1	22	1	6	8	0		2																						
500	4	26	1	1	Trầm Hương Sam - Hoàng Quang	7	90	3250	32500	9	1	2	3	202	10	100	4		76	2	3	402	10	100	4		20	2	3	802	10	100	4		4	22	1	6	10	0		1	22	1	6	9	0		2																						
501	4	27	1	1	Thô Ma Yêu Đái - Hoàng Quang	7	1	5	50	9	1	2	8	1	1	100	4		80	2	8	101	1	100	4		20									22	1	6	1	0		1																													
502	4	27	1	1	Xuyết Giáp Yêu Đái - Hoàng Quang	7	10	15	150	9	1	2	8	2	2	100	4		80	2	8	102	2	100	4		20									22	1	6	2	0		1	22	1	6	1	0		1																						
503	4	27	1	1	Thanh Thú Yêu Đái - Hoàng Quang	7	20	40	400	9	1	2	8	3	3	100	4		76	2	8	103	3	100	4		20	2	8	303	3	100	4		4	22	1	6	3	0		1	22	1	6	2	0		1																						
504	4	27	1	1	Ngân Lang Yêu Đái - Cửu Mệnh	7	30	140	1400	9	1	2	8	4	4	100	4		76	2	8	104	4	100	4		20	2	8	304	4	100	4		4	22	1	6	4	0		1	22	1	6	3	0		2																						
505	4	27	1	1	Băng Trần Yêu Đái - Hoàng Quang	7	40	300	3000	9	1	2	8	5	5	100	4		76	2	8	105	5	100	4		20	2	8	305	5	100	4		4	22	1	6	5	0		1	22	1	6	4	0		2																						
506	4	27	1	1	Giáp Lam Thúc Yêu - Diên Dương	7	50	490	4900	9	1	2	8	6	6	100	4		76	2	8	106	6	100	4		20	2	8	306	6	100	4		4	22	1	6	6	0		1	22	1	6	5	0		2																						
507	4	27	1	1	Đông Hải Thúc Yêu - Cửu Mệnh	7	60	820	8200	9	1	2	8	7	7	100	4		76	2	8	107	7	100	4		20	2	8	307	7	100	4		4	22	1	6	7	0		1	22	1	6	6	0		2																						
508	4	27	1	1	Ngọa Hổ Thúc Yêu - Diên Dương	7	70	1400	14000	9	1	2	8	8	8	100	4		76	2	8	108	8	100	4		20	2	8	308	8	100	4		4	22	1	6	8	0		1	22	1	6	7	0		2																						
509	4	27	1	1	Long Bàn Thúc Yêu - Cửu Mệnh	7	80	1950	19500	9	1	2	8	9	9	100	4		76	2	8	109	9	100	4		20	2	8	309	9	100	4		4	22	1	6	9	0		1	22	1	6	8	0		2																						
510	4	27	1	1	Võ Hầu Thúc Đái - Hoàng Quang	7	90	3250	32500	9	1	2	8	10	10	100	4		76	2	8	110	10	100	4		20	2	8	310	10	100	4		4	22	1	6	10	0		1	22	1	6	9	0		2																						
511	4	28	1	1	Thanh Bố Yêu Đái - Hoàng Quang	7	1	5	50	9	1	2	8	11	1	100	4		80	2	8	111	1	100	4		20									22	1	6	1	0		1																													
512	4	28	1	1	Sĩ Nữ Yêu Đái - Hoàng Quang	7	10	15	150	9	1	2	8	12	2	100	4		80	2	8	112	2	100	4		20									22	1	6	2	0		1	22	1	6	1	0		1																						
513	4	28	1	1	Bàn Hoa Yêu Đái - Hoàng Quang	7	20	40	400	9	1	2	8	13	3	100	4		76	2	8	113	3	100	4		20	2	8	313	3	100	4		4	22	1	6	3	0		1	22	1	6	2	0		1																						
514	4	28	1	1	Tường Vi Yêu Đái - Cửu Mệnh	7	30	140	1400	9	1	2	8	14	4	100	4		76	2	8	114	4	100	4		20	2	8	314	4	100	4		4	22	1	6	4	0		1	22	1	6	3	0		2																						
515	4	28	1	1	Chu Linh Yêu Đái - Hoàng Quang	7	40	300	3000	9	1	2	8	15	5	100	4		76	2	8	115	5	100	4		20	2	8	315	5	100	4		4	22	1	6	5	0		1	22	1	6	4	0		2																						
516	4	28	1	1	Bạc Yên Ngọc Đái - Diên Dương	7	50	490	4900	9	1	2	8	16	6	100	4		76	2	8	116	6	100	4		20	2	8	316	6	100	4		4	22	1	6	6	0		1	22	1	6	5	0		2																						
517	4	28	1	1	Mẫu Đơn Ngọc Đái - Cửu Mệnh	7	60	820	8200	9	1	2	8	17	7	100	4		76	2	8	117	7	100	4		20	2	8	317	7	100	4		4	22	1	6	7	0		1	22	1	6	6	0		2																						
518	4	28	1	1	Ngạo Mai Ngọc Đái - Diên Dương	7	70	1400	14000	9	1	2	8	18	8	100	4		76	2	8	118	8	100	4		20	2	8	318	8	100	4		4	22	1	6	8	0		1	22	1	6	7	0		2																						
519	4	28	1	1	Lương Cúc Ngọc Đái - Cửu Mệnh	7	80	1950	19500	9	1	2	8	19	9	100	4		76	2	8	119	9	100	4		20	2	8	319	9	100	4		4	22	1	6	9	0		1	22	1	6	8	0		2																						
520	4	28	1	1	Việt Nữ Ngọc Đái - Hoàng Quang	7	90	3250	32500	9	1	2	8	20	10	100	4		76	2	8	120	10	100	4		20	2	8	320	10	100	4		4	22	1	6	10	0		1	22	1	6	9	0		2																						
521	1	27	1	1	Thô Ma Yêu Đái - Hoàng Quang	7	1	5	50	9	1	2	8	21	1	100	1		80	2	8	121	1	100	1		20									22	1	6	1	0		1																													
522	1	27	1	1	Xuyết Giáp Yêu Đái - Hoàng Quang	7	10	15	150	9	1	2	8	22	2	100	1		80	2	8	122	2	100	1		20									22	1	6	2	0		1	22	1	6	1	0		1																						
523	1	27	1	1	Thanh Thú Yêu Đái - Hoàng Quang	7	20	40	400	9	1	2	8	23	3	100	1		76	2	8	123	3	100	1		20	2	8	323	3	100	1		4	22	1	6	3	0		1	22	1	6	2	0		1																						
524	1	27	1	1	Ngân Lang Yêu Đái - Cửu Mệnh	7	30	110	1100	9	1	2	8	24	4	100	1		76	2	8	124	4	100	1		20	2	8	324	4	100	1		4	22	1	6	4	0		1	22	1	6	3	0		1																						
525	1	27	1	1	Băng Trần Yêu Đái - Hoàng Quang	7	40	220	2200	9	1	2	8	25	5	100	1		76	2	8	125	5	100	1		20	2	8	325	5	100	1		4	22	1	6	5	0		1	22	1	6	4	0		1																						
526	1	27	1	1	Giáp Lam Thúc Yêu - Diên Dương	7	50	350	3500	9	1	2	8	26	6	100	1		76	2	8	126	6	100	1		20	2	8	326	6	100	1		4	22	1	6	6	0		1	22	1	6	5	0		1																						
527	1	27	1	1	Đông Hải Thúc Yêu - Cửu Mệnh	7	60	610	6100	9	1	2	8	27	7	100	1		76	2	8	127	7	100	1		20	2	8	327	7	100	1		4	22	1	6	7	0		1	22	1	6	6	0		1																						
528	1	27	1	1	Ngọa Hổ Thúc Yêu - Diên Dương	7	70	1000	10000	9	1	2	8	28	8	100	1		76	2	8	128	8	100	1		20	2	8	328	8	100	1		4	22	1	6	8	0		1	22	1	6	7	0		1																						
529	1	27	1	1	Long Bàn Thúc Yêu - Cửu Mệnh	7	80	1350	13500	9	1	2	8	29	9	100	1		76	2	8	129	9	100	1		20	2	8	329	9	100	1		4	22	1	6	9	0		1	22	1	6	8	0		1																						
530	1	27	1	1	Võ Hầu Thúc Đái - Hoàng Quang	7	90	2500	25000	9	1	2	8	30	10	100	1		76	2	8	130	10	100	1		20	2	8	330	10	100	1		4	22	1	6	10	0		1	22	1	6	9	0		1																						
531	1	28	1	1	Thanh Bố Yêu Đái - Hoàng Quang	7	1	5	50	9	1	2	8	31	1	100	1		80	2	8	131	1	100	1		20									22	1	6	1	0		1																													
532	1	28	1	1	Sĩ Nữ Yêu Đái - Hoàng Quang	7	10	15	150	9	1	2	8	32	2	100	1		80	2	8	132	2	100	1		20									22	1	6	2	0		1	22	1	6	1	0		1																						
533	1	28	1	1	Bàn Hoa Yêu Đái - Hoàng Quang	7	20	40	400	9	1	2	8	33	3	100	1		76	2	8	133	3	100	1		20	2	8	333	3	100	1		4	22	1	6	3	0		1	22	1	6	2	0		1																						
534	1	28	1	1	Tường Vi Yêu Đái - Cửu Mệnh	7	30	110	1100	9	1	2	8	34	4	100	1		76	2	8	134	4	100	1		20	2	8	334	4	100	1		4	22	1	6	4	0		1	22	1	6	3	0		1																						
535	1	28	1	1	Chu Linh Yêu Đái - Hoàng Quang	7	40	220	2200	9	1	2	8	35	5	100	1		76	2	8	135	5	100	1		20	2	8	335	5	100	1		4	22	1	6	5	0		1	22	1	6	4	0		1																						
536	1	28	1	1	Bạc Yên Ngọc Đái - Diên Dương	7	50	350	3500	9	1	2	8	36	6	100	1		76	2	8	136	6	100	1		20	2	8	336	6	100	1		4	22	1	6	6	0		1	22	1	6	5	0		1																						
537	1	28	1	1	Mẫu Đơn Ngọc Đái - Cửu Mệnh	7	60	610	6100	9	1	2	8	37	7	100	1		76	2	8	137	7	100	1		20	2	8	337	7	100	1		4	22	1	6	7	0		1	22	1	6	6	0		1																						
538	1	28	1	1	Ngạo Mai Ngọc Đái - Diên Dương	7	70	1000	10000	9	1	2	8	38	8	100	1		76	2	8	138	8	100	1		20	2	8	338	8	100	1		4	22	1	6	8	0		1	22	1	6	7	0		1																						
539	1	28	1	1	Lương Cúc Ngọc Đái - Cửu Mệnh	7	80	1350	13500	9	1	2	8	39	9	100	1		76	2	8	139	9	100	1		20	2	8	339	9	100	1		4	22	1	6	9	0		1	22	1	6	8	0		1																						
540	1	28	1	1	Việt Nữ Ngọc Đái - Hoàng Quang	7	90	2500	25000	9	1	2	8	40	10	100	1		76	2	8	140	10	100	1		20	2	8	340	10	100	1		4	22	1	6	10	0		1	22	1	6	9	0		1																						
541	5	27	1	1	Thô Ma Yêu Đái - Hoàng Quang	7	1	5	50	9	1	2	8	41	1	100	5		80	2	8	141	1	100	5		20									22	1	6	1	0		1																													
542	5	27	1	1	Xuyết Giáp Yêu Đái - Hoàng Quang	7	10	15	150	9	1	2	8	42	2	100	5		80	2	8	142	2	100	5		20									22	1	6	2	0		1	22	1	6	1	0		1																						
543	5	27	1	1	Thanh Thú Yêu Đái - Hoàng Quang	7	20	40	400	9	1	2	8	43	3	100	5		76	2	8	143	3	100	5		20	2	8	343	3	100	5		4	22	1	6	3	0		1	22	1	6	2	0		1																						
544	5	27	1	1	Ngân Lang Yêu Đái - Cửu Mệnh	7	30	110	1100	9	1	2	8	44	4	100	5		76	2	8	144	4	100	5		20	2	8	344	4	100	5		4	22	1	6	4	0		1	22	1	6	3	0		1																						
545	5	27	1	1	Băng Trần Yêu Đái - Hoàng Quang	7	40	220	2200	9	1	2	8	45	5	100	5		76	2	8	145	5	100	5		20	2	8	345	5	100	5		4	22	1	6	5	0		1	22	1	6	4	0		1																						
546	5	27	1	1	Giáp Lam Thúc Yêu - Diên Dương	7	50	350	3500	9	1	2	8	46	6	100	5		76	2	8	146	6	100	5		20	2	8	346	6	100	5		4	22	1	6	6	0		1	22	1	6	5	0		1																						
547	5	27	1	1	Đông Hải Thúc Yêu - Cửu Mệnh	7	60	610	6100	9	1	2	8	47	7	100	5		76	2	8	147	7	100	5		20	2	8	347	7	100	5		4	22	1	6	7	0		1	22	1	6	6	0		1																						
548	5	27	1	1	Ngọa Hổ Thúc Yêu - Diên Dương	7	70	1000	10000	9	1	2	8	48	8	100	5		76	2	8	148	8	100	5		20	2	8	348	8	100	5		4	22	1	6	8	0		1	22	1	6	7	0		1																						
549	5	27	1	1	Long Bàn Thúc Yêu - Cửu Mệnh	7	80	1350	13500	9	1	2	8	49	9	100	5		76	2	8	149	9	100	5		20	2	8	349	9	100	5		4	22	1	6	9	0		1	22	1	6	8	0		1																						
550	5	27	1	1	Võ Hầu Thúc Đái - Hoàng Quang	7	90	2500	25000	9	1	2	8	50	10	100	5		76	2	8	150	10	100	5		20	2	8	350	10	100	5		4	22	1	6	10	0		1	22	1	6	9	0		1																						
551	5	28	1	1	Thanh Bố Yêu Đái - Hoàng Quang	7	1	5	50	9	1	2	8	51	1	100	5		80	2	8	151	1	100	5		20									22	1	6	1	0		1																													
552	5	28	1	1	Sĩ Nữ Yêu Đái - Hoàng Quang	7	10	15	150	9	1	2	8	52	2	100	5		80	2	8	152	2	100	5		20									22	1	6	2	0		1	22	1	6	1	0		1																						
553	5	28	1	1	Bàn Hoa Yêu Đái - Hoàng Quang	7	20	40	400	9	1	2	8	53	3	100	5		76	2	8	153	3	100	5		20	2	8	353	3	100	5		4	22	1	6	3	0		1	22	1	6	2	0		1																						
554	5	28	1	1	Tường Vi Yêu Đái - Cửu Mệnh	7	30	110	1100	9	1	2	8	54	4	100	5		76	2	8	154	4	100	5		20	2	8	354	4	100	5		4	22	1	6	4	0		1	22	1	6	3	0		1																						
555	5	28	1	1	Chu Linh Yêu Đái - Hoàng Quang	7	40	220	2200	9	1	2	8	55	5	100	5		76	2	8	155	5	100	5		20	2	8	355	5	100	5		4	22	1	6	5	0		1	22	1	6	4	0		1																						
556	5	28	1	1	Bạc Yên Ngọc Đái - Diên Dương	7	50	350	3500	9	1	2	8	56	6	100	5		76	2	8	156	6	100	5		20	2	8	356	6	100	5		4	22	1	6	6	0		1	22	1	6	5	0		1																						
557	5	28	1	1	Mẫu Đơn Ngọc Đái - Cửu Mệnh	7	60	610	6100	9	1	2	8	57	7	100	5		76	2	8	157	7	100	5		20	2	8	357	7	100	5		4	22	1	6	7	0		1	22	1	6	6	0		1																						
558	5	28	1	1	Ngạo Mai Ngọc Đái - Diên Dương	7	70	1000	10000	9	1	2	8	58	8	100	5		76	2	8	158	8	100	5		20	2	8	358	8	100	5		4	22	1	6	8	0		1	22	1	6	7	0		1																						
559	5	28	1	1	Lương Cúc Ngọc Đái - Cửu Mệnh	7	80	1350	13500	9	1	2	8	59	9	100	5		76	2	8	159	9	100	5		20	2	8	359	9	100	5		4	22	1	6	9	0		1	22	1	6	8	0		1																						
560	5	28	1	1	Việt Nữ Ngọc Đái - Hoàng Quang	7	90	2500	25000	9	1	2	8	60	10	100	5		76	2	8	160	10	100	5		20	2	8	360	10	100	5		4	22	1	6	10	0		1	22	1	6	9	0		1																						
561	3	27	1	1	Thô Ma Yêu Đái - Hoàng Quang	7	1	5	50	9	1	2	8	61	1	100	3		80	2	8	161	1	100	3		20									22	1	6	1	0		1																													
562	3	27	1	1	Xuyết Giáp Yêu Đái - Hoàng Quang	7	10	15	150	9	1	2	8	62	2	100	3		80	2	8	162	2	100	3		20									22	1	6	2	0		1	22	1	6	1	0		1																						
563	3	27	1	1	Thanh Thú Yêu Đái - Hoàng Quang	7	20	40	400	9	1	2	8	63	3	100	3		76	2	8	163	3	100	3		20	2	8	363	3	100	3		4	22	1	6	3	0		1	22	1	6	2	0		1																						
564	3	27	1	1	Ngân Lang Yêu Đái - Cửu Mệnh	7	30	110	1100	9	1	2	8	64	4	100	3		76	2	8	164	4	100	3		20	2	8	364	4	100	3		4	22	1	6	4	0		1	22	1	6	3	0		1																						
565	3	27	1	1	Băng Trần Yêu Đái - Hoàng Quang	7	40	220	2200	9	1	2	8	65	5	100	3		76	2	8	165	5	100	3		20	2	8	365	5	100	3		4	22	1	6	5	0		1	22	1	6	4	0		1																						
566	3	27	1	1	Giáp Lam Thúc Yêu - Diên Dương	7	50	350	3500	9	1	2	8	66	6	100	3		76	2	8	166	6	100	3		20	2	8	366	6	100	3		4	22	1	6	6	0		1	22	1	6	5	0		1																						
567	3	27	1	1	Đông Hải Thúc Yêu - Cửu Mệnh	7	60	610	6100	9	1	2	8	67	7	100	3		76	2	8	167	7	100	3		20	2	8	367	7	100	3		4	22	1	6	7	0		1	22	1	6	6	0		1																						
568	3	27	1	1	Ngọa Hổ Thúc Yêu - Diên Dương	7	70	1000	10000	9	1	2	8	68	8	100	3		76	2	8	168	8	100	3		20	2	8	368	8	100	3		4	22	1	6	8	0		1	22	1	6	7	0		1																						
569	3	27	1	1	Long Bàn Thúc Yêu - Cửu Mệnh	7	80	1350	13500	9	1	2	8	69	9	100	3		76	2	8	169	9	100	3		20	2	8	369	9	100	3		4	22	1	6	9	0		1	22	1	6	8	0		1																						
570	3	27	1	1	Võ Hầu Thúc Đái - Hoàng Quang	7	90	2500	25000	9	1	2	8	70	10	100	3		76	2	8	170	10	100	3		20	2	8	370	10	100	3		4	22	1	6	10	0		1	22	1	6	9	0		1																						
571	3	28	1	1	Thanh Bố Yêu Đái - Hoàng Quang	7	1	5	50	9	1	2	8	71	1	100	3		80	2	8	171	1	100	3		20									22	1	6	1	0		1																													
572	3	28	1	1	Sĩ Nữ Yêu Đái - Hoàng Quang	7	10	15	150	9	1	2	8	72	2	100	3		80	2	8	172	2	100	3		20									22	1	6	2	0		1	22	1	6	1	0		1																						
573	3	28	1	1	Bàn Hoa Yêu Đái - Hoàng Quang	7	20	40	400	9	1	2	8	73	3	100	3		76	2	8	173	3	100	3		20	2	8	373	3	100	3		4	22	1	6	3	0		1	22	1	6	2	0		1																						
574	3	28	1	1	Tường Vi Yêu Đái - Cửu Mệnh	7	30	110	1100	9	1	2	8	74	4	100	3		76	2	8	174	4	100	3		20	2	8	374	4	100	3		4	22	1	6	4	0		1	22	1	6	3	0		1																						
575	3	28	1	1	Chu Linh Yêu Đái - Hoàng Quang	7	40	220	2200	9	1	2	8	75	5	100	3		76	2	8	175	5	100	3		20	2	8	375	5	100	3		4	22	1	6	5	0		1	22	1	6	4	0		1																						
576	3	28	1	1	Bạc Yên Ngọc Đái - Diên Dương	7	50	350	3500	9	1	2	8	76	6	100	3		76	2	8	176	6	100	3		20	2	8	376	6	100	3		4	22	1	6	6	0		1	22	1	6	5	0		1																						
577	3	28	1	1	Mẫu Đơn Ngọc Đái - Cửu Mệnh	7	60	610	6100	9	1	2	8	77	7	100	3		76	2	8	177	7	100	3		20	2	8	377	7	100	3		4	22	1	6	7	0		1	22	1	6	6	0		1																						
578	3	28	1	1	Ngạo Mai Ngọc Đái - Diên Dương	7	70	1000	10000	9	1	2	8	78	8	100	3		76	2	8	178	8	100	3		20	2	8	378	8	100	3		4	22	1	6	8	0		1	22	1	6	7	0		1																						
579	3	28	1	1	Lương Cúc Ngọc Đái - Cửu Mệnh	7	80	1350	13500	9	1	2	8	79	9	100	3		76	2	8	179	9	100	3		20	2	8	379	9	100	3		4	22	1	6	9	0		1	22	1	6	8	0		1																						
580	3	28	1	1	Việt Nữ Ngọc Đái - Hoàng Quang	7	90	2500	25000	9	1	2	8	80	10	100	3		76	2	8	180	10	100	3		20	2	8	380	10	100	3		4	22	1	6	10	0		1	22	1	6	9	0		1																						
581	2	27	1	1	Thô Ma Yêu Đái - Hoàng Quang	7	1	5	50	9	1	2	8	81	1	100	2		80	2	8	181	1	100	2		20									22	1	6	1	0		1																													
582	2	27	1	1	Xuyết Giáp Yêu Đái - Hoàng Quang	7	10	15	150	9	1	2	8	82	2	100	2		80	2	8	182	2	100	2		20									22	1	6	2	0		1	22	1	6	1	0		1																						
583	2	27	1	1	Thanh Thú Yêu Đái - Hoàng Quang	7	20	40	400	9	1	2	8	83	3	100	2		76	2	8	183	3	100	2		20	2	8	383	3	100	2		4	22	1	6	3	0		1	22	1	6	2	0		1																						
584	2	27	1	1	Ngân Lang Yêu Đái - Cửu Mệnh	7	30	110	1100	9	1	2	8	84	4	100	2		76	2	8	184	4	100	2		20	2	8	384	4	100	2		4	22	1	6	4	0		1	22	1	6	3	0		1																						
585	2	27	1	1	Băng Trần Yêu Đái - Hoàng Quang	7	40	220	2200	9	1	2	8	85	5	100	2		76	2	8	185	5	100	2		20	2	8	385	5	100	2		4	22	1	6	5	0		1	22	1	6	4	0		1																						
586	2	27	1	1	Giáp Lam Thúc Yêu - Diên Dương	7	50	350	3500	9	1	2	8	86	6	100	2		76	2	8	186	6	100	2		20	2	8	386	6	100	2		4	22	1	6	6	0		1	22	1	6	5	0		1																						
587	2	27	1	1	Đông Hải Thúc Yêu - Cửu Mệnh	7	60	610	6100	9	1	2	8	87	7	100	2		76	2	8	187	7	100	2		20	2	8	387	7	100	2		4	22	1	6	7	0		1	22	1	6	6	0		1																						
588	2	27	1	1	Ngọa Hổ Thúc Yêu - Diên Dương	7	70	1000	10000	9	1	2	8	88	8	100	2		76	2	8	188	8	100	2		20	2	8	388	8	100	2		4	22	1	6	8	0		1	22	1	6	7	0		1																						
589	2	27	1	1	Long Bàn Thúc Yêu - Cửu Mệnh	7	80	1350	13500	9	1	2	8	89	9	100	2		76	2	8	189	9	100	2		20	2	8	389	9	100	2		4	22	1	6	9	0		1	22	1	6	8	0		1																						
590	2	27	1	1	Võ Hầu Thúc Đái - Hoàng Quang	7	90	2500	25000	9	1	2	8	90	10	100	2		76	2	8	190	10	100	2		20	2	8	390	10	100	2		4	22	1	6	10	0		1	22	1	6	9	0		1																						
591	2	28	1	1	Thanh Bố Yêu Đái - Hoàng Quang	7	1	5	50	9	1	2	8	91	1	100	2		80	2	8	191	1	100	2		20									22	1	6	1	0		1																													
592	2	28	1	1	Sĩ Nữ Yêu Đái - Hoàng Quang	7	10	15	150	9	1	2	8	92	2	100	2		80	2	8	192	2	100	2		20									22	1	6	2	0		1	22	1	6	1	0		1																						
593	2	28	1	1	Bàn Hoa Yêu Đái - Hoàng Quang	7	20	40	400	9	1	2	8	93	3	100	2		76	2	8	193	3	100	2		20	2	8	393	3	100	2		4	22	1	6	3	0		1	22	1	6	2	0		1																						
594	2	28	1	1	Tường Vi Yêu Đái - Cửu Mệnh	7	30	110	1100	9	1	2	8	94	4	100	2		76	2	8	194	4	100	2		20	2	8	394	4	100	2		4	22	1	6	4	0		1	22	1	6	3	0		1																						
595	2	28	1	1	Chu Linh Yêu Đái - Hoàng Quang	7	40	220	2200	9	1	2	8	95	5	100	2		76	2	8	195	5	100	2		20	2	8	395	5	100	2		4	22	1	6	5	0		1	22	1	6	4	0		1																						
596	2	28	1	1	Bạc Yên Ngọc Đái - Diên Dương	7	50	350	3500	9	1	2	8	96	6	100	2		76	2	8	196	6	100	2		20	2	8	396	6	100	2		4	22	1	6	6	0		1	22	1	6	5	0		1																						
597	2	28	1	1	Mẫu Đơn Ngọc Đái - Cửu Mệnh	7	60	610	6100	9	1	2	8	97	7	100	2		76	2	8	197	7	100	2		20	2	8	397	7	100	2		4	22	1	6	7	0		1	22	1	6	6	0		1																						
598	2	28	1	1	Ngạo Mai Ngọc Đái - Diên Dương	7	70	1000	10000	9	1	2	8	98	8	100	2		76	2	8	198	8	100	2		20	2	8	398	8	100	2		4	22	1	6	8	0		1	22	1	6	7	0		1																						
599	2	28	1	1	Lương Cúc Ngọc Đái - Cửu Mệnh	7	80	1350	13500	9	1	2	8	99	9	100	2		76	2	8	199	9	100	2		20	2	8	399	9	100	2		4	22	1	6	9	0		1	22	1	6	8	0		1																						
600	2	28	1	1	Việt Nữ Ngọc Đái - Hoàng Quang	7	90	2500	25000	9	1	2	8	100	10	100	2		76	2	8	200	10	100	2		20	2	8	400	10	100	2		4	22	1	6	10	0		1	22	1	6	9	0		1																						
601	3	29	1	1	Trường Ngoa - Diên Dương	7	1	5	50	9	1	2	7	3	1	100	3		80	2	7	103	1	100	3		20									22	1	18	1	0		1																													
602	3	29	1	1	Ô Cách Ngoa - Diên Dương	7	10	15	150	9	1	2	7	4	2	100	3		80	2	7	104	2	100	3		20									22	1	18	2	0		1	22	1	18	1	0		1																						
603	3	29	1	1	Thị Vệ Ngoa - Diên Dương	7	20	40	400	9	1	2	7	5	3	100	3		76	2	7	105	3	100	3		20	2	7	305	3	100	3		4	22	1	18	3	0		1	22	1	18	2	0		1																						
604	3	29	1	1	Khảm Giáp Ngoa - Hoàng Quang	7	30	110	1100	9	1	2	7	6	4	100	3		76	2	7	106	4	100	3		20	2	7	306	4	100	3		4	22	1	18	4	0		1	22	1	18	3	0		1																						
605	3	29	1	1	Thần Hành Ngoa - Diên Dương	7	40	220	2200	9	1	2	7	7	5	100	3		76	2	7	107	5	100	3		20	2	7	307	5	100	3		4	22	1	18	5	0		1	22	1	18	4	0		1																						
606	3	29	1	1	Phi Vũ Ngoa - Tật Phong	7	50	350	3500	9	1	2	7	8	6	100	3		76	2	7	108	6	100	3		20	2	7	308	6	100	3		4	22	1	18	6	0		1	22	1	18	5	0		1																						
