Name	Kind	kind3	kind2	kind7	kind4	kind5	kind6	SuiteID	bVN	b2	Category	Genre	DetailType	ParticularType	Level
Kim Cô Bổng	Trang bị tím PVE_hệ cách đấu_Thủy_Côn	Hệ cách đấu		Hệ Thủy		4	pve				14	2	1	1082	10
Yển Nguyệt Đao	Trang bị tím PVE_hệ cách đấu_Thủy_Đao	Hệ cách đấu		Hệ Thủy		4	pve				13	2	1	1083	10
Long Uyên Kiếm	Trang bị tím PVE_hệ cách đấu_Thủy_Kiếm	Hệ cách đấu		Hệ Thủy		4	pve				12	2	1	1084	10
Phá Thiên Kích	Trang bị tím PVE_hệ cách đấu_Thủy_Thương	Hệ cách đấu		Hệ Thủy		4	pve				15	2	1	1085	10
Phá Thiên Chùy	Trang bị tím PVE_hệ cách đấu_Thủy_Chùy	Hệ cách đấu		Hệ Thủy		4	pve				16	2	1	1086	10
Kim Cô Bổng	Trang bị tím PVE_hệ cách đấu_Hỏa_Côn	Hệ cách đấu		Hệ Hỏa		4	pve				14	2	1	1087	10
Yển Nguyệt Đao	Trang bị tím PVE_hệ cách đấu_Hỏa_Đao	Hệ cách đấu		Hệ Hỏa		4	pve				13	2	1	1088	10
Long Uyên Kiếm	Trang bị tím PVE_hệ cách đấu_Hỏa_Kiếm	Hệ cách đấu		Hệ Hỏa		4	pve				12	2	1	1089	10
Phá Thiên Kích	Trang bị tím PVE_hệ cách đấu_Hỏa_Thương	Hệ cách đấu		Hệ Hỏa		4	pve				15	2	1	1090	10
Phá Thiên Chùy	Trang bị tím PVE_hệ cách đấu_Hỏa_Chùy	Hệ cách đấu		Hệ Hỏa		4	pve				16	2	1	1091	10
Thanh Long Triền Thủ	Trang bị tím PVE_hệ cách đấu_Hỏa_Thủ	Hệ cách đấu		Hệ Hỏa		4	pve				11	2	1	1092	10
Kim Cô Bổng	Trang bị tím PVE_hệ cách đấu_Thổ_Côn	Hệ cách đấu		Hệ Thổ		4	pve				14	2	1	1093	10
Yển Nguyệt Đao	Trang bị tím PVE_hệ cách đấu_Thổ_Đao	Hệ cách đấu		Hệ Thổ		4	pve				13	2	1	1094	10
Long Uyên Kiếm	Trang bị tím PVE_hệ cách đấu_Thổ_Kiếm	Hệ cách đấu		Hệ Thổ		4	pve				12	2	1	1095	10
Phá Thiên Kích	Trang bị tím PVE_hệ cách đấu_Thổ_Thương	Hệ cách đấu		Hệ Thổ		4	pve				15	2	1	1096	10
Phá Thiên Chùy	Trang bị tím PVE_hệ cách đấu_Thổ_Chùy	Hệ cách đấu		Hệ Thổ		4	pve				16	2	1	1097	10
Thanh Long Triền Thủ	Trang bị tím PVE_hệ cách đấu_Thổ_Thủ	Hệ cách đấu		Hệ Thổ		4	pve				11	2	1	1098	10
Long Uyên Kiếm	Trang bị tím PVE_hệ ngoại công_Kim_Kiếm	Hệ ngoại công		Hệ Kim		4	pve				12	2	1	1099	10
Phá Thiên Kích	Trang bị tím PVE_hệ ngoại công_Kim_Thương	Hệ ngoại công		Hệ Kim		4	pve				15	2	1	1100	10
Phá Thiên Chùy	Trang bị tím PVE_hệ ngoại công_Kim_Chùy	Hệ ngoại công		Hệ Kim		4	pve				16	2	1	1101	10
Thanh Long Triền Thủ	Trang bị tím PVE_hệ ngoại công_Kim_Thủ	Hệ ngoại công		Hệ Kim		4	pve				11	2	1	1102	10
Kim Cô Bổng	Trang bị tím PVE_Hệ ngoại công_Mộc_Côn	Hệ ngoại công		Hệ Mộc		4	pve				14	2	1	1103	10
Long Uyên Kiếm	Trang bị tím PVE_Hệ ngoại công_Mộc_Kiếm	Hệ ngoại công		Hệ Mộc		4	pve				12	2	1	1104	10
Phá Thiên Kích	Trang bị tím PVE_Hệ ngoại công_Mộc_Thương	Hệ ngoại công		Hệ Mộc		4	pve				15	2	1	1105	10
Phá Thiên Chùy	Trang bị tím PVE_Hệ ngoại công_Mộc_Chùy	Hệ ngoại công		Hệ Mộc		4	pve				16	2	1	1106	10
Thanh Long Triền Thủ	Trang bị tím PVE_Hệ ngoại công_Mộc_Thủ	Hệ ngoại công		Hệ Mộc		4	pve				11	2	1	1107	10
Kim Cô Bổng	Trang bị tím PVE_Hệ ngoại công_Thủy_Côn	Hệ ngoại công		Hệ Thủy		4	pve				14	2	1	1108	10
Long Uyên Kiếm	Trang bị tím PVE_Hệ ngoại công_Thủy_Kiếm	Hệ ngoại công		Hệ Thủy		4	pve				12	2	1	1109	10
Phá Thiên Kích	Trang bị tím PVE_Hệ ngoại công_Thủy_Thương	Hệ ngoại công		Hệ Thủy		4	pve				15	2	1	1110	10
Phá Thiên Chùy	Trang bị tím PVE_Hệ ngoại công_Thủy_Chùy	Hệ ngoại công		Hệ Thủy		4	pve				16	2	1	1111	10
Thanh Long Triền Thủ	Trang bị tím PVE_Hệ ngoại công_Thủy_Thủ	Hệ ngoại công		Hệ Thủy		4	pve				11	2	1	1112	10
Yển Nguyệt Đao	Trang bị tím PVE_Hệ ngoại công_Hỏa_Đao	Hệ ngoại công		Hệ Hỏa		4	pve				13	2	1	1113	10
Long Uyên Kiếm	Trang bị tím PVE_Hệ ngoại công_Hỏa_Kiếm	Hệ ngoại công		Hệ Hỏa		4	pve				12	2	1	1114	10
Phá Thiên Chùy	Trang bị tím PVE_Hệ ngoại công_Hỏa_Chùy	Hệ ngoại công		Hệ Hỏa		4	pve				16	2	1	1115	10
Thanh Long Triền Thủ	Trang bị tím PVE_Hệ ngoại công_Hỏa_Thủ	Hệ ngoại công		Hệ Hỏa		4	pve				11	2	1	1116	10
Kim Cô Bổng	Trang bị tím PVE_Hệ ngoại công_Thổ_Côn	Hệ ngoại công		Hệ Thổ		4	pve				14	2	1	1117	10
Phá Thiên Kích	Trang bị tím PVE_Hệ ngoại công_Thổ_Thương	Hệ ngoại công		Hệ Thổ		4	pve				15	2	1	1118	10
Phá Thiên Chùy	Trang bị tím PVE_Hệ ngoại công_Thổ_Chùy	Hệ ngoại công		Hệ Thổ		4	pve				16	2	1	1119	10
Thanh Long Triền Thủ	Trang bị tím PVE_Hệ ngoại công_Thổ_Thủ	Hệ ngoại công		Hệ Thổ		4	pve				11	2	1	1120	10
Kim Cô Bổng	Trang bị tím PVE_Hệ nội công_Kim_Côn	Hệ nội công		Hệ Kim		4	pve				14	2	1	1121	10
Yển Nguyệt Đao	Trang bị tím PVE_Hệ nội công_Kim_Đao	Hệ nội công		Hệ Kim		4	pve				13	2	1	1122	10
Long Uyên Kiếm	Trang bị tím PVE_Hệ nội công_Kim_Kiếm	Hệ nội công		Hệ Kim		4	pve				12	2	1	1123	10
Phá Thiên Kích	Trang bị tím PVE_Hệ nội công_Kim_Thương	Hệ nội công		Hệ Kim		4	pve				15	2	1	1124	10
Phá Thiên Chùy	Trang bị tím PVE_Hệ nội công_Kim_Chùy	Hệ nội công		Hệ Kim		4	pve				16	2	1	1125	10
Thanh Long Triền Thủ	Trang bị tím PVE_Hệ nội công_Kim_Thủ	Hệ nội công		Hệ Kim		4	pve				11	2	1	1126	10
Kim Cô Bổng	Trang bị tím PVE_Hệ nội công_Mộc_Côn	Hệ nội công		Hệ Mộc		4	pve				14	2	1	1127	10
Yển Nguyệt Đao	Trang bị tím PVE_Hệ nội công_Mộc_Đao	Hệ nội công		Hệ Mộc		4	pve				13	2	1	1128	10
Phá Thiên Kích	Trang bị tím PVE_Hệ nội công_Mộc_Thương	Hệ nội công		Hệ Mộc		4	pve				15	2	1	1129	10
Phá Thiên Chùy	Trang bị tím PVE_Hệ nội công_Mộc_Chùy	Hệ nội công		Hệ Mộc		4	pve				16	2	1	1130	10
Kim Cô Bổng	Trang bị tím PVE_Hệ nội công_Thủy_Côn	Hệ nội công		Hệ Thủy		4	pve				14	2	1	1131	10
Yển Nguyệt Đao	Trang bị tím PVE_Hệ nội công_Thủy_Đao	Hệ nội công		Hệ Thủy		4	pve				13	2	1	1132	10
Phá Thiên Kích	Trang bị tím PVE_Hệ nội công_Thủy_Thương	Hệ nội công		Hệ Thủy		4	pve				15	2	1	1133	10
Phá Thiên Chùy	Trang bị tím PVE_Hệ nội công_Thủy_Chùy	Hệ nội công		Hệ Thủy		4	pve				16	2	1	1134	10
Kim Cô Bổng	Trang bị tím PVE_Hệ nội công_Hỏa_Côn	Hệ nội công		Hệ Hỏa		4	pve				14	2	1	1135	10
Long Uyên Kiếm	Trang bị tím PVE_Hệ nội công_Hỏa_Kiếm	Hệ nội công		Hệ Hỏa		4	pve				12	2	1	1136	10
Phá Thiên Kích	Trang bị tím PVE_Hệ nội công_Hỏa_Thương	Hệ nội công		Hệ Hỏa		4	pve				15	2	1	1137	10
Phá Thiên Chùy	Trang bị tím PVE_Hệ nội công_Hỏa_Chùy	Hệ nội công		Hệ Hỏa		4	pve				16	2	1	1138	10
Kim Cô Bổng	Trang bị tím PVE_Hệ nội công_Thổ_Côn	Hệ nội công		Hệ Thổ		4	pve				14	2	1	1139	10
Yển Nguyệt Đao	Trang bị tím PVE_Hệ nội công_Thổ_Đao	Hệ nội công		Hệ Thổ		4	pve				13	2	1	1140	10
Phá Thiên Kích	Trang bị tím PVE_Hệ nội công_Thổ_Thương	Hệ nội công		Hệ Thổ		4	pve				15	2	1	1141	10
Phá Thiên Chùy	Trang bị tím PVE_Hệ nội công_Thổ_Chùy	Hệ nội công		Hệ Thổ		4	pve				16	2	1	1142	10
Thanh Long Triền Thủ	Trang bị tím PVE_Hệ nội công_Thổ_Thủ	Hệ nội công		Hệ Thổ		4	pve				11	2	1	1143	10
Kim Cô Bổng	Trang bị cam PVE_Hệ cách đấu_Kim_Côn	Hệ cách đấu		Hệ Kim		5	pve				14	2	1	1144	10
Yển Nguyệt Đao	Trang bị cam PVE_Hệ cách đấu_Kim_Đao	Hệ cách đấu		Hệ Kim		5	pve				13	2	1	1145	10
Long Uyên Kiếm	Trang bị cam PVE_Hệ cách đấu_Kim_Kiếm	Hệ cách đấu		Hệ Kim		5	pve				12	2	1	1146	10
Thanh Long Triền Thủ	Trang bị cam PVE_Hệ cách đấu_Kim_Thủ	Hệ cách đấu		Hệ Kim		5	pve				11	2	1	1147	10
Kim Cô Bổng	Trang bị cam PVE_Hệ cách đấu_Mộc_Côn	Hệ cách đấu		Hệ Mộc		5	pve				14	2	1	1148	10
Yển Nguyệt Đao	Trang bị cam PVE_Hệ cách đấu_Mộc_Đao	Hệ cách đấu		Hệ Mộc		5	pve				13	2	1	1149	10
Long Uyên Kiếm	Trang bị cam PVE_Hệ cách đấu_Mộc_Kiếm	Hệ cách đấu		Hệ Mộc		5	pve				12	2	1	1150	10
Phá Thiên Kích	Trang bị cam PVE_Hệ cách đấu_Mộc_Thương	Hệ cách đấu		Hệ Mộc		5	pve				15	2	1	1151	10
Thanh Long Triền Thủ	Trang bị cam PVE_Hệ cách đấu_Mộc_Thủ	Hệ cách đấu		Hệ Mộc		5	pve				11	2	1	1152	10
Kim Cô Bổng	Trang bị cam PVE_Hệ cách đấu_Thủy_Côn	Hệ cách đấu		Hệ Thủy		5	pve				14	2	1	1153	10
Yển Nguyệt Đao	Trang bị cam PVE_Hệ cách đấu_Thủy_Đao	Hệ cách đấu		Hệ Thủy		5	pve				13	2	1	1154	10
Long Uyên Kiếm	Trang bị cam PVE_Hệ cách đấu_Thủy_Kiếm	Hệ cách đấu		Hệ Thủy		5	pve				12	2	1	1155	10
Phá Thiên Kích	Trang bị cam PVE_Hệ cách đấu_Thủy_Thương	Hệ cách đấu		Hệ Thủy		5	pve				15	2	1	1156	10
Phá Thiên Chùy	Trang bị cam PVE_Hệ cách đấu_Thủy_Chùy	Hệ cách đấu		Hệ Thủy		5	pve				16	2	1	1157	10
Kim Cô Bổng	Trang bị cam PVE_Hệ cách đấu_Hỏa_Côn	Hệ cách đấu		Hệ Hỏa		5	pve				14	2	1	1158	10
Yển Nguyệt Đao	Trang bị cam PVE_Hệ cách đấu_Hỏa_Đao	Hệ cách đấu		Hệ Hỏa		5	pve				13	2	1	1159	10
Long Uyên Kiếm	Trang bị cam PVE_Hệ cách đấu_Hỏa_Kiếm	Hệ cách đấu		Hệ Hỏa		5	pve				12	2	1	1160	10
Phá Thiên Kích	Trang bị cam PVE_Hệ cách đấu_Hỏa_Thương	Hệ cách đấu		Hệ Hỏa		5	pve				15	2	1	1161	10
Phá Thiên Chùy	Trang bị cam PVE_Hệ cách đấu_Hỏa_Chùy	Hệ cách đấu		Hệ Hỏa		5	pve				16	2	1	1162	10
Thanh Long Triền Thủ	Trang bị cam PVE_Hệ cách đấu_Hỏa_Thủ	Hệ cách đấu		Hệ Hỏa		5	pve				11	2	1	1163	10
Kim Cô Bổng	Trang bị cam PVE_Hệ cách đấu_Thổ_Côn	Hệ cách đấu		Hệ Thổ		5	pve				14	2	1	1164	10
Yển Nguyệt Đao	Trang bị cam PVE_Hệ cách đấu_Thổ_Đao	Hệ cách đấu		Hệ Thổ		5	pve				13	2	1	1165	10
Long Uyên Kiếm	Trang bị cam PVE_Hệ cách đấu_Thổ_Kiếm	Hệ cách đấu		Hệ Thổ		5	pve				12	2	1	1166	10
Phá Thiên Kích	Trang bị cam PVE_Hệ cách đấu_Thổ_Thương	Hệ cách đấu		Hệ Thổ		5	pve				15	2	1	1167	10
Phá Thiên Chùy	Trang bị cam PVE_Hệ cách đấu_Thổ_Chùy	Hệ cách đấu		Hệ Thổ		5	pve				16	2	1	1168	10
Thanh Long Triền Thủ	Trang bị cam PVE_Hệ cách đấu_Thổ_Thủ	Hệ cách đấu		Hệ Thổ		5	pve				11	2	1	1169	10
Long Uyên Kiếm	Trang bị cam PVE_Hệ ngoại công_Kim_Kiếm	Hệ ngoại công		Hệ Kim		5	pve				12	2	1	1170	10
Phá Thiên Kích	Trang bị cam PVE_Hệ ngoại công_Kim_Thương	Hệ ngoại công		Hệ Kim		5	pve				15	2	1	1171	10
Phá Thiên Chùy	Trang bị cam PVE_Hệ ngoại công_Kim_Chùy	Hệ ngoại công		Hệ Kim		5	pve				16	2	1	1172	10
Thanh Long Triền Thủ	Trang bị cam PVE_Hệ ngoại công_Kim_Thủ	Hệ ngoại công		Hệ Kim		5	pve				11	2	1	1173	10
Kim Cô Bổng	Trang bị cam PVE_Hệ ngoại công_Mộc_Côn	Hệ ngoại công		Hệ Mộc		5	pve				14	2	1	1174	10
Long Uyên Kiếm	Trang bị cam PVE_Hệ ngoại công_Mộc_Kiếm	Hệ ngoại công		Hệ Mộc		5	pve				12	2	1	1175	10
Phá Thiên Kích	Trang bị cam PVE_Hệ ngoại công_Mộc_Thương	Hệ ngoại công		Hệ Mộc		5	pve				15	2	1	1176	10
Phá Thiên Chùy	Trang bị cam PVE_Hệ ngoại công_Mộc_Chùy	Hệ ngoại công		Hệ Mộc		5	pve				16	2	1	1177	10
Thanh Long Triền Thủ	Trang bị cam PVE_Hệ ngoại công_Mộc_Thủ	Hệ ngoại công		Hệ Mộc		5	pve				11	2	1	1178	10
Kim Cô Bổng	Trang bị cam PVE_Hệ ngoại công_Thủy_Côn	Hệ ngoại công		Hệ Thủy		5	pve				14	2	1	1179	10
Long Uyên Kiếm	Trang bị cam PVE_Hệ ngoại công_Thủy_Kiếm	Hệ ngoại công		Hệ Thủy		5	pve				12	2	1	1180	10
Phá Thiên Kích	Trang bị cam PVE_Hệ ngoại công_Thủy_Thương	Hệ ngoại công		Hệ Thủy		5	pve				15	2	1	1181	10
Phá Thiên Chùy	Trang bị cam PVE_Hệ ngoại công_Thủy_Chùy	Hệ ngoại công		Hệ Thủy		5	pve				16	2	1	1182	10
Thanh Long Triền Thủ	Trang bị cam PVE_Hệ ngoại công_Thủy_Thủ	Hệ ngoại công		Hệ Thủy		5	pve				11	2	1	1183	10
Yển Nguyệt Đao	Trang bị cam PVE_Hệ ngoại công_Hỏa_Đao	Hệ ngoại công		Hệ Hỏa		5	pve				13	2	1	1184	10
Long Uyên Kiếm	Trang bị cam PVE_Hệ ngoại công_Hỏa_Kiếm	Hệ ngoại công		Hệ Hỏa		5	pve				12	2	1	1185	10
Phá Thiên Chùy	Trang bị cam PVE_Hệ ngoại công_Hỏa_Chùy	Hệ ngoại công		Hệ Hỏa		5	pve				16	2	1	1186	10
Thanh Long Triền Thủ	Trang bị cam PVE_Hệ ngoại công_Hỏa_Thủ	Hệ ngoại công		Hệ Hỏa		5	pve				11	2	1	1187	10
Kim Cô Bổng	Trang bị cam PVE_Hệ ngoại công_Thổ_Côn	Hệ ngoại công		Hệ Thổ		5	pve				14	2	1	1188	10
Phá Thiên Kích	Trang bị cam PVE_Hệ ngoại công_Thổ_Thương	Hệ ngoại công		Hệ Thổ		5	pve				15	2	1	1189	10
Phá Thiên Chùy	Trang bị cam PVE_Hệ ngoại công_Thổ_Chùy	Hệ ngoại công		Hệ Thổ		5	pve				16	2	1	1190	10
Thanh Long Triền Thủ	Trang bị cam PVE_Hệ ngoại công_Thổ_Thủ	Hệ ngoại công		Hệ Thổ		5	pve				11	2	1	1191	10
Kim Cô Bổng	Trang bị cam PVE_Hệ nội công_Kim_Côn	Hệ nội công		Hệ Kim		5	pve				14	2	1	1192	10
Yển Nguyệt Đao	Trang bị cam PVE_Hệ nội công_Kim_Đao	Hệ nội công		Hệ Kim		5	pve				13	2	1	1193	10
Long Uyên Kiếm	Trang bị cam PVE_Hệ nội công_Kim_Kiếm	Hệ nội công		Hệ Kim		5	pve				12	2	1	1194	10
Phá Thiên Kích	Trang bị cam PVE_Hệ nội công_Kim_Thương	Hệ nội công		Hệ Kim		5	pve				15	2	1	1195	10
Phá Thiên Chùy	Trang bị cam PVE_Hệ nội công_Kim_Chùy	Hệ nội công		Hệ Kim		5	pve				16	2	1	1196	10
Thanh Long Triền Thủ	Trang bị cam PVE_Hệ nội công_Kim_Thủ	Hệ nội công		Hệ Kim		5	pve				11	2	1	1197	10
Kim Cô Bổng	Trang bị cam PVE_Hệ nội công_Mộc_Côn	Hệ nội công		Hệ Mộc		5	pve				14	2	1	1198	10
Yển Nguyệt Đao	Trang bị cam PVE_Hệ nội công_Mộc_Đao	Hệ nội công		Hệ Mộc		5	pve				13	2	1	1199	10
Phá Thiên Kích	Trang bị cam PVE_Hệ nội công_Mộc_Thương	Hệ nội công		Hệ Mộc		5	pve				15	2	1	1200	10
Phá Thiên Chùy	Trang bị cam PVE_Hệ nội công_Mộc_Chùy	Hệ nội công		Hệ Mộc		5	pve				16	2	1	1201	10
Kim Cô Bổng	Trang bị cam PVE_Hệ nội công_Thủy_Côn	Hệ nội công		Hệ Thủy		5	pve				14	2	1	1202	10
Yển Nguyệt Đao	Trang bị cam PVE_Hệ nội công_Thủy_Đao	Hệ nội công		Hệ Thủy		5	pve				13	2	1	1203	10
Phá Thiên Kích	Trang bị cam PVE_Hệ nội công_Thủy_Thương	Hệ nội công		Hệ Thủy		5	pve				15	2	1	1204	10
Phá Thiên Chùy	Trang bị cam PVE_Hệ nội công_Thủy_Chùy	Hệ nội công		Hệ Thủy		5	pve				16	2	1	1205	10
Kim Cô Bổng	Trang bị cam PVE_Hệ nội công_Hỏa_Côn	Hệ nội công		Hệ Hỏa		5	pve				14	2	1	1206	10
Long Uyên Kiếm	Trang bị cam PVE_Hệ nội công_Hỏa_Kiếm	Hệ nội công		Hệ Hỏa		5	pve				12	2	1	1207	10
Phá Thiên Kích	Trang bị cam PVE_Hệ nội công_Hỏa_Thương	Hệ nội công		Hệ Hỏa		5	pve				15	2	1	1208	10
Phá Thiên Chùy	Trang bị cam PVE_Hệ nội công_Hỏa_Chùy	Hệ nội công		Hệ Hỏa		5	pve				16	2	1	1209	10
Kim Cô Bổng	Trang bị cam PVE_Hệ nội công_Thổ_Côn	Hệ nội công		Hệ Thổ		5	pve				14	2	1	1210	10
Yển Nguyệt Đao	Trang bị cam PVE_Hệ nội công_Thổ_Đao	Hệ nội công		Hệ Thổ		5	pve				13	2	1	1211	10
Phá Thiên Kích	Trang bị cam PVE_Hệ nội công_Thổ_Thương	Hệ nội công		Hệ Thổ		5	pve				15	2	1	1212	10
Phá Thiên Chùy	Trang bị cam PVE_Hệ nội công_Thổ_Chùy	Hệ nội công		Hệ Thổ		5	pve				16	2	1	1213	10
Thanh Long Triền Thủ	Trang bị cam PVE_Hệ nội công_Thổ_Thủ	Hệ nội công		Hệ Thổ		5	pve				11	2	1	1214	10
Long Vương Thương	Bạch ngân PVE_Hệ cách đấu_Kim_Thương	Hệ cách đấu		Hệ Kim		6	pve				15	2	1	1215	10
Cổ Chùy Trấn Ma	Bạch ngân PVE_Hệ cách đấu_Kim_Chùy	Hệ cách đấu		Hệ Kim		6	pve				16	2	1	1216	10
Phọc Hồn Triền Thủ	Bạch ngân PVE_Hệ cách đấu_Kim_Thủ	Hệ cách đấu		Hệ Kim		6	pve				11	2	1	1217	10
Phong Lôi Long Bàn Côn	Bạch ngân PVE_Hệ ngoại công_Kim_Côn	Hệ ngoại công		Hệ Kim		6	pve				14	2	1	1218	10
Cửu Luyện Thần Đao	Bạch ngân PVE_Hệ ngoại công_Kim_Đao	Hệ ngoại công		Hệ Kim		6	pve				13	2	1	1219	10
Long Hình Bá Kiếm	Bạch ngân PVE_Hệ ngoại công_Kim_Kiếm	Hệ ngoại công		Hệ Kim		6	pve				12	2	1	1220	10
Long Vương Thương	Bạch ngân PVE_Hệ ngoại công_Kim_Thương	Hệ ngoại công		Hệ Kim		6	pve				15	2	1	1221	10
Cửu Luyện Thần Đao	Bạch ngân PVE_Hệ nội công_Kim_Đao	Hệ nội công		Hệ Kim		6	pve				13	2	1	1222	10
Long Hình Bá Kiếm	Bạch ngân PVE_Hệ nội công_Kim_Kiếm	Hệ nội công		Hệ Kim		6	pve				12	2	1	1223	10
Phọc Hồn Triền Thủ	Bạch ngân PVE_Hệ nội công_Kim_Thủ	Hệ nội công		Hệ Kim		6	pve				11	2	1	1224	10
Long Vương Thương	Bạch ngân PVE_Hệ cách đấu_Mộc_Thương	Hệ cách đấu		Hệ Mộc		6	pve				15	2	1	1225	10
Cổ Chùy Trấn Ma	Bạch ngân PVE_Hệ cách đấu_Mộc_Chùy	Hệ cách đấu		Hệ Mộc		6	pve				16	2	1	1226	10
Phọc Hồn Triền Thủ	Bạch ngân PVE_Hệ cách đấu_Mộc_Thủ	Hệ cách đấu		Hệ Mộc		6	pve				11	2	1	1227	10
Phong Lôi Long Bàn Côn	Bạch ngân PVE_Hệ ngoại công_Mộc_Côn	Hệ ngoại công		Hệ Mộc		6	pve				14	2	1	1228	10
Cửu Luyện Thần Đao	Bạch ngân PVE_Hệ ngoại công_Mộc_Đao	Hệ ngoại công		Hệ Mộc		6	pve				13	2	1	1229	10
Long Hình Bá Kiếm	Bạch ngân PVE_Hệ ngoại công_Mộc_Kiếm	Hệ ngoại công		Hệ Mộc		6	pve				12	2	1	1230	10
Long Vương Thương	Bạch ngân PVE_Hệ ngoại công_Mộc_Thương	Hệ ngoại công		Hệ Mộc		6	pve				15	2	1	1231	10
Cửu Luyện Thần Đao	Bạch ngân PVE_Hệ nội công_Mộc_Đao	Hệ nội công		Hệ Mộc		6	pve				13	2	1	1232	10
Long Hình Bá Kiếm	Bạch ngân PVE_Hệ nội công_Mộc_Kiếm	Hệ nội công		Hệ Mộc		6	pve				12	2	1	1233	10
Phọc Hồn Triền Thủ	Bạch ngân PVE_Hệ nội công_Mộc_Thủ	Hệ nội công		Hệ Mộc		6	pve				11	2	1	1234	10
Long Vương Thương	Bạch ngân PVE_Hệ cách đấu_Thủy_Thương	Hệ cách đấu		Hệ Thủy		6	pve				15	2	1	1235	10
Cổ Chùy Trấn Ma	Bạch ngân PVE_Hệ cách đấu_Thủy_Chùy	Hệ cách đấu		Hệ Thủy		6	pve				16	2	1	1236	10
Phọc Hồn Triền Thủ	Bạch ngân PVE_Hệ cách đấu_Thủy_Thủ	Hệ cách đấu		Hệ Thủy		6	pve				11	2	1	1237	10
Phong Lôi Long Bàn Côn	Bạch ngân PVE_Hệ ngoại công_Thủy_Côn	Hệ ngoại công		Hệ Thủy		6	pve				14	2	1	1238	10
Cửu Luyện Thần Đao	Bạch ngân PVE_Hệ ngoại công_Thủy_Đao	Hệ ngoại công		Hệ Thủy		6	pve				13	2	1	1239	10
Long Hình Bá Kiếm	Bạch ngân PVE_Hệ ngoại công_Thủy_Kiếm	Hệ ngoại công		Hệ Thủy		6	pve				12	2	1	1240	10
Long Vương Thương	Bạch ngân PVE_Hệ ngoại công_Thủy_Thương	Hệ ngoại công		Hệ Thủy		6	pve				15	2	1	1241	10
Cửu Luyện Thần Đao	Bạch ngân PVE_Hệ nội công_Thủy_Đao	Hệ nội công		Hệ Thủy		6	pve				13	2	1	1242	10
Long Hình Bá Kiếm	Bạch ngân PVE_Hệ nội công_Thủy_Kiếm	Hệ nội công		Hệ Thủy		6	pve				12	2	1	1243	10
Phọc Hồn Triền Thủ	Bạch ngân PVE_Hệ nội công_Thủy_Thủ	Hệ nội công		Hệ Thủy		6	pve				11	2	1	1244	10
Long Vương Thương	Bạch ngân PVE_Hệ cách đấu_Hỏa_Thương	Hệ cách đấu		Hệ Hỏa		6	pve				15	2	1	1245	10
Cổ Chùy Trấn Ma	Bạch ngân PVE_Hệ cách đấu_Hỏa_Chùy	Hệ cách đấu		Hệ Hỏa		6	pve				16	2	1	1246	10
Phọc Hồn Triền Thủ	Bạch ngân PVE_Hệ cách đấu_Hỏa_Thủ	Hệ cách đấu		Hệ Hỏa		6	pve				11	2	1	1247	10
Phong Lôi Long Bàn Côn	Bạch ngân PVE_Hệ ngoại công_Hỏa_Côn	Hệ ngoại công		Hệ Hỏa		6	pve				14	2	1	1248	10
Cửu Luyện Thần Đao	Bạch ngân PVE_Hệ ngoại công_Hỏa_Đao	Hệ ngoại công		Hệ Hỏa		6	pve				13	2	1	1249	10
Long Hình Bá Kiếm	Bạch ngân PVE_Hệ ngoại công_Hỏa_Kiếm	Hệ ngoại công		Hệ Hỏa		6	pve				12	2	1	1250	10
Long Vương Thương	Bạch ngân PVE_Hệ ngoại công_Hỏa_Thương	Hệ ngoại công		Hệ Hỏa		6	pve				15	2	1	1251	10
Cửu Luyện Thần Đao	Bạch ngân PVE_Hệ nội công_Hỏa_Đao	Hệ nội công		Hệ Hỏa		6	pve				13	2	1	1252	10
Long Hình Bá Kiếm	Bạch ngân PVE_Hệ nội công_Hỏa_Kiếm	Hệ nội công		Hệ Hỏa		6	pve				12	2	1	1253	10
Phọc Hồn Triền Thủ	Bạch ngân PVE_Hệ nội công_Hỏa_Thủ	Hệ nội công		Hệ Hỏa		6	pve				11	2	1	1254	10
Long Vương Thương	Bạch ngân PVE_Hệ cách đấu_Thổ_Thương	Hệ cách đấu		Hệ Thổ		6	pve				15	2	1	1255	10
Cổ Chùy Trấn Ma	Bạch ngân PVE_Hệ cách đấu_Thổ_Chùy	Hệ cách đấu		Hệ Thổ		6	pve				16	2	1	1256	10
Phọc Hồn Triền Thủ	Bạch ngân PVE_Hệ cách đấu_Thổ_Thủ	Hệ cách đấu		Hệ Thổ		6	pve				11	2	1	1257	10
Phong Lôi Long Bàn Côn	Bạch ngân PVE_Hệ ngoại công_Thổ_Côn	Hệ ngoại công		Hệ Thổ		6	pve				14	2	1	1258	10
Cửu Luyện Thần Đao	Bạch ngân PVE_Hệ ngoại công_Thổ_Đao	Hệ ngoại công		Hệ Thổ		6	pve				13	2	1	1259	10
Long Hình Bá Kiếm	Bạch ngân PVE_Hệ ngoại công_Thổ_Kiếm	Hệ ngoại công		Hệ Thổ		6	pve				12	2	1	1260	10
Long Vương Thương	Bạch ngân PVE_Hệ ngoại công_Thổ_Thương	Hệ ngoại công		Hệ Thổ		6	pve				15	2	1	1261	10
Cửu Luyện Thần Đao	Bạch ngân PVE_Hệ nội công_Thổ_Đao	Hệ nội công		Hệ Thổ		6	pve				13	2	1	1262	10
