TASK_GROUP	TASK_ID_FIRST	TASK_ID_LAST	TASK_NAME	TASK_OVERDATE	SYNC_FLAG	CLIENT_FLAG	TASK_DESCRIBE
2027	240	240	网银积分累计清零		0	0	
2027	241	241	领取网银奖励标记		0	0	
2027	242	242	网银充值特权激活标志		0	0	
2027	243	244	连斩记录		0	0	
2027	245	251	2012七夕活动	20120915	1	0	
2028	1	3	家族斗场副本		1	0	
2028	4	4	记录本日参加宋金的时间		1	0	
2028	5	5	参加家族战总场次		1	0	
2028	6	6	最近一次家族战杀人数		1	0	
2028	7	7	最近一次家族战最大连斩		1	0	
2028	8	8	家族战总杀人数		1	0	
2028	9	9	单场最多杀人数		1	0	
2028	10	10	单场最大连斩		1	0	
2028	11	11	家族古金币变量		1	0	
2028	12	12	上次领取家族药箱的时间				
2028	13	13	高级家族关卡时间（占位）		1	0	
2029	1	1	上线重置技能点		1	1	
2029	2	2	上线重置技能点		1	1	
2029	3	3	上线重置状态恢复宕机导致的状态锁		0	0	
2030	1	4	传声海螺使用		0	0	1:上次公聊的日期，YYYYMMDD; 2:付费次数*1000+免费次数; 3:上次聊天的级别; 4:跨服聊天次数
2031	1	1	重复任务能接次数		1		
2032	1	1	摆摊许可证,可摆摊的累加时间		1		
2033	1	1	绑定银两		1		
2034	1	1	金币消费总量				
2034	2	2	金币消耗积分				
2034	3	3	金币消耗月份				
2034	4	4	当月金币消耗累计				
2034	5	5	促销活动，累积消费金币数量		1		
2034	6	6	消费满500金币返回100绑定金币，领过次数		1		
2034	7	7	上个月领过返回绑定金币数是否可清空过				
2034	8	8	盛大玩家当月消费金币数额				
2034	9	9	盛大玩家消费金币的月份				
2034	10	10	新手礼包		1	0	
2034	11	11	绑银返还		1	0	
2035			保存动态消息		1	1	
2036	1	23	商会任务		1	0	
2037	1	40	收集卡片活动		1	0	
2038	1	1	烟花活动	20090701			
2038	2	5	公测活动	20090701			
2038	6	8	累计充值达48，每天可额外领取30分钟4倍时间,传送符,乾坤符		1		
2038	9	9	2009盛夏烟花活动	20090901			
2038	10	11	累积充值满15，每天可以领取5个对应等级的菜		1		
2039	1	4	百家评选	20090701			
2039	5	9	2009盛夏百家评选	20091001			
2040	1	4	官府通缉任务		1	0	
2040	5	5	初级武林秘籍		1	0	
2040	6	6	初级洗髓经		1	0	
2040	7	7	官府通缉任务－标志打死任务怪掉落物品		1	0	
2040	8	8	中级武林秘籍		1	0	
2040	9	9	中级洗髓经		1	0	
2040	10	10	高级武林秘籍(什锦百果粽)		1	0	
2040	11	11	高级洗髓经(八宝粽)		1	0	
2040	12	18	4倍地图		1	0	
2040	20	20	彩云追月(加潜能点)		1	0	
2040	21	21	沧海月明(加技能点)		1	0	
2040	22	23	官府通缉		1	0	
2041			保存荣誉值		1	0	
2042			保存荣誉排名		1	0	注：这个任务变量是临时的，之后可能会删
2043	1	101	军营任务		1	0	
2044	1	11	军营道具		1	0	
2045	1	100	用于体验服务器				
2046	1	2	中秋活动		1	0	
2047	1	14	王老吉活动				
2048	1	1	家族副本 每天参加次数				
2048	2	2	门派竞技 每天参加次数				
2048	3	3	挖宝参加 每天参加次数				
2048	4	4	官府通缉任务 每天参加次数 				
2048	5	5	花灯猜谜 每天参加次数 				
2048	6	6	宋金参加次数				
2048	7	7	生活技能加工总经验				
2048	8	8	生活技能制造总经验				
2049			祈福系统		1	0	
2050	1	5	逍遥谷闯关		1		
2050	20	40	逍遥谷挑战（卡片）		1		
2050	41	50	逍遥谷挑战				
2050	51	52	兑换非绑银		1	0	
2050	53	53	每天获取免费逍遥谷药品		1		
2050	54	54	当前逍遥谷难度		1		
2050	55	65	逍遥谷积分		1		
2050	66	70	逍遥还神丹		1		
2051			体服基类分支使用				
2052	1	8	武林联赛				
2052	9	20	武林联赛同步客户端		1	0	
2052	21	23	武林大会英雄令兑换标记占位		1	0	
2053	1	27	本周装备财富				
2054	1	1	上次刷新荣誉值时间		0	0	
2054	2	2	储存武林荣誉等级		1	0	
2054	3	3	储存领袖荣誉等级		1	0	
2054	4	4	储存财富荣誉等级		1	0	
2054	5	5	剥离累计价值量		1	0	
2054	6	6	激活同伴价值量		1	0	
2054	7	7	剥离累计价值量高位记录		1	0	
2055	1	1	玩家在钱庄存取的金币总量		1		
2055	2	2	玩家在钱庄存取的银两总量		1	0	
2055	3	3	玩家的当前金币支取上限		1	0	
2055	4	4	玩家的当前银两支取上限		1	0	
2055	5	5	金币支取上限生效日期		1	0	
2055	6	6	银两支取上限生效日期		1	0	
2055	7	7	未生效的金币支取上限		1	0	
2055	8	8	未生效的银两支取上限		1	0	
2055	9	9	不足一绑金的记录		0	0	
2055	10	10	不足一绑银的记录		0	0	
2055	11	11	从银行取出金币日期		0	0	
2055	12	12	当天取出金币总量		0	0	
2055	13	13	从银行取出银两日期		0	0	
2055	14	14	当天取出银两总量		0	0	
2056	1	18	vip占位				
2057	1	1	记录当前玩家老包任务可以直接领钱的截至日期		1		
2058	1	500	反外挂用变量				
2059	1	5	领土同步数据		1	0	
2059	6	18	领土争夺战		0	0	
2060	1	1	任务补偿之军营副本				
2061	1	1	玩家领取周活动奖励的时间				
2062	1	3	任务跟踪记录任务ID		1	1	
2062	4	4	记录玩家当前激活的光环技能		1	1	
2063	1	1	上次登陆IP		0	0	
2063	2	2	上次登陆时间（OnLogin事件中，此值可能异常）		0	0	
2063	3	3	跨服记录玩家原服ID				
2063	4	4	玩家账号是否被冻结		0	0	
2063	5	12	跨服记录玩家原服网关名				
2063	13	15	跨服记录玩家原服跨过来的坐标				
2063	16	17	上次登录时间(本次上线的前一次时间)		0	0	
2063	18	20	当月登陆的天数		1	0	
2063	21	21	当天登陆的累计时间		1	0	
2063	22	22	上次登录的UI版本		1	0	
2063	23	23	限制仓库取道具权限		1	0	
2063	24	25	体服仓库获取银两				
2064	1	13	竞技赛(新年雪仗)		1	0	
2064	14	23	竞技赛(赛龙舟)		1	0	
2065	1	1	合服优惠上次修炼珠时间		0	0	
2065	2	2	玩家是否已经领过合服之后给子服务器玩家的修炼时间补偿		0	0	
2065	3	3	合服之后给子服务器玩家补偿的修炼时间		0	0	
2065	4	4	合服之后玩家物品补偿		0	0	
2066			藏宝图进入次数		1		
2067	1	1	师徒期间参加白虎堂次数		0	0	
2067	2	2	师徒期间参加宋金次数		0	0	
2067	3	3	师徒期间参加门派竞技次数		0	0	
2067	4	4	师徒期间参加通缉次数		0	0	
2067	5	5	师徒期间参加义军任务次数		0	0	
2067	6	6	本周师徒传功次数		0	0	
2067	7	7	玩家上次传功时间		0	0	
2067	8	9	修炼丸使用限制（8表示玩家使用修炼丸的日期，9表示玩家当天使用修炼丸的次数）		0	0	
2067	10	11	当天的申请拜师次数		1	0	
2067	12	12	徒弟上次领取师徒buff的日期		1	0	
2067	13	13	记录已出师关系数量		1	0	
2069	1	5	09年国庆活动（卡片收集）		1	0	
2069	6	61	09年国庆活动（卡片收集）56个民族卡		1	0	
2069	70	71	09年国庆活动（卡片收集）56个民族卡		1	0	
2069	72	74	09中秋抓兔子		1	0	
2069	75	78	10中秋抓兔子		1	0	
2069	79	82	10中秋吃月饼		1	0	
2070	1	5	推广员系统		0	0	
2070	6	6	推广员系统		1	0	
2070	7	10	推广员系统		0	0	
2080	1	1	绑银兑换非绑银		1	0	
2081	1	1	帮会用任务变量				
2081	2	5	帮会银锭使用限制		1	0	
2525	2	2	废止请不要使用		1	1	
2082	1	5	老玩家召回，记录各个子任务完成情况		1	0	
2082	6	8	老玩家召回，老玩家标记		1	0	
2082	9	13	老玩家召回活动，接受常在线玩家祝福的老玩家		1	0	
2082	14	14	老玩家召回，老玩家接受祝福的次数		1	0	
2082	15	16	老玩家召回，（15 老玩家立即离开家族的时间，16 老玩家立即加入家族并转正的时间）		1	0	
2082	17	17	老玩家召回是否已经召唤关系		1	0	
2082	18	18	老玩家召回召唤关系成立的时间		1	0	
2082	19	26	老顽家奖励领取标志		0	0	
2083	1	1	上一次领的月份				
2083	2	2	已经领过的次数				
2083	3	3	vip玩家第一个月积分兑换额余额		1		
2083	4	4	vip玩家第二个月积分兑换额余额		1		
2083	5	5	vip玩家第三个月积分兑换额余额		1		
2083	6	6	vip玩家第四个月积分兑换额余额		1		
2083	7	11	vip玩家返还200912月份Vip		0		
2084	1	10	剑网转剑世相关		1	0	
2085	1	1	装备延迟剥离		0	0	
2085	2	2	同伴延迟剥离		0	0	
2085	3	3	同伴延迟删除		0	0	
2085	4	4	同伴装备延迟解绑		0	0	
2085	5	5	真元延迟解绑		1	0	
2085	6	6	宝石延迟解绑		1	0	
2085	7	7	宝石延迟拆解		1	0	
2085	8	8	护体真元转化		1	0	
2085	9	10	绑定银行		0		
2086	1	10	百宝箱相关		1	0	
2087	1	20	客户端脚本邮件的接收时间		1	1	
2088			客户端脚本邮件的状态标记		1	1	
2089	1	20	客户端脚本邮件对应的序列号		1	1	
2090	1	1	自动解除禁言时间				
2090	2	2	自动释放天牢功能				
2091			马来版本在线指令使用				
2091	1	1	马来新手礼包活动激活标志		1	0	
2091	2	2	马来新手活动物品领取标志		1	0	
2091	3	3	台湾版领土物品领取标志		1	0	
2091	4	4	买来跨服宋金		1	0	
2092			盛大版本在线指令使用				
2092	1	1	盛大版本给予基准经验	20090731			
2092	2	2	盛大版本给予白驹丸	20090731			
2092	3	3	盛大版本六一送面具	20090731			
2092	4	4	[通用]运营平台指令赠送经验				
2092	5	5	[通用]运营平台指令赠送白驹丸				
2092	6	6	[通用]运营平台指令赠送强化减20％				
2092	7	7	盛大版本升级给经验	20090831			
2092	8	10	盛大版本脚本使用				
2093			金山版本在线指令使用				
2093	1	1	金山版本逍遥录领奖修复记录	20090731			
2093	2	2	金山版本合服失败补偿3小时白驹时间	20090731			
2093	3	3	金山版本合服失败交易所金币补偿	20090731			
2093	4	4	金山版本逍遥录领奖修复记录	20090731			
2093	5	8	金山版本线上活动变量	20090830			
2093	9	9	霸主之印在线修复	20090728			
2093	10	10	金山版本线上修复美女刷玫瑰扣除标志	20091220			
2093	11	11	金山版本线上修复美女刷玫瑰扣除剩余价值量	20091220			
2093	12	12	金山版本线上修复美女刷玫瑰扣除清白玩家	20091220			
2093	13	13	金山版本国庆疯狂				
2093	14	14	金山版本武林大会奖励补偿				
2093	15	15	金山版本武林大会奖励额外补偿				
2093	16	17	金山版本公测烟花变量过期更换				
2093	18	18	2010新年活动bug修复				
2093	19	20	2010踏青荷包				
2093	21	21	武林大会选美				
2093	22	22	武林联赛补偿任务变量				
2093	23	23	金币交易所挂单时间间隔(正式)				
2093	25	25	新浪合服补偿				
2093	26	26	毒霸月度礼包返还				
2093	27	27	毒霸礼包最后领取时间				
2093	28	30	2011新年抽奖				
2093	31	31	修复夜岚关次数bug				
2093	32	32	合服补偿离线托管记录				
2093	33	35	老玩家回归修复				
2093	36	36	武林联赛令牌奖励补偿				
2093	37	37	楼兰古城刷战斗力				
2093	38	42	绿色服经验活动				
2093	43	44	端午节精英掉落				
2093	45	46	联赛奖励bug修复				
2093	47	48	石头bug修复				
2093	49	49	家园种树修复				
2093	50	60	光棍节活动				
2093	61	61	新旧UI切换提示				
2093	62	62	侠义值修复				
2093	63	63	新服活动修复				
2093	64	64	老玩家修复				
2093	65	66	2012愚人节活动				
2093	67	67	清明节活动				
2093	68	68	2012六一节活动				
2093	79	79	Mật tịch-Trung				
2093	80	80	Mật tịch-Cao
2094	1	12	潜在玩家流失标准统计				
2094	50	69	角色参与活动总次数记录				
2095	1	512	美女选举活动间	20091001			
2095	513	514	美女选举技能buf				
2096			活动系统批次表				
2097	1	18	领土战开门任务相关变量		1	0	
2097	19	19	标记玩家是否唾弃或者膜拜		1	0	
2097	20	20	标记玩家是否唾弃或者膜拜		1	0	
2098	1	10	秦始皇陵相关		1	0	
2099	1	1200	观战		0	0	
2100	1	2	家族招募		0	0	
2101	1	5	武林大会资格认定		1	0	
2102	1	30	武林大会		0	0	
2103	1	100	家族竞技平台活动		1	0	
2104	1	4	跨服公用货币跨服时原始值		0		
2105	1	5	处理玩家非法刷道具		1		
2106	1	3	[战神系统]游龙密窟相关		0	0	
2106	4	5	[战神系统]游龙密窟开心蛋		1	0	
2106	6	6	[战神系统]游龙密窟相关		0	0	
2106	7	7	[战神系统]游龙密窟相关		0	0	
2106	8	9	[战神系统]游龙密窟相关		0	0	
2106	10	11	[战神系统]游龙密窟相关		0	0	
2106	12	12	[战神系统]游龙密窟相关		0	0	
2106	13	13	[战神系统]游龙密窟相关		0	0	
2106	14	14	[战神系统]游龙密窟相关		0	0	
2107			成就系统		1	0	
2108	1	40	vip转服相关		1	0	
2109	1	5	师徒副本				
2110	1	100	合服补偿变量		1	0	
2111	1	40	全局武林联赛		1	0	
2112	1	2	吃同伴经验书个数		1		
2112	3	4	使用镶边帛帖个数		1		
2112	5	13	跟宠		1		
2113	1	34	2010年春节活动		1	0	
2114	1	30	结婚系统		1	0	
2115	1	2	江湖威望令牌		1	0	
2116	1	100	收藏盒		1	0	
2117			越南版本使用				
2117	1	1	越南版本使用-激活礼包				
2118	1	15	[守塔]僵尸大战植物人		1	0	
2119	1	15	劳动节		1	0	
2120			定制礼包表				
2121	1	8	赈灾				
2122	1	20	在线领奖		1	0	
2122	21	23	在线领奖		1	0	
2123			副本通用机制		1	0	
2124	1	4	越南合成水晶		1	0	
2124	5	8	越南经验道具变量		1	0	
2124	9	9	越南冲级领取装备		1	0	
2125	1	20	侠客岛相关		1	0	
2125	21	21	侠客岛城主任务交和氏璧数量		1	0	
2126	1	4	金牌网吧		1	0	
2126	5	28	金牌联赛1阶段		1	0	
2126	29	29	金牌联赛补偿		1	0	
2127			成就系统完成标记		1	0	
2128			成就系统辅助标记		1	0	
2129			玩家成就数值		1	0	
2130	1	6	经验任务		1	0	
2131	1	71	七夕活动		1	0	
2132	1	11	战斗力		1	0	
2133	1	4	真元军营任务提升经验		1	0	
2134	1	2	累计真元历练经验时间		1	0	
2135	1	2	真元数据埋点需要LOG		0	0	
2136	1	12	新藏宝图副本		1	0	
2137			台湾版特殊变量组		0	0	
2137	1	1	手机锁开关		0	0	
2137	2	2	玩家已使用的充值额点数		1	0	
2137	3	3	玩家已使用的充值额点数清除时间		1	0	
2138	1	20	老玩家回归		1	0	
2138	21	40	老玩家回归-剑啸狂沙		1	0	
2138	41	70	老玩家回归-20110915		1	0	
2138	71	102	老玩家回归-201203		1	0	
2138	103	142	老玩家回归-201207		1	0	
2138	143	157	老玩家回归-201209		1	0	
2139	1	15	淘宝合作活动		1	0	
2140	1	13	越南10月黄金白银龙活动		1	0	
2141	1	515	美女选举活动	20101230	0	0	
2141	516	518	巾帼英雄赛		0	0	
2141	519	520	巾帼英雄赛跨服奖励带回		0	0	
2142	1	30	铁浮城相关		1	0	
2143	1	18	越南201011月活动		1	0	
2143	19	23	越南201101月煮粽子活动		1	0	
2143	24	30	越南201101月烟花&五果盘活动		1	0	
2143	31	34	越南201104月		1	0	
2144	1	12	各个系统每天参加次数		1	0	
2145	1	1	是否隐藏披风		1	0	
2146	1	15	热血侠客岛占位		0	0	
2147	1	25	越南12月活动		1	0	
2147	26	36	越南201103月活动		1	0	
2147	37	45	越南201104月活动		1	0	
2148	1	40	大逃杀		1	0	
2149	1	12	漂流瓶		1	0	
2150	1	23	跨服白虎		1	0	
2151	1	22	2011情人节活动		1	0	
2152	1	10	2011元宵节活动		1	0	
2153			台湾版玩家参与活动统计标记		1	0	
2154	1	30	新版vip活动占位		1	0	
2155	1	20	同庆半边天活动占位		1	0	
2156	1	3	2011植树节活动		1	0	
2157	1	1	技能存盘		1	1	
2158			SNS服务相关		1	1	
2159	1	20	侠客日常任务		1	0	
2160	1	5	清明节活动占位		1	0	
2161	1	5	楼兰古城		1	0	
2162			盛大五一活动变量		1	0	
2163	1	19	五一美酒节活动变量占位		0	0	
2164	1	13	高级特权		1	0	
2165	1	15	玩家奇珍阁最近购买商品id列表,金币区		1	0	
2166	1	15	玩家奇珍阁最近购买商品id列表,绑金区		1	0	
2167	1	10	周年庆，佳肴活动	20110716	0	0	
2168	1	1	家族技能贡献度		1	0	
2169	1	20	梦回采石矶		1	0	
2170	1	25	角色打分，用于标记角色与工作室号的匹配程度		0	0	
2171	1	2	真元历练丸		1	0	
2172	1	2	额外精活福利控制		1	0	
2172	3	8	2011七夕活动占位	20110809	1	0	
2173			台湾功能占位		1	0	
2174	1	50	周末常规钓鱼占位		1	0	
2175	1	1	抽奖保护		1	0	
2175	2	9	角色转移		1	0	
2176	1	9	2011中秋		1	0	
2176	10	17	新服活动		1	0	
2176	18	100	国庆寒武猜奖		1	0	
2176	101	105	国庆寒武猜奖		1	0	
2176	106	116	新服活动		1	0	
2176	117	126	家园系统		1	0	
2176	127	130	家族聚义礼包		1	0	
2177	1	3	阴阳时光殿领取记录		1	0	
2178			反外挂打分		0	0	
2179	1	7	无差别竞技		1	0	
2179	8	8	任务修复		1	0	
2179	9	19	无差别竞技		1	0	
2179	20	20	新手标志		1	0	
2179	21	21	无差别竞技		1	0	
2180	1	1	MINI客户端标记		1	1	
2181	1	2	指引		1	1	
2181	3	3	保存玩家的创建时间		1	0	
2181	4	4	上次判断菜的时间		1	1	
2181	5	5	上次判断储物箱的时间		1	1	
2181	6	6	上次判断玄晶合成的时间		1	1	
2182			活跃度		1	0	
2183	1	8	新服固定活动		0	0	
2184	1	5	加速声望值		1		
2185	1	11	2011圣诞活动				
2186	1	2	披风魂石返还道具				
2187	1	24	2012春节活动				
2188	1	5	2012情人节				
2189	1	512	2012情人节	20120501			
2189	513	519	2012情人节认证buf				
2189	520	520	五一开心蛋活动				
2189	521	525	美女认证日常活动				
2190	1	20	2012妇女节		1	0	
2191	1	20	克夷门战场		1	0	
2192	1	20	2012清明节		1	0	
2192	21	42	2012六一		1	0	
2192	43	43	通用界面绑银		1	0	
2192	44	45	2012六一		1	0	
2192	46	70	2012端午		1	0	
2193			越南占位		1	0	
2194	1	5	欧洲杯竞猜		1	0	
2195	1	52	日常回流		1	0	
2196	1	10	家族工资		1	0	
2197	1	42	2012奥运活动		1	0	
2198	1	8	副密码权限		1	0	
2199	1	2	福利药箱		1	0	
2200	1	5	新战场		1	0	
2201	1	21	载具快捷键记录		1	1	
2202	1	2	玩家拥有载具技能编号(前4位左键，后4位右键)		1	0	
2203	1	10	藏宝图次数		1	0
2204	1	20	Mua lai hoat dong		1	0
2205	1	5	RealTimeExp		1	0
2206	1	5	Thưởng nạp thẻ tháng		1	0
2207	1	50	Giftcode		1	0
2208	1	50	BaoTriDotXuat		1	0
2209	1	50	CountKillNPC		1	0
2210	1	5	Sử dụng Hàn Tinh Thạch		1	0
2210	6	10	Sử dụng Thiên Tâm Thạch		1	0
2210	11	15	Sử dụng Rương Thiên Long		1	0
2210	16	20	Sử dụng Thiên Niên Linh Quả		1	0
2211	1	2	Phần thưởng đua top		1	0
2216	50	53	Sử dụng bình tinh hoạt		1	0
