MissileId	MissileName	MoveKind	NegativeDirection	PenetrateBarrier	ColFollowTarget	MissileHeight	CollidRange	RangeType	DmgRange	CanRepeatDamage	DmgInterval	LifeTime	Speed	Zspeed	Zacc	LoopPlay	SubLoop	SubStart	SubStop	ColVanish	AutoExplode	MissRate	MultiShow	Param1	Param2	Param3	HurtRandX	HurtRandY	BlurMaxNum	BlurDistance	BlurAlphaAttenuateP	HideWait2FlyEffect	UseNpcBlur1	NpcBlurAnimal1	AnimalStartAlpha1	AnimalChangeAlpha1	AnimFile1	SndFile1	UseNpcBlur2	NpcBlurAnimal2	AnimalStartAlpha2	AnimalChangeAlpha2	AnimFile2	SndFile2	UseNpcBlur3	NpcBlurAnimal3	AnimalStartAlpha3	AnimalChangeAlpha3	AnimFile3	SndFile3	UseNpcBlur4	NpcBlurAnimal4	AnimalStartAlpha4	AnimalChangeAlpha4	AnimFile4	SndFile4	AnimFileB1	SndFileB1	AnimFileB2	SndFileB2	AnimFileB3	SndFileB3	AnimFileB4	SndFileB4	RedLum	GreenLum	BlueLum	LightRadius
239	npc水属性必中飞行特效	1			1	10	1	0	1	0	0	5	104	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\npc\npc_l_range_water_c.spr																						255	255	255	0
240	npc火属性必中飞行特效	1			1	10	1	0	1	0	0	5	104	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\npc\npc_l_range_fire_c.spr																						255	255	255	0
241	npc土属性必中飞行特效	1			1	10	1	0	1	0	0	5	104	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\npc\npc_l_range_earth_c.spr																						255	255	255	0
242	npc金属性必中范围气攻击	0			1	10	9	0	9	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50																											\image\effect\fightskill\npc\npc_l_range_gold_d.spr	\audio\fightskill\shaolin\sl_pjdf_c.wav									255	255	255	0
243	npc木属性必中范围气攻击	0			1	10	9	0	9	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50																											\image\effect\fightskill\npc\npc_l_range_wood_d.spr	\audio\fightskill\wudu\wu_wxg_c.wav									255	255	255	0
244	npc水属性必中范围气攻击	0			1	10	9	0	9	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50																											\image\effect\fightskill\npc\npc_l_range_water_d.spr	\audio\fightskill\emei\cy_fjcx_c.wav									255	255	255	0
245	npc火属性必中范围气攻击	0			1	10	9	0	9	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50																											\image\effect\fightskill\npc\npc_l_range_fire_d.spr	\audio\fightskill\gaibang\gb_klyh_c.wav									255	255	255	0
246	npc土属性必中范围气攻击	0			1	10	9	0	9	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50																											\image\effect\fightskill\npc\npc_l_range_earth_d.spr	\audio\fightskill\tianwang\tw_jlz_c.wav									255	255	255	0
247	boss全屏定身	0			1	10	41	0	41	0	28	27	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50																											\image\effect\fightskill\shaolin\sl_50_szh_d.spr	\audio\fightskill\shaolin\sl_szh_c.wav									255	255	255	0
248	boss金属性全屏攻击	0			1	10	41	0	41	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50																											\image\effect\fightskill\shaolin\sl_10_pdgf_d.spr	\audio\fightskill\shaolin\sl_pdgf_c.wav									255	255	255	0
249	boss破戒刀法	1			1	10	3	0	3	0	0	9	60	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\shaolin\sl_50_pjdf_c.spr	\audio\fightskill\shaolin\sl_pjdf_f.wav											\image\effect\fightskill\shaolin\sl_50_pjdf_d.spr	\audio\fightskill\shaolin\sl_pjdf_c.wav									255	255	255	0
250	bossdot诅咒	0			1	10	5	0	5	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																											\image\effect\fightskill\wudu\wu_70_wgsx_d.spr	\audio\fightskill\wudu\wu_wgsx_c.wav									255	255	255	0
251	boss九宫飞星	100			1	10	1	0	1	1	0	32	32	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\tangmen\tm_90_jgfx_c.spr	\audio\fightskill\tangmen\tm_jgfx_f.wav											\image\effect\fightskill\tangmen\tm_90_jgfx_d.spr	\audio\fightskill\tangmen\tm_jgfx_c.wav									255	255	255	0
252	boss散花镖	1			1	10	1	0	1	1	0	13	40	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\tangmen\tm_50_shb_c.spr	\audio\fightskill\tangmen\tm_shb_f.wav											\image\effect\fightskill\tangmen\tm_10_dhb_d.spr	\audio\fightskill\tangmen\tm_shb_c.wav									255	255	255	0
253	boss幻影飞狐	0			1	10	13	0	13	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																											\image\effect\fightskill\tianren\tr_50_hyfh_d.spr	\audio\fightskill\tianren\tr_hyfh_c.wav									255	255	255	0
254	普通怒气攻击子	1			1	10	1	0	1	0	0	3	30	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50																											\image\effect\fightskill\public\rage_normal_d.spr	\audio\fightskill\shaolin\sl_lhq_c.wav									255	255	255	0
255	金系怒气攻击子	0			0	10	41	0	41	0	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\rage_gold_c.spr												\image\effect\fightskill\public\rage_gold_d.spr	\audio\fightskill\shaolin\sl_dmdj_c.wav									255	255	255	0
256	木系怒气攻击子	1			1	10	4	0	4	0	0	13	50	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\public\rage_wood_c.spr	\audio\fightskill\tangmen\tm_jgfx_f.wav											\image\effect\fightskill\public\rage_wood_d.spr	\audio\fightskill\tangmen\tm_jgfx_c.wav									255	255	255	0
257	水系怒气攻击	1			1	10	8	0	8	0	0	45	5	0	0	1	0	2	14	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\cuiyan\cy_10_fhxy_d.spr													\audio\fightskill\shaolin\sl_szh_c.wav									255	255	255	0
258	水系怒气攻击子子_冰暴	0			1	10	8	0	8	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																											\image\effect\fightskill\public\rage_water_d.spr	\audio\fightskill\shaolin\sl_pdgf_c.wav									255	255	255	0
259	火系怒气攻击	0			0	240	1	0	1	0	19	17	0	32	0	1	0	0	0	0	1	0	0	0	0	0	0	0															\image\effect\fightskill\gaibang\gb_10_ymtb_a.spr	\audio\fightskill\tianren\tr_twlx_f.wav											\image\effect\fightskill\tianren\tr_90_twlx_c.spr	\audio\fightskill\tianren\tr_twlx_c.wav									255	255	255	0
260	火系怒气攻击子子_火喷	0			1	10	7	0	7	0	31	30	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\tianren\tr_10_cyrx_d.spr													\audio\fightskill\tianren\tr_yhfc_c.wav									255	255	255	0
261	土系怒气攻击	0			1	10	7	0	7	0	5	47	0	0	0	1	1	3	8	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\public\rage_earth_c1.spr												\image\effect\fightskill\kunlun\kl_90_axxf_d.spr	\audio\fightskill\tangmen\tm_jgfx_c.wav									255	255	255	0
262	土系怒气攻击子子_圆形延时	1			1	10	3	0	3	0	0	15	32	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\public\rage_earth_c.spr												\image\effect\fightskill\kunlun\kl_90_axxf_d.spr	\audio\fightskill\tangmen\tm_jgfx_c.wav									255	255	255	0
263	跟随火径	0			0	10	1	0	1	0	361	360	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																																					255	255	255	0
264	跟随火径子	0			0	10	3	0	3	0	97	96	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\tianren\tr_10_cyrx_d.spr	\audio\fightskill\tianren\tr_tsth_f.wav												\audio\fightskill\tianren\tr_tsth_c.wav									255	255	255	0
265	圆阵跟踪中心	5			0	10	1	0	1	0	0	13	80	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	30	10												\image\effect\fightskill\gaibang\gb_10_jrss_c.spr																						255	255	255	0
266	土系怒气攻击子_风暴中心	0			1	10	1	0	1	0	20	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50																																					255	255	255	0
267	火系怒气攻击子_散乱弹幕	1			1	10	1	0	1	0	14	13	50	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50																																					255	255	255	0
268	水系怒气攻击子_冻结	0			1	10	8	0	8	0	46	45	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																																					255	255	255	0
269	boss断魂刺子	1			1	10	3	0	3	0	0	1	60	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1																											\image\effect\fightskill\tianwang\tw_30_dhc_d.spr	\audio\fightskill\tianwang\tw_dhc_c.wav									255	255	255	0
270	boss阳关三叠子	1			1	10	2	0	2	0	0	3	70	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50																											\image\effect\fightskill\tianwang\tw_50_ygsd_d.spr	\audio\fightskill\tianwang\tw_ygsd_c.wav									255	255	255	0
271	boss七星罗刹棍	0			1	10	17	0	17	0	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0															\image\effect\fightskill\shaolin\sl_90_hslh_c.spr												\image\effect\fightskill\shaolin\sl_90_hslh_d.spr	\audio\fightskill\shaolin\sl_hslh_c.wav									255	255	255	0
272	boss行云诀子	1			1	10	3	0	3	0	0	2	70	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50																											\image\effect\fightskill\tianwang\tw_10_xyj_d.spr	\audio\fightskill\tianwang\tw_xyj_c.wav									255	255	255	0
273	boss狮子吼子	0			1	10	29	0	29	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																											\image\effect\fightskill\shaolin\sl_50_szh_d.spr	\audio\fightskill\shaolin\sl_szh_c.wav									255	255	255	0
274	boss厉魔夺魂	0			1	10	13	0	13	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																											\image\effect\fightskill\tianren\tr_10_lmdp_d.spr	\audio\fightskill\tianren\tr_lmdh_c.wav									255	255	255	0
275	boss沿门托钵	1			1	10	3	0	3	0	0	13	40	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50															\image\effect\fightskill\gaibang\gb_10_ymtb_c.spr	\audio\fightskill\gaibang\gb_ymtb_f.wav											\image\effect\fightskill\gaibang\gb_10_ymtb_d.spr	\audio\fightskill\gaibang\gb_ymtb_c.wav									255	255	255	0
276	boss扇形击退子	1			1	10	1	0	1	0	0	13	40	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50															\image\effect\fightskill\shaolin\sl_90_dmdj_c.spr	\audio\fightskill\tangmen\tm_jgfx_f.wav											\image\effect\fightskill\shaolin\sl_90_dmdj_d.spr	\audio\fightskill\tangmen\tm_jgfx_c.wav									255	255	255	0
277	boss长吟唱大范围攻击子	0			1	10	3	0	3	0	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0															\image\effect\fightskill\shaolin\sl_90_hslh_c.spr												\image\effect\fightskill\shaolin\sl_90_hslh_d.spr	\audio\fightskill\shaolin\sl_hslh_c.wav									255	255	255	0
278	boss长吟唱大范围攻击子子	0			1	10	15	0	15	0	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0															\image\effect\fightskill\shaolin\sl_90_hslh_c.spr												\image\effect\fightskill\shaolin\sl_90_hslh_d.spr	\audio\fightskill\shaolin\sl_hslh_c.wav									255	255	255	0
279	boss大范围定身	0			1	10	9	0	9	0	21	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\shaolin\sl_90_hslh_a.spr	\audio\fightskill\wudang\wd_wwwj_f.wav																					255	255	255	0
280	boss近身高攻吸血击退	1			1	10	1	0	1	0	0	2	70	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50																											\image\effect\fightskill\shaolin\sl_10_lhq_d.spr	\audio\fightskill\public\SB013.wav									255	255	255	0
281	召唤用隐形飞行子弹	1			1	10	1	0	1	0	0	13	20	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																																					255	255	255	0
282	boss近程单体多段攻击子	1			1	10	2	0	2	0	0	2	70	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50																											\image\effect\fightskill\tianwang\tw_50_wxz_d.spr	\audio\fightskill\tianwang\tw_ygsd_c.wav									255	255	255	0
283	boss蜈蚣型弹幕子	1			1	10	1	0	1	0	0	26	20	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\tangmen\tm_50_shb_c.spr	\audio\fightskill\tangmen\tm_shb_f.wav											\image\effect\fightskill\tangmen\tm_10_dhb_d.spr	\audio\fightskill\tangmen\tm_shb_c.wav									255	255	255	0
284	boss蜈蚣型弹幕子子	1			1	10	1	0	1	0	0	26	20	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\tangmen\tm_50_shb_c.spr	\audio\fightskill\tangmen\tm_shb_f.wav											\image\effect\fightskill\tangmen\tm_10_dhb_d.spr	\audio\fightskill\tangmen\tm_shb_c.wav									255	255	255	0
285	隐形飞行子弹	1			1	10	1	0	1	0	14	13	40	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																																					255	255	255	0
286	boss小李飞刀弹幕	0			1	10	1	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50																											\image\effect\fightskill\tangmen\tm_50_xlfd_d.spr	\audio\fightskill\tangmen\tm_xlfd_c.wav									255	255	255	0
287	boss小李飞刀弹幕子	5			1	10	1	0	1	0	0	19	20	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50															\image\effect\fightskill\tangmen\tm_50_tldw_c.spr	\audio\fightskill\tangmen\tm_tldw_f.wav											\image\effect\fightskill\tangmen\tm_50_tldw_d.spr	\audio\fightskill\tangmen\tm_tldw_c.wav									255	255	255	0
288	boss小李飞刀弹幕子子	1			1	10	1	0	1	0	0	15	20	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50															\image\effect\fightskill\tangmen\tm_50_tldw_c.spr	\audio\fightskill\tangmen\tm_tldw_f.wav											\image\effect\fightskill\tangmen\tm_50_tldw_d.spr	\audio\fightskill\tangmen\tm_tldw_c.wav									255	255	255	
289	boss扫射弹幕子	0			1	10	1	0	1	0	181	180	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																																					255	255	255	0
290	boss环形攻击弹幕子	100			1	10	1	0	1	0	0	32	32	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50															\image\effect\fightskill\tangmen\tm_90_jgfx_c.spr	\audio\fightskill\tangmen\tm_jgfx_f.wav											\image\effect\fightskill\tangmen\tm_90_jgfx_d.spr	\audio\fightskill\tangmen\tm_jgfx_c.wav									255	255	255	0
291	boss四象同归弹幕子子子	1			1	10	1	0	1	0	0	10	20	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50															\image\effect\fightskill\wudu\wu_10_xdds_c.spr	\audio\fightskill\wudu\wu_xdds_f.wav											\image\effect\fightskill\wudu\wu_10_xdds_d.spr	\audio\fightskill\wudu\wu_xdds_c.wav									255	255	255	0
292	boss直线环行攻击弹幕子	1			1	10	1	0	1	0	0	26	20	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\tangmen\tm_10_zxj_c.spr	\audio\fightskill\tangmen\tm_zxj_f.wav											\image\effect\fightskill\tangmen\tm_10_zxj_d.spr	\audio\fightskill\tangmen\tm_zxj_c.wav									255	255	255	0
293	boss直线环行攻击弹幕子子	1			1	10	1	0	1	0	0	26	20	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50															\image\effect\fightskill\tangmen\tm_10_zxj_c.spr	\audio\fightskill\tangmen\tm_zxj_f.wav											\image\effect\fightskill\tangmen\tm_10_zxj_d.spr	\audio\fightskill\tangmen\tm_zxj_c.wav									255	255	255	0
294	boss天罗地网弹幕子	1			1	10	1	0	1	0	0	26	20	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\tangmen\tm_10_zxj_c.spr	\audio\fightskill\tangmen\tm_tldw_f.wav											\image\effect\fightskill\tangmen\tm_50_tldw_d.spr	\audio\fightskill\tangmen\tm_tldw_c.wav									255	255	255	0
295	boss近身小范围攻击	0			1	10	11	0	11	0	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\emei\em_10_fyzy_d.spr	\audio\fightskill\emei\em_pxcy_c.wav																					255	255	255	0
296	boss近身单体	1			1	10	1	0	1	0	0	2	70	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50																											\image\effect\fightskill\emei\em_10_yyzq_d.spr	\audio\fightskill\emei\em_yyzq_c.wav									255	255	255	0
297	boss冰魄寒光	0			1	10	5	0	5	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																											\image\effect\fightskill\wudu\wu_30_bphg_d.spr	\audio\fightskill\wudu\wu_bphg_c.wav									255	255	255	0
298	boss水系大范围攻击	0			1	10	13	0	13	0	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\emei\em_50_jyfg_c.spr	\audio\fightskill\emei\em_jyfg_f.wav											\image\effect\fightskill\emei\em_50_jyfg_d.spr	\audio\fightskill\emei\em_jyfg_c.wav									255	255	255	0
299	boss水系小范围攻击	0			1	10	5	0	5	0	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\emei\em_50_sxtg_d.spr	\audio\fightskill\emei\em_sxtg_c.wav																					255	255	255	0
300	boss近身单体	1			1	10	1	0	1	0	0	2	70	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50																											\image\effect\fightskill\emei\em_10_pxcy_d.spr	\audio\fightskill\emei\em_pxcy_c.wav									255	255	255	0
301	boss方形火阵	0			1	10	3	0	3	0	18	2160	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\tianren\tr_50_tsth_d1.spr	\audio\fightskill\tianren\tr_tsth_f.wav					\image\effect\fightskill\tianren\tr_50_tsth_d2.spr	\audio\fightskill\tianren\tr_tsth_v.wav						\audio\fightskill\tianren\tr_tsth_c.wav									255	255	255	0
302	boss赤焰蚀天	0			1	10	1	0	1	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																											\image\effect\fightskill\wudu\wu_70_cyst_d.spr	\audio\fightskill\wudu\wu_cyst_c.wav									255	255	255	0
303	boss全屏降跑速	0			1	10	41	0	41	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																											\image\effect\fightskill\wudu\wu_30_bphg_d.spr	\audio\fightskill\wudu\wu_bphg_c.wav									255	255	255	0
304	boss中范围混乱	0			1	10	21	0	21	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																											\image\effect\fightskill\tianren\tr_50_bsqf_d.spr	\audio\fightskill\tianren\tr_bsqf_c.wav									255	255	255	0
305	boss陨石雨	0			0	240	5	0	5	0	19	17	0	-30720	1024	1	0	0	0	0	1	0	0	0	0	0	0	0															\image\effect\fightskill\gaibang\gb_90_flzt_c2.spr	\audio\fightskill\tianren\tr_twlx_f.wav					\image\effect\fightskill\gaibang\gb_90_flzt_a.spr	\audio\fightskill\tianren\tr_twlx_c.wav															255	255	255	0
306	boss自身圆形火墙	0			0	10	3	0	3	0	12	120	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\tianren\tr_50_tsth_d1.spr	\audio\fightskill\tianren\tr_tsth_f.wav					\image\effect\fightskill\tianren\tr_50_tsth_d2.spr	\audio\fightskill\tianren\tr_tsth_v.wav						\audio\fightskill\tianren\tr_tsth_c.wav									255	255	255	0
307	boss火攻陷阱	0			0	10	5	0	5	0	0	540	0	0	0	1	0	3	7	1	0	0	0	0	0	0	0	0															\image\effect\fightskill\gaibang\gb_10_jrss_a.spr																						255	255	255	0
308	boss火攻陷阱子	0			0	10	5	0	5	0	9	20	0	0	0	1	1	3	7	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\gaibang\gb_10_jrss_a.spr	\audio\fightskill\tianren\tr_tsth_f.wav																					255	255	255	0
309	boss降跑速击退	0			1	10	7	0	7	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																											\image\effect\fightskill\wudu\wu_30_bphg_d.spr	\audio\fightskill\wudu\wu_bphg_c.wav									255	255	255	0
310	boss回血效率降低	0			1	10	31	0	31	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																											\image\effect\fightskill\tianren\tr_90_hflh_d.spr	\audio\fightskill\tianren\tr_bsqf_c.wav									255	255	255	0
311	boss生命最大值降低	0			1	10	41	0	41	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																											\image\effect\fightskill\wudu\wu_10_hxjm_d.spr	\audio\fightskill\wudu\wu_hxjm_c.wav									255	255	255	0
312	boss内力最大值降低	0			1	10	41	0	41	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																											\image\effect\fightskill\wudu\wu_10_jtkl_d.spr	\audio\fightskill\wudu\wu_jtkl_c.wav									255	255	255	0
313	boss雷抗降低	0			1	10	41	0	41	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																											\image\effect\fightskill\tianren\tr_30_sfz_d.spr	\audio\fightskill\tianren\tr_sfz_c.wav									255	255	255	0
314	boss跟随多段攻击	5			1	10	1	0	1	0	1081	1080	100	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																																					255	255	255	0
315	boss远程直线穿透攻击	1			1	10	1	0	1	0	0	13	40	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\shaolin\sl_50_pjdf_c.spr	\audio\fightskill\shaolin\sl_pjdf_f.wav											\image\effect\fightskill\shaolin\sl_50_pjdf_d.spr	\audio\fightskill\shaolin\sl_pjdf_c.wav									255	255	255	0
316	boss自身范围多段攻击	0			0	10	19	0	19	0	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\shaolin\sl_30_bdmw_a.spr												\image\effect\fightskill\shaolin\sl_30_bdmw_d.spr	\audio\fightskill\shaolin\sl_dmdj_c.wav									255	255	255	0
317	boss跟随多段攻击子	0			1	10	5	0	5	0	16	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\public\rage_earth_c1.spr	\audio\fightskill\kunlun\kl_axxf_c.wav											\image\effect\fightskill\kunlun\kl_90_axxf_d.spr	\audio\fightskill\tangmen\tm_jgfx_c.wav									255	255	255	0
318	隐形定点子弹	0			1	10	1	0	1	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																																					255	255	255	0
319	隐形短距离飞行子弹	1			1	10	1	0	1	0	0	3	100	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																																					255	255	255	0
320	boss亢龙有悔	1			1	10	1	0	1	0	0	13	40	0	0	1	0	0	0	1	0	0	0	0	0	0	50	50															\image\effect\fightskill\gaibang\gb_90_flzt_c.spr	\audio\fightskill\gaibang\gb_flzt_f.wav											\image\effect\fightskill\gaibang\gb_90_flzt_d.spr	\audio\fightskill\gaibang\gb_flzt_c.wav									255	255	255	0
321	孔明灯	0			0	10	0	0	0	0	0	100	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\item\kongmingdeng.spr																						255	255	255	0
322	乱环击子3	0			0	10	5	1	5	0	9	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\tangmen\tm_90_lhj_d.spr	\audio\fightskill\tangmen\tm_dcg_c.wav																					255	255	255	0
323	龙吞式子子	1			1	10	0	0	0	0	0	4	30	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50															\image\effect\fightskill\mingjiao\mj_90_lts_c.spr																						255	255	255	0
324	乾坤大挪移	0			1	10	13	0	13	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																																					255	255	255	0
325	化血截脉子	0			1	10	7	0	7	0	82	80	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																											\image\effect\fightskill\wudu\wu_50_wgzq_d.spr	\audio\fightskill\wudu\wu_wgzq_c.wav									255	255	255	0
326	追风毒棘子	0			1	10	7	0	7	0	82	80	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0																											\image\effect\fightskill\wudu\wu_50_wgzq_d.spr	\audio\fightskill\wudu\wu_wgzq_c.wav									255	255	255	0
327	流星赶月子	1			1	10	4	0	4	0	0	1	60	0	0	0	0	0	0	1	0	0	0	0	0	0	50	50																											\image\effect\fightskill\wudang\wd_10_jfjt_d.spr	\audio\fightskill\wudang\wd_shty_c.wav									255	255	255	0
328	流星赶月子子	1			1	10	3	0	3	0	7	12	20	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	7	10	5												\image\effect\fightskill\wudang\wd_70_lxgy_c.spr													\audio\fightskill\wudang\wd_shty_c.wav									255	255	255	0
329	雨打梨花	1			1	10	3	0	3	0	0	16	40	0	0	1	0	0	0	0	0	0	0	0	0	0	50	50	6	35	8												\image\effect\fightskill\cuiyan\cy_50_bhcs_c.spr	\audio\fightskill\cuiyan\cy_bhcs_f.wav												\audio\fightskill\cuiyan\cy_bhcs_c.wav									255	255	255	0
330	雨打梨花子	1			1	10	3	0	3	0	0	25	40	0	0	1	0	0	0	2	0	0	0	0	0	0	50	50	6	35	8												\image\effect\fightskill\cuiyan\cy_50_bhcs_c.spr	\audio\fightskill\cuiyan\cy_bhcs_f.wav												\audio\fightskill\cuiyan\cy_bhcs_c.wav									255	255	255	0
331	两仪真气	0			1	10	11	0	11	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																											\image\effect\fightskill\tianwang\tw_10_jlz_d.spr	\audio\fightskill\gaibang\gb_bdeg_c.wav									255	255	255	0
332	困虎云啸子子	0			1	10	3	0	3	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1																											\image\effect\fightskill\mingjiao\mj_70_jgtm_d.spr	\audio\fightskill\tianwang\tw_dhc_c.wav									255	255	255	0
333	飞鸿无迹子	0			1	10	6	0	6	0	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1																																					255	255	255	0
334	束缚咒子	0			1	10	11	0	11	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																											\image\effect\fightskill\tianren\tr_10_lmdp_d.spr	\audio\fightskill\tianren\tr_lmdh_c.wav									255	255	255	0
335	无人无我	0			0	10	41	0	41	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																											\image\effect\fightskill\kunlun\kl_110_wrww_d.spr	\audio\fightskill\kunlun\kl_yqsq_c.wav									255	255	255	0
336	雷霆诀_废弃	0			1	10	7	0	7	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0																											\image\effect\fightskill\tianren\tr_50_bsqf_d.spr	\audio\fightskill\tianren\tr_bsqf_c.wav									255	255	255	0
337	劈地势子子	0			0	10	5	0	5	0	10	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0															\image\effect\fightskill\mingjiao\mj_50_pds_d.spr													\audio\fightskill\tianwang\tw_clj_c.wav									255	255	255	0
338	剑影佛光子	1			1	10	5	0	5	0	0	13	45	0	0	1	0	0	0	2	0	0	0	0	0	0	50	50	3	60	10																																		255	255	255	0
