FromMapId	FromPosX	FromPosY	Type	Name	ToMapId	ToPosX	ToPosY	ToFightState	BeProtected	FromMap备注	ToMap备注		
113	61280	102720	trap	to_jiuyixi	106	51808	119168	1	1	帮源秘洞	九嶷溪		
114	61984	122624	trap	to_yunzhongzhen	1	44352	96096	0		敕勒川	云中镇		
114	59072	102432	trap	to_mobeicaoyuan	122	57504	120224	1	1	敕勒川	漠北草原		
114	51520	103168	trap	to_mengguwangting	130	60160	118176	1	1	敕勒川	蒙古王庭		
115	57536	103488	trap	to_longmenzhen	2	52832	102624	0		嘉峪关	龙门镇		
115	57344	99072	trap	to_juyanze	94	51648	117536	1	1	嘉峪关	居延泽		
115	45632	103104	trap	to_dunhuanggucheng	123	61696	107712	1	1	嘉峪关	敦煌古城		
115	56704	92160	trap	to_mengguwangting	130	50592	111136	1	1	嘉峪关	蒙古王庭		
115	46720	95200	trap	to_yueyaquan	131	55808	101600	1	1	嘉峪关	月牙泉		
116	60512	122944	trap	to_yonglezhen	3	53600	97472	0		华山	永乐镇		
116	63424	108608	trap	to_fenglingdu	100	51392	115872	1	1	华山	风陵渡		
116	63424	115392	trap	to_longmenshiku	107	51392	122784	1	1	华山	龙门石窟		
116	50976	105920	trap	to_huosirenmu	124	55488	106432	1	1	华山	活死人墓		
116	49696	119776	trap	to_afanggongfeixu	132	62368	101856	1	1	华山	阿房宫废墟		
117	57696	105984	trap	to_daoxiangcun	4	54592	97888	0		蜀冈秘境	稻香村		
117	44000	109152	trap	to_funiushan	95	59904	115072	1	1	蜀冈秘境	伏牛山		
117	57248	96800	trap	to_jianjudong	110	42336	97792	1	1	蜀冈秘境	荐菊洞		
117	50112	93184	trap	to_dayutai	125	56000	123360	1	1	蜀冈秘境	大禹台		
117	56096	95680	trap	to_liangshanpo	133	50528	121888	1	1	蜀冈秘境	梁山泊		
118	50304	124960	trap	to_jiangjincun	5	54880	100000	0		丰都鬼城	江津村		
118	61152	109600	trap	to_sanxiazhandao	126	51200	125760	1	1	丰都鬼城	三峡栈道		
118	59840	119392	trap	to_shennvfeng	134	50784	112864	1	1	丰都鬼城	神女峰		
118	59104	122208	trap	to_yelangjiuxu	135	53248	106656	1	1	丰都鬼城	夜郎旧墟		
119	48672	119648	trap	to_shiguzhen	6	53440	105632	0		苗岭	石鼓镇		
119	59488	114720	trap	to_chiyoudong	127	51360	103264	1	1	苗岭	蚩尤洞		
119	59808	105632	trap	to_taohuayuan	137	55456	123808	1	1	苗岭	桃花源		
119	48896	99296	trap	to_yelangjiuxu	135	56672	124672	1	1	苗岭	夜郎旧墟		
120	57568	104480	trap	to_longquancun	7	46848	110144	0		武夷山	龙泉村		
120	50144	123232	trap	to_suoyunyuan	128	61920	108992	1	1	武夷山	锁云渊		
120	49216	116448	trap	to_jiuyixi	106	56768	121760	1	1	武夷山	九嶷溪		
120	59520	125856	trap	to_gulangyu	136	49088	107680	1	1	武夷山	鼓浪屿		
121	58144	107840	trap	to_balingxian	8	49792	106336	0		武陵山	巴陵县		
121	45440	104384	trap	to_fuliudong	129	60704	114752	1	1	武陵山	伏流洞		
121	56224	95360	trap	to_shennvfeng	134	50560	122016	1	1	武陵山	神女峰		
121	50624	115200	trap	to_taohuayuan	137	59136	104352	1	1	武陵山	桃花源		
122	57504	120960	trap	to_chilechuan	114	58848	102848	1	1	漠北草原	敕勒川		
122	51680	114240	trap	to_mengguwangting	130	59712	106656	1	1	漠北草原	蒙古王庭		
123	60928	125440	trap	to_longmenzhen	2	52416	106336	0		敦煌古城	龙门镇		
123	62272	107456	trap	to_jiayuguan	115	45856	102560	1	1	敦煌古城	嘉峪关		
123	52832	120800	trap	to_yueyaquan	131	62368	107520	1	1	敦煌古城	月牙泉		
124	55904	106944	trap	to_huashan	116	51392	106112	1	1	活死人墓	华山		
125	55904	124064	trap	to_shugangmijing	117	50208	93696	1	1	大禹台	蜀冈秘境		
125	63392	112288	trap	to_liangshanpo	133	50592	112064	1	1	大禹台	梁山泊		
126	48160	115072	trap	to_jiangjincun	5	54752	98272	0		三峡栈道	江津村		
126	50944	126400	trap	to_fengduguicheng	118	60896	109920	1	1	三峡栈道	丰都鬼城		
126	64448	106784	trap	to_shennvfeng	134	51968	103552	1	1	三峡栈道	神女峰		
127	51104	103008	trap	to_miaoling	119	59392	115072	1	1	蚩尤洞	苗岭		
128	62304	108864	trap	to_wuyishan	120	50272	122848	1	1	锁云渊	武夷山		
128	62496	121600	trap	to_gulangyu	136	49568	111808	1	1	锁云渊	鼓浪屿		
128	50880	116128	trap	to_taohuayuan	137	64416	115040	1	1	锁云渊	桃花源		
128	61792	100384	trap	to_tianwangbang	22	51040	103008	0		锁云渊	天王帮		
129	61024	114816	trap	to_wulingshan	121	45792	104480	1	1	伏流洞	武陵山		
129	58112	119072	trap	to_taohuayuan	137	53408	109984	1	1	伏流洞	桃花源		
129	50880	111520	trap	to_yelangjiuxu	135	64224	111040	1	1	伏流洞	夜郎旧墟		
130	60352	118688	trap	to_chilechuan	114	51968	103232	1	1	蒙古王庭	敕勒川		
130	50144	111360	trap	to_jiayuguan	115	56576	92544	1	1	蒙古王庭	嘉峪关		
130	51264	119776	trap	to_juyanze	94	63168	103904	1	1	蒙古王庭	居延泽		
130	60128	106464	trap	to_mobeicaoyuan	122	52128	114496	1	1	蒙古王庭	漠北草原		
130	53664	119744	trap	to_shamomigong	101	60992	105344	1	1	蒙古王庭	沙漠迷宫		
130	56960	119264	trap	to_samanjiao	11	49344	99520	0		蒙古王庭	萨满教		
131	62592	116000	trap	to_longmenzhen	2	53376	110016	0		月牙泉	龙门镇		
131	62848	107424	trap	to_dunhuanggucheng	123	53152	120256	1	1	月牙泉	敦煌古城		
131	56256	100864	trap	to_jiayuguan	115	47008	95488	1	1	月牙泉	嘉峪关		
131	56736	119808	trap	to_kunlunpai	12	50880	97312	0		月牙泉	昆仑派		
132	63392	120704	trap	to_yonglezhen	3	49376	99808	0		阿房宫废墟	永乐镇		
132	62688	101344	trap	to_huashan	116	50048	119552	1	1	阿房宫废墟	华山		
132	55456	123744	trap	to_jianmenguan	111	58336	102848	1	1	阿房宫废墟	剑门关		
132	49760	112320	trap	to_dasanguan	87	62240	114144	1	1	阿房宫废墟	大散关		
132	49920	102080	trap	to_xixiayipintang	13	56608	110336	0		阿房宫废墟	西夏一品堂		
133	50144	112000	trap	to_dayutai	125	63136	112608	1	1	梁山泊	大禹台		
133	56928	120416	trap	to_jianjudong	110	54112	92704	1	1	梁山泊	荐菊洞		
133	50112	122016	trap	to_shugangmijing	117	55968	95968	1	1	梁山泊	蜀冈秘境		
133	50016	105568	trap	to_tianrenjiao	10	58112	118752	0		梁山泊	天忍教		
134	50304	112896	trap	to_fengduguicheng	118	59552	119616	1	1	神女峰	丰都鬼城		
134	56800	101472	trap	to_hanshuigudu	88	53248	123616	1	1	神女峰	汉水古渡		
134	51520	103008	trap	to_sanxiazhandao	126	64064	106624	1	1	神女峰	三峡栈道		
134	50272	122624	trap	to_wulingshan	121	56128	95744	1	1	神女峰	武陵山		
135	50880	117888	trap	to_shiguzhen	6	56000	103072	0		夜郎旧墟	石鼓镇		
135	64544	123808	trap	to_taohuayuan	137	51616	115264	1	1	夜郎旧墟	桃花源		
135	64544	110976	trap	to_fuliudong	129	51200	111936	1	1	夜郎旧墟	伏流洞		
135	56640	125408	trap	to_miaoling	119	49056	99744	1	1	夜郎旧墟	苗岭		
135	53216	105952	trap	to_fengduguicheng	118	58880	121600	1	1	夜郎旧墟	丰都鬼城		
136	48608	107200	trap	to_wuyishan	120	59296	125632	1	1	鼓浪屿	武夷山		
136	49184	112192	trap	to_suoyunyuan	128	62144	120896	1	1	鼓浪屿	锁云渊		
136	50368	101024	trap	to_changgemen	21	49600	110848	0		鼓浪屿	长歌门		
137	52960	109824	trap	to_fuliudong	129	57792	118496	1	1	桃花源	伏流洞		
137	55168	124480	trap	to_miaoling	119	59552	105728	1	1	桃花源	苗岭		
137	64800	115520	trap	to_suoyunyuan	128	51264	115808	1	1	桃花源	锁云渊		
137	59264	103712	trap	to_wulingshan	121	50624	114816	1	1	桃花源	武陵山		
137	51200	115712	trap	to_yelangjiuxu	135	64416	123008	1	1	桃花源	夜郎旧墟		
224	46784	104768	trap	to_balingxian	8	57600	114016	0		明教	巴陵县		
224	56672	102944	trap	to_nanyibuluo	54	51584	106688	1	1	明教	南夷部落		
255	54336	103616	trap	to_xisuidaoshandong	256	50816	102304	1		洗髓岛	洗髓岛山洞		
256	50560	102464	trap	to_xisuidao	255	54208	103840	0		洗髓岛山洞	洗髓岛		
101	57824	117664	task	to_lvdian	543	51360	102048	1		沙漠迷宫	旅店		
543	51520	102080	task	to_exit543	101	57888	117696	1		旅店	沙漠迷宫		
101	56416	104320	task	to_chalahan	544	52256	103648	1		沙漠迷宫	一品堂兵营		
544	52384	103680	task	to_exit544	101	56512	104576	1		一品堂兵营	沙漠迷宫		
104	57312	112704	task	to_wude	535	51328	102016	1		剑阁蜀道	吴德		
535	51488	102048	task	to_exit535	104	57408	112864	1		吴德	剑阁蜀道		
104	60736	106208	task	to_tangshi	536	48864	100032	0		剑阁蜀道	吴曦		
536	48800	100128	task	to_exit536	104	60608	106272	1		吴曦	剑阁蜀道		
104	61760	105856	task	to_tangque	538	48864	100032	0		剑阁蜀道	会客厅		
538	48800	100096	task	to_exit538	104	61664	105952	1		会客厅	剑阁蜀道		
104	51552	113952	task	to_xinshi	539	51360	102048	1		剑阁蜀道	山虎梁天		
104	61760	105856	task	to_tangque	537	48864	100032	0		剑阁蜀道	会客厅		
537	48800	100096	task	to_exit537	104	61664	105952	1		会客厅	剑阁蜀道		
539	51488	102112	task	to_exit539	104	51584	114080	1		山虎梁天	剑阁蜀道		
106	51456	114144	task	to_hanzhongqiushi	540	51808	103008	0		九嶷溪	韩忠		
540	51904	103104	task	to_exit540	106	51584	114304	1		韩忠	九嶷溪		
106	51488	115200	task	to_qianbingchengfang	541	51520	102944	1		九嶷溪	钱秉诚		
541	51456	103072	task	to_exit541	106	51424	115328	1		钱秉诚	九嶷溪		
106	51904	115264	task	to_zhuguanfang	542	51360	102080	1		九嶷溪	宋东来		
542	51392	102240	task	to_exit542	106	52064	115456	1		宋东来	九嶷溪		
29	50432	121888	task	to_zhaoruyu	515	49760	99808	0		临安	赵汝愚		
515	49824	99872	task	to_exit515	29	50592	122176	0		赵汝愚	临安		
29	45184	126720	task	to_hantuozhou	516	49760	99808	0		临安	韩侂胄		
516	49824	99872	task	to_exit516	29	45280	126816	0		韩侂胄	临安		
29	45760	126656	task	to_xiaoman	517	48896	100000	0		临安	韩侂胄偏厢		
517	48800	100096	task	to_exit517	29	45696	126816	0		韩侂胄偏厢	临安		
29	52544	123648	task	to_sufang	522	50624	102784	0		临安	知春台苏放		
29	52992	123616	task	to_sufang	478	51552	103168	0		临安	知春台乌小龙		
522	50528	102912	task	to_exit522	29	52480	123776	0		知春台苏放	临安		
478	51392	103328	task	zhichuntai2linanfu	29	53024	123712	0		知春台乌小龙	临安		
29	46208	124416	task	to_lingyinsi	524	52448	103872	1		临安	灵隐寺		
524	52544	104128	task	to_exit524	29	46272	124672	0		灵隐寺	临安		
518	50528	102912	task	to_exit518	29	47680	120384	0		皇上寝宫	临安		
519	50528	102912	task	to_exit529	29	47680	120384	0		太后寝宫	临安		
520	50528	102912	task	to_exit520	29	47680	120384	0		太后寝宫	临安		
521	50528	102912	task	to_exit521	29	47680	120384	0		太后寝宫	临安		
523	50432	104576	task	to_exit523	29	47680	120384	0		皇宫大殿	临安		
87	61472	106272	task	to_jianzhong	513	50496	103744	1		大散关	千琼宫		
513	50400	103904	task	to_exit513	87	61344	106336	1		千琼宫	大散关		
513	51680	98816	task	to_tianwaitian	514	51552	103232	0		千琼宫	天外天		
514	51616	103360	task	to_exit514	513	51808	98976	1		天外天	千琼宫		
88	52160	118528	task	to_gaibangfenduo1	504	51360	102048	1		汉水古渡	丐帮分舵		
504	51552	102112	task	to_exit504	88	52192	118560	1		丐帮分舵	汉水古渡		
88	53440	121440	task	to_gaibangfenduo3	505	50880	102656	1		汉水古渡	丐帮秘道		
505	50784	102816	task	to_exit505	88	53376	121440	1		丐帮秘道	汉水古渡		
88	55712	107104	task	to_junyingneibu	509	52256	103648	1		汉水古渡	虎视帅帐		
509	52352	103776	task	to_exit509	88	55808	107296	1		虎视帅帐	汉水古渡		
88	54560	111424	task	to_kouruixiaowu	501	51520	102944	1		汉水古渡	茅屋		
501	51424	103072	task	to_exit501	88	54592	111488	1		茅屋	汉水古渡		
88	54560	111424	task	to_kouruixiaowu	502	51552	102912	1		汉水古渡	茅屋		
502	51424	103072	task	to_exit502	88	54592	111488	1		茅屋	汉水古渡		
88	60352	122528	task	to_shanshenmiao	506	51776	101056	1		汉水古渡	龙王庙		
506	51680	101152	task	to_exit506	88	60192	122656	1		龙王庙	汉水古渡		
88	60352	122528	task	to_shanshenmiao	507	51840	101024	1		汉水古渡	龙王庙		
507	51680	101152	task	to_exit507	88	60192	122656	1		龙王庙	汉水古渡		
88	61152	115904	task	to_yusoujia	503	51424	102656	1		汉水古渡	隐所		
503	51328	102848	task	to_exit503	88	61088	115968	1		隐所	汉水古渡		
88	59200	102624	task	to_zeixue	508	51616	103584	1		汉水古渡	山洞		
508	51808	103808	task	to_exit508	88	59296	102720	1		山洞	汉水古渡		
90	60928	100960	task	to_mayigu	511	50496	103168	0		浣花溪	飞龙谷		
511	50336	103392	task	to_exit511	90	60800	101152	1		飞龙谷	浣花溪		
90	54464	113280	task	to_danqingsheng	510	51360	102048	1		浣花溪	隐者小屋		
510	51456	102208	task	to_exit510	90	54400	113440	1		隐者小屋	浣花溪		
511	52768	102144	task	to_feilongzhen	512	51520	102880	1		飞龙谷	飞龙阵		
512	51328	103104	task	to_exit511	511	52608	102272	1		飞龙阵	飞龙谷		
94	55776	122432	task	to_liangxianglin	527	51200	103584	1		居延泽	军营梁项林		
527	51072	103680	task	to_exit527	94	55584	122560	1		军营梁项林	居延泽		
94	61664	104160	task	to_dufang	525	51552	103168	1		居延泽	赌坊		
525	51424	103392	task	to_exit525	94	61600	104352	1		赌坊	居延泽		
94	59776	111712	task	to_lubing	526	51808	103008	1		居延泽	军营		
526	51872	103104	task	to_exit526	94	59904	111552	1		军营	居延泽		
527	51616	102368	task	to_mishi	528	52224	103648	1		梁项林军营	密室		
528	52320	103776	task	to_exit528	527	51584	102560	1		密室	梁项林军营		
95	58080	122304	task	to_fotang	529	51328	101984	1		伏牛山	伏牛山庄		
529	51520	102144	task	to_exit529	95	58240	122432	1		伏牛山庄	伏牛山		
99	44096	85248	task	to_heilongtan	530	50944	105696	1		彭蠡古泽	黑龙潭		
530	50752	105856	task	to_exit530	99	43936	85408	1		黑龙潭	彭蠡古泽		
98	58368	118144	task	to_shanzhai	531	51360	102016	1		点苍山	山寨		
531	51456	102208	task	to_exit531	98	58496	118272	1		山寨	点苍山		
98	58368	118144	task	to_shanzhai	532	51360	102048	1		点苍山	山寨		
532	51488	102208	task	to_exit532	98	58496	118272	1		山寨	点苍山		
98	58368	104160	task	to_bieyuan	533	51072	103968	1		点苍山	唐门别院		
533	51200	104064	task	to_exit533	98	58496	104384	1		唐门别院	点苍山		
98	58368	104160	task	to_bieyuan	534	51072	104000	1		点苍山	唐门别院		
534	51168	104128	task	to_exit534	98	58496	104384	1		唐门别院	点苍山		
29	46784	120352	npc	小春子	518	50624	102752	0		临安府	皇上寝宫		
29	46784	120352	npc	小春子	519	50624	102784	0		临安府	吴氏		
29	46784	120352	npc	小春子	520	50624	102784	0		临安府	吴氏		
29	46784	120352	npc	小春子	521	50624	102784	0		临安府	吴氏		
29	46784	120352	npc	小春子	523	50560	104256	1		临安府	皇宫大殿		
55	57824	111424	task	to_qiuzhishui	404	51808	103040	0		青螺岛	裘止水房间		
404	51872	103104	task	to_qingluodao	55	57920	111584	1		裘止水房间	青螺岛		
55	58752	111136	task	to_peiyifei	403	51296	103008	0		青螺岛	鸽舍		
403	51264	103040	task	to_qingluodao	55	58656	111264	1		鸽舍	青螺岛		
400	51008	103392	task	to_qingluodao	55	51648	102336	1		船舱一层	青螺岛		
55	51488	102624	task	to_qingluodao	400	51104	103296	0		青螺岛	船舱一层		
400	52032	102816	task	to_2ceng	401	50368	104736	1		船舱一层	船舱二层		
60	47744	94880	task	to_waizhong	405	50848	102560	1		燕子坞外围	外英雄冢		
405	50752	102784	task	to_yanziwu	60	47488	95264	1		外英雄冢	燕子坞外围		
60	47360	104768	task	to_yingsunjiao	406	52416	98048	1		燕子坞外围	鹰隼角		
406	52544	97856	task	to_yanziwu	60	47808	104576	1		鹰隼角	燕子坞外围		
60	45344	86560	task	to_menghuxiang1	407	49920	104224	1		燕子坞外围	猛虎巷		
407	51392	98720	task	to_yanziwu	60	45440	86784	1		猛虎巷	燕子坞外围		
60	41056	102432	task	to_houdao	408	51488	110560	1		燕子坞外围	猴岛		
408	51520	110784	task	to_yanziwu	60	41184	102528	1		猴岛	燕子坞外围		
60	43680	87072	task	to_dishuidong	409	51488	110560	1		燕子坞外围	滴水洞		
409	51520	110752	task	to_yanziwu	60	43616	87392	1		滴水洞	燕子坞外围		
60	49184	96480	task	to_cangyunxuan	410	51392	102688	0		燕子坞外围	藏云轩		
410	51264	102720	task	to_yanziwu	60	49056	96640	1		藏云轩	燕子坞外围		
60	46208	99616	task	to_liugui	411	51360	102080	0		燕子坞外围	长江别院		
411	51456	102144	task	to_yanziwu	60	46176	99808	1		长江别院	燕子坞外围		
74	59520	110848	task	to_shedong	412	51296	103200	1		原始森林西部	赤练蛇洞		
412	51040	103232	task	to_yuanshisenlin	74	59488	111168	1		赤练蛇洞	原始森林西部		
74	56256	119136	task	to_yucangfeng	424	51360	102976	0		原始森林西部	灯煞口岗楼		
424	51264	103040	task	to_yuanshisenlin	74	56160	119232	1		灯煞口岗楼	原始森林西部		
424	51264	103040	task	to_dengshakou	413	56192	119264	1		灯煞口岗楼	灯煞口		
413	56288	119200	task	to_yucangfeng	424	51360	102976	0		灯煞口	灯煞口岗楼		
74	56320	117440	task	to_ganlugu	414	51072	102944	1		原始森林西部	甘露谷1层		
414	50848	102624	task	to_yuanshisenlin	74	56224	117120	1		甘露谷1层	原始森林西部		
414	54528	105824	task	to_ceng2	415	51072	102944	1		甘露谷1层	甘露谷2层		
415	50848	102624	task	to_ceng1	414	54528	105568	1		甘露谷2层	甘露谷1层		
415	54528	105824	task	to_jintou	416	51008	102176	0		甘露谷2层	甘露谷尽头		
415	54528	105824	task	to_jintou	417	51008	102176	0		甘露谷2层	甘露谷尽头		
416	51168	101920	task	to_ceng2	415	54528	105568	1		甘露谷尽头	甘露谷2层		
417	51168	101920	task	to_ceng2	415	54528	105568	1		甘露谷尽头	甘露谷2层		
74	51488	118944	task	to_nvwushouling	421	51808	103040	1		原始森林西部	女巫窝棚		
421	51840	103168	task	to_yuanshisenlin	74	51584	119104	1		女巫窝棚	原始森林西部		
74	57600	113888	task	to_yintong	422	48896	100000	0		原始森林西部	殷童房间		
422	48800	100128	task	to_yuanshisenlin	74	57376	114080	1		殷童房间	原始森林西部		
74	57472	113696	task	to_yinfang	423	49728	99840	0		原始森林西部	殷方房间		
423	49856	99872	task	to_yuanshisenlin	74	57376	114080	1		殷方房间	原始森林西部		
74	60416	111104	task	to_dingtaoling	425	51328	102048	1		原始森林西部	木氏居所		
425	51488	102176	task	to_yuanshisenlin	74	60640	111168	1		木氏居所	原始森林西部		
74	51456	103744	task	to_gexialing	426	51488	104064	1		原始森林西部	葛霞岭男		
426	51552	104704	task	to_yuanshisenlin	74	51488	103904	1		葛霞岭男	原始森林西部		
74	51456	103744	task	to_gexialing	427	51488	104064	1		原始森林西部	葛霞岭女		
427	51552	104704	task	to_yuanshisenlin	74	51488	103904	1		葛霞岭女	原始森林西部		
74	59264	114240	task	to_wenxinge	418	51424	102656	1		原始森林西部	问心阁男		
418	51296	102784	task	to_yuanshisenlin	74	59424	114528	1		问心阁男	原始森林西部		
74	59264	114240	task	to_wenxinge	419	51424	102656	1		原始森林西部	问心阁女		
419	51296	102784	task	to_yuanshisenlin	74	59424	114528	1		问心阁女	原始森林西部		
48	57408	104640	task	to_shixiang1ceng	428	48608	105696	1		见性峰	石像一层		
428	48576	105824	task	to_jianxingfeng	48	57408	104640	1		石像一层	见性峰		
48	57248	105344	task	to_shixiang2ceng	429	51136	102720	1		见性峰	石像二层		
429	51072	102848	task	to_jianxingfeng	48	57312	105344	1		石像二层	见性峰		
48	57664	105664	task	to_shixiang3ceng	430	50432	103040	1		见性峰	石像三层		
430	50336	103168	task	to_jianxingfeng	48	57664	105664	1		石像三层	见性峰		
48	56416	110432	task	to_yinshan	431	49760	99840	0		见性峰	阴山别院		
431	49824	99904	task	to_jianxingfeng	48	56512	110560	1		阴山别院	见性峰		
48	56416	110432	task	to_yinshan	432	49760	99840	0		见性峰	阴山别院		
432	49824	99904	task	to_jianxingfeng	48	56512	110560	1		阴山别院	见性峰		
59	49504	99968	task	to_jiejianchi	433	49760	99392	1		龙虎幻境东部	解剑池		
433	49600	99520	task	to_longhuhuanjing	59	49440	100448	1		解剑池	龙虎幻境东部		
59	47328	99520	task	to_qingxuzhenshi	434	51392	102688	0		龙虎幻境东部	青虚真室		
434	51264	102720	task	to_longhuhuanjing	59	47200	99648	1		青虚真室	龙虎幻境东部		
59	47328	99520	task	to_qingxuzhenshi	435	51392	102688	0		龙虎幻境东部	青虚真室		
435	51264	102720	task	to_longhuhuanjing	59	47200	99648	1		青虚真室	龙虎幻境东部		
59	46208	82656	task	to_yunlushuiju	436	48864	100032	0		龙虎幻境东部	云麓水居		
436	48832	100128	task	to_longhuhuanjing	59	46112	82816	1		云麓水居	龙虎幻境东部		
59	46208	82656	task	to_yunlushuiju	437	48864	100032	0		龙虎幻境东部	云麓水居		
437	48832	100128	task	to_longhuhuanjing	59	46112	82816	1		云麓水居	龙虎幻境东部		
59	48896	90496	task	to_taoju	439	51808	103040	0		龙虎幻境东部	陶永昌居所		
439	51904	103104	task	to_longhuhuanjing	59	48992	90624	1		陶永昌居所	龙虎幻境东部		
59	48896	90496	task	to_taoju	440	51808	103040	0		龙虎幻境东部	陶永昌居所		
440	51904	103104	task	to_longhuhuanjing	59	48992	90624	1		陶永昌居所	龙虎幻境东部		
59	48896	90496	task	to_taoju	441	51808	103040	0		龙虎幻境东部	陶永昌居所		
441	51904	103104	task	to_longhuhuanjing	59	48992	90624	1		陶永昌居所	龙虎幻境东部		
59	48896	90496	task	to_taoju	442	51808	103040	0		龙虎幻境东部	陶永昌居所		
442	51904	103104	task	to_longhuhuanjing	59	48992	90624	1		陶永昌居所	龙虎幻境东部		
59	44992	93312	task	to_weiju	443	51808	103040	0		龙虎幻境东部	魏长风居所		
443	51904	103104	task	to_longhuhuanjing	59	45088	93408	1		魏长风居所	龙虎幻境东部		
66	57344	122816	task	to_zhoupu	447	56832	123136	1		塔林西部	粥铺		
447	56704	123232	task	to_talin	66	57216	122304	1		粥铺	塔林西部		
66	52032	114048	task	to_jingangling	444	51904	113984	1		塔林西部	金刚岭		
444	52128	113984	task	to_talin	66	52160	114368	1		金刚岭	塔林西部		
66	52032	114048	task	to_jingangling	445	51904	113984	0		塔林西部	金刚岭		
445	52128	113984	task	to_talin	66	52160	114368	1		金刚岭	塔林西部		
66	61856	116576	task	to_chuzuan	446	52384	103840	0		塔林西部	初祖庵		
446	52640	103968	task	to_talin	66	61952	116704	1		初祖庵	塔林西部		
66	59936	124224	task	to_huifengjiao	448	52224	103680	0		塔林西部	回风角草堂		
448	52352	103744	task	to_talin	66	60032	124320	1		回风角草堂	塔林西部		
66	59936	124224	task	to_huifengjiao	449	52224	103680	0		塔林西部	回风角草堂		
449	52352	103744	task	to_talin	66	60032	124320	1		回风角草堂	塔林西部		
67	50720	107264	task	to_wusajusuo	451	51808	103040	0		金国皇陵二层	兀萨居所		
451	51904	103104	task	to_jinguohuangling	67	50816	107168	1		兀萨居所	金国皇陵二层		
67	51712	106144	task	to_tianxingdian	452	49760	99840	0		金国皇陵二层	天刑殿		
452	48832	100128	task	to_jinguohuangling	67	51648	106304	1		天刑殿	金国皇陵二层		
67	50496	106112	task	to_zhongchengdian	453	49760	99840	0		金国皇陵二层	中成殿		
453	49824	99904	task	to_jinguohuangling	67	50560	106208	1		中成殿	金国皇陵二层		
67	50816	112096	task	to_xuanzilao	450	48000	112256	1		金国皇陵二层	玄子牢		
450	48096	112416	task	to_jinguohuangling	67	50016	111328	1		玄子牢	金国皇陵二层		
51	51712	110272	task	to_xingzaineiying	454	49728	99808	0		九老峰	行在内营		
454	49824	99904	task	to_jiulaofeng	51	51840	110464	1		行在内营	九老峰		
51	51840	100000	task	to_ciyunan	456	51808	103040	0		九老峰	慈云庵		
456	51904	103104	task	to_jiulaofeng	51	51936	100096	1		慈云庵	九老峰		
51	58560	102656	task	to_chouxuewoshi	457	51392	102688	0		九老峰	仇雪卧室		
457	51264	102720	task	to_jiulaofeng	51	58592	102944	1		仇雪卧室	九老峰		
63	46144	109728	task	to_jianlongdong	458	51488	110560	1		湖畔竹林东部	见龙洞		
458	51520	110752	task	to_hupanzhulin	63	46176	110144	1		见龙洞	湖畔竹林东部		
63	58528	108864	task	to_buyige	459	51424	102656	0		湖畔竹林东部	布衣阁		
459	51264	102720	task	to_hupanzhulin	63	58464	109120	1		布衣阁	湖畔竹林东部		
63	58528	108864	task	to_buyige	460	51424	102656	0		湖畔竹林东部	布衣阁		
460	51264	102720	task	to_hupanzhulin	63	58464	109120	1		布衣阁	湖畔竹林东部		
63	54080	109376	task	to_zhuozheju	461	51552	102912	0		湖畔竹林东部	拙者居		
461	51456	103104	task	to_hupanzhulin	63	53952	109568	1		拙者居	湖畔竹林东部		
63	49888	113248	task	to_xixiang	462	48896	100032	0		湖畔竹林东部	别雅小筑西厢		
462	48832	100128	task	to_hupanzhulin	63	49824	113344	1		别雅小筑西厢	湖畔竹林东部		
63	50240	113792	task	to_zhengting	463	49760	99840	0		湖畔竹林东部	别雅小筑正厅		
463	49824	99904	task	to_hupanzhulin	63	50336	113952	1		别雅小筑正厅	湖畔竹林东部		
72	70272	108640	task	to_chunmeiyazhu	464	48896	100032	0		百花阵内阵	春梅雅筑		
464	48800	100128	task	to_baihuazhen	72	70176	108832	1		春梅雅筑	百花阵内阵		
72	70272	108640	task	to_chunmeiyazhu	465	48896	100032	0		百花阵内阵	春梅雅筑		
465	48800	100128	task	to_baihuazhen	72	70176	108832	1		春梅雅筑	百花阵内阵		
72	70272	108640	task	to_chunmeiyazhu	466	48896	100032	0		百花阵内阵	春梅雅筑		
466	48800	100128	task	to_baihuazhen	72	70176	108832	1		春梅雅筑	百花阵内阵		
72	73152	109568	task	to_chunmeiyazhu2	467	48896	100032	0		百花阵内阵	春梅雅筑后宅		
467	48832	100128	task	to_baihuazhen	72	73056	109728	1		春梅雅筑后宅	百花阵内阵		
72	73152	109568	task	to_chunmeiyazhu2	468	48896	100032	0		百花阵内阵	春梅雅筑后宅		
468	48832	100128	task	to_baihuazhen	72	73056	109728	1		春梅雅筑后宅	百花阵内阵		
72	59872	110944	task	to_guanyi2	469	51488	102592	0		百花阵内阵	馆驿		
469	51296	102784	task	to_baihuazhen	72	59776	111072	1		馆驿	百花阵内阵		
72	59872	110944	task	to_guanyi2	470	51488	102592	0		百花阵内阵	馆驿		
470	51296	102816	task	to_baihuazhen	72	59776	111072	1		馆驿	百花阵内阵		
72	62816	120864	task	to_xiacengzhenfa	471	52224	102784	1		百花阵内阵	下层阵法		
471	52384	102816	task	to_baihuazhen	72	62912	121120	1		下层阵法	百花阵内阵		
72	62816	120864	task	to_xiacengzhenfa	472	53120	101664	0		百花阵内阵	阵法总枢		
