MapId	Id	IsDisable	PosType	Icon	PosX	PosY	Text	Size	Color	PosXDis	PosYDis
98	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	212	158	段氏皇陵[75级]	12	yellow	0	4
98	5	0	0		572	303	乌 布 寨 精 兵	18	red	0	0
98	6	0	0		590	702	乌 布 寨 巡 守	18	red	0	0
98	7	0	0		304	676	黑 水 轻 骑	18	red	0	0
99	1	0	0	\image\ui\001a\minimap\icon_northeast.spr	916	55	采石矶[55级]	12	yellow	0	30
99	2	0	0	\image\ui\001a\minimap\icon_southeast.spr	922	852	九嶷溪[75级]	12	yellow	0	2
99	3	0	0	\image\ui\001a\minimap\icon_west.spr	62	529	黄鹤楼[85级]	12	yellow	2	4
99	4	0	0		810	398	野  马	18	red	0	0
99	5	0	0		645	776	野  猴	18	red	0	0
99	6	0	0		270	254	野  鹿	18	red	0	0
100	1	0	0	\image\ui\001a\minimap\icon_northeast.spr	831	208	太行古径[55级]	12	yellow	-10	2
100	2	0	0	\image\ui\001a\minimap\icon_southeast.spr	823	696	龙门石窟[85级]	12	yellow	0	0
100	3	0	0	\image\ui\001a\minimap\icon_west.spr	33	324	沙漠迷宫[75级]	12	yellow	20	2
100	4	0	0	\image\ui\001a\minimap\icon_southeast.spr	124	301	渡口	12	yellow	0	2
100	5	0	0	\image\ui\001a\minimap\icon_northwest.spr	185	272	渡口	12	yellow	0	0
100	6	0	0	\image\ui\001a\minimap\icon_northwest.spr	196	582	渡口	12	yellow	0	2
100	7	0	0	\image\ui\001a\minimap\icon_northeast.spr	160	516	渡口	12	yellow	0	2
100	8	0	0		725	491	猛 安 谋 克 军	18	red	0	0
100	9	0	0		290	536	马 帮 推 手	18	red	0	0
100	10	0	0		348	191	漕 帮 舵 手	18	red	0	0
100	11	0	0	\image\ui\001a\minimap\icon_southwest.spr	46	588	华山[95级]	12	yellow	0	2
101	1	0	0	\image\ui\001a\minimap\icon_west.spr	55	364	居延泽[65级]	12	yellow	0	2
101	2	0	0	\image\ui\001a\minimap\icon_southwest.spr	78	700	凤翔府	12	yellow	0	0
101	3	0	0	\image\ui\001a\minimap\icon_southeast.spr	680	624	风陵渡[75级]	12	yellow	0	4
101	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	690	286	西夏皇陵[85级]	12	yellow	0	4
101	5	0	0		570	556	神 臂 弓	18	red	0	0
101	6	0	0		180	556	黑 水 快 骑 兵	18	red	0	0
101	7	0	0		200	216	马 贼 轻 斧 手	18	red	0	0
101	8	0	0	\image\ui\001a\minimap\icon_northeast.spr	694	79	蒙古王庭[115级]	12	yellow	0	2
101	9	0	1	\image\ui\001a\minimap\icon_south.spr	1772	3904	盐州	12	yellow	0	0
101	10	0	1	\image\ui\001a\minimap\icon_southeast.spr	1851	3900	兀剌海城	12	yellow	0	0
102	1	0	0	\image\ui\001a\minimap\yellowpoint.spr	980	614	伏牛山[65级]	12	yellow	0	4
102	2	0	0		920	246	邪 教 卜 师	18	red	0	0
102	3	0	0		830	546	邪 教 男 弟 子	18	red	0	0
102	4	0	0		240	216	邪 教 女 弟 子	18	red	0	0
103	1	0	0	\image\ui\001a\minimap\icon_south.spr	444	793	扬州府	12	yellow	0	0
103	2	0	0	\image\ui\001a\minimap\icon_southeast.spr	796	698	寒山古刹[55级]	12	yellow	-2	2
103	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	70	69	荐菊洞[85级]	12	yellow	0	4
103	4	0	0		700	349	宋 轻 骑 兵	18	red	0	0
103	5	0	0		700	746	宋 军 枪 兵	18	red	0	0
103	6	0	0		215	616	宋 军 弩 手	18	red	0	0
104	1	0	0	\image\ui\001a\minimap\icon_west.spr	90	608	成都府	12	yellow	2	4
104	2	0	0	\image\ui\001a\minimap\icon_east.spr	889	538	剑门关[85级]	12	yellow	-2	4
104	3	0	0	\image\ui\001a\minimap\icon_north.spr	676	64	大散关[55级]	12	yellow	0	32
104	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	83	290	响水洞[65级]	12	yellow	0	4
104	5	0	0		774	391	男  影	18	red	0	0
104	6	0	0		534	542	神  行  兵	18	red	0	0
104	7	0	0		184	400	女  影	18	red	0	0
105	1	0	0	\image\ui\001a\minimap\yellowpoint.spr	306	550	点苍山[65级]	12	yellow	0	4
105	2	0	0		1061	334	吐  布  卜  师	18	red	0	0
105	3	0	0		430	396	吐  布  族  人	18	red	0	0
105	4	0	0		800	536	紫  面  武  士	18	red	0	0
106	1	0	0	\image\ui\001a\minimap\icon_northeast.spr	737	142	临安府	12	yellow	-2	2
106	2	0	0	\image\ui\001a\minimap\icon_north.spr	475	54	采石矶[55级]	12	yellow	0	32
106	3	0	0	\image\ui\001a\minimap\icon_northwest.spr	108	50	彭蠡古泽[65级]	12	yellow	0	32
106	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	92	546	帮源秘洞[85级]	12	yellow	0	4
106	5	0	0		508	225	江 湖 剑 客	18	red	0	0
106	6	0	0		267	188	江 湖 刀 客	18	red	0	0
106	7	0	0		281	577	大 内 密 探	18	red	0	0
106	8	0	0	\image\ui\001a\minimap\icon_south.spr	419	665	武夷山[95]	12	yellow	0	30
107	1	0	0	\image\ui\001a\minimap\icon_southeast.spr	825	664	伏牛山[65级]	12	yellow	0	4
107	2	0	0	\image\ui\001a\minimap\icon_northwest.spr	52	88	风陵渡[75级]	12	yellow	0	2
107	3	0	0	\image\ui\001a\minimap\icon_northeast.spr	860	56	太行古径[55级]	12	yellow	0	2
107	4	0	0	\image\ui\001a\minimap\icon_east.spr	860	246	汴京府	12	yellow	0	4
107	5	0	0		655	236	大 金 禁 卫 军	18	red	0	0
107	6	0	0		690	596	大 金 飞 骑 兵	18	red	0	0
107	7	0	0		215	481	影 会 帮 众	18	red	0	0
107	8	0	0	\image\ui\001a\minimap\icon_west.spr	65	676	华山[95级]	12	yellow	0	2
108	1	0	0	\image\ui\001a\minimap\yellowpoint.spr	60	502	沙漠迷宫[75级]	12	yellow	0	4
108	2	0	0		600	516	叛  军  刀  手	18	red	0	0
108	3	0	0		700	306	皇  陵  看  守	18	red	0	0
108	4	0	0		280	396	滚  刀  手	18	red	0	0
109	1	0	0	\image\ui\001a\minimap\icon_east.spr	740	364	采石矶[55级]	12	yellow	0	2
109	2	0	0	\image\ui\001a\minimap\icon_southeast.spr	740	644	彭蠡古泽[65级]	12	yellow	0	2
109	3	0	0	\image\ui\001a\minimap\icon_northwest.spr	60	96	伏牛山[65级]	12	yellow	0	2
109	4	0	0		590	316	流  亡  刀  兵	18	red	0	0
109	5	0	0		550	646	驻  城  守  军	18	red	0	0
109	6	0	0		250	646	流  寇	18	red	0	0
109	7	0	0	\image\ui\001a\minimap\icon_west.spr	60	394	汉水古渡[55级]	12	yellow	-3	-2
110	1	0	0	\image\ui\001a\minimap\yellowpoint.spr	184	459	稻香村	12	yellow	0	4
110	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	812	398	蜀冈山[75级]	12	yellow	0	4
110	3	0	0		300	386	苦  工	18	red	0	0
110	4	0	0		645	396	北  马  帮  众	18	red	0	0
110	5	0	0		300	196	盐  帮  帮  众	18	red	0	0
110	6	0	0	\image\ui\001a\minimap\yellowpoint.spr	70	234	蜀冈秘境[95级]	12	yellow	0	4
110	7	0	0	\image\ui\001a\minimap\icon_northeast.spr	830	74	梁山泊[115级]	12	yellow	0	2
111	1	0	0	\image\ui\001a\minimap\icon_northwest.spr	60	111	大散关[55级]	12	yellow	0	2
111	2	0	0	\image\ui\001a\minimap\icon_west.spr	78	405	剑阁蜀道[75级]	12	yellow	0	1
111	3	0	0	\image\ui\001a\minimap\icon_east.spr	793	414	襄阳府	12	yellow	0	2
111	4	0	0		235	171	剑 门 守 军	18	red	0	0
111	5	0	0		630	666	黑 水 云 骑 兵	18	red	0	0
111	6	0	0		235	506	护 关 铁 骑 兵	18	red	0	0
111	7	0	0	\image\ui\001a\minimap\icon_north.spr	503	64	阿房宫废墟[115级]	12	yellow	0	2
112	1	0	0	\image\ui\001a\minimap\icon_south.spr	394	806	点苍山[65级]	12	yellow	0	0
112	2	0	0	\image\ui\001a\minimap\icon_east.spr	745	482	洱海摩岩[55级]	12	yellow	0	4
112	3	0	0		600	316	护  寺  僧  兵	18	red	0	0
112	4	0	0		280	206	乌  蛮  勇  士	18	red	0	0
112	5	0	0		210	646	西  夏  骑  兵	18	red	0	0
113	1	0	0	\image\ui\001a\minimap\yellowpoint.spr	1172	76	九嶷溪[75级]	12	yellow	0	4
113	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	1144	231	龙泉村	12	yellow	0	4
113	3	0	0		650	196	江  南  义  士	18	red	0	0
113	4	0	0		990	512	东  南  义  士	18	red	0	0
113	5	0	0		320	476	江  北  义  士	18	red	0	0
114	1	0	0	\image\ui\001a\minimap\icon_southeast.spr	704	658	云中镇	12	yellow	0	2
114	2	0	0	\image\ui\001a\minimap\icon_northeast.spr	513	45	漠北草原[105级]	12	yellow	0	2
114	3	0	0		420	186	鞑  靼  追  兵	18	red	0	0
114	4	0	0		530	516	金  国  骑  兵	18	red	0	0
114	5	0	0		150	606	拖 雷 部 骑 兵	18	red	0	0
114	6	0	0		140	256	大  漠  刀  客	18	red	0	0
114	7	0	0	\image\ui\001a\minimap\icon_west.spr	63	55	蒙古王庭[115级]	12	yellow	0	2
115	1	0	0	\image\ui\001a\minimap\icon_south.spr	844	456	龙门镇	12	yellow	0	0
115	2	0	0	\image\ui\001a\minimap\icon_east.spr	836	314	居延泽[65级]	12	yellow	0	2
115	3	0	0	\image\ui\001a\minimap\icon_southwest.spr	100	435	敦煌古城[105级]	12	yellow	0	2
115	4	0	0		680	206	西  夏  军  士	18	red	0	0
115	5	0	0		730	426	秘  部  士  兵	18	red	0	0
115	6	0	0		190	346	嘉 峪 关 守 军	18	red	0	0
115	7	0	0		320	216	塞  外  嚎  狼	18	red	0	0
115	8	0	0	\image\ui\001a\minimap\icon_northeast.spr	798	94	蒙古王庭[115级]	12	yellow	0	2
115	9	0	0	\image\ui\001a\minimap\icon_northwest.spr	166	184	月牙泉[115级]	12	yellow	0	2
116	1	0	0	\image\ui\001a\minimap\icon_southeast.spr	708	704	永乐镇	12	yellow	0	2
116	2	0	0	\image\ui\001a\minimap\icon_northeast.spr	888	260	风陵渡[75级]	12	yellow	0	2
116	3	0	0	\image\ui\001a\minimap\icon_east.spr	888	472	龙门石窟[85级]	12	yellow	-8	2
116	4	0	0	\image\ui\001a\minimap\icon_northwest.spr	113	173	活死人墓[105级]	12	yellow	0	2
116	5	0	0		580	216	华  山  叶  猴	18	red	0	0
116	6	0	0		750	536	华  山  守  军	18	red	0	0
116	7	0	0		350	666	异  人  剑  客	18	red	0	0
116	8	0	0		180	366	华  山  强  贼	18	red	0	0
116	9	0	0	\image\ui\001a\minimap\icon_west.spr	43	603	阿房宫废墟[115级]	12	yellow	10	2
117	1	0	0	\image\ui\001a\minimap\icon_south.spr	915	470	稻香村	12	yellow	0	0
117	2	0	0	\image\ui\001a\minimap\icon_west.spr	66	564	伏牛山[65级]	12	yellow	0	2
117	3	0	0	\image\ui\001a\minimap\icon_east.spr	888	178	荐菊洞[85级]	12	yellow	-8	2
117	4	0	0	\image\ui\001a\minimap\icon_northwest.spr	447	68	大禹台[105级]	12	yellow	0	2
117	5	0	0		770	196	浮  游  散  兵	18	red	0	0
117	6	0	0		760	436	秘  境  矛  手	18	red	0	0
117	7	0	0		230	476	江  湖  郎  中	18	red	0	0
117	8	0	0		400	186	山    猫	18	red	0	0
117	9	0	0	\image\ui\001a\minimap\icon_northeast.spr	820	138	梁山泊[115级]	12	yellow	0	2
118	1	0	0	\image\ui\001a\minimap\icon_northwest.spr	299	578	江津村	12	yellow	0	2
118	2	0	0	\image\ui\001a\minimap\icon_northeast.spr	970	100	三峡栈道[105级]	12	yellow	0	2
118	3	0	0		920	176	毒  童  子	18	red	0	0
118	4	0	0		600	376	鬼    奴	18	red	0	0
118	5	0	0		530	626	鬼    使	18	red	0	0
118	6	0	0		210	346	埋  骨  兵	18	red	0	0
118	7	0	0	\image\ui\001a\minimap\icon_east.spr	888	404	神女峰[115级]	12	yellow	0	4
118	8	0	0	\image\ui\001a\minimap\icon_southeast.spr	850	490	夜郎旧墟[115级]	12	yellow	4	33
119	1	0	0	\image\ui\001a\minimap\icon_west.spr	39	668	石鼓镇	12	yellow	-1	2
119	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	712	511	蚩尤洞[105级]	12	yellow	0	2
119	3	0	0		550	326	黑  苗  猎  手	18	red	0	0
119	4	0	0		550	696	蛮  女  祭  司	18	red	0	0
119	5	0	0		220	546	白  苗  猎  手	18	red	0	0
119	6	0	0		280	266	苗  岭  守  军	18	red	0	0
119	7	0	0	\image\ui\001a\minimap\icon_east.spr	731	231	桃花源[115级]	12	yellow	0	2
119	8	0	0	\image\ui\001a\minimap\icon_northwest.spr	56	52	夜郎旧墟[115级]	12	yellow	0	2
120	1	0	0	\image\ui\001a\minimap\icon_northeast.spr	590	68	龙泉村	12	yellow	0	2
120	2	0	0	\image\ui\001a\minimap\icon_southwest.spr	128	657	锁云渊[105级]	12	yellow	0	2
120	3	0	0		800	356	长 歌 门 仕 子	18	red	0	0
120	4	0	0		770	636	红  衣  喽  罗	18	red	0	0
120	5	0	0		260	556	紫  衣  喽  罗	18	red	0	0
120	6	0	0		340	236	野 生 华 南 虎	18	red	0	0
120	7	0	0	\image\ui\001a\minimap\icon_southeast.spr	702	727	鼓浪屿[115级]	12	yellow	0	2
120	8	0	0	\image\ui\001a\minimap\icon_west.spr	62	438	九嶷溪[75级]	12	yellow	-4	31
121	1	0	0	\image\ui\001a\minimap\icon_southeast.spr	850	426	巴陵县	12	yellow	0	2
121	2	0	0	\image\ui\001a\minimap\yellowpoint.spr	55	314	伏流洞[105级]	12	yellow	0	2
121	3	0	0		730	146	武 陵 山 守 军	18	red	0	0
121	4	0	0		710	426	赤  练  王  蛇	18	red	0	0
121	5	0	0		430	466	彪  霸  看  守	18	red	0	0
121	6	0	0		300	146	草  鬼  婆	18	red	0	0
121	7	0	0	\image\ui\001a\minimap\icon_south.spr	380	650	桃花源[115级]	12	yellow	0	2
121	8	0	0	\image\ui\001a\minimap\icon_northeast.spr	730	40	神女峰[115级]	12	yellow	0	2
122	1	0	0	\image\ui\001a\minimap\icon_south.spr	425	639	敕勒川[95级]	12	yellow	10	0
122	2	0	0	\image\ui\001a\minimap\icon_west.spr	50	423	蒙古王庭[115级]	12	yellow	0	4
122	3	0	0	\image\ui\001a\minimap\icon_east.spr	802	368	望龙山[任务]	12	yellow	0	4
122	4	0	1	\image\ui\001a\minimap\yellowpoint.spr	1695	3762	万骨窟·魑	12	yellow	0	0
122	5	0	1	\image\ui\001a\minimap\yellowpoint.spr	1715	3274	万骨窟·魑	12	yellow	0	0
122	6	0	1	\image\ui\001a\minimap\yellowpoint.spr	1954	3324	万骨窟·魅	12	yellow	0	0
122	7	0	1	\image\ui\001a\minimap\yellowpoint.spr	1876	3571	万骨窟·魅	12	yellow	0	0
123	1	0	0	\image\ui\001a\minimap\icon_northeast.spr	751	190	嘉峪关[95级]	12	yellow	0	2
123	2	0	0	\image\ui\001a\minimap\icon_southeast.spr	677	748	龙门镇	12	yellow	0	2
123	3	0	0	\image\ui\001a\minimap\icon_southwest.spr	167	602	月牙泉[115级]	12	yellow	0	2
123	4	0	1	\image\ui\001a\minimap\yellowpoint.spr	1803	3282	万骨窟·魍	12	yellow	0	0
123	5	0	1	\image\ui\001a\minimap\yellowpoint.spr	1689	3538	万骨窟·魍	12	yellow	0	0
123	6	0	1	\image\ui\001a\minimap\yellowpoint.spr	1747	3857	万骨窟·魉	12	yellow	0	0
123	7	0	1	\image\ui\001a\minimap\yellowpoint.spr	1813	3746	万骨窟·魉	12	yellow	0	0
124	1	0	0	\image\ui\001a\minimap\icon_southeast.spr	750	429	华山[95级]	12	yellow	0	2
124	2	0	1	\image\ui\001a\minimap\yellowpoint.spr	1736	3279	拜月坛·朔	12	yellow	0	0
124	3	0	1	\image\ui\001a\minimap\yellowpoint.spr	1465	3242	拜月坛·朔	12	yellow	0	0
124	4	0	1	\image\ui\001a\minimap\yellowpoint.spr	1521	3075	拜月坛·望	12	yellow	0	0
124	5	0	1	\image\ui\001a\minimap\yellowpoint.spr	1769	3176	拜月坛·望	12	yellow	0	0
125	1	0	0	\image\ui\001a\minimap\icon_south.spr	364	705	蜀冈秘境[95级]	12	yellow	0	0
125	2	0	0	\image\ui\001a\minimap\icon_east.spr	822	337	梁山泊[115级]	12	yellow	0	2
125	3	0	1	\image\ui\001a\minimap\yellowpoint.spr	1804	3848	拜月坛·残	12	yellow	0	0
125	4	0	1	\image\ui\001a\minimap\yellowpoint.spr	1677	3689	拜月坛·残	12	yellow	0	0
125	5	0	1	\image\ui\001a\minimap\yellowpoint.spr	1844	3357	拜月坛·眉	12	yellow	0	0
125	6	0	1	\image\ui\001a\minimap\yellowpoint.spr	1948	3527	拜月坛·眉	12	yellow	0	0
126	1	0	0	\image\ui\001a\minimap\icon_west.spr	72	420	江津村	12	yellow	0	4
126	2	0	0	\image\ui\001a\minimap\icon_southwest.spr	234	785	丰都鬼城[95级]	12	yellow	0	2
126	3	0	0	\image\ui\001a\minimap\icon_east.spr	1086	172	神女峰[115级]	12	yellow	0	4
126	4	0	1	\image\ui\001a\minimap\yellowpoint.spr	1929	3631	混阳殿·光	12	yellow	0	0
126	5	0	1	\image\ui\001a\minimap\yellowpoint.spr	1824	3772	混阳殿·光	12	yellow	0	0
126	6	0	1	\image\ui\001a\minimap\yellowpoint.spr	1578	3438	混阳殿·影	12	yellow	0	0
126	7	0	1	\image\ui\001a\minimap\yellowpoint.spr	1719	3259	混阳殿·影	12	yellow	0	0
127	1	0	0	\image\ui\001a\minimap\icon_northwest.spr	82	370	苗岭[95级]	12	yellow	0	2
127	2	0	1	\image\ui\001a\minimap\yellowpoint.spr	1633	3284	混阳殿·明	12	yellow	0	0
127	3	0	1	\image\ui\001a\minimap\yellowpoint.spr	1735	3218	混阳殿·明	12	yellow	0	0
127	4	0	1	\image\ui\001a\minimap\yellowpoint.spr	1786	3047	混阳殿·暗	12	yellow	0	0
127	5	0	1	\image\ui\001a\minimap\yellowpoint.spr	1705	3014	混阳殿·暗	12	yellow	0	0
128	1	0	0	\image\ui\001a\minimap\icon_east.spr	759	329	武夷山[95级]	12	yellow	0	4
128	2	0	0	\image\ui\001a\minimap\icon_northwest.spr	718	53	天王帮	12	yellow	-5	-1
128	3	0	0	\image\ui\001a\minimap\icon_west.spr	31	557	桃花源[115级]	12	yellow	9	4
128	4	0	0	\image\ui\001a\minimap\icon_southeast.spr	766	720	鼓浪屿[115级]	12	yellow	0	2
128	5	0	1	\image\ui\001a\minimap\yellowpoint.spr	1793	3761	焚明堂·焦	12	yellow	0	0
128	6	0	1	\image\ui\001a\minimap\yellowpoint.spr	1752	3574	焚明堂·焦	12	yellow	0	0
128	7	0	1	\image\ui\001a\minimap\yellowpoint.spr	1669	3320	焚明堂·炎	12	yellow	0	0
128	8	0	1	\image\ui\001a\minimap\yellowpoint.spr	1842	3237	焚明堂·炎	12	yellow	0	0
129	1	0	0	\image\ui\001a\minimap\icon_east.spr	687	385	武陵山[95级]	12	yellow	0	2
129	2	0	0	\image\ui\001a\minimap\icon_southeast.spr	497	518	桃花源[115级]	12	yellow	0	2
129	3	0	0	\image\ui\001a\minimap\icon_west.spr	50	296	夜郎旧墟[115级]	12	yellow	0	4
129	4	0	1	\image\ui\001a\minimap\yellowpoint.spr	1913	3425	焚明堂·尘	12	yellow	0	0
129	4	0	1	\image\ui\001a\minimap\yellowpoint.spr	1792	3273	焚明堂·尘	12	yellow	0	0
129	4	0	1	\image\ui\001a\minimap\yellowpoint.spr	1677	3267	焚明堂·逝	12	yellow	0	0
129	4	0	1	\image\ui\001a\minimap\yellowpoint.spr	1726	3579	焚明堂·逝	12	yellow	0	0
130	1	0	0	\image\ui\001a\minimap\icon_south.spr	132	643	居延泽[65级]	12	yellow	0	2
130	2	0	0	\image\ui\001a\minimap\icon_west.spr	64	372	嘉峪关[95级]	12	yellow	0	4
130	3	0	0	\image\ui\001a\minimap\icon_east.spr	696	222	漠北草原[105级]	12	yellow	0	4
130	4	0	0	\image\ui\001a\minimap\icon_southeast.spr	695	598	敕勒川[95级]	12	yellow	0	2
130	5	0	0	\image\ui\001a\minimap\icon_south.spr	284	634	沙漠迷宫[75级]	12	yellow	0	2
130	6	0	0	\image\ui\001a\minimap\icon_south.spr	490	634	萨满教	12	yellow	0	2
130	7	0	1	\image\ui\001a\minimap\yellowpoint.spr	1711	3630	陨丹宫·日	12	yellow	0	0
130	8	0	1	\image\ui\001a\minimap\yellowpoint.spr	1833	3600	陨丹宫·日	12	yellow	0	0
130	9	0	1	\image\ui\001a\minimap\yellowpoint.spr	1873	3251	陨丹宫·月	12	yellow	0	0
130	10	0	1	\image\ui\001a\minimap\yellowpoint.spr	1738	3381	陨丹宫·月	12	yellow	0	0
131	1	0	0	\image\ui\001a\minimap\icon_east.spr	730	250	敦煌古城[105级]	12	yellow	0	4
131	2	0	0	\image\ui\001a\minimap\icon_southeast.spr	710	516	龙门镇	12	yellow	0	2
131	3	0	0	\image\ui\001a\minimap\icon_northeast.spr	322	46	嘉峪关[95级]	12	yellow	0	2
131	4	0	0	\image\ui\001a\minimap\icon_south.spr	347	637	昆仑派	12	yellow	-2	33
131	5	0	1	\image\ui\001a\minimap\yellowpoint.spr	1812	3189	陨丹宫·星	12	yellow	0	0
131	6	0	1	\image\ui\001a\minimap\yellowpoint.spr	1837	3444	陨丹宫·星	12	yellow	0	0
131	7	0	1	\image\ui\001a\minimap\yellowpoint.spr	1868	3533	陨丹宫·辰	12	yellow	0	0
131	8	0	1	\image\ui\001a\minimap\yellowpoint.spr	1768	3580	陨丹宫·辰	12	yellow	0	0
132	1	0	0	\image\ui\001a\minimap\icon_west.spr	77	405	大散关[55级]	12	yellow	0	4
132	2	0	0	\image\ui\001a\minimap\icon_south.spr	426	766	剑门关[85级]	12	yellow	0	2
132	3	0	0	\image\ui\001a\minimap\icon_northeast.spr	870	66	华山[95级]	12	yellow	0	2
132	4	0	0	\image\ui\001a\minimap\icon_southeast.spr	910	659	永乐镇	12	yellow	0	4
132	5	0	0	\image\ui\001a\minimap\icon_northwest.spr	77	75	西夏一品堂	12	yellow	-2	1
132	6	0	0		866	203	秦始皇陵入口	12	yellow	0	0
132	7	0	1	\image\ui\001a\minimap\yellowpoint.spr	1874	3163	血罗门·山	12	yellow	0	0
132	8	0	1	\image\ui\001a\minimap\yellowpoint.spr	1702	3251	血罗门·山	12	yellow	0	0
132	9	0	1	\image\ui\001a\minimap\yellowpoint.spr	1615	3495	血罗门·河	12	yellow	0	0
132	10	0	1	\image\ui\001a\minimap\yellowpoint.spr	1850	3442	血罗门·河	12	yellow	0	0
132	11	0	1	\image\ui\001a\minimap\yellowpoint.spr	1902	3805	林风杨	12	yellow	0	4
133	1	0	0	\image\ui\001a\minimap\icon_southwest.spr	61	745	蜀冈秘境[95级]	12	yellow	0	4
133	2	0	0	\image\ui\001a\minimap\icon_west.spr	50	425	大禹台[105级]	12	yellow	0	4
133	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	471	689	荐菊洞[85级]	12	yellow	0	4
133	4	0	0	\image\ui\001a\minimap\icon_west.spr	50	225	天忍教	12	yellow	0	1
133	5	0	0	\image\ui\001a\minimap\icon_west.spr	922	74	灵壁泊	12	yellow	0	2
133	6	0	1	\image\ui\001a\minimap\yellowpoint.spr	1727	3236	血罗门·湖	12	yellow	0	0
133	7	0	1	\image\ui\001a\minimap\yellowpoint.spr	1767	3246	血罗门·湖	12	yellow	0	0
133	8	0	1	\image\ui\001a\minimap\yellowpoint.spr	1806	3615	血罗门·海	12	yellow	0	0
133	9	0	1	\image\ui\001a\minimap\yellowpoint.spr	1912	3675	血罗门·海	12	yellow	0	0
134	1	0	0	\image\ui\001a\minimap\icon_southwest.spr	45	720	武陵山[95级]	12	yellow	0	2
134	2	0	0	\image\ui\001a\minimap\icon_west.spr	38	416	丰都鬼城[95级]	12	yellow	0	4
134	3	0	0	\image\ui\001a\minimap\icon_northwest.spr	118	114	三峡栈道[105级]	12	yellow	0	2
134	4	0	0	\image\ui\001a\minimap\icon_north.spr	448	62	汉水古渡[55级]	12	yellow	0	2
134	5	0	1	\image\ui\001a\minimap\yellowpoint.spr	1812	3279	魔龙殿·云	12	yellow	0	0
134	6	0	1	\image\ui\001a\minimap\yellowpoint.spr	1648	3417	魔龙殿·云	12	yellow	0	0
134	7	0	1	\image\ui\001a\minimap\yellowpoint.spr	1752	3715	魔龙殿·电	12	yellow	0	0
134	8	0	1	\image\ui\001a\minimap\yellowpoint.spr	1835	3663	魔龙殿·电	12	yellow	0	0
135	1	0	0	\image\ui\001a\minimap\icon_southeast.spr	934	606	桃花源[115级]	12	yellow	0	2
135	2	0	0	\image\ui\001a\minimap\icon_south.spr	440	652	苗岭[95级]	12	yellow	0	0
135	3	0	0	\image\ui\001a\minimap\icon_west.spr	64	416	石鼓镇	12	yellow	0	4
135	4	0	0	\image\ui\001a\minimap\yellowpoint.spr	944	201	伏流洞[105级]	12	yellow	0	4
135	5	0	0	\image\ui\001a\minimap\icon_north.spr	227	36	丰都鬼城[95级]	12	yellow	0	0
135	6	0	1	\image\ui\001a\minimap\yellowpoint.spr	2012	3342	魔龙殿·霓	12	yellow	0	0
135	7	0	1	\image\ui\001a\minimap\yellowpoint.spr	1789	3399	魔龙殿·霓	12	yellow	0	0
135	8	0	1	\image\ui\001a\minimap\yellowpoint.spr	1780	3500	魔龙殿·风	12	yellow	0	0
135	9	0	1	\image\ui\001a\minimap\yellowpoint.spr	1907	3895	魔龙殿·风	12	yellow	0	0
136	1	0	0	\image\ui\001a\minimap\icon_southwest.spr	95	495	锁云渊[105级]	12	yellow	0	-1
136	2	0	0	\image\ui\001a\minimap\icon_northwest.spr	172	140	长歌门	12	yellow	-5	2
136	3	0	0	\image\ui\001a\minimap\icon_northwest.spr	52	330	武夷山[95级]	12	yellow	0	2
136	4	0	1	\image\ui\001a\minimap\yellowpoint.spr	1948	3119	嗜魂屋·灵	12	yellow	0	0
136	5	0	1	\image\ui\001a\minimap\yellowpoint.spr	1923	3259	嗜魂屋·灵	12	yellow	0	0
136	6	0	1	\image\ui\001a\minimap\yellowpoint.spr	1924	3445	嗜魂屋·魄	12	yellow	0	0
136	7	0	1	\image\ui\001a\minimap\yellowpoint.spr	1896	3526	嗜魂屋·魄	12	yellow	0	0
137	1	0	0	\image\ui\001a\minimap\icon_southwest.spr	314	691	苗岭[95级]	12	yellow	0	2
137	2	0	0	\image\ui\001a\minimap\icon_southwest.spr	50	424	夜郎旧墟[115级]	12	yellow	0	4
137	3	0	0	\image\ui\001a\minimap\yellowpoint.spr	173	233	伏流洞[105级]	12	yellow	0	4
137	4	0	0	\image\ui\001a\minimap\icon_northeast.spr	568	52	武陵山[95级]	12	yellow	0	2
137	5	0	0	\image\ui\001a\minimap\icon_east.spr	920	417	锁云渊[105级]	12	yellow	0	4
137	6	0	1	\image\ui\001a\minimap\yellowpoint.spr	1754	3381	嗜魂屋·冥	12	yellow	0	0
137	7	0	1	\image\ui\001a\minimap\yellowpoint.spr	1825	3524	嗜魂屋·冥	12	yellow	0	0
137	8	0	1	\image\ui\001a\minimap\yellowpoint.spr	1786	3868	嗜魂屋·枢	12	yellow	0	0
137	9	0	1	\image\ui\001a\minimap\yellowpoint.spr	1925	3865	嗜魂屋·枢	12	yellow	0	0
167	1	0	0	\image\ui\001a\minimap\yellowpoint.spr	231	82	擂台侍卫	12	yellow	0	4
