Id	Faction	nRoute	Sex	szGDPL
15	11	1	1	"2,6,66,5"
15	11	2	1	"2,6,66,5"
15	12	1	1	"2,6,76,5"
15	12	2	1	"2,6,76,5"
15	13	1	1	"2,6,96,5"
15	13	2	1	"2,6,96,5"
16	1	1	0	"2,11,105,5"
16	1	2	0	"2,11,105,5"
16	2	1	0	"2,11,105,5"
16	2	2	0	"2,11,105,5"
16	3	1	0	"2,11,125,5"
16	3	2	0	"2,11,125,5"
16	4	1	0	"2,11,125,5"
16	4	2	0	"2,11,125,5"
16	5	1	0	"2,11,145,5"
16	5	2	0	"2,11,145,5"
16	6	1	0	"2,11,145,5"
16	6	2	0	"2,11,145,5"
16	7	1	0	"2,11,165,5"
16	7	2	0	"2,11,165,5"
16	8	1	0	"2,11,165,5"
16	8	2	0	"2,11,165,5"
16	9	1	0	"2,11,185,5"
16	9	2	0	"2,11,185,5"
16	10	1	0	"2,11,185,5"
16	10	2	0	"2,11,185,5"
16	11	1	0	"2,11,125,5"
16	11	2	0	"2,11,125,5"
16	12	1	0	"2,11,145,5"
16	12	2	0	"2,11,145,5"
16	13	1	0	"2,11,185,5"
16	13	2	0	"2,11,185,5"
16	1	1	1	"2,11,115,5"
16	1	2	1	"2,11,115,5"
16	2	1	1	"2,11,115,5"
16	2	2	1	"2,11,115,5"
16	3	1	1	"2,11,135,5"
16	3	2	1	"2,11,135,5"
16	4	1	1	"2,11,135,5"
16	4	2	1	"2,11,135,5"
16	5	1	1	"2,11,155,5"
16	5	2	1	"2,11,155,5"
16	6	1	1	"2,11,155,5"
16	6	2	1	"2,11,155,5"
16	7	1	1	"2,11,175,5"
16	7	2	1	"2,11,175,5"
16	8	1	1	"2,11,175,5"
16	8	2	1	"2,11,175,5"
16	9	1	1	"2,11,195,5"
16	9	2	1	"2,11,195,5"
16	10	1	1	"2,11,195,5"
16	10	2	1	"2,11,195,5"
16	11	1	1	"2,11,135,5"
16	11	2	1	"2,11,135,5"
16	12	1	1	"2,11,155,5"
16	12	2	1	"2,11,155,5"
16	13	1	1	"2,11,195,5"
16	13	2	1	"2,11,195,5"
17	1	1	0	"2,4,55,5"
17	1	2	0	"2,4,55,5"
17	2	1	0	"2,4,55,5"
17	2	2	0	"2,4,55,5"
17	3	1	0	"2,4,65,5"
17	3	2	0	"2,4,65,5"
17	4	1	0	"2,4,65,5"
17	4	2	0	"2,4,65,5"
17	5	1	0	"2,4,75,5"
17	5	2	0	"2,4,75,5"
17	6	1	0	"2,4,75,5"
17	6	2	0	"2,4,75,5"
17	7	1	0	"2,4,85,5"
17	7	2	0	"2,4,85,5"
17	8	1	0	"2,4,85,5"
17	8	2	0	"2,4,85,5"
17	9	1	0	"2,4,95,5"
17	9	2	0	"2,4,95,5"
17	10	1	0	"2,4,95,5"
17	10	2	0	"2,4,95,5"
17	11	1	0	"2,4,65,5"
17	11	2	0	"2,4,65,5"
17	12	1	0	"2,4,75,5"
17	12	2	0	"2,4,75,5"
17	13	1	0	"2,4,95,5"
17	13	2	0	"2,4,95,5"
17	1	1	1	"2,4,55,5"
17	1	2	1	"2,4,55,5"
17	2	1	1	"2,4,55,5"
17	2	2	1	"2,4,55,5"
17	3	1	1	"2,4,65,5"
17	3	2	1	"2,4,65,5"
17	4	1	1	"2,4,65,5"
17	4	2	1	"2,4,65,5"
17	5	1	1	"2,4,75,5"
17	5	2	1	"2,4,75,5"
17	6	1	1	"2,4,75,5"
17	6	2	1	"2,4,75,5"
17	7	1	1	"2,4,85,5"
17	7	2	1	"2,4,85,5"
17	8	1	1	"2,4,85,5"
17	8	2	1	"2,4,85,5"
17	9	1	1	"2,4,95,5"
17	9	2	1	"2,4,95,5"
17	10	1	1	"2,4,95,5"
17	10	2	1	"2,4,95,5"
17	11	1	1	"2,4,65,5"
17	11	2	1	"2,4,65,5"
17	12	1	1	"2,4,75,5"
17	12	2	1	"2,4,75,5"
17	13	1	1	"2,4,95,5"
17	13	2	1	"2,4,95,5"
18	1	1	0	"2,5,55,5"
18	1	2	0	"2,5,55,5"
18	2	1	0	"2,5,55,5"
18	2	2	0	"2,5,55,5"
18	3	1	0	"2,5,65,5"
18	3	2	0	"2,5,65,5"
18	4	1	0	"2,5,65,5"
18	4	2	0	"2,5,65,5"
18	5	1	0	"2,5,75,5"
18	5	2	0	"2,5,75,5"
18	6	1	0	"2,5,75,5"
18	6	2	0	"2,5,75,5"
18	7	1	0	"2,5,85,5"
18	7	2	0	"2,5,85,5"
18	8	1	0	"2,5,85,5"
18	8	2	0	"2,5,85,5"
18	9	1	0	"2,5,95,5"
18	9	2	0	"2,5,95,5"
18	10	1	0	"2,5,95,5"
18	10	2	0	"2,5,95,5"
18	11	1	0	"2,5,65,5"
18	11	2	0	"2,5,65,5"
18	12	1	0	"2,5,75,5"
18	12	2	0	"2,5,75,5"
18	13	1	0	"2,5,95,5"
18	13	2	0	"2,5,95,5"
18	1	1	1	"2,5,55,5"
18	1	2	1	"2,5,55,5"
18	2	1	1	"2,5,55,5"
18	2	2	1	"2,5,55,5"
18	3	1	1	"2,5,65,5"
18	3	2	1	"2,5,65,5"
18	4	1	1	"2,5,65,5"
18	4	2	1	"2,5,65,5"
18	5	1	1	"2,5,75,5"
18	5	2	1	"2,5,75,5"
18	6	1	1	"2,5,75,5"
18	6	2	1	"2,5,75,5"
18	7	1	1	"2,5,85,5"
18	7	2	1	"2,5,85,5"
18	8	1	1	"2,5,85,5"
18	8	2	1	"2,5,85,5"
18	9	1	1	"2,5,95,5"
18	9	2	1	"2,5,95,5"
18	10	1	1	"2,5,95,5"
18	10	2	1	"2,5,95,5"
18	11	1	1	"2,5,65,5"
18	11	2	1	"2,5,65,5"
18	12	1	1	"2,5,75,5"
18	12	2	1	"2,5,75,5"
18	13	1	1	"2,5,95,5"
18	13	2	1	"2,5,95,5"
19	1	1	0	"2,9,225,5"
19	1	2	0	"2,9,205,5"
19	2	1	0	"2,9,205,5"
19	2	2	0	"2,9,205,5"
19	3	1	0	"2,9,245,5"
19	3	2	0	"2,9,245,5"
19	4	1	0	"2,9,245,5"
19	4	2	0	"2,9,265,5"
19	5	1	0	"2,9,305,5"
19	5	2	0	"2,9,305,5"
19	6	1	0	"2,9,305,5"
19	6	2	0	"2,9,305,5"
19	7	1	0	"2,9,345,5"
19	7	2	0	"2,9,345,5"
19	8	1	0	"2,9,325,5"
19	8	2	0	"2,9,345,5"
19	9	1	0	"2,9,385,5"
19	9	2	0	"2,9,365,5"
19	10	1	0	"2,9,385,5"
19	10	2	0	"2,9,385,5"
19	11	1	0	"2,9,245,5"
19	11	2	0	"2,9,245,5"
19	12	1	0	"2,9,285,5"
19	12	2	0	"2,9,305,5"
19	13	1	0	"2,9,1025,5"
19	13	2	0	"2,9,1025,5"
19	1	1	1	"2,9,295,5"
19	1	2	1	"2,9,215,5"
19	2	1	1	"2,9,215,5"
19	2	2	1	"2,9,215,5"
19	3	1	1	"2,9,295,5"
19	3	2	1	"2,9,255,5"
19	4	1	1	"2,9,255,5"
19	4	2	1	"2,9,275,5"
19	5	1	1	"2,9,315,5"
19	5	2	1	"2,9,315,5"
19	6	1	1	"2,9,315,5"
19	6	2	1	"2,9,315,5"
19	7	1	1	"2,9,355,5"
19	7	2	1	"2,9,355,5"
19	8	1	1	"2,9,395,5"
19	8	2	1	"2,9,355,5"
19	9	1	1	"2,9,395,5"
19	9	2	1	"2,9,375,5"
19	10	1	1	"2,9,395,5"
19	10	2	1	"2,9,395,5"
19	11	1	1	"2,9,255,5"
19	11	2	1	"2,9,255,5"
19	12	1	1	"2,9,295,5"
19	12	2	1	"2,9,315,5"
19	13	1	1	"2,9,1035,5"
19	13	2	1	"2,9,1035,5"
20	1	1	0	"2,10,4,2"
20	1	2	0	"2,10,4,2"
20	2	1	0	"2,10,4,2"
20	2	2	0	"2,10,4,2"
20	3	1	0	"2,10,24,2"
20	3	2	0	"2,10,24,2"
20	4	1	0	"2,10,24,2"
20	4	2	0	"2,10,24,2"
20	5	1	0	"2,10,44,2"
20	5	2	0	"2,10,44,2"
20	6	1	0	"2,10,44,2"
20	6	2	0	"2,10,44,2"
20	7	1	0	"2,10,64,2"
20	7	2	0	"2,10,64,2"
20	8	1	0	"2,10,64,2"
20	8	2	0	"2,10,64,2"
20	9	1	0	"2,10,84,2"
20	9	2	0	"2,10,84,2"
20	10	1	0	"2,10,84,2"
20	10	2	0	"2,10,84,2"
20	11	1	0	"2,10,24,2"
20	11	2	0	"2,10,24,2"
20	12	1	0	"2,10,44,2"
20	12	2	0	"2,10,44,2"
20	13	1	0	"2,10,84,2"
20	13	2	0	"2,10,84,2"
20	1	1	1	"2,10,14,2"
20	1	2	1	"2,10,14,2"
20	2	1	1	"2,10,14,2"
20	2	2	1	"2,10,14,2"
20	3	1	1	"2,10,34,2"
20	3	2	1	"2,10,34,2"
20	4	1	1	"2,10,34,2"
20	4	2	1	"2,10,34,2"
20	5	1	1	"2,10,54,2"
20	5	2	1	"2,10,54,2"
20	6	1	1	"2,10,54,2"
20	6	2	1	"2,10,54,2"
20	7	1	1	"2,10,74,2"
20	7	2	1	"2,10,74,2"
20	8	1	1	"2,10,74,2"
20	8	2	1	"2,10,74,2"
20	9	1	1	"2,10,94,2"
20	9	2	1	"2,10,94,2"
20	10	1	1	"2,10,94,2"
20	10	2	1	"2,10,94,2"
20	11	1	1	"2,10,34,2"
20	11	2	1	"2,10,34,2"
20	12	1	1	"2,10,54,2"
20	12	2	1	"2,10,54,2"
20	13	1	1	"2,10,94,2"
20	13	2	1	"2,10,94,2"
21	1	1	0	"2,5,2,2"
21	1	2	0	"2,5,2,2"
21	2	1	0	"2,5,2,2"
21	2	2	0	"2,5,2,2"
21	3	1	0	"2,5,12,2"
21	3	2	0	"2,5,12,2"
21	4	1	0	"2,5,12,2"
21	4	2	0	"2,5,12,2"
21	5	1	0	"2,5,22,2"
21	5	2	0	"2,5,22,2"
21	6	1	0	"2,5,22,2"
21	6	2	0	"2,5,22,2"
21	7	1	0	"2,5,32,2"
21	7	2	0	"2,5,32,2"
21	8	1	0	"2,5,32,2"
21	8	2	0	"2,5,32,2"
21	9	1	0	"2,5,42,2"
21	9	2	0	"2,5,42,2"
21	10	1	0	"2,5,42,2"
21	10	2	0	"2,5,42,2"
21	11	1	0	"2,5,12,2"
21	11	2	0	"2,5,12,2"
21	12	1	0	"2,5,22,2"
21	12	2	0	"2,5,22,2"
21	13	1	0	"2,5,42,2"
21	13	2	0	"2,5,42,2"
21	1	1	1	"2,5,2,2"
21	1	2	1	"2,5,2,2"
21	2	1	1	"2,5,2,2"
21	2	2	1	"2,5,2,2"
21	3	1	1	"2,5,12,2"
21	3	2	1	"2,5,12,2"
21	4	1	1	"2,5,12,2"
21	4	2	1	"2,5,12,2"
21	5	1	1	"2,5,22,2"
21	5	2	1	"2,5,22,2"
21	6	1	1	"2,5,22,2"
21	6	2	1	"2,5,22,2"
21	7	1	1	"2,5,32,2"
21	7	2	1	"2,5,32,2"
21	8	1	1	"2,5,32,2"
21	8	2	1	"2,5,32,2"
21	9	1	1	"2,5,42,2"
21	9	2	1	"2,5,42,2"
21	10	1	1	"2,5,42,2"
21	10	2	1	"2,5,42,2"
21	11	1	1	"2,5,12,2"
21	11	2	1	"2,5,12,2"
21	12	1	1	"2,5,22,2"
21	12	2	1	"2,5,22,2"
21	13	1	1	"2,5,42,2"
21	13	2	1	"2,5,42,2"
22	1	1	0	"2,1,3,2"
22	1	2	0	"2,1,13,2"
22	2	1	0	"2,1,23,2"
22	2	2	0	"2,1,33,2"
22	3	1	0	"2,2,2,2"
22	3	2	0	"2,2,12,2"
22	4	1	0	"2,1,43,2"
22	4	2	0	"2,1,53,2"
22	5	1	0	"2,1,83,2"
22	5	2	0	"2,1,93,2"
22	6	1	0	"2,1,93,2"
22	6	2	0	"2,1,63,2"
22	7	1	0	"2,1,123,2"
22	7	2	0	"2,1,103,2"
22	8	1	0	"2,1,113,2"
22	8	2	0	"2,1,133,2"
22	9	1	0	"2,1,163,2"
22	9	2	0	"2,1,153,2"
22	10	1	0	"2,1,143,2"
22	10	2	0	"2,1,173,2"
22	11	1	0	"2,1,903,2"
22	11	2	0	"2,1,913,2"
22	12	1	0	"2,1,73,2"
22	12	2	0	"2,1,93,2"
22	13	1	0	"2,1,1468,2"
22	13	2	0	"2,2,166,2"
22	1	1	1	"2,1,3,2"
22	1	2	1	"2,1,13,2"
22	2	1	1	"2,1,23,2"
22	2	2	1	"2,1,33,2"
22	3	1	1	"2,2,2,2"
22	3	2	1	"2,2,12,2"
22	4	1	1	"2,1,43,2"
22	4	2	1	"2,1,53,2"
22	5	1	1	"2,1,83,2"
22	5	2	1	"2,1,93,2"
22	6	1	1	"2,1,93,2"
22	6	2	1	"2,1,63,2"
22	7	1	1	"2,1,123,2"
22	7	2	1	"2,1,103,2"
22	8	1	1	"2,1,113,2"
22	8	2	1	"2,1,133,2"
22	9	1	1	"2,1,163,2"
22	9	2	1	"2,1,153,2"
22	10	1	1	"2,1,143,2"
22	10	2	1	"2,1,173,2"
22	11	1	1	"2,1,903,2"
22	11	2	1	"2,1,913,2"
22	12	1	1	"2,1,73,2"
22	12	2	1	"2,1,93,2"
22	13	1	1	"2,1,1468,2"
22	13	2	1	"2,2,166,2"
23	1	1	0	"2,3,24,2"
23	1	2	0	"2,3,4,2"
23	2	1	0	"2,3,4,2"
23	2	2	0	"2,3,4,2"
23	3	1	0	"2,3,44,2"
23	3	2	0	"2,3,44,2"
23	4	1	0	"2,3,44,2"
23	4	2	0	"2,3,64,2"
23	5	1	0	"2,3,104,2"
23	5	2	0	"2,3,104,2"
23	6	1	0	"2,3,104,2"
23	6	2	0	"2,3,104,2"
23	7	1	0	"2,3,144,2"
23	7	2	0	"2,3,144,2"
23	8	1	0	"2,3,124,2"
23	8	2	0	"2,3,144,2"
23	9	1	0	"2,3,184,2"
23	9	2	0	"2,3,164,2"
23	10	1	0	"2,3,184,2"
23	10	2	0	"2,3,184,2"
23	11	1	0	"2,3,44,2"
23	11	2	0	"2,3,44,2"
23	12	1	0	"2,3,84,2"
23	12	2	0	"2,3,104,2"
23	13	1	0	"2,3,1364,2"
23	13	2	0	"2,3,1364,2"
23	1	1	1	"2,3,34,2"
23	1	2	1	"2,3,14,2"
23	2	1	1	"2,3,14,2"
23	2	2	1	"2,3,14,2"
23	3	1	1	"2,3,54,2"
23	3	2	1	"2,3,54,2"
23	4	1	1	"2,3,54,2"
23	4	2	1	"2,3,74,2"
23	5	1	1	"2,3,114,2"
23	5	2	1	"2,3,114,2"
23	6	1	1	"2,3,114,2"
23	6	2	1	"2,3,114,2"
23	7	1	1	"2,3,154,2"
23	7	2	1	"2,3,154,2"
23	8	1	1	"2,3,134,2"
23	8	2	1	"2,3,154,2"
23	9	1	1	"2,3,194,2"
23	9	2	1	"2,3,174,2"
23	10	1	1	"2,3,194,2"
23	10	2	1	"2,3,194,2"
23	11	1	1	"2,3,54,2"
23	11	2	1	"2,3,54,2"
23	12	1	1	"2,3,94,2"
23	12	2	1	"2,3,114,2"
23	13	1	1	"2,3,1374,2"
23	13	2	1	"2,3,1374,2"
24	1	1	0	"2,1,2,1"
24	1	2	0	"2,1,12,1"
24	2	1	0	"2,1,22,1"
24	2	2	0	"2,1,32,1"
24	3	1	0	"2,2,1,1"
24	3	2	0	"2,2,11,1"
24	4	1	0	"2,1,42,1"
24	4	2	0	"2,1,52,1"
24	5	1	0	"2,1,82,1"
24	5	2	0	"2,1,92,1"
24	6	1	0	"2,1,92,1"
24	6	2	0	"2,1,62,1"
24	7	1	0	"2,1,122,1"
24	7	2	0	"2,1,102,1"
24	8	1	0	"2,1,112,1"
24	8	2	0	"2,1,132,1"
24	9	1	0	"2,1,162,1"
24	9	2	0	"2,1,152,1"
24	10	1	0	"2,1,142,1"
24	10	2	0	"2,1,172,1"
24	11	1	0	"2,1,902,1"
24	11	2	0	"2,1,912,1"
24	12	1	0	"2,1,72,1"
24	12	2	0	"2,1,92,1"
24	13	1	0	"2,1,1467,1"
24	13	2	0	"2,2,165,1"
24	1	1	1	"2,1,2,1"
24	1	2	1	"2,1,12,1"
24	2	1	1	"2,1,22,1"
24	2	2	1	"2,1,32,1"
24	3	1	1	"2,2,1,1"
24	3	2	1	"2,2,11,1"
24	4	1	1	"2,1,42,1"
24	4	2	1	"2,1,52,1"
24	5	1	1	"2,1,82,1"
24	5	2	1	"2,1,92,1"
24	6	1	1	"2,1,92,1"
24	6	2	1	"2,1,62,1"
24	7	1	1	"2,1,122,1"
24	7	2	1	"2,1,102,1"
24	8	1	1	"2,1,112,1"
24	8	2	1	"2,1,132,1"
24	9	1	1	"2,1,162,1"
24	9	2	1	"2,1,152,1"
24	10	1	1	"2,1,142,1"
24	10	2	1	"2,1,172,1"
24	11	1	1	"2,1,902,1"
24	11	2	1	"2,1,912,1"
24	12	1	1	"2,1,72,1"
24	12	2	1	"2,1,92,1"
24	13	1	1	"2,1,1467,1"
24	13	2	1	"2,2,165,1"
25	1	1	0	"2,7,4,2"
25	1	2	0	"2,7,4,2"
25	2	1	0	"2,7,4,2"
25	2	2	0	"2,7,4,2"
25	3	1	0	"2,7,24,2"
25	3	2	0	"2,7,24,2"
25	4	1	0	"2,7,24,2"
25	4	2	0	"2,7,24,2"
25	5	1	0	"2,7,44,2"
25	5	2	0	"2,7,44,2"
25	6	1	0	"2,7,44,2"
25	6	2	0	"2,7,44,2"
25	7	1	0	"2,7,64,2"
25	7	2	0	"2,7,64,2"
25	8	1	0	"2,7,64,2"
25	8	2	0	"2,7,64,2"
25	9	1	0	"2,7,84,2"
25	9	2	0	"2,7,84,2"
25	10	1	0	"2,7,84,2"
25	10	2	0	"2,7,84,2"
25	11	1	0	"2,7,24,2"
25	11	2	0	"2,7,24,2"
25	12	1	0	"2,7,44,2"
25	12	2	0	"2,7,44,2"
25	13	1	0	"2,7,84,2"
25	13	2	0	"2,7,84,2"
25	1	1	1	"2,7,14,2"
25	1	2	1	"2,7,14,2"
25	2	1	1	"2,7,14,2"
25	2	2	1	"2,7,14,2"
25	3	1	1	"2,7,34,2"
25	3	2	1	"2,7,34,2"
25	4	1	1	"2,7,34,2"
25	4	2	1	"2,7,34,2"
25	5	1	1	"2,7,54,2"
25	5	2	1	"2,7,54,2"
25	6	1	1	"2,7,54,2"
25	6	2	1	"2,7,54,2"
25	7	1	1	"2,7,74,2"
25	7	2	1	"2,7,74,2"
25	8	1	1	"2,7,74,2"
25	8	2	1	"2,7,74,2"
25	9	1	1	"2,7,94,2"
25	9	2	1	"2,7,94,2"
25	10	1	1	"2,7,94,2"
25	10	2	1	"2,7,94,2"
25	11	1	1	"2,7,34,2"
25	11	2	1	"2,7,34,2"
25	12	1	1	"2,7,54,2"
25	12	2	1	"2,7,54,2"
25	13	1	1	"2,7,94,2"
25	13	2	1	"2,7,94,2"
26	1	1	0	"2,6,3,2"
26	1	2	0	"2,6,3,2"
26	2	1	0	"2,6,3,2"
26	2	2	0	"2,6,3,2"
26	3	1	0	"2,6,13,2"
26	3	2	0	"2,6,13,2"
26	4	1	0	"2,6,13,2"
26	4	2	0	"2,6,13,2"
26	5	1	0	"2,6,23,2"
26	5	2	0	"2,6,23,2"
26	6	1	0	"2,6,23,2"
26	6	2	0	"2,6,23,2"
26	7	1	0	"2,6,33,2"
26	7	2	0	"2,6,33,2"
26	8	1	0	"2,6,33,2"
26	8	2	0	"2,6,33,2"
26	9	1	0	"2,6,43,2"
26	9	2	0	"2,6,43,2"
26	10	1	0	"2,6,43,2"
26	10	2	0	"2,6,43,2"
26	11	1	0	"2,6,13,2"
26	11	2	0	"2,6,13,2"
26	12	1	0	"2,6,23,2"
26	12	2	0	"2,6,23,2"
26	13	1	0	"2,6,43,2"
26	13	2	0	"2,6,43,2"
26	1	1	1	"2,6,3,2"
26	1	2	1	"2,6,3,2"
26	2	1	1	"2,6,3,2"
26	2	2	1	"2,6,3,2"
26	3	1	1	"2,6,13,2"
26	3	2	1	"2,6,13,2"
26	4	1	1	"2,6,13,2"
26	4	2	1	"2,6,13,2"
26	5	1	1	"2,6,23,2"
26	5	2	1	"2,6,23,2"
26	6	1	1	"2,6,23,2"
26	6	2	1	"2,6,23,2"
26	7	1	1	"2,6,33,2"
26	7	2	1	"2,6,33,2"
26	8	1	1	"2,6,33,2"
26	8	2	1	"2,6,33,2"
26	9	1	1	"2,6,43,2"
26	9	2	1	"2,6,43,2"
26	10	1	1	"2,6,43,2"
26	10	2	1	"2,6,43,2"
26	11	1	1	"2,6,13,2"
26	11	2	1	"2,6,13,2"
26	12	1	1	"2,6,23,2"
26	12	2	1	"2,6,23,2"
26	13	1	1	"2,6,43,2"
26	13	2	1	"2,6,43,2"
27	1	1	0	"2,11,2,2"
27	1	2	0	"2,11,2,2"
27	2	1	0	"2,11,2,2"
27	2	2	0	"2,11,2,2"
27	3	1	0	"2,11,22,2"
27	3	2	0	"2,11,22,2"
27	4	1	0	"2,11,22,2"
27	4	2	0	"2,11,22,2"
27	5	1	0	"2,11,42,2"
27	5	2	0	"2,11,42,2"
27	6	1	0	"2,11,42,2"
27	6	2	0	"2,11,42,2"
27	7	1	0	"2,11,62,2"
27	7	2	0	"2,11,62,2"
27	8	1	0	"2,11,62,2"
27	8	2	0	"2,11,62,2"
27	9	1	0	"2,11,82,2"
27	9	2	0	"2,11,82,2"
27	10	1	0	"2,11,82,2"
27	10	2	0	"2,11,82,2"
27	11	1	0	"2,11,22,2"
27	11	2	0	"2,11,22,2"
27	12	1	0	"2,11,42,2"
27	12	2	0	"2,11,42,2"
27	13	1	0	"2,11,82,2"
27	13	2	0	"2,11,82,2"
27	1	1	1	"2,11,12,2"
27	1	2	1	"2,11,12,2"
27	2	1	1	"2,11,12,2"
27	2	2	1	"2,11,12,2"
27	3	1	1	"2,11,32,2"
27	3	2	1	"2,11,32,2"
27	4	1	1	"2,11,32,2"
27	4	2	1	"2,11,32,2"
27	5	1	1	"2,11,52,2"
27	5	2	1	"2,11,52,2"
27	6	1	1	"2,11,52,2"
27	6	2	1	"2,11,52,2"
27	7	1	1	"2,11,72,2"
27	7	2	1	"2,11,72,2"
27	8	1	1	"2,11,72,2"
27	8	2	1	"2,11,72,2"
27	9	1	1	"2,11,92,2"
27	9	2	1	"2,11,92,2"
27	10	1	1	"2,11,92,2"
27	10	2	1	"2,11,92,2"
27	11	1	1	"2,11,32,2"
27	11	2	1	"2,11,32,2"
27	12	1	1	"2,11,52,2"
27	12	2	1	"2,11,52,2"
27	13	1	1	"2,11,92,2"
27	13	2	1	"2,11,92,2"
28	1	1	0	"2,8,2,2"
28	1	2	0	"2,8,2,2"
28	2	1	0	"2,8,2,2"
28	2	2	0	"2,8,2,2"
28	3	1	0	"2,8,22,2"
28	3	2	0	"2,8,22,2"
28	4	1	0	"2,8,22,2"
28	4	2	0	"2,8,22,2"
28	5	1	0	"2,8,42,2"
28	5	2	0	"2,8,42,2"
28	6	1	0	"2,8,42,2"
28	6	2	0	"2,8,42,2"
28	7	1	0	"2,8,62,2"
28	7	2	0	"2,8,62,2"
28	8	1	0	"2,8,62,2"
28	8	2	0	"2,8,62,2"
28	9	1	0	"2,8,82,2"
28	9	2	0	"2,8,82,2"
28	10	1	0	"2,8,82,2"
28	10	2	0	"2,8,82,2"
28	11	1	0	"2,8,22,2"
28	11	2	0	"2,8,22,2"
28	12	1	0	"2,8,42,2"
28	12	2	0	"2,8,42,2"
28	13	1	0	"2,8,82,2"
28	13	2	0	"2,8,82,2"
28	1	1	1	"2,8,12,2"
28	1	2	1	"2,8,12,2"
28	2	1	1	"2,8,12,2"
28	2	2	1	"2,8,12,2"
28	3	1	1	"2,8,32,2"
28	3	2	1	"2,8,32,2"
28	4	1	1	"2,8,32,2"
28	4	2	1	"2,8,32,2"
28	5	1	1	"2,8,52,2"
28	5	2	1	"2,8,52,2"
28	6	1	1	"2,8,52,2"
28	6	2	1	"2,8,52,2"
28	7	1	1	"2,8,72,2"
28	7	2	1	"2,8,72,2"
28	8	1	1	"2,8,72,2"
28	8	2	1	"2,8,72,2"
28	9	1	1	"2,8,92,2"
28	9	2	1	"2,8,92,2"
28	10	1	1	"2,8,92,2"
28	10	2	1	"2,8,92,2"
28	11	1	1	"2,8,32,2"
28	11	2	1	"2,8,32,2"
28	12	1	1	"2,8,52,2"
28	12	2	1	"2,8,52,2"
28	13	1	1	"2,8,92,2"
28	13	2	1	"2,8,92,2"
29	1	1	0	"2,4,2,2"
29	1	2	0	"2,4,2,2"
29	2	1	0	"2,4,2,2"
29	2	2	0	"2,4,2,2"
29	3	1	0	"2,4,12,2"
29	3	2	0	"2,4,12,2"
29	4	1	0	"2,4,12,2"
29	4	2	0	"2,4,12,2"
29	5	1	0	"2,4,22,2"
29	5	2	0	"2,4,22,2"
29	6	1	0	"2,4,22,2"
29	6	2	0	"2,4,22,2"
29	7	1	0	"2,4,32,2"
29	7	2	0	"2,4,32,2"
29	8	1	0	"2,4,32,2"
29	8	2	0	"2,4,32,2"
29	9	1	0	"2,4,42,2"
29	9	2	0	"2,4,42,2"
29	10	1	0	"2,4,42,2"
29	10	2	0	"2,4,42,2"
29	11	1	0	"2,4,12,2"
29	11	2	0	"2,4,12,2"
29	12	1	0	"2,4,22,2"
29	12	2	0	"2,4,22,2"
29	13	1	0	"2,4,42,2"
29	13	2	0	"2,4,42,2"
29	1	1	1	"2,4,2,2"
29	1	2	1	"2,4,2,2"
29	2	1	1	"2,4,2,2"
29	2	2	1	"2,4,2,2"
29	3	1	1	"2,4,12,2"
29	3	2	1	"2,4,12,2"
29	4	1	1	"2,4,12,2"
29	4	2	1	"2,4,12,2"
29	5	1	1	"2,4,22,2"
29	5	2	1	"2,4,22,2"
29	6	1	1	"2,4,22,2"
29	6	2	1	"2,4,22,2"
29	7	1	1	"2,4,32,2"
29	7	2	1	"2,4,32,2"
29	8	1	1	"2,4,32,2"
29	8	2	1	"2,4,32,2"
29	9	1	1	"2,4,42,2"
29	9	2	1	"2,4,42,2"
29	10	1	1	"2,4,42,2"
29	10	2	1	"2,4,42,2"
29	11	1	1	"2,4,12,2"
29	11	2	1	"2,4,12,2"
29	12	1	1	"2,4,22,2"
29	12	2	1	"2,4,22,2"
29	13	1	1	"2,4,42,2"
29	13	2	1	"2,4,42,2"
30	1	1	0	"2,9,22,2"
30	1	2	0	"2,9,2,2"
30	2	1	0	"2,9,2,2"
30	2	2	0	"2,9,2,2"
30	3	1	0	"2,9,42,2"
30	3	2	0	"2,9,42,2"
30	4	1	0	"2,9,42,2"
30	4	2	0	"2,9,62,2"
30	5	1	0	"2,9,102,2"
30	5	2	0	"2,9,102,2"
30	6	1	0	"2,9,102,2"
30	6	2	0	"2,9,102,2"
30	7	1	0	"2,9,142,2"
30	7	2	0	"2,9,142,2"
30	8	1	0	"2,9,122,2"
30	8	2	0	"2,9,142,2"
30	9	1	0	"2,9,182,2"
30	9	2	0	"2,9,162,2"
30	10	1	0	"2,9,182,2"
30	10	2	0	"2,9,182,2"
30	11	1	0	"2,9,42,2"
30	11	2	0	"2,9,42,2"
30	12	1	0	"2,9,82,2"
30	12	2	0	"2,9,102,2"
30	13	1	0	"2,9,1002,2"
30	13	2	0	"2,9,1002,2"
30	1	1	1	"2,9,32,2"
30	1	2	1	"2,9,12,2"
30	2	1	1	"2,9,12,2"
30	2	2	1	"2,9,12,2"
30	3	1	1	"2,9,52,2"
30	3	2	1	"2,9,52,2"
30	4	1	1	"2,9,52,2"
30	4	2	1	"2,9,72,2"
30	5	1	1	"2,9,112,2"
30	5	2	1	"2,9,112,2"
30	6	1	1	"2,9,112,2"
30	6	2	1	"2,9,112,2"
30	7	1	1	"2,9,152,2"
30	7	2	1	"2,9,152,2"
30	8	1	1	"2,9,132,2"
