WareId	WareName	WareType	nGenre	nDetailType	nParticular	nLevel	nSeries	nCurrencyType	nUseType	nOrgPrice	nWareUseStyle	nDiscount	nRecommend	timeSaleStart	timeSaleClose	DiscountStart	DiscountClose	dwTimeout	nTimeFrameStartSale	nTimeFrameEndSale	Consumed	nHonor	nBind
452	Bùa độ thân mật đồng hành_30 ngày	102	18	1	1353	3	0	0		40000								43200					
453	Bùa độ thân mật đồng hành_1 ngày (Vị trí Mã Lai)	102	18	1	1354	1	0	0		500								43200					
454	Bùa độ thân mật đồng hành_7 ngày	102	18	1	1354	2	0	0		5000								43200					
455	Bùa độ thân mật đồng hành_30 ngày	102	18	1	1354	3	0	0		50000								43200					
456	Bùa độ thân mật đồng hành_1 ngày (Vị trí Mã Lai)	102	18	1	1355	1	0	0		600								43200					
457	Bùa độ thân mật đồng hành_7 ngày	102	18	1	1355	2	0	0		6000								43200					
458	Bùa độ thân mật đồng hành_30 ngày	102	18	1	1355	3	0	0		60000								43200					
459	Túi phúc mặt nạ (Vị trí)	102	18	1	1363	1	0	0		200								43200					
460	[Mặt] Tuyệt Thế Quán (Vị trí phiên bản Đài Loan)	102	1	13	66	10	0	0		8000								43200					
461	[Mặt] Quân Lâm Miện	102	1	13	67	10	0	0		7000								43200					
462	Chứng nhận tư cách chuyển nhân vật	102	18	1	1364	1	0	0		5000								43200					
463	Dây Thần Tiên	102	18	1	1364	2	0	0		5000								43200					
464	Mã Lai_Vị trí vật phẩm	102	18	1	1477	1	0	0		200								43200					
465	Mã Lai	102	18	1	1478	1	0	0		200								43200					
466	Mã Lai	102	18	1	1479	1	0	0		200								43200					
467	Thẻ chúc phúc_Dũng Sĩ Hàn Vũ	102	18	1	1469	1	0	0		100								43200			100		
468	Mã Lai_Vị trí vật phẩm	102	18	1	1477	2	0	0		200								43200					
469	Mã Lai	102	18	1	1477	3	0	0		200								43200					
470	Mã Lai	102	18	1	1477	4	0	0		200								43200					
471	Mã Lai_Vị trí vật phẩm	102	18	1	1478	2	0	0		200								43200					
472	Mã Lai	102	18	1	1478	3	0	0		200								43200					
473	Mã Lai	102	18	1	1478	4	0	0		200								43200					
474	Mã Lai_Vị trí vật phẩm	102	18	1	1479	2	0	0		200								43200					
475	Mã Lai	102	18	1	1479	3	0	0		200								43200					
476	Mã Lai	102	18	1	1479	4	0	0		200								43200					
477	Túi phúc Tuyết Hồn (vị trí)	102	18	1	1499	1	0	0		200								43200					
478	Túi phúc Tuyết Hồn (vị trí)	102	18	1	1500	1	0	0		200								43200					
479	Túi phúc Tuyết Hồn (vị trí)	102	18	1	1501	1	0	0		200								43200					
480	Túi phúc Tuyết Hồn (vị trí)	102	18	1	1502	1	0	0		200								43200					
481	Túi phúc Tuyết Hồn (vị trí)	102	18	1	1503	1	0	0		200								43200					
482	Túi phúc Tuyết Hồn (vị trí)	102	18	1	1504	1	0	0		200								43200					
483	Túi phúc Tuyết Hồn (vị trí)	102	18	1	1505	1	0	0		200								43200					
484	Túi phúc Tuyết Hồn (vị trí)	102	18	1	1506	1	0	0		200								43200					
492	[Mặt nạ] Kim Mao Sư Vương (Tháng) (Vị trí)	102	1	13	148	10	0	0		6000								43200					
493	[Mặt nạ] Kim Mao Sư Vương (Tuần)	102	1	13	149	10	0	0		1500								10080					
494	[Mặt nạ] Bích Huyết Ngân Thương (Tháng)	102	1	13	150	10	0	0		6000								43200					
495	[Mặt nạ] Bích Huyết Ngân Thương (Tuần)	102	1	13	151	10	0	0		1500								10080					
496	[Mặt nạ] Lê Oa Thiển Tiếu (Tháng)	102	1	13	152	10	0	0		6000								43200					
497	[Mặt nạ] Lê Oa Thiển Tiếu (Tuần)	102	1	13	153	10	0	0		1500								10080					
498	[Mặt nạ] Quân Lâm Miện (3 ngày)	102	1	13	154	10	0	0		600								4320					
499	[Mặt nạ] Quân Lâm Miện (14 ngày)	102	1	13	155	10	0	0		2700								20160					
500	[Mặt nạ] Tuyệt Thế Quan (3 ngày)	102	1	13	156	10	0	0		450								4320					
501	[Mặt nạ] Tuyệt Thế Quan (14 ngày)	102	1	13	157	10	0	0		2000								20160					
502	Khuynh thành khuynh quốc	102	18	1	1284	5	0	0		3000								43200					
503	Quốc sắc thiên hương	102	18	1	1284	4	0	0		3000								43200					
504	Dĩnh Tảo Nghi	102	18	1	1284	3	0	0		3000								43200					
505	Yến Ngữ Oanh Đề	102	18	1	1284	2	0	0		1000								43200					
506	Long Câu Phượng Sồ	102	18	1	1284	11	0	0		3000								43200					
507	Bích Huyết Đơn Tâm	102	18	1	1284	12	0	0		3000								43200					
508	Anh hùng loạn thế	102	18	1	1284	10	0	0		2000								43200					
509	Anh hùng cái thế	102	18	1	1284	9	0	0		1000								43200					
510	Anh hùng quả cảm	102	18	1	1284	8	0	0		1000								43200					
511	Anh hùng dân gian	102	18	1	1284	6	0	0		1000								43200					
512	Anh hùng vô danh	102	18	1	1284	7	0	0		1000								43200					
513	Nhàn Vân Dã Hạc	102	18	1	1284	1	0	0		1000								43200					
514	[Mặt nạ] Cơ Quan Nhân (Tuần)	102	1	13	158	10	0	0		1200								43200					
515	[Mặt nạ] Cơ Quan Nhân (Tháng)	102	1	13	159	10	0	0		5000								43200					
516	VIP mua túi quà trang bị cấp 1 (phiên bản Đài Loan)	0	18	1	1494	1	0	0		3000	2							43200			100		
517	VIP mua túi quà trang bị cấp 2	0	18	1	1494	2	0	0		7000	2							43200			100		
518	VIP mua túi quà trang bị cấp 3	0	18	1	1494	3	0	0		15000	2							43200			100		
519	Tinh Khí Tán giảm 60% (Hồi 1500)	0	18	1	1518	1	0	0		120								43200			100		
520	Hoạt Khí Tán giảm 60% (Hồi 1500)	0	18	1	1519	1	0	0		120								43200			100		
521	Lệnh bài gọi BOSS gia tộc	0	18	1	1520	1	0	0		300								10080					
522	Nhàn Vân Dã Hạc	109	18	1	1284	1	0	3		1000								43200			0		1
523	Yến Ngữ Oanh Đề	109	18	1	1284	2	0	3		5000								43200			0		1
524	Dĩnh Tảo Nghi	109	18	1	1284	3	0	3		50000								43200			0		1
525	Quốc sắc thiên hương	109	18	1	1284	4	0	3		800000								43200			0	8	1
526	Khuynh thành khuynh quốc	109	18	1	1284	5	0	3		800000								43200			0	8	1
527	Anh hùng dân gian	109	18	1	1284	6	0	3		2000								43200			0		1
528	Anh hùng vô danh	109	18	1	1284	7	0	3		3000								43200			0		1
529	Anh hùng quả cảm	109	18	1	1284	8	0	3		5000								43200			0		1
530	Anh hùng cái thế	109	18	1	1284	9	0	3		10000								43200			0		1
531	Anh hùng loạn thế	109	18	1	1284	10	0	3		50000								43200			0		1
532	Long Câu Phượng Sồ	109	18	1	1284	11	0	3		800000								43200			0	8	1
533	Bích Huyết Đơn Tâm	109	18	1	1284	12	0	3		800000								43200			0	8	1
534	Bé trai vui vẻ	110	1	13	3	1	0	3		2000								43200			0		0
535	Bé gái vui vẻ	110	1	13	4	1	0	3		2000								43200			0		0
536	Nhị A	110	1	13	17	1	0	3		3000								43200			0		0
537	Bảo Quả Tử	110	1	13	16	1	0	3		3000								43200			0		0
538	Tân Niên Hiệp Khách	110	1	13	18	1	0	3		8000								43200			0		0
539	Tân Niên Hiệp Nữ	110	1	13	19	1	0	3		8000								43200			0		0
540	Đậu Hạo	110	1	13	145	1	0	3		20000								43200			0		0
541	Khuynh Thế	110	1	13	146	1	0	3		20000								43200			0		0
542	Đường Bá Hổ	110	1	13	140	1	0	3		50000								43200			0		0
543	Thu Hương	110	1	13	141	1	0	3		50000								43200			0		0
544	Ốc Đức Ca Phổ	110	1	13	142	1	0	3		800000								86400			0	8	0
545	Thần Tài	110	1	13	143	1	0	3		800000								86400			0	8	0
546	Tần Thủy Hoàng	110	1	13	144	1	0	3		800000								86400			0	8	0
547	Xích Thố-Rương	111	18	1	1285	1	0	3		20000								43200			0	3	0
548	Hổ Cát Tường-Rương	111	18	1	1285	2	0	3		10000								43200			0		1
549	Tuyết Hồn-Rương	111	18	1	1285	3	0	3		60000								43200			0	6	0
550	Lam Kỳ Lân-Rương	111	18	1	1285	4	0	3		5000000								43200			0	8	0
551	Ức Vân-Rương	111	18	1	1285	5	0	3		1000000								43200			0	9	0
552	Hỏa Kỳ Lân-Rương	111	18	1	1285	6	0	3		8000000								43200			0	9	0
553	Trang bị 20% cấp 8	112	18	1	1202	1	0	3		200000								43200			0		1
554	Trang bị 20% cấp 9	112	18	1	1203	1	0	3		500000								43200			0		1
555	Trang bị 20% cấp 10	112	18	1	1204	1	0	3		800000								43200			0		1
556	Trang bị 4% cấp 10	112	18	1	1209	1	0	3		2000000								43200			0		1
557	Huyền Tinh cấp 5	113	18	1	114	5	0	3		10000		60						43200			0	1	1
558	Huyền Tinh cấp 6	113	18	1	114	6	0	3		35000		60						43200			0	1	1
559	Huyền Tinh cấp 7	113	18	1	114	7	0	3		119000		60						43200			0	2	1
560	Huyền Tinh cấp 8	113	18	1	114	8	0	3		415000		60						43200			0	3	1
561	Huyền Tinh cấp 9	113	18	1	114	9	0	3		1440000		60						43200			0	6	1
562	Huyền Tinh cấp 10	113	18	1	114	10	0	3		1000000								43200			0		1
563	Tiền Du Long (100)	113	18	1	1286	1	0	3		150000								43200			0	2	1
564	Rương Hồn Thạch (500)	113	18	1	244	3	0	3		50000								43200			0	2	1
565	Trang Bị Truyền Phù	113	18	1	1198	1	0	3		20000								43200			0	2	1
566	Trang Bị Trọng Chú Phù	113	18	1	1199	1	0	3		10000								43200			0	2	1
567	Cánh Tình Yêu	110	1	25	40	1	0	3		1000000								86400			0	8	0
568	Cánh Tình Yêu	110	1	25	41	1	0	3		1000000								86400			0	8	0
569	Cánh Tình Yêu	110	1	25	40	1	0	3		5000								10080			0	8	0
570	Cánh Tình Yêu	110	1	25	41	1	0	3		5000								10080			0	8	0
573	Rương bảo thạch cấp 3 (thường)	102	18	1	1552	1	0	0		200								43200					
574	Rương bảo thạch cấp 4 (thường)	102	18	1	1553	1	0	0		200								43200					
575	Rương bảo thạch cấp 5 (thường)	102	18	1	1554	1	0	0		200								43200					
576	Rương bảo thạch cấp 3 (đặc biệt)	102	18	1	1555	1	0	0		200								43200					
577	Rương bảo thạch cấp 4 (đặc biệt)	102	18	1	1556	1	0	0		200								43200					
578	Rương bảo thạch cấp 5 (đặc biệt)	102	18	1	1557	1	0	0		200								43200					
579	Túi Phúc Năm Mới	102	18	1	1558	1	0	0		200								43200					
580	Túi phúc vui vẻ	102	18	1	1559	1	0	0		200								43200					
581	Mảnh Lôi Đình Ấn	112	18	1	741	1	0	3		1000000								0			0		1
582	Lôi Đình Ấn	112	1	16	14	2	0	3		8000000								0			0	9	1
583	[Mặt nạ] Cậu bé giáng sinh_Gấu con (Lam)	103	1	13	164	10	0	0		1888								43200					
584	[Mặt nạ] Cô bé giáng sinh_Gấu con (Lam)	103	1	13	165	10	0	0		1888								43200					
585	[Mặt nạ] Cậu bé giáng sinh_Người tuyết (Đỏ)	103	1	13	166	10	0	0		1888								43200					
586	[Mặt nạ] Cô bé giáng sinh_Người tuyết (Đỏ)	103	1	13	167	10	0	0		1888								43200					
587	[Mặt nạ] Cậu bé giáng sinh_Gấu con (Tím)	103	1	13	168	10	0	0		1888								43200					
588	[Mặt nạ] Cô bé giáng sinh_Gấu con (Tím)	103	1	13	169	10	0	0		1888								43200					
589	Thẻ Cầu Nguyện Năm Mới	0	18	1	1633	1	0	0		100								10080					
590	Cánh Bá Điệp	110	1	26	38	1	0	3		500000								86400				7	0
591	Cánh Yêu Tinh	110	1	26	39	1	0	3		500000								86400				7	0
592	Cánh Sí Viêm	110	1	26	40	1	0	3		1000000								86400				8	0
593	Cánh Tinh Linh	110	1	26	41	1	0	3		1000000								86400				8	0
594	Cánh Bá Điệp	110	1	26	38	1	0	3		10000								10080				7	0
595	Cánh Yêu Tinh	110	1	26	39	1	0	3		10000								10080				7	0
596	Cánh Sí Viêm	110	1	26	40	1	0	3		20000								10080				8	0
597	Cánh Tinh Linh	110	1	26	41	1	0	3		20000								10080				8	0
598	[Mặt nạ] Cậu bé giáng sinh_Gấu con (Đỏ)	102	1	13	170	10	0	0		1888								43200					
599	[Mặt nạ] Cô bé giáng sinh_Gấu con (Đỏ)	102	1	13	171	10	0	0		1888								43200					
600	Túi Phúc Đài Loan_Vị trí	102	18	1	1640	1	0	0		200								43200					
601	Màu đỏ chân tình	103	18	1	1655	1	0	0		599		50						43200					
602	Tình sâu như biển	103	18	1	1656	1	0	0		1999		50						43200					
603	Màu xanh kiều diễm	103	18	1	1657	1	0	0		1199		50						43200					
604	Khuynh quốc khuynh thành	103	18	1	1658	1	0	0		3999		50						43200					
605	Tình yêu vĩnh hằng	103	18	1	1659	1	0	0		5999		50						43200					
606	Tiếng sét ái tình	103	1	1	101	1	0	0		1999								43200					
607	Tâm Như Hải	103	1	1	101	2	0	0		9999								43200					
608	Túi Phúc Đài Loan_Vị trí	102	18	1	1664	1	0	0		200								43200					
609	Bùa Gọi Tinh Linh Hoa Hồng	103	18	1	1663	2	0	0		999								43200					
614	Hồ Lô	103	18	1	1728	1	0	0		10								43200					
615	Hồ Lô-Rương	103	18	1	1728	2	0	0		1000								43200					
616	Bánh Hạt Sen	103	18	1	1743	1	0	0		30								43200			100		
617	Vị trí Túi Phúc Tây Vực Long Hồn	102	18	1	1739	1	0	0		200								43200					
618	Quả Thắng Lợi (Nhỏ)	102	18	1	1731	1	0	0		100								43200			100		
619	Quả Thắng Lợi (Lớn)	102	18	1	1731	2	0	0		300								43200			100		
620	Vật phẩm thăng cấp	102	18	1	1731	3	0	0		500								43200			100		
621	Cành Ô-liu	103	18	1	1770	1	0	0		20								43200			100		
622	Cành Ô-liu-Rương	103	18	1	1771	2	0	0		2000								43200					
623	Lệnh Bài Danh Vọng Đại Hội Võ Lâm (Nhỏ)	103	18	1	1772	1	1	0		660								43200			0		
624	Tình-Lời Hoa Hồng	114	18	1	1786	1	0	0		9999		50						43200			100		
625	Giải Tâm Ngọc	103	18	1	1779	1	0	0		10								43200			0		
626	Yến Tiểu Lâu	112	18	1	666	11	0	3		8000000								43200			0	9	1
627	Đèn Lồng Cát Tường_Trả phí	103	18	1	1812	1	0	0		100								1440			0		1
628	Que Diêm_Trả phí	103	18	1	1813	1	0	0		100								1440			0		1
629	Trung Thu-Bánh Trung Thu Thủy Tinh_Trả phí	103	18	1	1814	1	0	0		100								1440			0		1
630	Quà Mừng Quốc Khánh	103	18	1	1821	1	0	0		500								10080			0		1
631	[Tân-Kiếm Thế] Túi Quà Hào Hoa	103	18	1	1840	1	0	0		28880		10						43200			0		
632	Tấm lót chuột mỹ nữ 3D (có hạn)-Tiểu Long Nữ	112	18	1	1847	1	0	3		600000								43200			0	6	1
633	Gối ôm (có hạn)-Tiểu Long Nữ	112	18	1	1847	2	0	3		1200000								43200			0	6	1
634	Tam Sinh Thạch-Tên và giới tính	103	18	1	1871	1	0	0		38800								43200			100		
635	Chuông Giáng Sinh	103	18	1	1880	1	0	0		10								43200					
636	Chuông Giáng Sinh-Rương	103	18	1	1906	1	0	0		500								43200					
637	Mã vé nạp thẻ-188 NDT	103	18	1	1905	1	0	0		5199								43200					
638	Bộ Giáng Sinh	115	18	1	1879	2	0	0		2888								43200			100		
639	Thẻ Cát Tường [Phúc]	103	18	1	1916	1	0	0		88								43200					
640	Thẻ Cát Tường [Lộc]	103	18	1	1917	1	0	0		88								43200					
641	Thẻ Cát Tường [Thọ]	103	18	1	1918	1	0	0		88								43200					
642	Câu Đối Hoa Đăng [Chưa giám định]	103	18	1	1927	1	0	0		8								43200					
643	Bánh Trôi Ngon	103	18	1	1932	1	0	0		10								43200					
644	Bánh Trôi Ngon [Chén]	103	18	1	1933	1	0	0		1000								43200					
645	Hồng bao hoàn trả Đồng khóa	103	18	1	1994	1	0	0		500								43200					
646	Rương Thần Sa Thiên (pve)	103	18	1	1981	1	0	0		2500								43200					
647	Rương Thần Sa Thiên (pvp)	103	18	1	1980	1	0	0		2500								43200					
648	Tín vật Yến Tiểu Lâu	108	18	1	1999	1	0	0		240000								43200			100		
649	Tự động sử dụng tín vật Yến Tiểu Lâu	108	18	1	1999	2	0	0		240000								43200			100		
650	Rương Thần Sa Thiên (pve)	103	18	1	1981	2	0	0		2500								43200					
651	Rương Thần Sa Thiên (pvp)	103	18	1	1980	2	0	0		2500								43200					
652	Tín vật Yến Tiểu Lâu tự động dùng ưu đãi 20%%	108	18	1	1999	3	0	0		192000								43200			100		
653	Thú cưỡi thăng cấp vip tự động tiêu hao Tuyết Vũ	107	18	1	2014	1	0	0		70000	2							43200					
654	Thú cưỡi thăng cấp vip tự động tiêu hao Mị Vũ	107	18	1	2014	2	0	0		70000	2							43200					
655	Vị trí đạo cụ nhân vật thoái ẩn	103	18	1	2015	1	0	0		1000								43200					1
656	Vị trí đạo cụ nhân vật tái xuất	103	18	1	2016	1	0	0		500								43200					1
657	Vũ Linh Châu	108	18	1	2021	1	0	0		100								43200					
658	Vũ Linh Châu [x2]	108	18	1	2022	1	0	0		100								43200					
659	Phiếu Vui Vẻ Cát Tường	103	18	1	2017	1	0	0		999								7200			100		
660	Phiếu Vui Vẻ Như Ý	103	18	1	2017	2	0	0		1999								7200			100		
661	Tam Sinh Thạch-Tên	103	18	1	2078	1	0	0		21888								43200			100		
662	Tam Sinh Thạch-Giới tính	103	18	1	2079	1	0	0		18888								43200			100		
663	Túi Phúc Đài Loan_Vị trí	102	18	1	1875	1	0	0		200								43200					
664	Túi Phúc Đài Loan_Vị trí	102	18	1	2080	1	0	0		200								43200					
665	Túi Phúc Đài Loan_Vị trí	102	18	1	2081	1	0	0		200								43200					
666	Giải Ngọc Chùy-Rương	107	18	1	2093	1	0	0		19000								43200					
667	Hương Nang Đoan Ngọ	103	18	1	2095	1	0	0		10								43200					
668	Hương Nang Đoan Ngọ-Túi	103	18	1	2095	2	0	0		500								43200					
669	Tinh Khí Tán giảm 60% (Hồi 1000)	0	18	1	1518	2	0	0		48								43200			100		
670	Hoạt Khí Tán giảm 60% (Hồi 1000)	0	18	1	1519	2	0	0		48								43200			100		
1221	Túi Đồng Lan Lăng	0	18	1	1816	1	0	0		-100								43200					
1222	Túi Đồng Lưu Vân	0	18	1	1816	2	0	0		-200								43200					
1223	Túi Đồng Minh Nguyệt	0	18	1	1816	3	0	0		-500								43200					
1224	Túi Đồng Chiêu Dương	0	18	1	1816	4	0	0		-1000								43200					
1225	Túi Đồng Thương Khung	0	18	1	1816	5	0	0		-10000								43200					
1226	Lệnh bài thi đấu môn phái (sơ)	108	18	1	81	1	1	0		2000								43200			100		
1227	Lệnh bài gia tộc (sơ)	108	18	1	110	1	1	0		2000								43200			100		
1228	Lệnh bài thi đấu môn phái (sơ)	108	18	1	81	1	1	2		2000								43200			100		
1229	Lệnh bài gia tộc (sơ)	108	18	1	110	1	1	2		2000								43200			100		
1230	Hộp Quà Lan Lăng 	102	18	1	1815	1	0	2		100	1		1					43200					
1231	Hộp Quà Lưu Vân 	102	18	1	1815	2	0	2		200	1		1					43200					
1232	Hộp Quà Minh Nguyệt 	102	18	1	1815	3	0	2		500	1		1					43200					
1233	Hộp Quà Chiêu Dương 	102	18	1	1815	4	0	2		1000	1		1					43200					
1234	Hộp Quà Thương Khung 	102	18	1	1815	5	0	2		10000	1		1					43200					
20077	Rương Thiên Niên Linh Quả	101	18	1	20312	1	0	0		600								43200			0			
20082	Thiên Niên Linh Quả	101	18	1	20301	1	0	0		60								43200			0			
20115	Chìa Càn Khôn	102	18	1	20451	1	0	0		240								43200			0		1	
