Name	RefineId	Index	ProduceGenre	ProduceDetail	ProduceParti	ProduceLevel	Faction	AttRoute	Sex	EquipGenre	EquipDetail	EquipParti	EquipLevel	Fee
Bộ Tiêu Dao Hoàng Kim_Hộ uyển nam ngoại công hệ thổ	1	197	4	10	477	10	-1	-1	-1	2	10	721	10	10000
Bộ Tiêu Dao Hoàng Kim_Thủ trạc nữ ngoại công hệ thổ	1	198	4	10	478	10	-1	-1	-1	2	10	722	10	10000
Bộ Tiêu Dao Hoàng Kim_Hộ uyển nam nội công hệ thổ	1	199	4	10	479	10	-1	-1	-1	2	10	721	10	10000
Bộ Tiêu Dao Hoàng Kim_Thủ trạc nữ nội công hệ thổ	1	200	4	10	480	10	-1	-1	-1	2	10	722	10	10000
Bộ Tiêu Dao Xanh_Ngọc bội nam hệ Kim	2	1	4	11	5	10	-1	-1	-1	2	11	10	10	10000
Bộ Tiêu Dao Tím_Ngọc bội nam hệ Kim	2	2	4	11	3	10	-1	-1	-1	2	11	110	10	10000
Bộ Tiêu Dao Tím_Ngọc bội nam hệ Kim	2	3	4	11	3	10	-1	-1	-1	2	11	210	10	10000
Bộ Tiêu Dao Cam_Ngọc bội nam hệ Kim	2	4	4	11	1	10	-1	-1	-1	2	11	310	10	10000
Bộ Tiêu Dao Cam_Ngọc bội nam hệ Kim	2	5	4	11	1	10	-1	-1	-1	2	11	410	10	10000
Bộ Tiêu Dao Xanh_Ngọc bội nam hệ Kim	2	6	4	11	5	10	-1	-1	-1	2	11	507	10	10000
Bộ Tiêu Dao Tím_Ngọc bội nam hệ Kim	2	7	4	11	3	10	-1	-1	-1	2	11	577	10	10000
Bộ Tiêu Dao Cam_Ngọc bội nam hệ Kim	2	8	4	11	1	10	-1	-1	-1	2	11	647	10	10000
Bộ Tiêu Dao Xanh_Hương nang nữ hệ Kim	2	9	4	11	6	10	-1	-1	-1	2	11	20	10	10000
Bộ Tiêu Dao Tím_Hương nang nữ hệ Kim	2	10	4	11	4	10	-1	-1	-1	2	11	120	10	10000
Bộ Tiêu Dao Tím_Hương nang nữ hệ Kim	2	11	4	11	4	10	-1	-1	-1	2	11	220	10	10000
Bộ Tiêu Dao Cam_Hương nang nữ hệ Kim	2	12	4	11	2	10	-1	-1	-1	2	11	320	10	10000
Bộ Tiêu Dao Cam_Hương nang nữ hệ Kim	2	13	4	11	2	10	-1	-1	-1	2	11	420	10	10000
Bộ Tiêu Dao Xanh_Hương nang nữ hệ Kim	2	14	4	11	6	10	-1	-1	-1	2	11	514	10	10000
Bộ Tiêu Dao Tím_Hương nang nữ hệ Kim	2	15	4	11	4	10	-1	-1	-1	2	11	584	10	10000
Bộ Tiêu Dao Cam_Hương nang nữ hệ Kim	2	16	4	11	2	10	-1	-1	-1	2	11	654	10	10000
Bộ Tiêu Dao Xanh_Ngọc bội nam hệ Mộc	2	17	4	11	11	10	-1	-1	-1	2	11	30	10	10000
Bộ Tiêu Dao Tím_Ngọc bội nam hệ Mộc	2	18	4	11	9	10	-1	-1	-1	2	11	130	10	10000
Bộ Tiêu Dao Tím_Ngọc bội nam hệ Mộc	2	19	4	11	9	10	-1	-1	-1	2	11	230	10	10000
Bộ Tiêu Dao Cam_Ngọc bội nam hệ Mộc	2	20	4	11	7	10	-1	-1	-1	2	11	330	10	10000
Bộ Tiêu Dao Cam_Ngọc bội nam hệ Mộc	2	21	4	11	7	10	-1	-1	-1	2	11	430	10	10000
Bộ Tiêu Dao Xanh_Ngọc bội nam hệ Mộc	2	22	4	11	11	10	-1	-1	-1	2	11	521	10	10000
Bộ Tiêu Dao Tím_Ngọc bội nam hệ Mộc	2	23	4	11	9	10	-1	-1	-1	2	11	591	10	10000
Bộ Tiêu Dao Cam_Ngọc bội nam hệ Mộc	2	24	4	11	7	10	-1	-1	-1	2	11	661	10	10000
Bộ Tiêu Dao Xanh_Hương nang nữ hệ Mộc	2	25	4	11	12	10	-1	-1	-1	2	11	40	10	10000
Bộ Tiêu Dao Tím_Hương nang nữ hệ Mộc	2	26	4	11	10	10	-1	-1	-1	2	11	140	10	10000
Bộ Tiêu Dao Tím_Hương nang nữ hệ Mộc	2	27	4	11	10	10	-1	-1	-1	2	11	240	10	10000
Bộ Tiêu Dao Cam_Hương nang nữ hệ Mộc	2	28	4	11	8	10	-1	-1	-1	2	11	340	10	10000
Bộ Tiêu Dao Cam_Hương nang nữ hệ Mộc	2	29	4	11	8	10	-1	-1	-1	2	11	440	10	10000
Bộ Tiêu Dao Xanh_Hương nang nữ hệ Mộc	2	30	4	11	12	10	-1	-1	-1	2	11	528	10	10000
Bộ Tiêu Dao Tím_Hương nang nữ hệ Mộc	2	31	4	11	10	10	-1	-1	-1	2	11	598	10	10000
Bộ Tiêu Dao Cam_Hương nang nữ hệ Mộc	2	32	4	11	8	10	-1	-1	-1	2	11	668	10	10000
Bộ Tiêu Dao Xanh_Ngọc bội nam hệ Thủy	2	33	4	11	17	10	-1	-1	-1	2	11	50	10	10000
Bộ Tiêu Dao Tím_Ngọc bội nam hệ Thủy	2	34	4	11	15	10	-1	-1	-1	2	11	150	10	10000
Bộ Tiêu Dao Tím_Ngọc bội nam hệ Thủy	2	35	4	11	15	10	-1	-1	-1	2	11	250	10	10000
Bộ Tiêu Dao Cam_Ngọc bội nam hệ Thủy	2	36	4	11	13	10	-1	-1	-1	2	11	350	10	10000
Bộ Tiêu Dao Cam_Ngọc bội nam hệ Thủy	2	37	4	11	13	10	-1	-1	-1	2	11	450	10	10000
Bộ Tiêu Dao Xanh_Ngọc bội nam hệ Thủy	2	38	4	11	17	10	-1	-1	-1	2	11	535	10	10000
Bộ Tiêu Dao Tím_Ngọc bội nam hệ Thủy	2	39	4	11	15	10	-1	-1	-1	2	11	605	10	10000
Bộ Tiêu Dao Cam_Ngọc bội nam hệ Thủy	2	40	4	11	13	10	-1	-1	-1	2	11	675	10	10000
Bộ Tiêu Dao Xanh_Hương nang nữ hệ Thủy	2	41	4	11	18	10	-1	-1	-1	2	11	60	10	10000
Bộ Tiêu Dao Tím_Hương nang nữ hệ Thủy	2	42	4	11	16	10	-1	-1	-1	2	11	160	10	10000
Bộ Tiêu Dao Tím_Hương nang nữ hệ Thủy	2	43	4	11	16	10	-1	-1	-1	2	11	260	10	10000
Bộ Tiêu Dao Cam_Hương nang nữ hệ Thủy	2	44	4	11	14	10	-1	-1	-1	2	11	360	10	10000
Bộ Tiêu Dao Cam_Hương nang nữ hệ Thủy	2	45	4	11	14	10	-1	-1	-1	2	11	460	10	10000
Bộ Tiêu Dao Xanh_Hương nang nữ hệ Thủy	2	46	4	11	18	10	-1	-1	-1	2	11	542	10	10000
Bộ Tiêu Dao Tím_Hương nang nữ hệ Thủy	2	47	4	11	16	10	-1	-1	-1	2	11	612	10	10000
Bộ Tiêu Dao Cam_Hương nang nữ hệ Thủy	2	48	4	11	14	10	-1	-1	-1	2	11	682	10	10000
Bộ Tiêu Dao Xanh_Ngọc bội nam hệ Hỏa	2	49	4	11	23	10	-1	-1	-1	2	11	70	10	10000
Bộ Tiêu Dao Tím_Ngọc bội nam hệ Hỏa	2	50	4	11	21	10	-1	-1	-1	2	11	170	10	10000
Bộ Tiêu Dao Tím_Ngọc bội nam hệ Hỏa	2	51	4	11	21	10	-1	-1	-1	2	11	270	10	10000
Bộ Tiêu Dao Cam_Ngọc bội nam hệ Hỏa	2	52	4	11	19	10	-1	-1	-1	2	11	370	10	10000
Bộ Tiêu Dao Cam_Ngọc bội nam hệ Hỏa	2	53	4	11	19	10	-1	-1	-1	2	11	470	10	10000
Bộ Tiêu Dao Xanh_Ngọc bội nam hệ Hỏa	2	54	4	11	23	10	-1	-1	-1	2	11	549	10	10000
Bộ Tiêu Dao Tím_Ngọc bội nam hệ Hỏa	2	55	4	11	21	10	-1	-1	-1	2	11	619	10	10000
Bộ Tiêu Dao Cam_Ngọc bội nam hệ Hỏa	2	56	4	11	19	10	-1	-1	-1	2	11	689	10	10000
Bộ Tiêu Dao Xanh_Hương nang nữ hệ Hỏa	2	57	4	11	24	10	-1	-1	-1	2	11	80	10	10000
Bộ Tiêu Dao Tím_Hương nang nữ hệ Hỏa	2	58	4	11	22	10	-1	-1	-1	2	11	180	10	10000
Bộ Tiêu Dao Tím_Hương nang nữ hệ Hỏa	2	59	4	11	22	10	-1	-1	-1	2	11	280	10	10000
Bộ Tiêu Dao Cam_Hương nang nữ hệ Hỏa	2	60	4	11	20	10	-1	-1	-1	2	11	380	10	10000
Bộ Tiêu Dao Cam_Hương nang nữ hệ Hỏa	2	61	4	11	20	10	-1	-1	-1	2	11	480	10	10000
Bộ Tiêu Dao Xanh_Hương nang nữ hệ Hỏa	2	62	4	11	24	10	-1	-1	-1	2	11	556	10	10000
Bộ Tiêu Dao Tím_Hương nang nữ hệ Hỏa	2	63	4	11	22	10	-1	-1	-1	2	11	626	10	10000
Bộ Tiêu Dao Cam_Hương nang nữ hệ Hỏa	2	64	4	11	20	10	-1	-1	-1	2	11	696	10	10000
Bộ Tiêu Dao Xanh_Ngọc bội nam hệ Thổ	2	65	4	11	29	10	-1	-1	-1	2	11	90	10	10000
Bộ Tiêu Dao Tím_Ngọc bội nam hệ Thổ	2	66	4	11	27	10	-1	-1	-1	2	11	190	10	10000
Bộ Tiêu Dao Tím_Ngọc bội nam hệ Thổ	2	67	4	11	27	10	-1	-1	-1	2	11	290	10	10000
Bộ Tiêu Dao Cam_Ngọc bội nam hệ Thổ	2	68	4	11	25	10	-1	-1	-1	2	11	390	10	10000
Bộ Tiêu Dao Cam_Ngọc bội nam hệ Thổ	2	69	4	11	25	10	-1	-1	-1	2	11	490	10	10000
Bộ Tiêu Dao Xanh_Ngọc bội nam hệ Thổ	2	70	4	11	29	10	-1	-1	-1	2	11	563	10	10000
Bộ Tiêu Dao Tím_Ngọc bội nam hệ Thổ	2	71	4	11	27	10	-1	-1	-1	2	11	633	10	10000
Bộ Tiêu Dao Cam_Ngọc bội nam hệ Thổ	2	72	4	11	25	10	-1	-1	-1	2	11	703	10	10000
Bộ Tiêu Dao Xanh_Hương nang nữ hệ Thổ	2	73	4	11	30	10	-1	-1	-1	2	11	100	10	10000
Bộ Tiêu Dao Tím_Hương nang nữ hệ Thổ	2	74	4	11	28	10	-1	-1	-1	2	11	200	10	10000
Bộ Tiêu Dao Tím_Hương nang nữ hệ Thổ	2	75	4	11	28	10	-1	-1	-1	2	11	300	10	10000
Bộ Tiêu Dao Cam_Hương nang nữ hệ Thổ	2	76	4	11	26	10	-1	-1	-1	2	11	400	10	10000
Bộ Tiêu Dao Cam_Hương nang nữ hệ Thổ	2	77	4	11	26	10	-1	-1	-1	2	11	500	10	10000
Bộ Tiêu Dao Xanh_Hương nang nữ hệ Thổ	2	78	4	11	30	10	-1	-1	-1	2	11	570	10	10000
Bộ Tiêu Dao Tím_Hương nang nữ hệ Thổ	2	79	4	11	28	10	-1	-1	-1	2	11	640	10	10000
Bộ Tiêu Dao Cam_Hương nang nữ hệ Thổ	2	80	4	11	26	10	-1	-1	-1	2	11	710	10	10000
Bộ Tiêu Dao Xanh_Giày nam hệ Kim	3	1	4	7	5	10	-1	-1	-1	2	7	12	10	10000
Bộ Tiêu Dao Tím_Giày nam hệ Kim	3	2	4	7	3	10	-1	-1	-1	2	7	112	10	10000
Bộ Tiêu Dao Tím_Giày nam hệ Kim	3	3	4	7	3	10	-1	-1	-1	2	7	212	10	10000
Bộ Tiêu Dao Cam_Giày nam hệ Kim	3	4	4	7	1	10	-1	-1	-1	2	7	312	10	10000
Bộ Tiêu Dao Cam_Giày nam hệ Kim	3	5	4	7	1	10	-1	-1	-1	2	7	412	10	10000
Bộ Tiêu Dao Xanh_Giày nữ hệ Kim	3	6	4	7	6	10	-1	-1	-1	2	7	22	10	10000
Bộ Tiêu Dao Tím_Giày nữ hệ Kim	3	7	4	7	4	10	-1	-1	-1	2	7	122	10	10000
Bộ Tiêu Dao Tím_Giày nữ hệ Kim	3	8	4	7	4	10	-1	-1	-1	2	7	222	10	10000
Bộ Tiêu Dao Cam_Giày nữ hệ Kim	3	9	4	7	2	10	-1	-1	-1	2	7	322	10	10000
Bộ Tiêu Dao Cam_Giày nữ hệ Kim	3	10	4	7	2	10	-1	-1	-1	2	7	422	10	10000
Bộ Tiêu Dao Xanh_Giày nam hệ Mộc	3	11	4	7	11	10	-1	-1	-1	2	7	32	10	10000
Bộ Tiêu Dao Tím_Giày nam hệ Mộc	3	12	4	7	9	10	-1	-1	-1	2	7	132	10	10000
Bộ Tiêu Dao Tím_Giày nam hệ Mộc	3	13	4	7	9	10	-1	-1	-1	2	7	232	10	10000
Bộ Tiêu Dao Cam_Giày nam hệ Mộc	3	14	4	7	7	10	-1	-1	-1	2	7	332	10	10000
Bộ Tiêu Dao Cam_Giày nam hệ Mộc	3	15	4	7	7	10	-1	-1	-1	2	7	432	10	10000
Bộ Tiêu Dao Xanh_Giày nữ hệ Mộc	3	16	4	7	12	10	-1	-1	-1	2	7	42	10	10000
Bộ Tiêu Dao Tím_Giày nữ hệ Mộc	3	17	4	7	10	10	-1	-1	-1	2	7	142	10	10000
Bộ Tiêu Dao Tím_Giày nữ hệ Mộc	3	18	4	7	10	10	-1	-1	-1	2	7	242	10	10000
Bộ Tiêu Dao Cam_Giày nữ hệ Mộc	3	19	4	7	8	10	-1	-1	-1	2	7	342	10	10000
Bộ Tiêu Dao Cam_Giày nữ hệ Mộc	3	20	4	7	8	10	-1	-1	-1	2	7	442	10	10000
Bộ Tiêu Dao Xanh_Giày nam hệ Thủy	3	21	4	7	17	10	-1	-1	-1	2	7	52	10	10000
Bộ Tiêu Dao Tím_Giày nam hệ Thủy	3	22	4	7	15	10	-1	-1	-1	2	7	152	10	10000
Bộ Tiêu Dao Tím_Giày nam hệ Thủy	3	23	4	7	15	10	-1	-1	-1	2	7	252	10	10000
Bộ Tiêu Dao Cam_Giày nam hệ Thủy	3	24	4	7	13	10	-1	-1	-1	2	7	352	10	10000
Bộ Tiêu Dao Cam_Giày nam hệ Thủy	3	25	4	7	13	10	-1	-1	-1	2	7	452	10	10000
Bộ Tiêu Dao Xanh_Giày nữ hệ Thủy	3	26	4	7	18	10	-1	-1	-1	2	7	62	10	10000
Bộ Tiêu Dao Tím_Giày nữ hệ Thủy	3	27	4	7	16	10	-1	-1	-1	2	7	162	10	10000
Bộ Tiêu Dao Tím_Giày nữ hệ Thủy	3	28	4	7	16	10	-1	-1	-1	2	7	262	10	10000
Bộ Tiêu Dao Cam_Giày nữ hệ Thủy	3	29	4	7	14	10	-1	-1	-1	2	7	362	10	10000
Bộ Tiêu Dao Cam_Giày nữ hệ Thủy	3	30	4	7	14	10	-1	-1	-1	2	7	462	10	10000
Bộ Tiêu Dao Xanh_Giày nam hệ Hỏa	3	31	4	7	23	10	-1	-1	-1	2	7	72	10	10000
Bộ Tiêu Dao Tím_Giày nam hệ Hỏa	3	32	4	7	21	10	-1	-1	-1	2	7	172	10	10000
Bộ Tiêu Dao Tím_Giày nam hệ Hỏa	3	33	4	7	21	10	-1	-1	-1	2	7	272	10	10000
Bộ Tiêu Dao Cam_Giày nam hệ Hỏa	3	34	4	7	19	10	-1	-1	-1	2	7	372	10	10000
Bộ Tiêu Dao Cam_Giày nam hệ Hỏa	3	35	4	7	19	10	-1	-1	-1	2	7	472	10	10000
Bộ Tiêu Dao Xanh_Giày nữ hệ Hỏa	3	36	4	7	24	10	-1	-1	-1	2	7	82	10	10000
Bộ Tiêu Dao Tím_Giày nữ hệ Hỏa	3	37	4	7	22	10	-1	-1	-1	2	7	182	10	10000
Bộ Tiêu Dao Tím_Giày nữ hệ Hỏa	3	38	4	7	22	10	-1	-1	-1	2	7	282	10	10000
Bộ Tiêu Dao Cam_Giày nữ hệ Hỏa	3	39	4	7	20	10	-1	-1	-1	2	7	382	10	10000
Bộ Tiêu Dao Cam_Giày nữ hệ Hỏa	3	40	4	7	20	10	-1	-1	-1	2	7	482	10	10000
Bộ Tiêu Dao Xanh_Giày nam hệ Thổ	3	41	4	7	29	10	-1	-1	-1	2	7	92	10	10000
Bộ Tiêu Dao Tím_Giày nam hệ Thổ	3	42	4	7	27	10	-1	-1	-1	2	7	192	10	10000
Bộ Tiêu Dao Tím_Giày nam hệ Thổ	3	43	4	7	27	10	-1	-1	-1	2	7	292	10	10000
Bộ Tiêu Dao Cam_Giày nam hệ Thổ	3	44	4	7	25	10	-1	-1	-1	2	7	392	10	10000
Bộ Tiêu Dao Cam_Giày nam hệ Thổ	3	45	4	7	25	10	-1	-1	-1	2	7	492	10	10000
Bộ Tiêu Dao Xanh_Giày nữ hệ Thổ	3	46	4	7	30	10	-1	-1	-1	2	7	102	10	10000
Bộ Tiêu Dao Tím_Giày nữ hệ Thổ	3	47	4	7	28	10	-1	-1	-1	2	7	202	10	10000
Bộ Tiêu Dao Tím_Giày nữ hệ Thổ	3	48	4	7	28	10	-1	-1	-1	2	7	302	10	10000
Bộ Tiêu Dao Cam_Giày nữ hệ Thổ	3	49	4	7	26	10	-1	-1	-1	2	7	402	10	10000
Bộ Tiêu Dao Cam_Giày nữ hệ Thổ	3	50	4	7	26	10	-1	-1	-1	2	7	502	10	10000
Bộ Tiêu Dao Bạch Kim_Giày nam hệ kim	3	51	4	7	31	10	-1	-1	-1	2	7	503	10	10000
Bộ Tiêu Dao Bạch Kim_Giày nữ hệ kim	3	52	4	7	32	10	-1	-1	-1	2	7	504	10	10000
Bộ Tiêu Dao Bạch Kim_Giày nam hệ mộc	3	53	4	7	33	10	-1	-1	-1	2	7	505	10	10000
Bộ Tiêu Dao Bạch Kim_Giày nữ hệ mộc	3	54	4	7	34	10	-1	-1	-1	2	7	506	10	10000
Bộ Tiêu Dao Bạch Kim_Giày nam hệ thủy	3	55	4	7	35	10	-1	-1	-1	2	7	507	10	10000
Bộ Tiêu Dao Bạch Kim_Giày nữ hệ thủy	3	56	4	7	36	10	-1	-1	-1	2	7	508	10	10000
Bộ Tiêu Dao Bạch Kim_Giày nam hệ hỏa	3	57	4	7	37	10	-1	-1	-1	2	7	509	10	10000
Bộ Tiêu Dao Bạch Kim_Giày nữ hệ hỏa	3	58	4	7	38	10	-1	-1	-1	2	7	510	10	10000
Bộ Tiêu Dao Bạch Kim_Giày nam hệ thổ	3	59	4	7	39	10	-1	-1	-1	2	7	511	10	10000
Bộ Tiêu Dao Bạch Kim_Giày nữ hệ thổ	3	60	4	7	40	10	-1	-1	-1	2	7	512	10	10000
Bộ Tiêu Dao Hoàng Kim_Giày nam hệ kim	3	61	4	7	41	10	-1	-1	-1	2	7	513	10	10000
Bộ Tiêu Dao Hoàng Kim_Giày nữ hệ kim	3	62	4	7	42	10	-1	-1	-1	2	7	514	10	10000
Bộ Tiêu Dao Hoàng Kim_Giày nam hệ mộc	3	63	4	7	43	10	-1	-1	-1	2	7	515	10	10000
Bộ Tiêu Dao Hoàng Kim_Giày nữ hệ mộc	3	64	4	7	44	10	-1	-1	-1	2	7	516	10	10000
Bộ Tiêu Dao Hoàng Kim_Giày nam hệ thủy	3	65	4	7	45	10	-1	-1	-1	2	7	517	10	10000
Bộ Tiêu Dao Hoàng Kim_Giày nữ hệ thủy	3	66	4	7	46	10	-1	-1	-1	2	7	518	10	10000
Bộ Tiêu Dao Hoàng Kim_Giày nam hệ hỏa	3	67	4	7	47	10	-1	-1	-1	2	7	519	10	10000
Bộ Tiêu Dao Hoàng Kim_Giày nữ hệ hỏa	3	68	4	7	48	10	-1	-1	-1	2	7	520	10	10000
Bộ Tiêu Dao Hoàng Kim_Giày nam hệ thổ	3	69	4	7	49	10	-1	-1	-1	2	7	521	10	10000
Bộ Tiêu Dao Hoàng Kim_Giày nữ hệ thổ	3	70	4	7	50	10	-1	-1	-1	2	7	522	10	10000
Bộ Liên Đấu Xanh_Thiết giáp nam hệ Kim	4	1	4	3	67	10	-1	-1	-1	2	3	12	10	10000
Bộ Liên Đấu Xanh_Thiết giáp nữ hệ Kim	4	2	4	3	68	10	-1	-1	-1	2	3	22	10	10000
Bộ Liên Đấu Xanh_Bì giáp nam hệ Kim	4	3	4	3	49	10	-1	-1	-1	2	3	32	10	10000
Bộ Liên Đấu Xanh_Bì giáp nữ hệ Kim	4	4	4	3	50	10	-1	-1	-1	2	3	42	10	10000
Bộ Liên Đấu Tím_Thiết giáp nam hệ Kim	4	5	4	3	69	10	-1	-1	-1	2	3	212	10	10000
Bộ Liên Đấu Tím_Thiết giáp nữ hệ Kim	4	6	4	3	70	10	-1	-1	-1	2	3	222	10	10000
Bộ Liên Đấu Tím_Bì giáp nam hệ Kim	4	7	4	3	51	10	-1	-1	-1	2	3	232	10	10000
Bộ Liên Đấu Tím_Bì giáp nữ hệ Kim	4	8	4	3	52	10	-1	-1	-1	2	3	242	10	10000
Bộ Liên Đấu Tím_Thiết giáp nam hệ Kim	4	9	4	3	69	10	-1	-1	-1	2	3	412	10	10000
Bộ Liên Đấu Tím_Thiết giáp nữ hệ Kim	4	10	4	3	70	10	-1	-1	-1	2	3	422	10	10000
Bộ Liên Đấu Tím_Bì giáp nam hệ Kim	4	11	4	3	51	10	-1	-1	-1	2	3	432	10	10000
Bộ Liên Đấu Tím_Bì giáp nữ hệ Kim	4	12	4	3	52	10	-1	-1	-1	2	3	442	10	10000
Bộ Liên Đấu Cam_Thiết giáp nam hệ Kim	4	13	4	3	71	10	-1	-1	-1	2	3	612	10	10000
Bộ Liên Đấu Cam_Thiết giáp nữ hệ Kim	4	14	4	3	72	10	-1	-1	-1	2	3	622	10	10000
Bộ Liên Đấu Cam_Bì giáp nam hệ Kim	4	15	4	3	53	10	-1	-1	-1	2	3	632	10	10000
Bộ Liên Đấu Cam_Bì giáp nữ hệ Kim	4	16	4	3	54	10	-1	-1	-1	2	3	642	10	10000
Bộ Liên Đấu Cam_Thiết giáp nam hệ Kim	4	17	4	3	53	10	-1	-1	-1	2	3	812	10	10000
Bộ Liên Đấu Cam_Thiết giáp nữ hệ Kim	4	18	4	3	54	10	-1	-1	-1	2	3	822	10	10000
Bộ Liên Đấu Cam_Bì giáp nam hệ Kim	4	19	4	3	71	10	-1	-1	-1	2	3	832	10	10000
Bộ Liên Đấu Cam_Bì giáp nữ hệ Kim	4	20	4	3	72	10	-1	-1	-1	2	3	842	10	10000
Bộ Liên Đấu Xanh_Thiết giáp nam hệ Kim	4	21	4	3	67	10	-1	-1	-1	2	3	1008	10	10000
Bộ Liên Đấu Xanh_Thiết giáp nữ hệ Kim	4	22	4	3	68	10	-1	-1	-1	2	3	1014	10	10000
Bộ Liên Đấu Xanh_Bì giáp nam hệ Kim	4	23	4	3	49	10	-1	-1	-1	2	3	1020	10	10000
Bộ Liên Đấu Xanh_Bì giáp nữ hệ Kim	4	24	4	3	50	10	-1	-1	-1	2	3	1026	10	10000
Bộ Liên Đấu Tím_Thiết giáp nam hệ Kim	4	25	4	3	69	10	-1	-1	-1	2	3	1128	10	10000
Bộ Liên Đấu Tím_Thiết giáp nữ hệ Kim	4	26	4	3	70	10	-1	-1	-1	2	3	1134	10	10000
Bộ Liên Đấu Tím_Bì giáp nam hệ Kim	4	27	4	3	51	10	-1	-1	-1	2	3	1140	10	10000
Bộ Liên Đấu Tím_Bì giáp nữ hệ Kim	4	28	4	3	52	10	-1	-1	-1	2	3	1146	10	10000
Bộ Liên Đấu Cam_Thiết giáp nam hệ Kim	4	29	4	3	71	10	-1	-1	-1	2	3	1248	10	10000
Bộ Liên Đấu Cam_Thiết giáp nữ hệ Kim	4	30	4	3	72	10	-1	-1	-1	2	3	1254	10	10000
Bộ Liên Đấu Cam_Bì giáp nam hệ Kim	4	31	4	3	53	10	-1	-1	-1	2	3	1260	10	10000
Bộ Liên Đấu Cam_Bì giáp nữ hệ Kim	4	32	4	3	54	10	-1	-1	-1	2	3	1266	10	10000
Bộ Liên Đấu Xanh_Bì giáp nam hệ Mộc	4	33	4	3	55	10	-1	-1	-1	2	3	52	10	10000
Bộ Liên Đấu Xanh_Bì giáp nữ hệ Mộc	4	34	4	3	56	10	-1	-1	-1	2	3	62	10	10000
Bộ Liên Đấu Xanh_Bố giáp nam hệ Mộc	4	35	4	3	31	10	-1	-1	-1	2	3	72	10	10000
Bộ Liên Đấu Xanh_Bố giáp nữ hệ Mộc	4	36	4	3	32	10	-1	-1	-1	2	3	82	10	10000
Bộ Liên Đấu Tím_Bì giáp nam hệ Mộc	4	37	4	3	57	10	-1	-1	-1	2	3	252	10	10000
Bộ Liên Đấu Tím_Bì giáp nữ hệ Mộc	4	38	4	3	58	10	-1	-1	-1	2	3	262	10	10000
Bộ Liên Đấu Tím_Bố giáp nam hệ Mộc	4	39	4	3	33	10	-1	-1	-1	2	3	272	10	10000
Bộ Liên Đấu Tím_Bố giáp nữ hệ Mộc	4	40	4	3	34	10	-1	-1	-1	2	3	282	10	10000
Bộ Liên Đấu Tím_Bì giáp nam hệ Mộc	4	41	4	3	57	10	-1	-1	-1	2	3	452	10	10000
Bộ Liên Đấu Tím_Bì giáp nữ hệ Mộc	4	42	4	3	58	10	-1	-1	-1	2	3	462	10	10000
Bộ Liên Đấu Tím_Bố giáp nam hệ Mộc	4	43	4	3	33	10	-1	-1	-1	2	3	472	10	10000
Bộ Liên Đấu Tím_Bố giáp nữ hệ Mộc	4	44	4	3	34	10	-1	-1	-1	2	3	482	10	10000
Bộ Liên Đấu Cam_Bì giáp nam hệ Mộc	4	45	4	3	59	10	-1	-1	-1	2	3	652	10	10000
Bộ Liên Đấu Cam_Bì giáp nữ hệ Mộc	4	46	4	3	60	10	-1	-1	-1	2	3	662	10	10000
Bộ Liên Đấu Cam_Bố giáp nam hệ Mộc	4	47	4	3	35	10	-1	-1	-1	2	3	672	10	10000
Bộ Liên Đấu Cam_Bố giáp nữ hệ Mộc	4	48	4	3	36	10	-1	-1	-1	2	3	682	10	10000
Bộ Liên Đấu Cam_Bì giáp nam hệ Mộc	4	49	4	3	59	10	-1	-1	-1	2	3	852	10	10000
Bộ Liên Đấu Cam_Bì giáp nữ hệ Mộc	4	50	4	3	60	10	-1	-1	-1	2	3	862	10	10000
Bộ Liên Đấu Cam_Bố giáp nam hệ Mộc	4	51	4	3	35	10	-1	-1	-1	2	3	872	10	10000
Bộ Liên Đấu Cam_Bố giáp nữ hệ Mộc	4	52	4	3	36	10	-1	-1	-1	2	3	882	10	10000
Bộ Liên Đấu Xanh_Bì giáp nam hệ Mộc	4	53	4	3	55	10	-1	-1	-1	2	3	1032	10	10000
Bộ Liên Đấu Xanh_Bì giáp nữ hệ Mộc	4	54	4	3	56	10	-1	-1	-1	2	3	1038	10	10000
Bộ Liên Đấu Xanh_Bố giáp nam hệ Mộc	4	55	4	3	31	10	-1	-1	-1	2	3	1044	10	10000
Bộ Liên Đấu Xanh_Bố giáp nữ hệ Mộc	4	56	4	3	32	10	-1	-1	-1	2	3	1050	10	10000
Bộ Liên Đấu Tím_Bì giáp nam hệ Mộc	4	57	4	3	57	10	-1	-1	-1	2	3	1152	10	10000
Bộ Liên Đấu Tím_Bì giáp nữ hệ Mộc	4	58	4	3	58	10	-1	-1	-1	2	3	1158	10	10000
Bộ Liên Đấu Tím_Bố giáp nam hệ Mộc	4	59	4	3	33	10	-1	-1	-1	2	3	1164	10	10000
Bộ Liên Đấu Tím_Bố giáp nữ hệ Mộc	4	60	4	3	34	10	-1	-1	-1	2	3	1170	10	10000
Bộ Liên Đấu Cam_Bì giáp nam hệ Mộc	4	61	4	3	59	10	-1	-1	-1	2	3	1272	10	10000
Bộ Liên Đấu Cam_Bì giáp nữ hệ Mộc	4	62	4	3	60	10	-1	-1	-1	2	3	1278	10	10000
Bộ Liên Đấu Cam_Bố giáp nam hệ Mộc	4	63	4	3	35	10	-1	-1	-1	2	3	1284	10	10000
