MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	Ghi chú
2103	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	10	Tịch Mịch Hoạch Thủy Trại (3)
2147	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Cửa Ải Khắc Di Môn
2148	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	Đông Hạ Lan Sơn
2149	1	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	Diêm Châu
2150	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	Ngột Lạt Hải Thành
2151	1	2	3	4	5	5	5	5	5	5	5	5	5	5	5	5	Lộc Hợp Cốc
2154	1	1	1	1	1	1	1	1	1	1	1	1	1	8	15	13	Đào Khê Trấn (Kênh 1)
2284	1	1	2	4	5	5	6	6	6	6	6	6	6	6	13	8	Báo danh chiến trường mới-Tống
2285	1	1	2	4	5	5	6	6	6	6	6	6	6	6	13	8	Báo danh chiến trường mới-Kim
2260	1	1	2	1	4	4	4	4	4	4	4	4	4	4	11	11	Băng Hoa Thiên Khiếm
2261	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Cổ Mộ Phái
2286	1	2	2	4	5	5	6	6	6	6	6	6	6	6	13	8	Thanh Loa Đảo (Kênh 2)
2287	1	2	2	4	5	5	6	6	6	6	6	6	6	6	13	8	Khoang Thuyền 2 (Kênh 2)
2288	1	2	2	4	5	5	6	6	6	6	6	6	6	6	13	8	Khoang Thuyền 3 (Kênh 2)
