MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	Ghi chú
489	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Mật Thất Thẩm Phủ
490	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Lâm An Thành
491	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Lâm An Thành
492	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Lâm An Thành
498	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Hiệp Sĩ Danh Cư
499	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Trang Viên Quý Tộc
500	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Bãi Biển Vương Hầu
501	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Nhà tranh
502	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Nhà tranh
503	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Ẩn Sở
504	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Phân Đà Cái Bang
505	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Mật Đạo Cái Bang
506	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Long Vương Miếu
507	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Long Vương Miếu
508	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Sơn Động
509	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Soái Trướng Hổ Sư
510	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Nhà Ẩn Giả
511	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Phi Long Cốc
512	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Phi Long Trận
513	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Thiên Quỳnh Cung
514	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Thiên Ngoại Thiên
515	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Đại sảnh Triệu Phủ
516	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Đại sảnh Hàn Phủ
517	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Gian bên Hàn Phủ
518	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tẩm Cung Hoàng Thượng
519	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tẩm Cung Thái Hậu
520	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tẩm Cung Thái Hậu
521	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tẩm Cung Thái Hậu
522	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tri Xuân Đài
523	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Hoàng Cung Đại Điện
524	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Linh Ẩn Tự
525	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Sòng Bạc Vong Quy
526	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Doanh Trướng Lỗ Binh
527	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Doanh Trướng Lương Hạng Lâm
528	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Mật Thất Lương Hạng Lâm
529	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Phục Ngưu Sơn Trang
530	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Hắc Long Đàm
531	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Sơn Trại
532	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Sơn Trại
533	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Biệt Viện Đường Môn
534	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Biệt Viện Đường Môn
535	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Dịch Quán
536	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Biệt Viện Ngô Hy
537	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Biệt Viện Phòng Khách
538	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Biệt Viện Phòng Khách
539	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Nhà nhỏ bên đường
540	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Phòng giam
541	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Nhà nhỏ
542	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Nhà lớn
543	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Quán trọ
544	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Nhất Phẩm Đường Binh Doanh
545	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Thạch Cốc
546	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tụ Nghĩa Lâu
547	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Lầu Các
548	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Mãng Xà Động
549	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Hiệp Cốc
550	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Hiệp Cốc
551	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Hiệp Cốc
552	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Hiệp Cốc
553	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Thái Tổ Bảo Khố
554	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Nơi ở Đại Nhật La
555	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Thượng Tiên Trang
561	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Vọng Long Sơn
562	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Nhà hoang
563	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mật Thất Vương Phủ
564	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ngự Thư Phòng Hoàng Cung
565	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tẩm Cung Hàn Hoàng Hậu
566	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Ngọc Noãn Các
567	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Kim Duyệt Hiên
568	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Hoàng Cung Đại Điện
569	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Linh Bích Bạc
570	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Bạch Phủ Mộng Cảnh
571	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Sơn Trại Mộng Cảnh
572	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Thân Thế Mộng Cảnh
573	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Bí Doanh Quân Kim
574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Du Long Bảo Khố
575	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	Hoàng Gia Tiên Cảnh
576	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Phòng trọ 1
577	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Phòng trọ 2
578	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	Phòng trọ 3 
579	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Phòng trọ 4
580	1	2	2	3	5	5	5	5	5	5	5	5	5	5	5	5	Phòng trọ 5
581	1	2	3	3	1	6	6	6	6	6	6	6	6	6	6	6	Phòng trọ 6
582	1	2	3	4	2	1	7	7	7	7	7	7	7	7	7	7	Phòng trọ 7
583	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Trạm Gác Tiền Tuyến 1 
584	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Trạm Gác Tiền Tuyến 2 
585	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Trạm Gác Tiền Tuyến 3 
587	1	2	2	4	2	4	4	4	4	4	4	4	4	4	4	4	Ngọc Lộ Thôn (1)
800	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Phòng bên Trường Ca Môn
801	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Phòng bên Trường Ca Môn
802	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Vũ Di Sơn Tinh Xá
803	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Vũ Di Sơn Tinh Xá
804	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Vũ Di Sơn Tinh Xá
805	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Phủ đệ Chu Hy
806	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Mật Thất Chu Hy
807	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Mật Thất Chu Hy
808	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Hậu viện tinh xá Vũ Di Sơn
809	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Đại sảnh Hàn Phủ
810	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Phòng bên Trường Ca Môn
811	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Lâm An Thành
812	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Phòng giam Hoàn Nhan Quang
813	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Phòng Trần Quý Thường
814	1	2	2	4	5	5	7	7	7	7	7	7	7	7	7	7	Lạc Nữ Động
815	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Trong Phục Ngưu Sơn Trang
816	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Bách Cổ Trận 1
817	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Bách Cổ Trận 2
818	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiên Linh Động
819	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Hoàng Cung Đại Lý
820	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Hậu Viện Hoàng Cung
821	1	2	3	3	5	2	5	5	5	5	5	5	5	5	14	14	Đại Điện (Hoàng Kim)
822	1	2	3	3	5	2	5	5	5	5	5	5	5	5	14	14	Bạch Hổ 1_Đông (Hoàng Kim)
823	1	2	3	3	5	2	5	5	5	5	5	5	5	5	14	14	Bạch Hổ 1_Nam (Hoàng Kim)
824	1	2	3	3	5	2	5	5	5	5	5	5	5	5	14	14	Bạch Hổ 1_Tây (Hoàng Kim)
825	1	2	3	3	5	2	5	5	5	5	5	5	5	5	14	14	Bạch Hổ 1_Bắc (Hoàng Kim)
826	1	2	3	3	5	2	5	5	5	5	5	5	5	5	14	14	Bạch Hổ 2_Âm (Hoàng Kim)
827	1	2	3	3	5	2	5	5	5	5	5	5	5	5	14	14	Bạch Hổ 2_Dương (Hoàng Kim)
828	1	2	3	3	5	2	5	5	5	5	5	5	5	5	14	14	Bạch Hổ 3 (Hoàng Kim)
829	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
830	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
831	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
832	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
833	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
834	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
835	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
836	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
837	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
838	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
839	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
840	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
841	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
842	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
843	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
844	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
845	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
846	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
847	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
848	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
849	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
850	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
851	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
852	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
853	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
854	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
855	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
856	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
857	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
858	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
859	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
860	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
861	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
862	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
863	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
864	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
865	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
866	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
867	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
868	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
869	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
870	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
871	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
872	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
873	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
874	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
875	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
876	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
877	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
878	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
879	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
880	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
881	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
882	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
883	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
884	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
885	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
886	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
887	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
888	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
889	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
890	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
891	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
892	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
893	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
894	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
895	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
896	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
897	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
898	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
899	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
900	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
901	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
902	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
903	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
904	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
905	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
906	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
907	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
908	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
909	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
910	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
911	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
912	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
913	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
914	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
915	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
916	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
917	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
918	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
919	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
920	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
921	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
922	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
923	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
924	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
925	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
926	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
927	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
928	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
929	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
930	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
931	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
932	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
933	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
934	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
935	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
936	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
937	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
938	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
939	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
940	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
941	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
942	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
943	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
944	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
945	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
946	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
947	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
948	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
949	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
950	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
951	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
952	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
953	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
954	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
1401	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Hội trường liên đấu (sơ) (1)
1413	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Khu chuẩn bị liên đấu (sơ) (1)
1425	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Đấu trường liên đấu (sơ) (1)
1437	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Hội trường liên đấu (cao) (1)
1449	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Khu chuẩn bị liên đấu (cao) (1)
1461	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Đấu trường liên đấu (cao) (1)
1473	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Đấu trường nhiều người (sơ) (1)
1485	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Đấu trường nhiều người (cao) (1)
1497	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đào Nguyên 1
1498	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	Đào Nguyên 2
1499	1	1	1	3	3	3	7	7	7	7	7	7	7	7	7	7	Đào Nguyên 3
1500	1	1	2	4	4	4	4	4	4	4	4	4	4	4	4	4	Đào Nguyên 4
1507	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Phi Tự Nhai
1536	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15	15	Tần Lăng 1
1537	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14	14	Tần Lăng 2
1538	1	1	1	2	3	3	7	7	7	7	7	7	7	7	13	13	Tần Lăng 3
1539	1	1	1	2	3	3	7	7	7	7	7	7	7	7	12	12	Tần Lăng 4
1540	1	1	1	2	3	3	7	7	7	7	7	7	7	7	11	11	Tần Lăng 5
1541	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Triều Thánh Các
1542	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Tiêu Dao Cốc
1543	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Tiêu Dao Cốc
1544	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	Tiêu Dao Cốc
1545	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Tiêu Dao Cốc
1546	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Tiêu Dao Cốc
1547	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Tiêu Dao Cốc
1548	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	Tiêu Dao Cốc
1638	1	2	2	2	2	1	2	2	2	2	2	2	2	2	9	9	Gia Dụ Quan Chiến-Phượng Tường 1
1665	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mật Thất Du Long (1)
1666	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mật Thất Du Long (2)
1667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mật Thất Du Long (3)
1668	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mật Thất Du Long (4)
1669	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Mật Thất Du Long (5)
1670	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Mật Thất Du Long (6)
1671	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Mật Thất Du Long (7)
1672	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Mật Thất Du Long (8)
1723	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đắc Duyệt Phường
1724	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	Đắc Duyệt Phường
1725	1	1	3	4	2	4	3	3	3	3	3	3	3	3	3	3	Đắc Duyệt Phường
1726	1	2	1	2	4	4	4	4	4	4	4	4	4	4	4	4	Đắc Duyệt Phường
1727	1	1	2	3	5	5	5	5	5	5	5	5	5	5	5	5	Đắc Duyệt Phường
1728	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Đắc Duyệt Phường
1742	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Vạn Cốt Quật-Si
1743	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	Vạn Cốt Quật-Mị
1744	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	Vạn Cốt Quật-Võng
1745	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	Vạn Cốt Quật-Lưỡng
