MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	备注
1953	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đấu trường liên đấu liên server (1)
1954	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Đấu trường liên đấu liên server (2)
1955	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Đấu trường liên đấu liên server (3)
1956	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đấu trường liên đấu liên server (4)
1957	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đấu trường liên đấu liên server (5)
1958	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Đấu trường liên đấu liên server (6)
1959	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đấu trường liên đấu liên server (7)
1960	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đấu trường liên đấu liên server (8)
1961	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Đấu trường liên đấu liên server (9)
1962	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đấu trường liên đấu liên server (10)
1963	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đấu trường liên đấu liên server (11)
1964	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đấu trường liên đấu liên server (12)
1965	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đấu trường nhiều người liên server (1)
1966	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Đấu trường nhiều người liên server (2)
1967	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Đấu trường nhiều người liên server (3)
1968	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đấu trường nhiều người liên server (4)
1969	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đấu trường nhiều người liên server (5)
1970	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Đấu trường nhiều người liên server (6)
1971	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đấu trường nhiều người liên server (7)
1972	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đấu trường nhiều người liên server (8)
1973	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Đấu trường nhiều người liên server (9)
1974	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đấu trường nhiều người liên server (10)
1975	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đấu trường nhiều người liên server (11)
1976	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đấu trường nhiều người liên server (12)
1977	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đấu trường nhiều người liên server (1)
1978	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Đấu trường nhiều người liên server (2)
1979	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Đấu trường nhiều người liên server (3)
1980	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đấu trường nhiều người liên server (4)
1981	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đấu trường nhiều người liên server (5)
1982	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Đấu trường nhiều người liên server (6)
1983	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đấu trường nhiều người liên server (7)
1984	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đấu trường nhiều người liên server (8)
1985	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Đấu trường nhiều người liên server (9)
1986	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đấu trường nhiều người liên server (10)
1987	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đấu trường nhiều người liên server (11)
1988	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đấu trường nhiều người liên server (12)
1989	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đấu trường liên đấu liên server (1)
1990	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Đấu trường liên đấu liên server (2)
1991	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Đấu trường liên đấu liên server (3)
1992	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đấu trường liên đấu liên server (4)
1993	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đấu trường liên đấu liên server (5)
1994	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Đấu trường liên đấu liên server (6)
1995	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đấu trường liên đấu liên server (7)
1996	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đấu trường liên đấu liên server (8)
1997	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Đấu trường liên đấu liên server (9)
1998	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đấu trường liên đấu liên server (10)
1999	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đấu trường liên đấu liên server (11)
2000	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đấu trường liên đấu liên server (12)
2001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đấu trường liên đấu liên server (1)
2002	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	Đấu trường liên đấu liên server (2)
2003	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Đấu trường liên đấu liên server (3)
2004	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đấu trường liên đấu liên server (4)
2005	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đấu trường liên đấu liên server (5)
2006	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	Đấu trường liên đấu liên server (6)
2007	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đấu trường liên đấu liên server (7)
2008	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Đấu trường liên đấu liên server (8)
2009	1	2	2	4	2	4	3	7	7	7	7	7	7	7	7	7	Đấu trường liên đấu liên server (9)
2010	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	Đấu trường liên đấu liên server (10)
2011	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	Đấu trường liên đấu liên server (11)
2012	1	1	1	2	3	3	7	3	3	3	3	3	3	3	3	3	Đấu trường liên đấu liên server (12)
2056	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Báo danh Chiến Trường Liên Server (1)
2057	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Báo danh Chiến Trường Liên Server (2)
2058	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Báo danh Chiến Trường Liên Server (3)
2059	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	Báo danh Chiến Trường Liên Server (4)
2060	1	2	3	4	5	5	5	5	5	5	5	5	5	5	5	5	Báo danh Chiến Trường Liên Server (5)
2061	1	2	3	4	5	6	6	6	6	6	6	6	6	6	6	6	Báo danh Chiến Trường Liên Server (6)
2062	1	2	3	4	5	6	7	7	7	7	7	7	7	7	7	7	Báo danh Chiến Trường Liên Server (7)
2063	1	2	3	4	5	6	7	8	8	8	8	8	8	8	8	8	Báo danh Chiến Trường Liên Server (8)
2064	1	2	3	4	5	6	7	8	9	9	9	9	9	9	9	9	Báo danh Chiến Trường Liên Server (9)
2065	1	2	3	4	5	6	7	8	9	10	10	10	10	10	10	10	Báo danh Chiến Trường Liên Server (10)
2066	1	2	3	4	5	6	7	8	9	10	11	11	11	11	11	11	Báo danh Chiến Trường Liên Server (11)
2067	1	2	3	4	5	6	7	8	9	10	11	12	12	12	12	12	Báo danh Chiến Trường Liên Server (12)
2068	1	2	3	4	5	6	7	8	9	10	11	12	13	13	13	13	Báo danh Chiến Trường Liên Server (13)
2069	1	2	3	4	5	6	7	8	9	10	11	12	13	14	14	14	Báo danh Chiến Trường Liên Server (14)
2070	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	15	Báo danh Chiến Trường Liên Server (15)
2071	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Chiến Trường Liên Server (1)
2072	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Chiến Trường Liên Server (2)
2073	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Chiến Trường Liên Server (3)
2074	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	Chiến Trường Liên Server (4)
2075	1	2	3	4	5	5	5	5	5	5	5	5	5	5	5	5	Chiến Trường Liên Server (5)
2076	1	2	3	4	5	6	6	6	6	6	6	6	6	6	6	6	Chiến Trường Liên Server (6)
2077	1	2	3	4	5	6	7	7	7	7	7	7	7	7	7	7	Chiến Trường Liên Server (7)
2078	1	2	3	4	5	6	7	8	8	8	8	8	8	8	8	8	Chiến Trường Liên Server (8)
2079	1	2	3	4	5	6	7	8	9	9	9	9	9	9	9	9	Chiến Trường Liên Server (9)
2080	1	2	3	4	5	6	7	8	9	10	10	10	10	10	10	10	Chiến Trường Liên Server (10)
2081	1	2	3	4	5	6	7	8	9	10	11	11	11	11	11	11	Chiến Trường Liên Server (11)
2082	1	2	3	4	5	6	7	8	9	10	11	12	12	12	12	12	Chiến Trường Liên Server (12)
2083	1	2	3	4	5	6	7	8	9	10	11	12	13	13	13	13	Chiến Trường Liên Server (13)
2084	1	2	3	4	5	6	7	8	9	10	11	12	13	14	14	14	Chiến Trường Liên Server (14)
2085	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	15	Chiến Trường Liên Server (15)
2275	1	2	3	3	3	6	6	2	2	2	2	2	2	2	2	2	Đấu trường liên đấu liên server (13)
2277	1	2	3	3	3	6	6	2	2	2	2	2	2	2	2	2	Đấu trường liên đấu liên server (13)
