MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	备注
331	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷
332	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷
333	1	2	2	4	5	5	7	7	7	7	7	7	7	7	10	10	白虎堂大殿(初级三)
334	1	2	2	4	5	5	7	7	7	7	7	7	7	7	10	10	白虎堂一层_东(初级三)
335	1	2	2	4	5	5	7	7	7	7	7	7	7	7	10	10	白虎堂一层_南(初级三)
336	1	2	2	4	5	5	7	7	7	7	7	7	7	7	10	10	白虎堂一层_西(初级三)
337	1	2	2	4	5	5	7	7	7	7	7	7	7	7	10	10	白虎堂一层_北(初级三)
338	1	2	2	4	5	5	7	7	7	7	7	7	7	7	10	10	白虎堂二层_阴(初级三)
339	1	2	2	4	5	5	7	7	7	7	7	7	7	7	10	10	白虎堂二层_阳(初级三)
340	1	2	2	4	5	5	7	7	7	7	7	7	7	7	10	10	白虎堂三层(初级三)
341	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	逍遥谷报名点1
342	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	逍遥谷报名点2
399	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	天牢
400	1	2	2	4	5	5	6	6	6	6	6	6	6	6	12	9	船舱1层
401	1	2	2	4	5	5	6	6	6	6	6	6	6	6	12	9	船舱2层
402	1	2	2	4	5	5	6	6	6	6	6	6	6	6	12	9	船舱3层
403	1	2	2	4	5	5	7	7	7	7	7	7	7	7	7	7	裴翼飞房间
404	1	2	2	4	5	5	7	7	7	7	7	7	7	7	7	7	裘止水房间
405	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	外英雄冢
406	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	鹰隼角
407	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	猛虎巷
408	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	猴岛
409	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	滴水洞
410	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	藏云轩
411	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	长江别院
412	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	赤练蛇洞
413	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	灯煞口
414	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	甘露谷1层
415	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	甘露谷2层
416	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	甘露谷尽头
417	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	甘露谷尽头
418	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	问心阁
419	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	问心阁
420	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	聚义厅
421	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	女巫窝棚
422	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	殷童房间
423	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	殷方房间
424	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	灯煞口岗楼
425	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	木氏居所
426	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	葛霞岭尽头
427	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	葛霞岭尽头
428	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	石像迷宫_1层
429	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	石像迷宫_2层
430	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	石像迷宫_3层
431	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	阴山别院
432	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	阴山别院
433	1	1	1	2	3	3	2	2	2	2	2	2	2	2	2	2	解剑池
434	1	1	1	2	3	3	2	2	2	2	2	2	2	2	2	2	青虚真室
435	1	1	1	2	3	3	2	2	2	2	2	2	2	2	2	2	青虚真室
436	1	1	1	2	3	3	2	2	2	2	2	2	2	2	2	2	云麓水居
437	1	1	1	2	3	3	2	2	2	2	2	2	2	2	2	2	云麓水居
438	1	1	1	2	3	3	2	2	2	2	2	2	2	2	2	2	云麓水居
439	1	1	1	2	3	3	2	2	2	2	2	2	2	2	2	2	陶永昌居所
440	1	1	1	2	3	3	2	2	2	2	2	2	2	2	2	2	陶永昌居所
441	1	1	1	2	3	3	2	2	2	2	2	2	2	2	2	2	陶永昌居所
442	1	1	1	2	3	3	2	2	2	2	2	2	2	2	2	2	陶永昌居所
443	1	1	1	2	3	3	2	2	2	2	2	2	2	2	2	2	魏长风居所
444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	金刚岭
445	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	金刚岭
446	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	初祖庵
447	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	粥铺
448	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	回风角草堂
449	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	回风角草堂
450	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	玄字牢
451	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	兀萨居所
452	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	天刑殿
453	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	中成殿
454	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	行在内营
455	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	中军大帐
456	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	慈云庵
457	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	仇雪卧室
458	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	见龙洞
459	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	布衣阁
460	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	布衣阁
461	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	拙者居
462	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	别雅小筑西厢
463	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	别雅小筑正厅
464	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	春梅雅筑
465	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	春梅雅筑
466	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	春梅雅筑
467	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	春梅雅筑后宅
468	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	春梅雅筑后宅
469	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	馆驿
470	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	馆驿
471	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	下层阵法
472	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	阵法总枢
473	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	玄月大阵
474	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	玄月阵中心
475	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	品荷堂
476	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	蒲察风奴
477	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	藏剑山庄
478	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	知春台
479	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	朱熹府邸
480	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	进宫讲学
481	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	进宫讲学
482	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	进宫讲学
483	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	彭龟年府邸
484	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	彭府后院
485	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	赵府大厅
486	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	临安城
487	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	朱熹府邸
488	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	临安城
489	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	沈府密室 
490	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	临安城
491	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	临安城
492	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	临安城
498	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	侠士名居
499	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	贵族王府
500	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	王侯海滩
501	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	茅屋
502	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	茅屋
503	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	隐所
504	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	丐帮分舵
505	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	丐帮秘道
506	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	龙王庙
507	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	龙王庙
508	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	山洞
509	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	虎师帅帐
510	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	隐者小屋
511	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	飞龙谷
512	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	飞龙阵
513	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	千琼宫
514	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	天外天
515	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	赵府大厅
516	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	韩府大厅
517	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	韩府偏厢
518	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	皇上寝宫
519	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	太后寝宫
520	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	太后寝宫
521	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	太后寝宫
522	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	知春台
523	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	皇宫大殿
524	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	灵隐寺
525	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	忘归赌坊
526	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	鲁兵营帐
527	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	梁项林营帐
528	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	梁项林密室
529	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	伏牛山庄
530	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	黑龙潭
531	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	山寨
532	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	山寨
533	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	唐门别院
534	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	唐门别院
535	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	驿馆
536	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	吴曦别院
537	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	别院会客厅
538	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	别院会客厅
539	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	路边小屋
540	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	囚房
541	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	小屋
542	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	大屋
543	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	旅店
544	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	一品堂兵营
545	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	硝石谷
546	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	聚义楼
547	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	阁楼
548	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	蟒蛇洞
549	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	峡谷
550	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	峡谷
551	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	峡谷
552	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	峡谷
553	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	太祖宝库
554	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	大日罗居所
555	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	上仙庄
556	1	1	2	2	4	4	4	4	4	4	4	4	4	4	10	10	伏牛山军营1
558	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11	11	伏牛山军营2
559	1	2	2	4	2	5	3	3	3	3	3	3	3	3	12	12	伏牛山军营3
561	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	望龙山
562	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	荒屋
563	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	王府密室
564	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	皇宫御书房
565	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	韩皇后寝宫
566	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	玉暖阁
567	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	金悦轩
568	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	皇宫大殿
569	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	灵壁泊
570	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	白府梦境
571	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	山寨梦境
572	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	身世梦境
573	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	金军秘营
574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	游龙宝库
575	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	王侯海滩
576	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	侠侣闯天下准备场
577	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	侠侣闯天下准备场
578	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	侠侣闯天下准备场
579	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	侠侣闯天下准备场
580	1	2	2	3	5	5	5	5	5	5	5	5	5	5	5	5	侠侣闯天下准备场
581	1	2	3	3	1	6	6	6	6	6	6	6	6	6	6	6	侠侣闯天下准备场
582	1	2	3	4	2	1	7	7	7	7	7	7	7	7	7	7	侠侣闯天下准备场
583	1	2	3	3	5	5	5	5	5	5	5	5	5	5	5	5	前沿哨岗（1）
584	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	前沿哨岗（2）
585	1	1	1	2	3	3	7	7	7	7	7	7	7	7	7	7	前沿哨岗（3）
587	1	2	2	4	2	4	4	4	4	4	4	4	4	4	4	4	玉露村
800	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	长歌门侧房
801	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	长歌门侧房
802	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	武夷山精舍
803	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	武夷山精舍
804	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	武夷山精舍
805	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	朱熹府邸
806	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	朱熹密室
807	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	朱熹密室
808	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	武夷山精舍后院
809	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	韩府大厅
810	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	长歌门侧房
811	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	临安城
812	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	完颜光囚室
813	1	2	2	4	2	4	3	3	3	3	3	3	3	3	3	3	陈季常房间
814	1	2	2	4	5	5	7	7	7	7	7	7	7	7	7	7	落女洞
815	1	1	2	2	4	4	4	4	4	4	4	4	4	4	4	4	伏牛山庄内部
816	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	百蛊阵1层
817	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	百蛊阵2层
818	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	仙灵洞
819	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	大理皇宫
820	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	皇宫后院
821	1	2	3	3	5	2	5	5	5	5	5	5	5	5	14	14	白虎堂大殿(高级)
822	1	2	3	3	5	2	5	5	5	5	5	5	5	5	14	14	白虎堂一层_东(高级)
823	1	2	3	3	5	2	5	5	5	5	5	5	5	5	14	14	白虎堂一层_南(高级)
824	1	2	3	3	5	2	5	5	5	5	5	5	5	5	14	14	白虎堂一层_西(高级)
825	1	2	3	3	5	2	5	5	5	5	5	5	5	5	14	14	白虎堂一层_北(高级)
826	1	2	3	3	5	2	5	5	5	5	5	5	5	5	14	14	白虎堂二层_阴(高级)
827	1	2	3	3	5	2	5	5	5	5	5	5	5	5	14	14	白虎堂二层_阳(高级)
828	1	2	3	3	5	2	5	5	5	5	5	5	5	5	14	14	白虎堂三层(高级)
1401	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	初级联赛会场（1）
1402	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	初级联赛会场（2）
1403	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	初级联赛会场（3）
1404	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	初级联赛会场（4）
1405	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	初级联赛会场（5）
1406	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	初级联赛会场（6）
1407	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	初级联赛会场（7）
1408	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	初级联赛会场（8）
1409	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	初级联赛会场（9）
1410	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	初级联赛会场（10）
1411	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	初级联赛会场（11）
1412	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	初级联赛会场（12）
1413	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	初级联赛准备场（1）
1414	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	初级联赛准备场（2）
1415	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	初级联赛准备场（3）
1416	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	初级联赛准备场（4）
1417	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	初级联赛准备场（5）
1418	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	初级联赛准备场（6）
1419	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	初级联赛准备场（7）
1420	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	初级联赛准备场（8）
1421	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	初级联赛准备场（9）
1422	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	初级联赛准备场（10）
1423	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	初级联赛准备场（11）
1424	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	初级联赛准备场（12）
1425	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	初级联赛比赛场（1）
1426	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	初级联赛比赛场（2）
1427	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	初级联赛比赛场（3）
1428	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	初级联赛比赛场（4）
1429	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	初级联赛比赛场（5）
1430	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	初级联赛比赛场（6）
1431	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	初级联赛比赛场（7）
1432	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	初级联赛比赛场（8）
1433	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	初级联赛比赛场（9）
1434	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	初级联赛比赛场（10）
1435	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	初级联赛比赛场（11）
1436	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	初级联赛比赛场（12）
1437	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	高级联赛会场（1）
1438	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	高级联赛会场（2）
1439	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	高级联赛会场（3）
1440	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	高级联赛会场（4）
1441	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	高级联赛会场（5）
1442	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	高级联赛会场（6）
1443	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	高级联赛会场（7）
1444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	高级联赛会场（8）
1445	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	高级联赛会场（9）
1446	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	高级联赛会场（10）
1447	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	高级联赛会场（11）
1448	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	高级联赛会场（12）
1449	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	高级联赛准备场（1）
1450	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	高级联赛准备场（2）
1451	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	高级联赛准备场（3）
1452	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	高级联赛准备场（4）
1453	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	高级联赛准备场（5）
1454	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	高级联赛准备场（6）
1455	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	高级联赛准备场（7）
1456	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	高级联赛准备场（8）
1457	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	高级联赛准备场（9）
1458	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	高级联赛准备场（10）
1459	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	高级联赛准备场（11）
1460	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	高级联赛准备场（12）
1461	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	高级联赛比赛场（1）
1462	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	高级联赛比赛场（2）
1463	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	高级联赛比赛场（3）
1464	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	高级联赛比赛场（4）
1465	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	高级联赛比赛场（5）
1466	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	高级联赛比赛场（6）
1467	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	高级联赛比赛场（7）
1468	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	高级联赛比赛场（8）
1469	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	高级联赛比赛场（9）
1470	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	高级联赛比赛场（10）
1471	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	高级联赛比赛场（11）
1472	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	高级联赛比赛场（12）
1473	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	初级多人赛比赛场（1）
1474	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	初级多人赛比赛场（2）
1475	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	初级多人赛比赛场（3）
1476	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	初级多人赛比赛场（4）
1477	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	初级多人赛比赛场（5）
1478	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	初级多人赛比赛场（6）
1479	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	初级多人赛比赛场（7）
1480	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	初级多人赛比赛场（8）
1481	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	初级多人赛比赛场（9）
1482	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	初级多人赛比赛场（10）
1483	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	初级多人赛比赛场（11）
1484	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	初级多人赛比赛场（12）
1485	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	高级多人赛比赛场（1）
1486	1	1	1	1	2	2	2	2	2	2	2	2	2	2	9	9	高级多人赛比赛场（2）
1487	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	高级多人赛比赛场（3）
1488	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	高级多人赛比赛场（4）
1489	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	高级多人赛比赛场（5）
1490	1	2	3	3	3	6	6	6	6	6	6	6	6	6	13	13	高级多人赛比赛场（6）
1491	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	高级多人赛比赛场（7）
1492	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	高级多人赛比赛场（8）
1493	1	2	2	4	2	4	3	3	3	3	3	3	3	3	10	10	高级多人赛比赛场（9）
1494	1	1	2	2	4	4	4	4	4	4	4	4	4	4	11	11	高级多人赛比赛场（10）
1495	1	2	3	3	5	5	5	5	5	5	5	5	5	5	12	12	高级多人赛比赛场（11）
1496	1	1	1	2	3	3	7	7	7	7	7	7	7	7	14	14	高级多人赛比赛场（12）
