EventId	PartId	Name	SubKind	ExClass	StartDate	EndDate	ExParam1	ExParam2	ExParam3	ExParam4	ExParam5	ExParam6	ExParam7	ExParam8	ExParam9	ExParam10	ExParam11	ExParam12	ExParam13	ExParam14	ExParam15	ExParam16	ExParam17	ExParam18	ExParam19	ExParam20	ExParam21	ExParam22	ExParam23	ExParam24	ExParam25	_showall
43	1	【产出卡片】包万同第一轮	action_finishtask		0	0	TaskFinish:"LinkTask",1,""			CheckLuaScript:"local tbArg = EventManager:GetLibTable().tbTaskFinishArg;<enter>if not tbArg[1] or tbArg[1] ~= 10 then<enter>   return 1,\"只有完成第一轮才能获得卡片\";<enter>end<enter>return 0;<enter>",""								AddItem:"18,1,402,1",1,1,4320														
43	2	【产出卡片】完成商会任务	action_finishtask		0	0	TaskFinish:"MerchantTask",4,""											AddItem:"18,1,402,1",4,1,4320														
43	3	【产出卡片】宋金战场	action_finishtask		0	0	TaskFinish:"Battle",0,"local tbArg =EventManager:GetLibTable().tbTaskFinishArg;<enter>local nScore = tbArg[1] or 0;<enter>local nLevel = tbArg[2] or 0;<enter>if nScore <=0 or nLevel <= 0 then<enter> return 0;<enter>end<enter>local tbCard = {<enter> [1] = {2,3},<enter> [2] = {1,2},<enter> [3] = {1,1},<enter>};<enter>if nScore >= 8000 then<enter>  return tbCard[1][nLevel] or 0;<enter>end<enter>if nScore >= 5000 then<enter>  return tbCard[2][nLevel] or 0;<enter>end<enter>if nScore >= 3000 then<enter>  return tbCard[3][nLevel] or 0;<enter>end<enter>return 0;"											SetLuaScript:"local tbArg =EventManager:GetLibTable().tbTaskFinishArg;<enter>local nScore = tbArg[1] or 0;<enter>local nLevel = tbArg[2] or 0;<enter>if nScore <=0 or nLevel <= 0 or nLevel >=3 then<enter> return 0;<enter>end<enter>local tbCard = {<enter> [1] = {2,3},<enter> [2] = {1,2},<enter> [3] = {1,1},<enter>};<enter>if nScore >= 8000 then<enter>  EventManager:ExeFun(\"AddItem\",\"18,1,402,1\",tbCard[1][nLevel],1,4320);<enter>  return 0;<enter>end<enter>if nScore >= 5000 then<enter>  EventManager:ExeFun(\"AddItem\",\"18,1,402,1\",tbCard[2][nLevel],1,4320);<enter>  return 0;<enter>end<enter>if nScore >= 3000 then<enter>  EventManager:ExeFun(\"AddItem\",\"18,1,402,1\",tbCard[3][nLevel],1,4320);<enter>  return 0;<enter>end<enter>return 0;<enter>"														
43	4	【产出卡片】白虎堂Boss掉落（初级一层）	boss_dropitem		0	0	DropNpc:2661											SetDroprate:"\setting\npc\droprate\eventmanager\43_dropratecard.txt",1														
43	5	【产出卡片】白虎堂Boss掉落（初级二层）	boss_dropitem		0	0			DropNpc:2682									SetDroprate:"\setting\npc\droprate\eventmanager\43_dropratecard.txt",2														
43	6	【产出卡片】白虎堂Boss掉落（初级三层）	boss_dropitem		0	0	DropNpc:2686											SetDroprate:"\setting\npc\droprate\eventmanager\43_dropratecard.txt",3														
43	7	【产出卡片】白虎堂Boss掉落（高级一层）	boss_dropitem		0	0	DropNpc:2663											SetDroprate:"\setting\npc\droprate\eventmanager\43_dropratecard.txt",2														
43	8	【产出卡片】白虎堂Boss掉落（高级二层）	boss_dropitem		0	0	DropNpc:2684											SetDroprate:"\setting\npc\droprate\eventmanager\43_dropratecard.txt",3														
43	9	【产出卡片】白虎堂Boss掉落（高级三层）	boss_dropitem		0	0	DropNpc:2688											SetDroprate:"\setting\npc\droprate\eventmanager\43_dropratecard.txt",4														
43	10	【产出卡片】白虎堂Boss掉落（黄金一层）	boss_dropitem		0	0	DropNpc:3684											SetDroprate:"\setting\npc\droprate\eventmanager\43_dropratecard.txt",3														
43	11	【产出卡片】白虎堂Boss掉落（黄金二层）	boss_dropitem		0	0	DropNpc:3686											SetDroprate:"\setting\npc\droprate\eventmanager\43_dropratecard.txt",4														
43	12	【产出卡片】白虎堂Boss掉落（黄金三层）	boss_dropitem		0	0	DropNpc:3688											SetDroprate:"\setting\npc\droprate\eventmanager\43_dropratecard.txt",6														
43	13	【产出卡片】门派竞技	action_finishtask		0	0	TaskFinish:"FactionBattle",0,"local tbArg =EventManager:GetLibTable().tbTaskFinishArg;<enter>local nScore = tbArg[1] or 0;<enter>local nRank = tbArg[2] or 0;<enter>local nXiang = tbArg[3] or 0;<enter>local nCard = 0;<enter>if nRank > 0 then<enter>  if nRank <= 4 then<enter>     nCard = nCard + 2;<enter>  elseif nRank <= 16 then<enter>     nCard = nCard + 2;<enter>  end<enter>end<enter>nCard = nCard + nXiang*2;<enter>return nCard;<enter>"											SetLuaScript:"local tbArg =EventManager:GetLibTable().tbTaskFinishArg;<enter>local nScore = tbArg[1] or 0;<enter>local nRank = tbArg[2] or 0;<enter>local nXiang = tbArg[3] or 0;<enter>local nCard = 0;<enter>if nRank > 0 then<enter>  if nRank <= 4 then<enter>     nCard = nCard + 2;<enter>  elseif nRank <= 16 then<enter>     nCard = nCard + 2;<enter>  end<enter>end<enter>nCard = nCard + nXiang*2;<enter>EventManager:ExeFun(\"AddItem\",\"18,1,402,1\",nCard,1,4320);<enter>return 0;<enter>"														
43	14	【产出卡片】家族关卡	action_finishtask		0	0	TaskFinish:"KinGame",1,""											AddItem:"18,1,402,1",1,1,4320														
43	15	【产出卡片】家族周目标	action_finishtask		0	0	TaskFinish:"KinWeekAction",0,"local tbArg = EventManager:GetLibTable().tbTaskFinishArg;<enter>local nXiangzi = tbArg[1] or 0;<enter>return nXiangzi;<enter>"											SetLuaScript:"local tbArg = EventManager:GetLibTable().tbTaskFinishArg;<enter>local nXiangzi = tbArg[1] or 0;<enter>EventManager:ExeFun(\"AddItem\",\"18,1,402,1\",nXiangzi,1,4320);<enter>return 0;<enter>"														
43	16	【产出卡片】逍遥谷	action_finishtask		0	0	TaskFinish:"XoyoGame",1,""											SetLuaScript:"local tbArg = EventManager:GetLibTable().tbTaskFinishArg;<enter>local nFloor = tbArg[1];<enter>local tbCard = {<enter> [2]= 1,<enter> [3] =1,<enter> [4] =1,<enter> [5] =1,<enter>};<enter>if not tbCard[nFloor] then<enter> return 0;<enter>end<enter>EventManager:ExeFun(\"AddItem\",\"18,1,402,1\",tbCard[nFloor],1,4320);<enter>return 0;<enter>"														
43	17	【产出卡片】联赛礼包领取时	action_finishtask		0	0	TaskFinish:"Wlls",1,""											AddItem:"18,1,402,1",1,1,4320														
43	18	【产出卡片】击杀55级boss	boss_dropitem		0	0	DropNpcType:"uniqueboss"			CheckLuaScript:"if him.nLevel ~= 55 then<enter>  return 1;<enter>end<enter>return 0;<enter>",""								SetDroprate:"\setting\npc\droprate\eventmanager\43_dropratecard.txt",4														
43	19	【产出卡片】击杀75级boss	boss_dropitem		0	0	DropNpcType:"uniqueboss"			CheckLuaScript:"if him.nLevel ~= 75 then<enter>  return 1;<enter>end<enter>return 0;<enter>",""								SetDroprate:"\setting\npc\droprate\eventmanager\43_dropratecard.txt",6														
43	20	【产出卡片】击杀95级boss	boss_dropitem		0	0	DropNpcType:"uniqueboss"			CheckLuaScript:"if him.nLevel ~= 95 then<enter>  return 1;<enter>end<enter>return 0;<enter>",""																SetDroprate:"\setting\npc\droprate\eventmanager\43_dropratecard.txt",8						
43	21	【产出卡片】击杀秦始皇Boss	boss_dropitem		0	0	DropNpc:2426											SetDroprate:"\setting\npc\droprate\eventmanager\43_dropratecard.txt",12														
43	22	【产出卡片】击杀秦始皇身边小Boss(兵马佣)	boss_dropitem		0	0	DropNpc:2440											SetDroprate:"\setting\npc\droprate\eventmanager\43_dropratecard.txt",6														
43	23	【产出卡片】击杀秦始皇身边小Boss(招魂师)	boss_dropitem		0	0	DropNpc:2439											SetDroprate:"\setting\npc\droprate\eventmanager\43_dropratecard.txt",6														
44	1	领取今日赠送卡	npc_getaward		2009/09/21/00/00	2009/10/11/00/00	Npc:2601			CheckTaskDay:1,141,142,"每天只能领取一次，你今天已经领取过了。",""	CheckFuliJingHuoWeiWang:"福利江湖威望判断"	CheckFreeBag:2,"必须需要2格背包空间",""						AddTaskDay:141,142	AddItem:"18,1,402,1",2,1,4320													
44	2	领取收集卡片最终奖励	npc_getaward		2009/10/11/00/05	2009/10/21/00/00	Npc:2601											SetLuaScript:"SpecialEvent.CollectCard:OnAward_Card_Bag();<enter>return 0;"														
44	3	月桂花换玄晶宝箱	npc_getaward		0	0	Npc:2601	AddSelect:"    如果你给我一个月桂花可换取一个玄晶宝箱，现在你有一朵月桂花给我吗？<enter>","我有月桂花"										SetAwardIdUi:22														
44	4	充值60元送民族大团圆卡	npc_getaward		2009/10/01/00/00	2009/10/11/00/00	Npc:2601			CheckGTaskLt:2093,13,60,"你在9月没有获得赠送资格，无法领取赠送卡片。",""	CheckTaskDay:1,144,145,"每天只能领取一次，今天你已经领取过了。",""	CheckFreeBag:2,"你的背包已满，无法领取卡片。",""						AddTaskDay:144,145	AddItem:"18,1,402,1",2,1,4320													
44	5	充值120元送民族大团圆卡	npc_getaward		2009/10/10/00/00	2009/10/11/00/00	Npc:2601			CheckGTaskLt:2093,13,120,"你在9月没有获得赠送资格，无法领取赠送卡片。",""	CheckTask:146,1,"你已经领取过20张卡片，无法再领取了。",""	CheckFreeBag:20,"你的背包已满，无法领取卡片。",""						SetTask:146,1	AddItem:"18,1,402,1",20,1,4320													
45	1	领取锦瑟琉璃石	npc_getaward		0	0	Npc:7058,0			CheckItemInAll:"18,1,1465,1",1,1,"你已经领取过“锦瑟琉璃石”了，快去救助那些可怜又可爱的玉兔吧。",""	CheckFreeBag:1,"必须需要1格背包空间",""	CheckLevel:60,"要60级才有资格领取锦瑟琉璃石。",""	CheckFaction:13,"需要加入门派才能领取锦瑟琉璃石。",""					AddItem:"18,1,1465,1",1,1,"2011/09/14/00/00"														
45	2	【兔子产出】首领精英	action_finishtask		0	0	TaskFinish:"JYAndSLDeath",1,""				CheckNpcLevel:65	CheckLuaScript:"<enter>if him.GetNpcType() > 0 then<enter>   return 0;<enter>end<enter>return 1;",""						SetLuaScript:"local nMapId,nX,nY = him.GetWorldPos();<enter>for i=1, 5 do<enter>  SpecialEvent.CollectCard.CallAiRabbit:CallRabbit(nMapId, nX*32, nY*32, 3707);<enter>end<enter>return 0;"														
46	1	中秋抽奖领奖	npc_getaward		0	0	Npc:2601											SetLuaScript:"Lottery:OnDialog();<enter>return 0;<enter>"														
57	1	精英首领掉落雪堆	action_finishtask		0	0	TaskFinish:"JYAndSLDeath",0,""											SetLuaScript:"local tbNpc<tab>= Npc:GetClass(\"xmas_snowheap\");<enter>local nNpcMapId, nNpcPosX, nNpcPosY = him.GetWorldPos();<enter>local pNpc = KNpc.Add2(tbNpc.nNpcId, 1, -1, nNpcMapId, nNpcPosX, nNpcPosY);<tab><enter>if pNpc then<enter>  pNpc.SetLiveTime(60 * Env.GAME_FPS);<enter>  local tbNpcTemp = pNpc.GetTempTable(\"Npc\");<enter>  tbNpcTemp.nMaxUse = 10;<enter>end<enter>"														
57	2	圣诞掉烟花	boss_dropitem		0	0	DropNpcType:"_ALLNPC"											SetDropItemId:3,1														
58	1	2010年8月充值抽奖活动	npc_getaward		0	0	Npc:2601											SetLuaScript:"NewLottery:OnDialog();<enter>"														
58	2	八月抽奖	action_opentask		2010/08/22/00/00	2010/08/31/00/00	SetLotterData:"八月充值"																									
59	1	充值588和988元购买和氏璧	npc_getaward		0	0	Npc:2601			CheckPayIsAction:1	CheckMonthPay:588,"您本月累计充值不足<color=yellow>588元<color>，不能购买和氏璧！",""	CheckFreeBag:1,"购买和氏璧需要<color=yellow>1格<color>背包空间，去整理下再来！",""						CoinBuyHeShiBi:"你将以<color=yellow>8000金币<color>购买1个和氏璧!"														
59	2	月桂花换玄晶宝箱	npc_getaward		0	0	Npc:2601	AddSelect:"    如果你有<color=yellow>一个<color>广寒月桂花，可以在我这里换取<color=yellow>一个<color>玄晶宝箱，你有花吗？","我有"										SetAwardIdUi:22,0														
59	3	菩提果兑换特别的精魄	npc_getaward		0	0	Npc:2601	AddSelect:"    这位客官，如果你有<color=yellow>菩提果<color>，我想用<color=yellow>5个特别的精魄<color>和你换，你要换吗？","我要兑换"										SetAwardIdUi:25,0														
59	4	充值188元购买一折黄金智慧精华	npc_getaward		0	0	Npc:2601			CheckMonthPay:188,"您本月累计充值不足188元，不能购买智慧精华！",""	CheckTaskEq:173,1,"您尚未领取188奖励，获得购买黄金智慧精华的资格！",""	CheckFreeBag:1,"购买黄金精华需要1格背包空间，去整理下再来！",""						CoinBuyItem:3														
59	5	充值4988元购买八折和氏璧	npc_getaward		0	0	Npc:2601			CheckMonthPay:4988,"您本月累计充值不足4988元，不能购买声望牌子！",""	CheckTaskEq:174,1,"您尚未领取4988奖励称号，获得购买八折和氏璧的资格！",""	CheckFreeBag:1,"购买和氏璧需要1格背包空间，去整理下再来！",""						CoinBuyItem:4														
59	6	充值4988元购买武林大会英雄令牌	npc_getaward		0	0	Npc:2601			CheckMonthPay:4988,"您本月累计充值不足4988元，不能购买声望牌子！",""	CheckTaskEq:166,1,"您尚未领取4988奖励称号，获得购买英雄令牌的资格！",""	CheckFreeBag:1,"购买声望牌子需要1格背包空间，去整理下再来！",""						CoinBuyItem:1														
59	7	充值4988元购买2010盛夏纪念徽章	npc_getaward		0	0	Npc:2601			CheckMonthPay:4988,"您本月累计充值不足4988元，不能购买声望牌子！",""	CheckTaskEq:175,1,"您尚未领取4988奖励称号，获得购买盛夏徽章的资格！",""	CheckFreeBag:1,"购买声望牌子需要1格背包空间，去整理下再来！",""						CoinBuyItem:2														
60	1	领取玄晶宝箱	npc_getaward		0	0	Npc:2601	AddSelect:"您确定领取<color=yellow>玄晶宝箱<color>奖励吗？领取后就不能领取其他奖励了。","确定"		CheckPayIsAction:1	CheckTaskEq:153,0,"您已经领取该项奖励，不能再领了！",""	CheckMonthPay:988,"您本月累计充值不足<color=yellow>988元<color>，不能领奖！",""	CheckFreeBag:2,"领奖需要<color=yellow>2格<color>背包空间，去整理下再来！",""					SetTask:153,1	SetAwardId:19	SetMsg:0,"恭喜您成功领取了本月充值988元的<color=yellow>玄晶宝箱<color>奖励！"	SetMsg:2,"恭喜您成功领取了本月充值988元的<color=yellow>玄晶宝箱<color>奖励！"											
60	2	领取购买和氏璧机会	npc_getaward		0	0	Npc:2601	AddSelect:"您确定领取<color=yellow>购买3个和氏璧资格<color>奖励吗？领取后就不能领取其他奖励了。","确定"		CheckPayIsAction:1	CheckTaskEq:153,0,"您已经领取该项奖励，不能再领了！",""	CheckMonthPay:988,"您本月累计充值不足<color=yellow>988元<color>，不能领奖！",""						SetTask:153,1	AddBuyHeShiBiSum:3	SetMsg:0,"恭喜您成功领取了本月充值988元的<color=yellow>优惠购买和氏璧机会<color>奖励！"	SetMsg:2,"恭喜您成功领取了本月充值988元的<color=yellow>优惠购买和氏璧机会<color>奖励！"											
60	3	领取9玄的3折优惠券	npc_getaward		0	0	Npc:2601	AddSelect:"您确定领取<color=yellow>9玄的3折优惠券<color>奖励吗？领取后就不能领取其他奖励了。","确定"		CheckPayIsAction:1	CheckTaskEq:153,0,"您已经领取该项奖励，不能再领了！",""	CheckMonthPay:988,"您本月累计充值不足<color=yellow>988元<color>，不能领奖！",""	CheckFreeBag:3,"领奖需要<color=yellow>3格<color>背包空间，去整理下再来！",""					SetTask:153,1	AddItem:"18,1,395,1",3,1,43200	SetMsg:0,"恭喜您成功领取了本月充值988元的<color=yellow>9玄3折优惠券<color>奖励！"	SetMsg:2,"恭喜您成功领取了本月充值988元的<color=yellow>9玄3折优惠券<color>奖励！"											
60	4	六技能同伴叶静	npc_getaward		0	0	Npc:2601	AddSelect:"您确定领取<color=yellow>六技能同伴叶静<color>吗？领取后就不能领取其他奖励了。","确定"		CheckPayIsAction:1	CheckTaskEq:153,0,"您已经领取该项奖励，不能再领了！",""	CheckMonthPay:988,"您本月累计充值不足<color=yellow>988元<color>，不能领奖！",""	CheckFreeBag:1,"领奖需要<color=yellow>1格<color>背包空间，去整理下再来！",""					SetTask:153,1	AddItem:"18,1,666,3",1,1,""	SetMsg:0,"恭喜您成功领取了本月充值988元的<color=yellow>六技能同伴<color>奖励！"	SetMsg:2,"恭喜您成功领取了本月充值988元的<color=yellow>六技能同伴<color>奖励！"											
60	5	领取祈福令牌	npc_getaward		0	0	Npc:2601	AddSelect:"您确定领取<color=yellow>祈福令牌<color>奖励吗？领取后就不能领取其他奖励了。","确定"		CheckPayIsAction:1	CheckTaskEq:153,0,"您已经领取该项奖励，不能再领了！",""	CheckMonthPay:988,"您本月累计充值不足<color=yellow>988元<color>，不能领奖！",""	CheckFreeBag:3,"领奖需要<color=yellow>3格<color>背包空间，去整理下再来！",""					SetTask:153,1	SetMsg:0,"恭喜您成功领取了本月充值988元的<color=yellow>中级祈福令牌<color>奖励！"	SetMsg:2,"恭喜您成功领取了本月充值988元的<color=yellow>中级祈福令牌<color>奖励！"	SetAwardId:16											
60	7	领取游龙古币	npc_getaward		0	0	Npc:2601	AddSelect:"您确定领取<color=yellow>500个游龙古币<color>奖励吗？领取后就不能领取其他奖励了。","确定"		CheckPayIsAction:1	CheckTaskEq:153,0,"您已经领取该项奖励，不能再领了！",""	CheckMonthPay:988,"您本月累计充值不足<color=yellow>988元<color>，不能领奖！",""	CheckFreeBag:1,"领奖需要<color=yellow>1格<color>背包空间，去整理下再来！",""					SetTask:153,1	SetMsg:0,"恭喜您成功领取了本月充值988元的<color=yellow>500个游龙古币<color>奖励！"	SetMsg:2,"恭喜您成功领取了本月充值988元的<color=yellow>500个游龙古币<color>奖励！"	AddItem:"18,1,553,1",500,1,""											
61	1	领取玄晶宝箱	npc_getaward		0	0	Npc:2601	AddSelect:"您确定领取<color=yellow>玄晶宝箱<color>奖励吗？领取后就不能领取其他奖励了。","确定"		CheckPayIsAction:1	CheckTaskEq:152,0,"您已经领取过该项奖励，不能再领奖了！",""	CheckMonthPay:588,"您本月累计充值不足588元，不能领奖！",""	CheckFreeBag:2,"领取奖励需要<color=yellow>2格<color>背包空间，去整理下再来吧！",""					SetTask:152,1	SetAwardId:19	SetMsg:0,"恭喜您成功领取充值588元的2个<color=yellow>玄晶宝箱<color>奖励！"	SetMsg:2,"恭喜您成功领取充值588元的2个<color=yellow>玄晶宝箱<color>奖励！"											
61	2	领取中级祈福令牌	npc_getaward		0	0	Npc:2601	AddSelect:"您确定领取<color=yellow>中级祈福令牌<color>奖励吗？领取后就不能领取其他奖励了。","确定"		CheckPayIsAction:1	CheckTaskEq:152,0,"您已经领取过该项奖励，不能再领奖了！",""	CheckMonthPay:588,"您本月累计充值不足588元，不能领奖！",""	CheckFreeBag:3,"领取奖励需要<color=yellow>3格<color>背包空间，去整理下再来吧！",""					SetTask:152,1	SetAwardId:16	SetMsg:0,"恭喜您成功领取充值588元的3个<color=yellow>中级祈福令牌<color>奖励！"	SetMsg:2,"恭喜您成功领取充值588元的3个<color=yellow>中级祈福令牌<color>奖励！"											
61	3	领取购买和氏璧资格	npc_getaward		0	0	Npc:2601	AddSelect:"您确定领取<color=yellow>购买和氏璧机会的<color>奖励吗？领取后就不能领取其他奖励了。","确定"		CheckPayIsAction:1	CheckTaskEq:152,0,"您已经领取过该项奖励，不能再领奖了！",""	CheckMonthPay:588,"您本月累计充值不足588元，不能领奖！",""						SetTask:152,1	AddBuyHeShiBiSum:2	SetMsg:0,"恭喜您成功领取充值588元的优惠<color=yellow>购买2个和氏璧<color>的资格奖励！"	SetMsg:2,"恭喜您成功领取充值588元的优惠<color=yellow>购买2个和氏璧<color>的资格奖励！"											
61	4	领取游龙古币	npc_getaward		0	0	Npc:2601	AddSelect:"您确定领取<color=yellow>500游龙古币<color>奖励吗？领取后就不能领取其他奖励了。","确定"		CheckPayIsAction:1	CheckTaskEq:152,0,"您已经领取过该项奖励，不能再领奖了！",""	CheckMonthPay:588,"您本月累计充值不足588元，不能领奖！",""	CheckFreeBag:1,"领取奖励需要<color=yellow>1格<color>背包空间，去整理下再来吧！",""					SetTask:152,1	AddItem:"18,1,553,1",500,1,""	SetMsg:0,"恭喜您成功领取充值588元的<color=yellow>500游龙古币<color>奖励！"	SetMsg:2,"恭喜您成功领取充值588元的<color=yellow>500游龙古币<color>奖励！"											
61	5	领取9玄的3折优惠券	npc_getaward		0	0	Npc:2601	AddSelect:"您确定领取<color=yellow>9玄的3折优惠券<color>奖励吗？领取后就不能领取其他奖励了。","确定"		CheckPayIsAction:1	CheckTaskEq:152,0,"您已经领取过该项奖励，不能再领奖了！",""	CheckMonthPay:588,"您本月累计充值不足588元，不能领奖！",""	CheckFreeBag:2,"领取奖励需要2格背包空间，去整理下再来吧！",""					SetTask:152,1	AddItem:"18,1,395,1",2,1,43200	SetMsg:0,"恭喜您成功领取充值588元的<color=yellow>9玄的3折优惠券<color>奖励！"	SetMsg:2,"恭喜您成功领取充值588元的<color=yellow>9玄的3折优惠券<color>奖励！"											
61	7	五技能同伴萧不实	npc_getaward		0	0	Npc:2601	AddSelect:"您确定领取<color=yellow>五技能同伴萧不实<color>吗？领取后就不能领取其他奖励了。","确定"		CheckPayIsAction:1	CheckTaskEq:152,0,"您已经领取过该项奖励，不能再领奖了！",""	CheckMonthPay:588,"您本月累计充值不足588元，不能领奖！",""						SetTask:152,1	AddItem:"18,1,666,2",1,1,""	SetMsg:0,"恭喜您成功领取五技能同伴萧不实奖励！"	SetMsg:2,"恭喜您成功领取五技能同伴萧不实奖励！"											
62	1	充值50元奖励领取	npc_getaward		0	0	Npc:2601			CheckPayIsAction:1	CheckMonthPay:50,"您本月累计充值不足<color=yellow>50元<color>，不能领奖！",""	CheckTaskEq:149,0,"不能领奖，您已经领取过充值达<color=yellow>50元<color>的奖励！",""	CheckFreeBag:8,"领奖需要<color=yellow>8格<color>背包空间，去整理下再来！",""					SetTask:149,1	SetAwardId:18	AddItem:"18,1,524,3",1,1,""	AddItem:"18,1,544,2",5,1,""	AddItem:"18,1,674,1",1,1,4320	SetMsg:2,"恭喜您成功领取充值50元的奖励！"	AddItem:"18,1,553,1",60,1,""	AddItem:"18,1,205,1",750,1,""	SetAwardId:28	SetMsg:0,"恭喜您成功领取充值50元的奖励！"					
62	2	充值188元奖励领取	npc_getaward		0	0	Npc:2601			CheckPayIsAction:1	CheckTaskEq:150,0,"您已经领取过该项奖励，不能再领奖了！",""	CheckMonthPay:188,"您本月累计充值不足<color=yellow>188元<color>，不能领奖！",""		CheckFreeBag:8,"领奖需要<color=yellow>8格<color>背包空间，去整理下再来！",""				SetTask:150,1	SetAwardId:18	AddItem:"18,1,524,2",1,1,""	SetMsg:2,"恭喜您成功领取充值188元的奖励！"	SetMsg:0,"恭喜您成功领取充值188元的奖励！"	AddItem:"18,1,675,1",1,1,4320	AddItem:"18,1,205,1",750,1,""	AddItem:"18,1,544,2",5,1,""	SetAwardId:28	AddItem:"18,1,597,1",9,1,""					
62	3	充值50元强化优惠奖励领取	npc_getaward		0	0	Npc:2601	AddSelect:"您确定领取强化优惠效果吗？该效果只能持续<color=yellow>5天<color>","确定"		CheckPayIsAction:1	CheckTaskEq:151,0,"您已经领取过该项奖励，不能再领奖了！",""	CheckMonthPay:50,"您本月累计充值不足<color=yellow>50元<color>，不能领奖！",""						SetTask:151,1	AddSkillBuff:892,1,7200	SetMsg:0,"恭喜您成功领取充值50元的强化优惠奖励！"	SetMsg:2,"恭喜您成功领取充值50元的强化优惠奖励！"											
62	5	充值588元基本奖励领取	npc_getaward		0	0	Npc:2601			CheckPayIsAction:1	CheckTaskEq:155,0,"您已经领取过该项奖励，不能再领奖了！",""	CheckMonthPay:588,"您本月累计充值不足<color=yellow>588元<color>，不能领奖！",""		CheckFreeBag:8,"领奖需要<color=yellow>8格<color>背包空间，去整理下再来！",""				SetTask:155,1	AddItem:"18,1,524,2",1,1,""	AddItem:"18,1,205,1",1500,1,""	SetMsg:0,"恭喜您成功领取充值588元的奖励！"	SetMsg:2,"恭喜您成功领取充值588元的奖励！"	SetAwardId:28	AddItem:"18,1,924,1",2,1,43200	AddItem:"1,12,10,4",1,0,57600	AddItem:"18,1,597,1",49,1,""						
62	6	充值988元基本奖励领取	npc_getaward		0	0	Npc:2601			CheckPayIsAction:1	CheckTaskEq:162,0,"您已经领取过该项奖励，不能再领奖了！",""	CheckMonthPay:988,"您本月累计充值不足<color=yellow>988元<color>，不能领奖！",""	CheckFreeBag:6,"领奖需要<color=yellow>6格<color>背包空间，去整理下再来！",""					SetTask:162,1	SetMsg:0,"恭喜您成功领取充值988元的奖励！"	SetMsg:2,"恭喜您成功领取充值988元的奖励！"	SetAwardId:28	AddItem:"18,1,924,1",2,1,43200	AddItem:"1,12,27,4",1,1,57600	AddItem:"18,1,597,1",99,1,""								
62	7	充值4988元购买武林大会英雄令牌资格[三选一]	npc_getaward		0	0	Npc:2601	AddSelect:"您确定领取<color=yellow>以优惠价格21888金币购买武林大会英雄令牌资格<color>奖励吗？共可购买<color=yellow>16<color>个，领取后就不能领取<color=yellow>其他奖励<color>了！","确定"		CheckPayIsAction:1	CheckTaskEq:166,0,"您已经领取过4988充值奖励，不能再领奖了！",""	CheckMonthPay:4988,"您本月累计充值不足<color=yellow>4988元<color>，不能领奖！",""	CheckTaskEq:174,0,"您已经领取过4988元的充值奖励，不要太贪心啊！",""	CheckTaskEq:175,0,"您已经领取过4988元的充值奖励，不要太贪心啊！",""				SetTask:166,1	AddBuyItemSum:16,1	SetMsg:2,"恭喜您已成功领取充值<color=yellow>4988元<color>的优惠奖励！"	SetMsg:0,"恭喜您已成功领取充值<color=yellow>4988元<color>的优惠奖励！"	AddTitle:"6,31,1,0"										
62	8	充值4988元八折购买和氏璧成品资格[三选一]	npc_getaward		0	0	Npc:2601	AddSelect:"您确定领取<color=yellow>以每个8000金币的优惠价格购买和氏璧资格<color>奖励吗？共可购买<color=yellow>50<color>个，领取后就不能领取<color=yellow>其他奖励<color>了！","确定"		CheckPayIsAction:1	CheckTaskEq:174,0,"您已经领取过该项奖励，不能再领奖了！",""	CheckMonthPay:4988,"您本月累计充值不足<color=yellow>4988元<color>，不能领奖！",""	CheckTaskEq:175,0,"您已经领取过4988元的充值奖励，不要太贪心啊！",""	CheckTaskEq:166,0,"您已经领取过4988元的充值奖励，不要太贪心啊！",""				SetTask:174,1	AddBuyItemSum:50,4	SetMsg:2,"恭喜您已成功领取充值<color=yellow>4988元<color>的优惠奖励！"	SetMsg:0,"恭喜您已成功领取充值<color=yellow>4988元<color>的优惠奖励！"	AddTitle:"6,33,1,0"										
62	9	充值4988元购买2010年盛夏纪念徽章资格[三选一]	npc_getaward		0	0	Npc:2601	AddSelect:"您确定领取<color=yellow>以优惠价格7000金币购买2010年盛夏纪念徽章资格<color>奖励吗？共可购买<color=yellow>150<color>个，领取后就不能领取<color=yellow>其他奖励<color>了！","确定"		CheckTaskEq:166,0,"您已经领取过4988充值奖励，不能再领奖了！",""	CheckMonthPay:4988,"您本月累计充值不足<color=yellow>4988元<color>，不能领奖！！",""	CheckTaskEq:175,0,"您已经领取过4988元的充值奖励，不要太贪心啊！",""	CheckTaskEq:174,0,"您已经领取过4988元的充值奖励，不要太贪心啊！",""					SetTask:175,1	AddBuyItemSum:150,2	SetMsg:0,"恭喜您已成功领取充值<color=yellow>4988元<color>的优惠奖励！"	SetMsg:2,"恭喜您已成功领取充值<color=yellow>4988元<color>的优惠奖励！"	AddTitle:"6,32,1,0"										
